,Close,High,Low,Open,Volume,"('Close', 'XLRE')","('High', 'XLRE')","('Low', 'XLRE')","('Open', 'XLRE')","('Volume', 'XLRE')","('Close', 'XLRE').1","('High', 'XLRE').1","('Low', 'XLRE').1","('Open', 'XLRE').1","('Volume', 'XLRE').1","('Close', 'XLRE').2","('High', 'XLRE').2","('Low', 'XLRE').2","('Open', 'XLRE').2","('Volume', 'XLRE').2","('Close', 'XLRE').3","('High', 'XLRE').3","('Low', 'XLRE').3","('Open', 'XLRE').3","('Volume', 'XLRE').3","('Close', 'XLRE').4","('High', 'XLRE').4","('Low', 'XLRE').4","('Open', 'XLRE').4","('Volume', 'XLRE').4","('Close', 'XLRE').5","('High', 'XLRE').5","('Low', 'XLRE').5","('Open', 'XLRE').5","('Volume', 'XLRE').5","('Close', 'XLRE').6","('High', 'XLRE').6","('Low', 'XLRE').6","('Open', 'XLRE').6","('Volume', 'XLRE').6","('Close', 'XLRE').7","('High', 'XLRE').7","('Low', 'XLRE').7","('Open', 'XLRE').7","('Volume', 'XLRE').7","('Close', 'XLRE').8","('High', 'XLRE').8","('Low', 'XLRE').8","('Open', 'XLRE').8","('Volume', 'XLRE').8","('Close', 'XLRE').9","('High', 'XLRE').9","('Low', 'XLRE').9","('Open', 'XLRE').9","('Volume', 'XLRE').9","('Close', 'XLRE').10","('High', 'XLRE').10","('Low', 'XLRE').10","('Open', 'XLRE').10","('Volume', 'XLRE').10","('Close', 'XLRE').11","('High', 'XLRE').11","('Low', 'XLRE').11","('Open', 'XLRE').11","('Volume', 'XLRE').11","('Close', 'XLRE').12","('High', 'XLRE').12","('Low', 'XLRE').12","('Open', 'XLRE').12","('Volume', 'XLRE').12","('Close', 'XLRE').13","('High', 'XLRE').13","('Low', 'XLRE').13","('Open', 'XLRE').13","('Volume', 'XLRE').13","('Close', 'XLRE').14","('High', 'XLRE').14","('Low', 'XLRE').14","('Open', 'XLRE').14","('Volume', 'XLRE').14","('Close', 'XLRE').15","('High', 'XLRE').15","('Low', 'XLRE').15","('Open', 'XLRE').15","('Volume', 'XLRE').15","('Close', 'XLRE').16","('High', 'XLRE').16","('Low', 'XLRE').16","('Open', 'XLRE').16","('Volume', 'XLRE').16","('Close', 'XLRE').17","('High', 'XLRE').17","('Low', 'XLRE').17","('Open', 'XLRE').17","('Volume', 'XLRE').17","('Close', 'XLRE').18","('High', 'XLRE').18","('Low', 'XLRE').18","('Open', 'XLRE').18","('Volume', 'XLRE').18","('Close', 'XLRE').19","('High', 'XLRE').19","('Low', 'XLRE').19","('Open', 'XLRE').19","('Volume', 'XLRE').19","('Close', 'XLRE').20","('High', 'XLRE').20","('Low', 'XLRE').20","('Open', 'XLRE').20","('Volume', 'XLRE').20","('Close', 'XLRE').21","('High', 'XLRE').21","('Low', 'XLRE').21","('Open', 'XLRE').21","('Volume', 'XLRE').21","('Close', 'XLRE').22","('High', 'XLRE').22","('Low', 'XLRE').22","('Open', 'XLRE').22","('Volume', 'XLRE').22","('Close', 'XLRE').23","('High', 'XLRE').23","('Low', 'XLRE').23","('Open', 'XLRE').23","('Volume', 'XLRE').23","('Close', 'XLRE').24","('High', 'XLRE').24","('Low', 'XLRE').24","('Open', 'XLRE').24","('Volume', 'XLRE').24","('Close', 'XLRE').25","('High', 'XLRE').25","('Low', 'XLRE').25","('Open', 'XLRE').25","('Volume', 'XLRE').25","('Close', 'XLRE').26","('High', 'XLRE').26","('Low', 'XLRE').26","('Open', 'XLRE').26","('Volume', 'XLRE').26","('Close', 'XLRE').27","('High', 'XLRE').27","('Low', 'XLRE').27","('Open', 'XLRE').27","('Volume', 'XLRE').27","('Close', 'XLRE').28","('High', 'XLRE').28","('Low', 'XLRE').28","('Open', 'XLRE').28","('Volume', 'XLRE').28","('Close', 'XLRE').29","('High', 'XLRE').29","('Low', 'XLRE').29","('Open', 'XLRE').29","('Volume', 'XLRE').29","('Close', 'XLRE').30","('High', 'XLRE').30","('Low', 'XLRE').30","('Open', 'XLRE').30","('Volume', 'XLRE').30","('Close', 'XLRE').31","('High', 'XLRE').31","('Low', 'XLRE').31","('Open', 'XLRE').31","('Volume', 'XLRE').31","('Close', 'XLRE').32","('High', 'XLRE').32","('Low', 'XLRE').32","('Open', 'XLRE').32","('Volume', 'XLRE').32","('Close', 'XLRE').33","('High', 'XLRE').33","('Low', 'XLRE').33","('Open', 'XLRE').33","('Volume', 'XLRE').33","('Close', 'XLRE').34","('High', 'XLRE').34","('Low', 'XLRE').34","('Open', 'XLRE').34","('Volume', 'XLRE').34","('Close', 'XLRE').35","('High', 'XLRE').35","('Low', 'XLRE').35","('Open', 'XLRE').35","('Volume', 'XLRE').35","('Close', 'XLRE').36","('High', 'XLRE').36","('Low', 'XLRE').36","('Open', 'XLRE').36","('Volume', 'XLRE').36","('Close', 'XLRE').37","('High', 'XLRE').37","('Low', 'XLRE').37","('Open', 'XLRE').37","('Volume', 'XLRE').37","('Close', 'XLRE').38","('High', 'XLRE').38","('Low', 'XLRE').38","('Open', 'XLRE').38","('Volume', 'XLRE').38","('Close', 'XLRE').39","('High', 'XLRE').39","('Low', 'XLRE').39","('Open', 'XLRE').39","('Volume', 'XLRE').39","('Close', 'XLRE').40","('High', 'XLRE').40","('Low', 'XLRE').40","('Open', 'XLRE').40","('Volume', 'XLRE').40","('Close', 'XLRE').41","('High', 'XLRE').41","('Low', 'XLRE').41","('Open', 'XLRE').41","('Volume', 'XLRE').41","('Close', 'XLRE').42","('High', 'XLRE').42","('Low', 'XLRE').42","('Open', 'XLRE').42","('Volume', 'XLRE').42","('Close', 'XLRE').43","('High', 'XLRE').43","('Low', 'XLRE').43","('Open', 'XLRE').43","('Volume', 'XLRE').43","('Close', 'XLRE').44","('High', 'XLRE').44","('Low', 'XLRE').44","('Open', 'XLRE').44","('Volume', 'XLRE').44","('Close', 'XLRE').45","('High', 'XLRE').45","('Low', 'XLRE').45","('Open', 'XLRE').45","('Volume', 'XLRE').45","('Close', 'XLRE').46","('High', 'XLRE').46","('Low', 'XLRE').46","('Open', 'XLRE').46","('Volume', 'XLRE').46","('Close', 'XLRE').47","('High', 'XLRE').47","('Low', 'XLRE').47","('Open', 'XLRE').47","('Volume', 'XLRE').47","('Close', 'XLRE').48","('High', 'XLRE').48","('Low', 'XLRE').48","('Open', 'XLRE').48","('Volume', 'XLRE').48","('Close', 'XLRE').49","('High', 'XLRE').49","('Low', 'XLRE').49","('Open', 'XLRE').49","('Volume', 'XLRE').49","('Close', 'XLRE').50","('High', 'XLRE').50","('Low', 'XLRE').50","('Open', 'XLRE').50","('Volume', 'XLRE').50","('Close', 'XLRE')","('High', 'XLRE')","('Low', 'XLRE')","('Open', 'XLRE')","('Volume', 'XLRE')"
2024-09-18,42.33143615722656,42.9352269739969,42.27483301745256,42.51068903018329,6234400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,42.227657318115234,42.68050401222214,41.97293600113599,42.68050401222214,4552400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,42.15218734741211,42.194639702710184,41.88802976188494,41.98237072846545,4839800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-23,42.618656158447266,42.647156105897814,42.33364581163221,42.45714799998672,4013700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,42.618656158447266,42.77066191835551,42.24814234517737,42.41914927808705,4103800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,42.43814468383789,42.818160876469086,42.32414127568973,42.70415746832093,3457000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,42.02013397216797,42.48565367347613,41.86812820473939,42.45715010051221,4552700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,42.07714080810547,42.414403517898144,42.01063850612402,42.31465006492597,3613700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,42.43814468383789,42.46664825395218,41.84912284695224,41.925127535119685,4929900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,42.181644439697266,42.637661766859495,41.99163631402045,42.56165706694734,6453100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-02,42.029632568359375,42.06288371372259,41.73511983506872,41.754121007291,4022000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-03,41.62112045288086,42.005884261326244,41.497614633537836,41.89662841650292,3504500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-04,41.34560775756836,41.41211005294771,40.946590361188974,41.38361010467179,5386100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,41.041595458984375,41.12709892631135,40.83258617793995,41.07959780537485,3793500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,41.165103912353516,41.317109683559366,40.97984336784617,41.212605036335944,4039700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,41.18409729003906,41.21830157498027,40.927590521701596,41.07959627750677,3338800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,40.84209060668945,41.29810791373239,40.699583612693296,40.956094027424335,3659600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-11,41.26010513305664,41.26960390797525,40.94184362378439,41.06059824283553,2312100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,41.54511260986328,41.60211612772781,41.05109299401337,41.15559763138012,3542900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-15,42.06763458251953,42.409648461093404,41.69712075543228,41.725620703945665,5176300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-16,42.485652923583984,42.54740401972638,42.03913440409858,42.162640220486665,3662700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-17,42.210140228271484,42.40014833521386,42.048632068934346,42.362145989004745,2934000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18,42.50465774536133,42.51985723590947,42.129392688664055,42.295648441858134,3950800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,41.630615234375,42.44764752009412,41.573611717660974,42.25763942181709,5938700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,41.69712448120117,41.858632660116015,41.440614049350756,41.545118702042075,4497400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,42.10563659667969,42.1768900915025,41.55461705986338,41.59261578287936,4849500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24,42.20063781738281,42.457148218064866,42.12463674908991,42.14363792218894,3188600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-25,41.86812973022461,42.73266324349372,41.8491285555908,42.55215752062777,4820700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,42.00113296508789,42.4191515452547,41.92038069359326,42.23864220414507,3129100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,41.62112045288086,42.091387732547815,41.554618155720014,41.86812846746352,4557100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,41.77313232421875,42.077143905398955,41.602125356791895,41.659125263198234,5513800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,41.041595458984375,41.69711962575566,41.03209306033514,41.32660580870653,5866200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,40.60457992553711,41.36935631893346,40.57607635328708,41.31710762203217,6141400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,41.06059265136719,41.12709493905154,40.732828787706545,40.77557870517383,6509900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,41.62112045288086,41.63061922785953,40.73283459208471,40.956093857169,4747500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
