,Close,High,Low,Open,Volume,"('Close', 'XLC')","('High', 'XLC')","('Low', 'XLC')","('Open', 'XLC')","('Volume', 'XLC')","('Close', 'XLC').1","('High', 'XLC').1","('Low', 'XLC').1","('Open', 'XLC').1","('Volume', 'XLC').1","('Close', 'XLC').2","('High', 'XLC').2","('Low', 'XLC').2","('Open', 'XLC').2","('Volume', 'XLC').2","('Close', 'XLC').3","('High', 'XLC').3","('Low', 'XLC').3","('Open', 'XLC').3","('Volume', 'XLC').3","('Close', 'XLC').4","('High', 'XLC').4","('Low', 'XLC').4","('Open', 'XLC').4","('Volume', 'XLC').4","('Close', 'XLC').5","('High', 'XLC').5","('Low', 'XLC').5","('Open', 'XLC').5","('Volume', 'XLC').5","('Close', 'XLC').6","('High', 'XLC').6","('Low', 'XLC').6","('Open', 'XLC').6","('Volume', 'XLC').6","('Close', 'XLC').7","('High', 'XLC').7","('Low', 'XLC').7","('Open', 'XLC').7","('Volume', 'XLC').7","('Close', 'XLC').8","('High', 'XLC').8","('Low', 'XLC').8","('Open', 'XLC').8","('Volume', 'XLC').8","('Close', 'XLC').9","('High', 'XLC').9","('Low', 'XLC').9","('Open', 'XLC').9","('Volume', 'XLC').9","('Close', 'XLC').10","('High', 'XLC').10","('Low', 'XLC').10","('Open', 'XLC').10","('Volume', 'XLC').10","('Close', 'XLC').11","('High', 'XLC').11","('Low', 'XLC').11","('Open', 'XLC').11","('Volume', 'XLC').11","('Close', 'XLC').12","('High', 'XLC').12","('Low', 'XLC').12","('Open', 'XLC').12","('Volume', 'XLC').12","('Close', 'XLC').13","('High', 'XLC').13","('Low', 'XLC').13","('Open', 'XLC').13","('Volume', 'XLC').13","('Close', 'XLC').14","('High', 'XLC').14","('Low', 'XLC').14","('Open', 'XLC').14","('Volume', 'XLC').14","('Close', 'XLC').15","('High', 'XLC').15","('Low', 'XLC').15","('Open', 'XLC').15","('Volume', 'XLC').15","('Close', 'XLC').16","('High', 'XLC').16","('Low', 'XLC').16","('Open', 'XLC').16","('Volume', 'XLC').16","('Close', 'XLC').17","('High', 'XLC').17","('Low', 'XLC').17","('Open', 'XLC').17","('Volume', 'XLC').17","('Close', 'XLC').18","('High', 'XLC').18","('Low', 'XLC').18","('Open', 'XLC').18","('Volume', 'XLC').18","('Close', 'XLC').19","('High', 'XLC').19","('Low', 'XLC').19","('Open', 'XLC').19","('Volume', 'XLC').19","('Close', 'XLC').20","('High', 'XLC').20","('Low', 'XLC').20","('Open', 'XLC').20","('Volume', 'XLC').20","('Close', 'XLC').21","('High', 'XLC').21","('Low', 'XLC').21","('Open', 'XLC').21","('Volume', 'XLC').21","('Close', 'XLC').22","('High', 'XLC').22","('Low', 'XLC').22","('Open', 'XLC').22","('Volume', 'XLC').22","('Close', 'XLC').23","('High', 'XLC').23","('Low', 'XLC').23","('Open', 'XLC').23","('Volume', 'XLC').23","('Close', 'XLC').24","('High', 'XLC').24","('Low', 'XLC').24","('Open', 'XLC').24","('Volume', 'XLC').24","('Close', 'XLC').25","('High', 'XLC').25","('Low', 'XLC').25","('Open', 'XLC').25","('Volume', 'XLC').25","('Close', 'XLC').26","('High', 'XLC').26","('Low', 'XLC').26","('Open', 'XLC').26","('Volume', 'XLC').26","('Close', 'XLC').27","('High', 'XLC').27","('Low', 'XLC').27","('Open', 'XLC').27","('Volume', 'XLC').27","('Close', 'XLC').28","('High', 'XLC').28","('Low', 'XLC').28","('Open', 'XLC').28","('Volume', 'XLC').28","('Close', 'XLC').29","('High', 'XLC').29","('Low', 'XLC').29","('Open', 'XLC').29","('Volume', 'XLC').29","('Close', 'XLC').30","('High', 'XLC').30","('Low', 'XLC').30","('Open', 'XLC').30","('Volume', 'XLC').30","('Close', 'XLC').31","('High', 'XLC').31","('Low', 'XLC').31","('Open', 'XLC').31","('Volume', 'XLC').31","('Close', 'XLC').32","('High', 'XLC').32","('Low', 'XLC').32","('Open', 'XLC').32","('Volume', 'XLC').32","('Close', 'XLC').33","('High', 'XLC').33","('Low', 'XLC').33","('Open', 'XLC').33","('Volume', 'XLC').33","('Close', 'XLC').34","('High', 'XLC').34","('Low', 'XLC').34","('Open', 'XLC').34","('Volume', 'XLC').34","('Close', 'XLC').35","('High', 'XLC').35","('Low', 'XLC').35","('Open', 'XLC').35","('Volume', 'XLC').35","('Close', 'XLC').36","('High', 'XLC').36","('Low', 'XLC').36","('Open', 'XLC').36","('Volume', 'XLC').36","('Close', 'XLC').37","('High', 'XLC').37","('Low', 'XLC').37","('Open', 'XLC').37","('Volume', 'XLC').37","('Close', 'XLC').38","('High', 'XLC').38","('Low', 'XLC').38","('Open', 'XLC').38","('Volume', 'XLC').38","('Close', 'XLC').39","('High', 'XLC').39","('Low', 'XLC').39","('Open', 'XLC').39","('Volume', 'XLC').39","('Close', 'XLC').40","('High', 'XLC').40","('Low', 'XLC').40","('Open', 'XLC').40","('Volume', 'XLC').40","('Close', 'XLC').41","('High', 'XLC').41","('Low', 'XLC').41","('Open', 'XLC').41","('Volume', 'XLC').41","('Close', 'XLC').42","('High', 'XLC').42","('Low', 'XLC').42","('Open', 'XLC').42","('Volume', 'XLC').42","('Close', 'XLC').43","('High', 'XLC').43","('Low', 'XLC').43","('Open', 'XLC').43","('Volume', 'XLC').43","('Close', 'XLC').44","('High', 'XLC').44","('Low', 'XLC').44","('Open', 'XLC').44","('Volume', 'XLC').44","('Close', 'XLC').45","('High', 'XLC').45","('Low', 'XLC').45","('Open', 'XLC').45","('Volume', 'XLC').45","('Close', 'XLC').46","('High', 'XLC').46","('Low', 'XLC').46","('Open', 'XLC').46","('Volume', 'XLC').46","('Close', 'XLC').47","('High', 'XLC').47","('Low', 'XLC').47","('Open', 'XLC').47","('Volume', 'XLC').47","('Close', 'XLC').48","('High', 'XLC').48","('Low', 'XLC').48","('Open', 'XLC').48","('Volume', 'XLC').48","('Close', 'XLC').49","('High', 'XLC').49","('Low', 'XLC').49","('Open', 'XLC').49","('Volume', 'XLC').49","('Close', 'XLC').50","('High', 'XLC').50","('Low', 'XLC').50","('Open', 'XLC').50","('Volume', 'XLC').50","('Close', 'XLC')","('High', 'XLC')","('Low', 'XLC')","('Open', 'XLC')","('Volume', 'XLC')"
2025-04-09,92.59184265136719,92.9968244673865,83.92431993891239,84.40338011837551,23909100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-10,89.39152526855469,91.72261979003586,87.25797806477988,91.47568187492936,9320700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11,90.152099609375,90.41879680408455,88.50255598264508,89.29276040318346,4819500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14,90.75462341308594,91.94190439196255,90.17185352779002,91.36703217955484,3668100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15,90.98181915283203,91.81152704987461,90.77439217857139,91.05096147758559,3142400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16,88.53218841552734,90.39903865760081,87.7815024963509,90.19161169025352,3857000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-17,89.10509490966797,89.75701475835253,88.43342333948479,89.04583220922343,3516700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,87.0999526977539,88.71986502218536,86.41840155463952,88.35439414881498,5533900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-22,89.37178802490234,89.69774039831104,87.79137908351618,87.82101796832455,4283800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23,90.80402374267578,92.3202188447844,90.3990418853368,91.1398557391487,5029400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24,92.6214828491211,92.79434242827442,90.32989897755425,90.53733348691752,3040400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25,93.20425415039062,93.52033440358609,92.5325826703568,93.3820497638098,3168500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,93.55984497070312,94.05372083517183,92.70049825358643,93.52033399723192,2455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,94.24140167236328,94.33029571599238,93.06498742441416,93.24377025681979,2714700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,94.27102661132812,94.52290058710194,91.99919463991223,93.32278586400906,3123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,94.75503540039062,95.73290762315065,94.49821780897688,95.5551119884717,3753300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,96.22676849365234,96.72657513265139,95.22914470576622,95.36742934044246,3542600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,96.45396423339844,96.86881817843201,95.05135849393366,95.19951523433983,3764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,96.43419647216797,96.8194190351448,95.47608364626883,95.51065103733215,4089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,96.25640106201172,97.6343189166889,95.4662042160983,97.20464933462381,4160200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08,96.48358917236328,97.4071346273047,96.177388547933,96.8391803976135,3865800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09,95.98971557617188,96.88856575194298,95.84155130615858,96.80955133909066,4425900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12,97.9849624633789,98.2961066503406,97.11574370837204,98.28129097819455,3341400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13,98.94308471679688,99.34806652587972,97.9750922832894,98.26154117694493,5384300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14,99.45673370361328,99.55550737895624,98.77518253263462,98.91346718530444,4406000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15,99.85182189941406,100.35064136171161,99.39745699368065,99.51598991793853,3259800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-16,100.53337097167969,100.5679458998622,99.61476155130867,100.2271703435386,4156300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,100.63214874267578,100.6815393461086,99.4369699918924,99.4369699918924,3947600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20,100.38520812988281,100.91859498180183,99.8814601608047,100.42471910438954,2603100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21,99.634521484375,101.21492277320303,99.39745563908996,99.68390455018188,5864300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22,99.4172134399414,100.29631187949131,99.35794321151323,99.92096893386869,3808400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-23,98.96284484863281,99.34806740725499,98.38006742921249,98.51835206379751,3894000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,100.57288360595703,100.74079959603567,99.62464282345974,99.93084345665582,3604100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-28,100.55313110351562,101.09639004411811,100.42471855308675,100.61239379697645,4014300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29,99.74317169189453,100.94822245635906,98.97271902248943,100.94822245635906,4386200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
