,Close,High,Low,Open,Volume,"('Close', 'HYG')","('High', 'HYG')","('Low', 'HYG')","('Open', 'HYG')","('Volume', 'HYG')","('Close', 'HYG').1","('High', 'HYG').1","('Low', 'HYG').1","('Open', 'HYG').1","('Volume', 'HYG').1","('Close', 'HYG').2","('High', 'HYG').2","('Low', 'HYG').2","('Open', 'HYG').2","('Volume', 'HYG').2","('Close', 'HYG').3","('High', 'HYG').3","('Low', 'HYG').3","('Open', 'HYG').3","('Volume', 'HYG').3","('Close', 'HYG').4","('High', 'HYG').4","('Low', 'HYG').4","('Open', 'HYG').4","('Volume', 'HYG').4","('Close', 'HYG').5","('High', 'HYG').5","('Low', 'HYG').5","('Open', 'HYG').5","('Volume', 'HYG').5","('Close', 'HYG').6","('High', 'HYG').6","('Low', 'HYG').6","('Open', 'HYG').6","('Volume', 'HYG').6","('Close', 'HYG').7","('High', 'HYG').7","('Low', 'HYG').7","('Open', 'HYG').7","('Volume', 'HYG').7","('Close', 'HYG').8","('High', 'HYG').8","('Low', 'HYG').8","('Open', 'HYG').8","('Volume', 'HYG').8","('Close', 'HYG').9","('High', 'HYG').9","('Low', 'HYG').9","('Open', 'HYG').9","('Volume', 'HYG').9","('Close', 'HYG').10","('High', 'HYG').10","('Low', 'HYG').10","('Open', 'HYG').10","('Volume', 'HYG').10","('Close', 'HYG').11","('High', 'HYG').11","('Low', 'HYG').11","('Open', 'HYG').11","('Volume', 'HYG').11","('Close', 'HYG').12","('High', 'HYG').12","('Low', 'HYG').12","('Open', 'HYG').12","('Volume', 'HYG').12","('Close', 'HYG').13","('High', 'HYG').13","('Low', 'HYG').13","('Open', 'HYG').13","('Volume', 'HYG').13","('Close', 'HYG').14","('High', 'HYG').14","('Low', 'HYG').14","('Open', 'HYG').14","('Volume', 'HYG').14","('Close', 'HYG').15","('High', 'HYG').15","('Low', 'HYG').15","('Open', 'HYG').15","('Volume', 'HYG').15","('Close', 'HYG').16","('High', 'HYG').16","('Low', 'HYG').16","('Open', 'HYG').16","('Volume', 'HYG').16","('Close', 'HYG').17","('High', 'HYG').17","('Low', 'HYG').17","('Open', 'HYG').17","('Volume', 'HYG').17","('Close', 'HYG').18","('High', 'HYG').18","('Low', 'HYG').18","('Open', 'HYG').18","('Volume', 'HYG').18","('Close', 'HYG').19","('High', 'HYG').19","('Low', 'HYG').19","('Open', 'HYG').19","('Volume', 'HYG').19","('Close', 'HYG').20","('High', 'HYG').20","('Low', 'HYG').20","('Open', 'HYG').20","('Volume', 'HYG').20","('Close', 'HYG').21","('High', 'HYG').21","('Low', 'HYG').21","('Open', 'HYG').21","('Volume', 'HYG').21","('Close', 'HYG').22","('High', 'HYG').22","('Low', 'HYG').22","('Open', 'HYG').22","('Volume', 'HYG').22","('Close', 'HYG').23","('High', 'HYG').23","('Low', 'HYG').23","('Open', 'HYG').23","('Volume', 'HYG').23","('Close', 'HYG').24","('High', 'HYG').24","('Low', 'HYG').24","('Open', 'HYG').24","('Volume', 'HYG').24","('Close', 'HYG').25","('High', 'HYG').25","('Low', 'HYG').25","('Open', 'HYG').25","('Volume', 'HYG').25","('Close', 'HYG').26","('High', 'HYG').26","('Low', 'HYG').26","('Open', 'HYG').26","('Volume', 'HYG').26","('Close', 'HYG').27","('High', 'HYG').27","('Low', 'HYG').27","('Open', 'HYG').27","('Volume', 'HYG').27","('Close', 'HYG').28","('High', 'HYG').28","('Low', 'HYG').28","('Open', 'HYG').28","('Volume', 'HYG').28","('Close', 'HYG').29","('High', 'HYG').29","('Low', 'HYG').29","('Open', 'HYG').29","('Volume', 'HYG').29","('Close', 'HYG').30","('High', 'HYG').30","('Low', 'HYG').30","('Open', 'HYG').30","('Volume', 'HYG').30","('Close', 'HYG').31","('High', 'HYG').31","('Low', 'HYG').31","('Open', 'HYG').31","('Volume', 'HYG').31","('Close', 'HYG').32","('High', 'HYG').32","('Low', 'HYG').32","('Open', 'HYG').32","('Volume', 'HYG').32","('Close', 'HYG').33","('High', 'HYG').33","('Low', 'HYG').33","('Open', 'HYG').33","('Volume', 'HYG').33","('Close', 'HYG').34","('High', 'HYG').34","('Low', 'HYG').34","('Open', 'HYG').34","('Volume', 'HYG').34","('Close', 'HYG').35","('High', 'HYG').35","('Low', 'HYG').35","('Open', 'HYG').35","('Volume', 'HYG').35","('Close', 'HYG').36","('High', 'HYG').36","('Low', 'HYG').36","('Open', 'HYG').36","('Volume', 'HYG').36","('Close', 'HYG').37","('High', 'HYG').37","('Low', 'HYG').37","('Open', 'HYG').37","('Volume', 'HYG').37","('Close', 'HYG').38","('High', 'HYG').38","('Low', 'HYG').38","('Open', 'HYG').38","('Volume', 'HYG').38","('Close', 'HYG').39","('High', 'HYG').39","('Low', 'HYG').39","('Open', 'HYG').39","('Volume', 'HYG').39","('Close', 'HYG').40","('High', 'HYG').40","('Low', 'HYG').40","('Open', 'HYG').40","('Volume', 'HYG').40","('Close', 'HYG').41","('High', 'HYG').41","('Low', 'HYG').41","('Open', 'HYG').41","('Volume', 'HYG').41","('Close', 'HYG').42","('High', 'HYG').42","('Low', 'HYG').42","('Open', 'HYG').42","('Volume', 'HYG').42","('Close', 'HYG').43","('High', 'HYG').43","('Low', 'HYG').43","('Open', 'HYG').43","('Volume', 'HYG').43","('Close', 'HYG').44","('High', 'HYG').44","('Low', 'HYG').44","('Open', 'HYG').44","('Volume', 'HYG').44","('Close', 'HYG').45","('High', 'HYG').45","('Low', 'HYG').45","('Open', 'HYG').45","('Volume', 'HYG').45","('Close', 'HYG').46","('High', 'HYG').46","('Low', 'HYG').46","('Open', 'HYG').46","('Volume', 'HYG').46","('Close', 'HYG').47","('High', 'HYG').47","('Low', 'HYG').47","('Open', 'HYG').47","('Volume', 'HYG').47","('Close', 'HYG').48","('High', 'HYG').48","('Low', 'HYG').48","('Open', 'HYG').48","('Volume', 'HYG').48","('Close', 'HYG').49","('High', 'HYG').49","('Low', 'HYG').49","('Open', 'HYG').49","('Volume', 'HYG').49","('Close', 'HYG')","('High', 'HYG')","('Low', 'HYG')","('Open', 'HYG')","('Volume', 'HYG')"
Ticker,HYG,HYG,HYG,HYG,HYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,78.34005737304688,78.45947333111576,78.19077983288967,78.45947333111576,68174300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-30,78.42961883544922,78.718220053205,78.37986471743197,78.63860435329215,55210700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,79.17599487304688,79.22575658107982,78.7381237311536,78.77793157906584,101521300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01,79.37000274658203,79.45999908447266,79.23999786376953,79.3499984741211,69789200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,79.55999755859375,79.62999725341797,79.08000183105469,79.08000183105469,53828200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06,,,,,,79.69999694824219,79.70999908447266,79.5,79.51000213623047,36450516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-07,,,,,,,,,,,79.72000122070312,79.73580169677734,79.31500244140625,79.66999816894531,47056036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08,,,,,,,,,,,,,,,,80.19000244140625,80.5199966430664,80.02999877929688,80.47000122070312,55918528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
