year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,34045702993,62568027030,721358197178,654853721434,34045702993,721358197178,0.1016,-0.4559,0.0,-0.4769,-1.0
2021,Q4,71085420062,34045702993,1036962656916,721358197178,71085420062,1036962656916,0.4375,1.0879,0.0,0.6851,1.0
2022,Q4,131267542314,71085420062,1681053919767,1036962656916,131267542314,1681053919767,0.6211,0.8466,0.0,0.6287,1.0
2023,Q4,84792055684,131267542314,1591992250709,1681053919767,84792055684,1591992250709,-0.053,-0.3541,0.0,-0.4146,-1.0
2024,Q1,8422889544.0,0,298853176240.0,0.0,8422889544.0,298853176240.0,0,8422889544.0,0.0,0.0,0.0
2024,Q2,31338702976.0,0,468477449639.0,0.0,31338702976.0,468477449639.0,0,31338702976.0,0.0,0.0,0.0
2024,Q3,52585079976.0,0,499231995962.0,0.0,52585079976.0,499231995962.0,0,52585079976.0,0.0,0.0,0.0
2024,Q4,87053422982,84792055684,1754441744291,1591992250709,87053422982,1754441744291,0.102,0.0267,0.0,0.0506,1.0
2025,Q1,-25361359171.0,0,332425921279.0,0.0,-25361359171.0,332425921279.0,0,-25361359171.0,0.0,0.0,0.0
2025,Q2,16034672646.0,0,389731259793.0,0.0,16034672646.0,389731259793.0,0,16034672646.0,0.0,0.0,0.0
2025,Q3,34483306068.0,0,562466135406.0,0.0,34483306068.0,562466135406.0,0,34483306068.0,0.0,0.0,0.0
2025,Q4,53978420775,87053422982,1792660286542,1754441744291,53978420775,1792660286542,0.0218,-0.3799,0.0,-0.4318,-1.0
