date,feature,mean_ic,std_ic,ir
2026-05-14,log_ret_kurt_20,0.03,0.2127,0.1412
2026-05-14,roc_7,-0.0612,0.1529,-0.4003
2026-05-14,price_ma_ratio_14,-0.0885,0.1563,-0.566
2026-05-14,mom_rsi_cross,0.0197,0.088,0.2243
2026-05-14,flow_foreign_accel,0.0448,0.1919,0.2335
2026-05-14,mtf_alignment,0.0058,0.1611,0.0361
2026-05-14,idx_vwap_rsi,0.0602,0.172,0.35
2026-05-14,flow_inst_net_20d,-0.0727,0.2043,-0.356
2026-05-14,flow_foreign_net_20d,-0.0673,0.2031,-0.3313
2026-05-14,flow_fi_ratio,0.0129,0.1475,0.0875
2026-05-14,news_shock,-0.019,0.1659,-0.1144
2026-05-14,flow_foreign_net_5d,-0.0085,0.1638,-0.0521
2026-05-14,flow_inst_net_5d,-0.0089,0.1657,-0.0536
2026-05-14,flow_flow_momentum,0.0082,0.1759,0.0464
2026-05-14,flow_supply_demand_score,-0.0056,0.1708,-0.0327
2026-05-14,bear_bb_breach,-0.006,0.1416,-0.0425
2026-05-14,flow_foreign_streak,0.0713,0.11,0.648
2026-05-14,lag_1,0.2099,0.1558,1.3466
2026-05-14,lag_2,0.1984,0.1559,1.273
2026-05-14,lag_3,0.1855,0.1554,1.1932
2026-05-14,lag_4,0.1846,0.154,1.1983
2026-05-14,lag_5,0.1801,0.156,1.1544
2026-05-14,rmean_3,0.2155,0.1583,1.3616
2026-05-14,rmean_7,0.2051,0.1614,1.2703
2026-05-14,rstd_7,0.0664,0.1437,0.4623
2026-05-14,rmean_14,0.1918,0.1618,1.1853
2026-05-14,rmean_30,0.1416,0.1574,0.8998
2026-05-14,ema_30,0.1776,0.1625,1.0929
2026-05-14,rsi_14,0.0821,0.1428,0.5751
2026-05-14,price_ma_ratio_30,0.1008,0.1575,0.6399
2026-05-14,trend_golden_cross,0.1136,0.1358,0.8368
2026-05-14,trend_dist_high_52w,0.104,0.1579,0.6584
2026-05-14,trend_price_position,0.0919,0.1534,0.5992
2026-05-14,mtf_vs_ma100,0.1346,0.141,0.9542
2026-05-14,mtf_weekly_rsi,0.0968,0.1604,0.6032
2026-05-14,rsi_x_vol,0.0893,0.1596,0.5595
2026-05-14,ma_spread,0.1023,0.1599,0.6396
2026-05-14,bb_x_vol,0.0921,0.1537,0.5992
2026-05-14,bear_downside_vol_ratio,0.0984,0.1587,0.6198
2026-05-14,alt_pc_ratio_zscore,0.0833,0.1486,0.5605
2026-05-14,alt_greed_flag,0.0818,0.1128,0.7252
2026-05-14,opt_iv_skew,0.1016,0.1697,0.5987
2026-05-14,flow_short_proxy_score,0.0626,0.1144,0.5474
2026-05-14,id_vwap_ratio,-0.0615,0.1344,-0.458
2026-05-14,id_vol_am_pm,-0.0529,0.1449,-0.365
2026-05-14,id_vol_climax,-0.0592,0.1332,-0.4441
2026-05-14,id_opening_mom,0.003,0.1328,0.0224
2026-05-14,idx_climax_trend,-0.0636,0.1336,-0.476
2026-05-14,idx_intraday_reversal,0.0059,0.129,0.046
2026-05-14,macd_hist,0.0315,0.2104,0.1495
2026-05-14,id_closing_mom,0.0476,0.1247,0.382
2026-05-15,id_vwap_ratio,-0.0615,0.1536,-0.4004
2026-05-15,id_vol_am_pm,-0.0534,0.1689,-0.3165
2026-05-15,id_vol_climax,-0.0585,0.1526,-0.3831
2026-05-15,id_opening_mom,0.0012,0.1401,0.0087
2026-05-15,idx_climax_trend,-0.0628,0.1536,-0.4087
2026-05-15,idx_intraday_reversal,0.0066,0.1367,0.0484
2026-05-15,id_closing_mom,0.0477,0.1256,0.38
2026-05-15,rstd_14,-0.0425,0.2289,-0.1856
2026-05-15,news_count,-0.1759,0.251,-0.7008
2026-05-15,earn_earnings_momentum,0.0092,0.2767,0.0334
2026-05-15,earn_earnings_surprise,-0.0938,0.2605,-0.3601
2026-05-15,news_consensus,-0.1505,0.2319,-0.6493
2026-05-15,news_momentum_3d,0.1166,0.1984,0.5877
2026-05-15,alt_pc_ratio_zscore,0.1163,0.1679,0.693
2026-05-15,atr_14,-0.0299,0.1928,-0.155
2026-05-15,rmean_30,-0.1598,0.1575,-1.0145
2026-05-15,ema_30,-0.1967,0.1591,-1.236
2026-05-15,lag_5,-0.2058,0.1485,-1.3858
2026-05-15,news_sentiment_mean,0.1003,0.1899,0.528
2026-05-15,rsi_x_vol,-0.1185,0.1619,-0.7318
2026-05-15,lag_4,-0.2112,0.1448,-1.4589
2026-05-15,trend_adx_14,-0.0375,0.2119,-0.177
2026-05-15,alt_pc_ratio_proxy,0.0069,0.1957,0.0354
2026-05-15,rmean_14,-0.2139,0.1557,-1.3737
2026-05-15,bear_down_mom_5d,-0.0339,0.1787,-0.1898
2026-05-15,news_volume_surge,-0.04,0.1962,-0.2039
2026-05-15,flow_foreign_net_buy,0.0175,0.1126,0.1553
2026-05-15,rmean_7,-0.231,0.1514,-1.5255
2026-05-15,lag_3,-0.2122,0.1485,-1.4294
2026-05-15,realized_vol_5,-0.0121,0.1708,-0.0711
2026-05-15,alt_fear_flag,0.0325,0.1616,0.2013
2026-05-15,rstd_30,-0.0969,0.1992,-0.4863
2026-05-15,rstd_7,-0.1016,0.1526,-0.666
2026-05-15,lag_2,-0.2252,0.1465,-1.5373
2026-05-15,flow_inst_foreign_sum,-0.0058,0.1202,-0.0484
2026-05-15,trend_price_position,-0.1139,0.1708,-0.667
2026-05-15,rmean_3,-0.2391,0.1514,-1.5792
2026-05-15,opt_iv_skew,-0.1348,0.1831,-0.7363
2026-05-15,atr_7,-0.0191,0.1641,-0.1167
2026-05-15,mtf_weekly_mom,-0.085,0.1759,-0.4834
2026-05-15,flow_flow_momentum_5d,-0.039,0.1681,-0.2323
2026-05-15,lag_1,-0.2335,0.149,-1.567
2026-05-15,trend_dist_high_52w,-0.1306,0.1741,-0.7499
2026-05-15,opt_pcr_open_interest,-0.0481,0.1862,-0.2582
2026-05-15,flow_foreign_ratio,-0.0656,0.1847,-0.355
2026-05-15,opt_pcr_extreme,0.0845,0.1283,0.6586
2026-05-15,price_ma_ratio_30,-0.1347,0.1659,-0.8121
2026-05-15,trend_golden_cross,-0.1457,0.1483,-0.9822
2026-05-15,bear_rsi_slope,0.0416,0.1377,0.3022
2026-05-15,bear_consec_down,-0.0002,0.1155,-0.0017
2026-05-15,month,-0.0167,0.1937,-0.0862
2026-05-15,mom_7,-0.0796,0.1451,-0.5488
2026-05-15,bb_x_vol,-0.121,0.1555,-0.7782
2026-05-15,price_ma_ratio_7,-0.0546,0.1535,-0.356
2026-05-15,opt_pcr_chg_5d,-0.0396,0.1424,-0.2781
2026-05-15,opt_avg_iv,-0.0869,0.1879,-0.4626
2026-05-15,vol_trend,-0.0148,0.1805,-0.082
2026-05-15,log_ret_kurt_20,0.0283,0.2106,0.1343
2026-05-15,earn_revenue_yoy,-0.0768,0.2508,-0.3061
2026-05-15,opt_iv_zscore,-0.0098,0.1813,-0.0542
2026-05-15,mtf_weekly_rsi,-0.1253,0.1825,-0.6867
2026-05-15,zscore_30,-0.0946,0.1763,-0.5364
2026-05-15,bb_pctb,-0.0756,0.1625,-0.4656
2026-05-15,bear_rsi_below50,0.0812,0.1486,0.5464
2026-05-15,mtf_3w_position,-0.0545,0.1653,-0.3298
2026-05-15,trend_alignment,-0.0818,0.1643,-0.4977
2026-05-15,zscore_14,-0.0331,0.1597,-0.2074
2026-05-15,opt_iv_chg_5d,0.0145,0.1642,0.0882
2026-05-15,news_sentiment_std,-0.0137,0.2136,-0.0641
2026-05-15,alt_pc_ratio_5d_avg,-0.0512,0.187,-0.2737
2026-05-15,rsi_14,-0.1045,0.1594,-0.6554
2026-05-15,alt_greed_flag,-0.1133,0.1166,-0.9715
2026-05-15,trend_breakout_20d,-0.0361,0.1417,-0.2547
2026-05-15,opt_pcr_volume,-0.0374,0.1912,-0.1958
2026-05-15,mtf_vs_ma100,-0.1701,0.1384,-1.2292
2026-05-15,flow_inst_net_buy,-0.0241,0.133,-0.181
2026-05-15,log_ret_skew_20,-0.0557,0.188,-0.2963
2026-05-15,dow,0.0623,0.0537,1.1598
2026-05-15,mom_1,-0.0027,0.091,-0.0297
2026-05-15,log_ret,0.0013,0.0888,0.0144
2026-05-15,mtf_cross_signal,-0.0449,0.1857,-0.2419
2026-05-15,roc_7,-0.0592,0.1534,-0.3857
2026-05-15,price_ma_ratio_14,-0.087,0.1545,-0.5628
2026-05-15,mom_rsi_cross,0.0219,0.0871,0.2517
2026-05-15,bear_downside_vol_ratio,0.1215,0.1746,0.6959
2026-05-15,ma_spread,-0.133,0.1729,-0.7694
2026-05-15,mtf_alignment,0.0014,0.1626,0.0088
2026-05-15,flow_supply_demand_score,0.0027,0.1889,0.0141
2026-05-15,idx_vwap_rsi,0.0595,0.1707,0.3486
2026-05-15,flow_foreign_accel,0.0728,0.2007,0.3629
2026-05-15,flow_inst_net_20d,-0.1045,0.2284,-0.4576
2026-05-15,flow_foreign_net_20d,-0.1022,0.2314,-0.4419
2026-05-15,news_shock,-0.016,0.1658,-0.0964
2026-05-15,flow_fi_ratio,0.0015,0.1669,0.0091
2026-05-15,flow_flow_momentum,0.0395,0.1927,0.2053
2026-05-15,flow_foreign_net_5d,0.0095,0.1882,0.0504
2026-05-15,flow_inst_net_5d,0.0076,0.1871,0.0407
2026-05-15,bear_bb_breach,-0.0049,0.1388,-0.0354
2026-05-15,flow_foreign_streak,0.0517,0.1135,0.4561
2026-05-15,flow_short_proxy_score,-0.1089,0.1077,-1.011
2026-05-15,macd_hist,-0.0107,0.2306,-0.0465
2026-05-18,id_vwap_ratio,-0.0567,0.1663,-0.3411
2026-05-18,id_vol_am_pm,-0.0501,0.1827,-0.2745
2026-05-18,id_vol_climax,-0.0544,0.1657,-0.3284
2026-05-18,id_opening_mom,-0.0004,0.1515,-0.0029
2026-05-18,idx_climax_trend,-0.0582,0.1671,-0.3481
2026-05-18,idx_intraday_reversal,0.0073,0.149,0.049
2026-05-18,id_closing_mom,0.0474,0.1262,0.3758
2026-05-18,rstd_7,0.0237,0.1636,0.1447
2026-05-18,news_count,-0.1701,0.2534,-0.6714
2026-05-18,earn_earnings_momentum,0.0084,0.2771,0.0303
2026-05-18,earn_earnings_surprise,-0.0961,0.2608,-0.3685
2026-05-18,news_consensus,-0.158,0.2323,-0.6802
2026-05-18,news_momentum_3d,0.1107,0.1973,0.561
2026-05-18,alt_pc_ratio_zscore,0.1237,0.1692,0.731
2026-05-18,atr_14,-0.0295,0.1959,-0.1508
2026-05-18,rmean_30,-0.1634,0.157,-1.0402
2026-05-18,ema_30,-0.1986,0.1602,-1.2396
2026-05-18,lag_5,-0.2116,0.1477,-1.4329
2026-05-18,news_sentiment_mean,0.0984,0.1888,0.5213
2026-05-18,rsi_x_vol,-0.1177,0.1632,-0.721
2026-05-18,trend_adx_14,-0.0379,0.2106,-0.18
2026-05-18,lag_4,-0.2171,0.1454,-1.4928
2026-05-18,rmean_14,-0.2168,0.1558,-1.3911
2026-05-18,bear_down_mom_5d,-0.0349,0.1777,-0.1966
2026-05-18,alt_pc_ratio_proxy,0.0002,0.1926,0.0008
2026-05-18,news_volume_surge,-0.0373,0.1904,-0.1959
2026-05-18,rmean_7,-0.2362,0.1518,-1.5559
2026-05-18,flow_foreign_net_buy,0.0184,0.1125,0.1639
2026-05-18,lag_3,-0.2155,0.1501,-1.4361
2026-05-18,realized_vol_5,-0.0103,0.1706,-0.0605
2026-05-18,alt_fear_flag,0.0329,0.1608,0.2044
2026-05-18,macd_hist,-0.0997,0.1581,-0.6307
2026-05-18,rstd_30,-0.1036,0.1978,-0.5237
2026-05-18,lag_2,-0.2304,0.1455,-1.5841
2026-05-18,trend_price_position,-0.1154,0.1723,-0.67
2026-05-18,rmean_3,-0.2436,0.1489,-1.6362
2026-05-18,flow_inst_foreign_sum,-0.0037,0.1205,-0.0307
2026-05-18,atr_7,-0.0191,0.1617,-0.1179
2026-05-18,opt_pcr_open_interest,-0.0746,0.181,-0.4124
2026-05-18,mtf_weekly_mom,-0.0906,0.176,-0.5146
2026-05-18,lag_1,-0.2391,0.1455,-1.6438
2026-05-18,flow_flow_momentum_5d,-0.0398,0.1712,-0.2325
2026-05-18,trend_dist_high_52w,-0.1288,0.1746,-0.7376
2026-05-18,opt_iv_skew,-0.1297,0.1755,-0.7391
2026-05-18,flow_foreign_ratio,-0.0613,0.1854,-0.3307
2026-05-18,opt_avg_iv,-0.1066,0.1744,-0.6113
2026-05-18,opt_pcr_chg_5d,-0.0152,0.1339,-0.1139
2026-05-18,opt_pcr_volume,-0.0727,0.1897,-0.3831
2026-05-18,price_ma_ratio_30,-0.1331,0.1626,-0.8182
2026-05-18,opt_iv_zscore,-0.0035,0.1809,-0.0195
2026-05-18,trend_golden_cross,-0.1449,0.1499,-0.9668
2026-05-18,bear_rsi_slope,0.0473,0.1363,0.347
2026-05-18,bear_consec_down,-0.0056,0.1156,-0.0486
2026-05-18,mom_7,-0.0731,0.1428,-0.512
2026-05-18,month,-0.015,0.1957,-0.0767
2026-05-18,price_ma_ratio_7,-0.051,0.1474,-0.3459
2026-05-18,bb_x_vol,-0.1193,0.1533,-0.7784
2026-05-18,log_ret_kurt_20,0.0302,0.2131,0.1419
2026-05-18,earn_revenue_yoy,-0.0769,0.2535,-0.3032
2026-05-18,zscore_30,-0.0907,0.1765,-0.5137
2026-05-18,mtf_weekly_rsi,-0.1258,0.1791,-0.7022
2026-05-18,bb_pctb,-0.0705,0.1619,-0.4355
2026-05-18,bear_rsi_below50,0.0777,0.1487,0.5229
2026-05-18,trend_alignment,-0.0795,0.166,-0.479
2026-05-18,mtf_3w_position,-0.0513,0.1633,-0.3141
2026-05-18,zscore_14,-0.0312,0.1579,-0.1975
2026-05-18,news_sentiment_std,-0.0175,0.2171,-0.0808
2026-05-18,opt_iv_chg_5d,-0.0569,0.1621,-0.3512
2026-05-18,vol_trend,-0.0194,0.1813,-0.1069
2026-05-18,alt_pc_ratio_5d_avg,-0.0596,0.1806,-0.33
2026-05-18,rsi_14,-0.1016,0.1615,-0.6292
2026-05-18,trend_breakout_20d,-0.0362,0.1399,-0.259
2026-05-18,alt_greed_flag,-0.1128,0.1177,-0.958
2026-05-18,mtf_vs_ma100,-0.1689,0.1451,-1.164
2026-05-18,flow_inst_net_buy,-0.0209,0.1321,-0.1581
2026-05-18,flow_supply_demand_score,-0.0146,0.1577,-0.0923
2026-05-18,flow_flow_momentum,0.0049,0.1695,0.029
2026-05-18,opt_pcr_extreme,0.0078,0.1248,0.0628
2026-05-18,flow_fi_ratio,0.0099,0.1448,0.0682
2026-05-18,flow_foreign_accel,0.0542,0.1936,0.28
2026-05-18,log_ret_skew_20,-0.0601,0.188,-0.3199
2026-05-18,flow_foreign_net_5d,-0.0188,0.1564,-0.1204
2026-05-18,flow_inst_net_5d,-0.0188,0.1564,-0.1204
2026-05-18,dow,0.0615,0.0463,1.3267
2026-05-18,mom_1,-0.0032,0.0918,-0.0346
2026-05-18,mtf_cross_signal,-0.0402,0.1901,-0.2113
2026-05-18,roc_7,-0.0543,0.1509,-0.3594
2026-05-18,price_ma_ratio_14,-0.0824,0.1561,-0.5278
2026-05-18,mom_rsi_cross,0.0071,0.0909,0.0784
2026-05-18,bear_downside_vol_ratio,0.1238,0.1755,0.7054
2026-05-18,log_ret,0.006,0.0897,0.0666
2026-05-18,ma_spread,-0.1322,0.1733,-0.7627
2026-05-18,mtf_alignment,0.0083,0.1626,0.0513
2026-05-18,idx_vwap_rsi,0.0569,0.1654,0.3441
2026-05-18,flow_inst_net_20d,-0.0714,0.221,-0.3233
2026-05-18,flow_foreign_net_20d,-0.0714,0.221,-0.3233
2026-05-18,news_shock,-0.0196,0.176,-0.1113
2026-05-18,bear_bb_breach,-0.0022,0.1387,-0.0159
2026-05-18,flow_foreign_streak,0.0532,0.0977,0.5443
2026-05-18,flow_short_proxy_score,-0.1112,0.1087,-1.0234
2026-05-18,rstd_14,0.0107,0.2572,0.0416
2026-05-19,earn_earnings_surprise,-0.0914,0.2512,-0.3639
2026-05-19,earn_earnings_momentum,0.0035,0.2685,0.0131
2026-05-19,atr_14,-0.0327,0.192,-0.1702
2026-05-19,rstd_14,-0.1055,0.1765,-0.598
2026-05-19,news_momentum_3d,0.1138,0.1934,0.5887
2026-05-19,bear_down_mom_5d,-0.029,0.1734,-0.1675
2026-05-19,trend_adx_14,-0.0429,0.2071,-0.207
2026-05-19,alt_pc_ratio_proxy,0.0023,0.1908,0.012
2026-05-19,realized_vol_5,-0.0132,0.1684,-0.0782
2026-05-19,news_sentiment_mean,0.0989,0.1848,0.535
2026-05-19,flow_foreign_net_buy,0.0043,0.1074,0.04
2026-05-19,alt_fear_flag,0.0365,0.1628,0.2244
2026-05-19,rstd_30,-0.1034,0.1906,-0.5423
2026-05-19,atr_7,-0.0208,0.1596,-0.1302
2026-05-19,mtf_weekly_mom,-0.0904,0.1743,-0.5189
2026-05-19,news_volume_surge,-0.0273,0.1805,-0.1511
2026-05-19,flow_inst_foreign_sum,-0.0211,0.1188,-0.1777
2026-05-19,opt_pcr_open_interest,-0.0765,0.174,-0.4395
2026-05-19,opt_iv_zscore,-0.0095,0.1816,-0.0522
2026-05-19,opt_pcr_chg_5d,-0.0186,0.1317,-0.1412
2026-05-19,mom_7,-0.071,0.143,-0.4965
2026-05-19,flow_foreign_ratio,-0.023,0.1886,-0.122
2026-05-19,price_ma_ratio_7,-0.0532,0.1482,-0.3589
2026-05-19,opt_pcr_volume,-0.0782,0.1861,-0.4202
2026-05-19,vol_trend,-0.0138,0.1827,-0.0753
2026-05-19,price_ma_ratio_14,-0.0812,0.1535,-0.529
2026-05-19,roc_7,-0.0499,0.1517,-0.3287
2026-05-19,bear_consec_down,-0.0111,0.1126,-0.0989
2026-05-19,month,-0.0111,0.1957,-0.0567
2026-05-19,earn_revenue_yoy,-0.0689,0.2444,-0.282
2026-05-19,zscore_30,-0.094,0.1752,-0.5369
2026-05-19,bb_pctb,-0.0715,0.1584,-0.4514
2026-05-19,bear_rsi_below50,0.0795,0.1522,0.5225
2026-05-19,trend_alignment,-0.0766,0.166,-0.4617
2026-05-19,mtf_3w_position,-0.0486,0.1619,-0.3002
2026-05-19,zscore_14,-0.0316,0.1563,-0.2023
2026-05-19,opt_iv_chg_5d,-0.0598,0.1587,-0.3767
2026-05-19,news_sentiment_std,-0.0202,0.2116,-0.0955
2026-05-19,flow_flow_momentum_5d,-0.0567,0.161,-0.3521
2026-05-19,alt_pc_ratio_5d_avg,-0.0624,0.1839,-0.3393
2026-05-19,trend_breakout_20d,-0.0342,0.1393,-0.2457
2026-05-19,log_ret_kurt_20,0.0258,0.2147,0.1204
2026-05-19,flow_supply_demand_score,0.0036,0.1936,0.0187
2026-05-19,flow_flow_momentum,0.0045,0.2057,0.0218
2026-05-19,flow_fi_ratio,-0.0064,0.1822,-0.0351
2026-05-19,log_ret_skew_20,-0.0611,0.1888,-0.3236
2026-05-19,opt_pcr_extreme,0.0101,0.1236,0.0815
2026-05-19,flow_inst_net_buy,-0.0345,0.1222,-0.2826
2026-05-19,flow_foreign_net_5d,-0.0102,0.1906,-0.0536
2026-05-19,flow_inst_net_5d,-0.006,0.19,-0.0317
2026-05-19,flow_foreign_accel,0.0511,0.184,0.2776
2026-05-19,mtf_cross_signal,-0.0378,0.1855,-0.2038
2026-05-19,dow,0.0527,0.0184,2.8645
2026-05-19,mom_rsi_cross,0.0119,0.0913,0.1305
2026-05-19,log_ret,0.0086,0.0898,0.096
2026-05-19,mom_1,-0.0079,0.0884,-0.0893
2026-05-19,bear_rsi_slope,0.0521,0.1374,0.3795
2026-05-19,mtf_alignment,0.0095,0.1595,0.0596
2026-05-19,idx_vwap_rsi,0.0718,0.1679,0.4275
2026-05-19,news_shock,-0.0201,0.1732,-0.1162
2026-05-19,flow_inst_net_20d,-0.0445,0.1931,-0.2306
2026-05-19,flow_foreign_net_20d,-0.0435,0.1918,-0.227
2026-05-19,bear_bb_breach,-0.004,0.1364,-0.0293
2026-05-19,flow_foreign_streak,0.0936,0.1109,0.8436
2026-05-19,rstd_7,-0.0644,0.1785,-0.3606
2026-05-19,lag_1,0.2167,0.153,1.4163
2026-05-19,lag_2,0.2065,0.1531,1.3488
2026-05-19,lag_3,0.1944,0.1528,1.2722
2026-05-19,lag_4,0.1931,0.1513,1.2759
2026-05-19,lag_5,0.188,0.1533,1.2268
2026-05-19,rmean_3,0.2226,0.1555,1.4314
2026-05-19,rmean_7,0.2128,0.1583,1.3447
2026-05-19,rmean_14,0.1998,0.1584,1.2619
2026-05-19,rmean_30,0.1504,0.1528,0.9839
2026-05-19,ema_30,0.1862,0.1583,1.1758
2026-05-19,rsi_14,-0.0796,0.1423,-0.5598
2026-05-19,price_ma_ratio_30,0.1003,0.1557,0.6442
2026-05-19,trend_golden_cross,0.1131,0.1376,0.8213
2026-05-19,trend_dist_high_52w,0.1061,0.1591,0.6672
2026-05-19,trend_price_position,0.0944,0.1541,0.6125
2026-05-19,mtf_vs_ma100,0.1388,0.1433,0.9686
2026-05-19,mtf_weekly_rsi,0.1002,0.1595,0.6285
2026-05-19,rsi_x_vol,0.0939,0.1565,0.5997
2026-05-19,ma_spread,0.1054,0.1591,0.6626
2026-05-19,bb_x_vol,0.0932,0.1502,0.6207
2026-05-19,bear_downside_vol_ratio,0.1019,0.1569,0.6498
2026-05-19,alt_pc_ratio_zscore,0.1069,0.1461,0.7318
2026-05-19,alt_greed_flag,0.0803,0.1117,0.7186
2026-05-19,opt_iv_skew,0.1006,0.1564,0.6437
2026-05-19,news_count,0.1481,0.2109,0.7023
2026-05-19,flow_short_proxy_score,0.0666,0.112,0.5945
2026-05-19,id_vwap_ratio,-0.0411,0.1765,-0.2331
2026-05-19,id_vol_am_pm,-0.0313,0.1913,-0.1635
2026-05-19,id_vol_climax,-0.0374,0.1748,-0.214
2026-05-19,id_opening_mom,-0.0069,0.1631,-0.0421
2026-05-19,idx_climax_trend,-0.0417,0.1772,-0.2351
2026-05-19,idx_intraday_reversal,0.0131,0.1612,0.0815
2026-05-19,opt_avg_iv,0.1056,0.1506,0.7011
2026-05-19,id_closing_mom,-0.0169,0.1542,-0.1098
2026-05-19,news_consensus,0.1307,0.0,13067910.3071
2026-05-19,macd_hist,0.0227,0.2093,0.1086
2026-05-20,flow_short_proxy_score,-0.0617,0.1113,-0.5549
2026-05-20,id_vwap_ratio,-0.0387,0.1725,-0.2243
2026-05-20,id_vol_am_pm,-0.029,0.1865,-0.1555
2026-05-20,id_vol_climax,-0.0352,0.1706,-0.2062
2026-05-20,id_opening_mom,-0.0062,0.1614,-0.0383
2026-05-20,idx_climax_trend,-0.0406,0.1737,-0.2339
2026-05-20,idx_intraday_reversal,0.0122,0.1594,0.0766
2026-05-20,id_closing_mom,-0.0207,0.1518,-0.1366
2026-05-20,rstd_14,-0.0119,0.2589,-0.0458
2026-05-20,earn_earnings_surprise,-0.121,0.2416,-0.5008
2026-05-20,earn_earnings_momentum,0.0404,0.2675,0.1511
2026-05-20,news_count,0.1775,0.224,0.7922
2026-05-20,news_consensus,-0.1608,0.2107,-0.7633
2026-05-20,atr_14,-0.0331,0.1908,-0.1732
2026-05-20,alt_pc_ratio_zscore,0.136,0.1627,0.8354
2026-05-20,news_momentum_3d,0.1098,0.1905,0.5762
2026-05-20,bear_down_mom_5d,-0.0265,0.1697,-0.1559
2026-05-20,rmean_30,-0.1694,0.1501,-1.1284
2026-05-20,trend_adx_14,-0.0427,0.2053,-0.208
2026-05-20,ema_30,-0.2038,0.1554,-1.3119
2026-05-20,lag_5,-0.2167,0.1449,-1.4953
2026-05-20,flow_foreign_net_buy,0.0294,0.1216,0.2415
2026-05-20,realized_vol_5,-0.0114,0.1679,-0.068
2026-05-20,news_sentiment_mean,0.0996,0.1809,0.5504
2026-05-20,rsi_x_vol,-0.1238,0.1563,-0.7921
2026-05-20,lag_4,-0.2171,0.1436,-1.5121
2026-05-20,rstd_30,-0.1028,0.1904,-0.5402
2026-05-20,alt_fear_flag,0.0263,0.157,0.1676
2026-05-20,rmean_14,-0.2226,0.1511,-1.4735
2026-05-20,atr_7,-0.0155,0.1584,-0.098
2026-05-20,rmean_7,-0.2349,0.1495,-1.5718
2026-05-20,lag_3,-0.2191,0.1453,-1.5081
2026-05-20,mtf_weekly_mom,-0.0893,0.1745,-0.5115
2026-05-20,news_volume_surge,-0.0305,0.1719,-0.1771
2026-05-20,flow_inst_foreign_sum,0.014,0.1226,0.1139
2026-05-20,opt_pcr_open_interest,-0.0737,0.1699,-0.4338
2026-05-20,trend_price_position,-0.1153,0.1725,-0.6687
2026-05-20,alt_pc_ratio_proxy,-0.027,0.1868,-0.1448
2026-05-20,lag_2,-0.2288,0.1435,-1.5944
2026-05-20,rmean_3,-0.2439,0.1467,-1.6621
2026-05-20,price_ma_ratio_30,-0.1329,0.1621,-0.8198
2026-05-20,lag_1,-0.2394,0.144,-1.6622
2026-05-20,opt_iv_skew,-0.1307,0.1678,-0.779
2026-05-20,trend_dist_high_52w,-0.1255,0.1739,-0.7214
2026-05-20,opt_iv_zscore,-0.0067,0.179,-0.0373
2026-05-20,opt_pcr_chg_5d,-0.0126,0.1319,-0.0956
2026-05-20,opt_avg_iv,-0.1066,0.1746,-0.6102
2026-05-20,mom_7,-0.0698,0.1414,-0.4933
2026-05-20,price_ma_ratio_7,-0.0488,0.1494,-0.327
2026-05-20,rsi_14,-0.0994,0.159,-0.6252
2026-05-20,opt_pcr_volume,-0.0771,0.184,-0.4189
2026-05-20,vol_trend,-0.0157,0.179,-0.0877
2026-05-20,price_ma_ratio_14,-0.0814,0.1506,-0.5405
2026-05-20,roc_7,-0.0491,0.1501,-0.327
2026-05-20,bear_consec_down,-0.009,0.1107,-0.0816
2026-05-20,month,-0.0123,0.1942,-0.0635
2026-05-20,mtf_cross_signal,-0.0366,0.1821,-0.201
2026-05-20,trend_golden_cross,-0.1498,0.1472,-1.0176
2026-05-20,log_ret_kurt_20,0.0248,0.2121,0.1168
2026-05-20,earn_revenue_yoy,-0.0644,0.2567,-0.2508
2026-05-20,zscore_30,-0.0929,0.1756,-0.5293
2026-05-20,mtf_weekly_rsi,-0.1228,0.1769,-0.694
2026-05-20,bb_pctb,-0.0706,0.1582,-0.446
2026-05-20,bear_rsi_below50,0.0776,0.1502,0.5166
2026-05-20,trend_alignment,-0.0762,0.1646,-0.4628
2026-05-20,mtf_3w_position,-0.0494,0.1611,-0.3064
2026-05-20,flow_flow_momentum_5d,-0.0117,0.1662,-0.0706
2026-05-20,zscore_14,-0.034,0.1551,-0.219
2026-05-20,opt_iv_chg_5d,-0.0589,0.1591,-0.3701
2026-05-20,news_sentiment_std,-0.016,0.208,-0.0768
2026-05-20,bb_x_vol,-0.1186,0.1492,-0.7948
2026-05-20,flow_inst_net_buy,-0.0126,0.131,-0.0959
2026-05-20,trend_breakout_20d,-0.0324,0.1372,-0.236
2026-05-20,alt_greed_flag,-0.1115,0.1151,-0.9682
2026-05-20,alt_pc_ratio_5d_avg,-0.0746,0.1802,-0.4141
2026-05-20,mtf_vs_ma100,-0.1698,0.1421,-1.1951
2026-05-20,flow_supply_demand_score,0.004,0.1919,0.0207
2026-05-20,flow_flow_momentum,0.0054,0.2038,0.0267
2026-05-20,flow_fi_ratio,-0.0013,0.1765,-0.0071
2026-05-20,log_ret_skew_20,-0.0593,0.1863,-0.3184
2026-05-20,opt_pcr_extreme,0.0121,0.1214,0.0994
2026-05-20,flow_foreign_net_5d,-0.0069,0.1864,-0.0372
2026-05-20,flow_inst_net_5d,-0.0069,0.1864,-0.0372
2026-05-20,flow_foreign_accel,0.0524,0.1813,0.2892
2026-05-20,bear_downside_vol_ratio,0.1243,0.1719,0.7235
