_date,Volume
2026-04-27,22809540
2026-04-28,34327454
2026-04-29,41879427
2026-04-30,48148993
2026-05-04,39460205
2026-05-06,48246493
2026-05-07,42121355
2026-05-08,39029998
2026-05-11,25466841
2026-05-12,29570512
2026-05-13,24224552
2026-05-14,28192635
2026-05-15,24868334
2026-05-18,19850461
2026-05-19,19147428
2026-05-20,16626461
2026-05-21,18021424
