_date,Open,High,Low,Close,Volume
2026-02-24,636.49,644.06,628.36,641.6,224739070
2026-02-25,645.98,659.06,639.35,653.55,157858503
2026-02-26,653.82,664.47,652.54,660.03,59228793
2026-02-27,650.9,653.25,641.67,645.98,103938193
2026-03-03,634.03,637.81,608.04,608.08,61369481
2026-03-04,582.35,582.35,524.15,530.14,89880113
2026-03-05,544.48,574.9,544.48,566.94,42450212
2026-03-06,558.52,570.21,550.82,565.01,27766070
2026-03-09,537.96,552.67,533.84,549.79,43619591
2026-03-10,562.54,565.17,547.54,553.43,30731456
2026-03-11,563.85,584.18,563.85,569.13,95968800
2026-03-12,569.42,576.02,565.18,569.35,29460372
2026-03-13,558.6,570.35,554.26,560.83,19427283
2026-03-16,558.46,571.66,556.93,561.05,17177076
2026-03-17,570.55,571.13,560.57,561.79,27856189
2026-03-18,576.91,588.36,565.38,582.01,19517637
2026-03-19,574.08,578.65,568.25,570.83,14813756
2026-03-20,581.94,594.8,581.94,589.3,24571120
2026-03-23,590.56,590.56,552.44,555.98,17427556
2026-03-24,570.69,570.69,549.5,564.32,14446096
2026-03-25,576.81,577.62,564.97,575.73,13370524
2026-03-26,574.51,578.06,561.04,566.41,21314310
2026-03-27,553.16,557.57,539.96,556.58,20031402
2026-03-30,532.23,548.56,529.26,545.55,13797947
2026-03-31,533.8,546.26,527.58,533.22,15021844
2026-04-01,550.16,563.36,543.21,560.2,20984022
2026-04-02,564.28,570.18,543.33,549.23,21438982
2026-04-03,555.87,559.69,550.64,552.81,40768718
2026-04-06,552.78,566.32,552.25,557.04,53565683
2026-04-07,566.15,569.29,550.87,556.74,19951552
2026-04-08,582.03,591.63,576.54,588.48,40551645
2026-04-09,587.35,592.82,580.3,583.23,17242503
2026-04-10,593.36,598.04,586.57,586.72,20747088
2026-04-13,580.35,583.57,566.98,571.75,13227342
2026-04-14,579.04,583.58,573.11,579.47,15716643
2026-04-15,589.91,595.78,588.56,591.5,16148796
2026-04-16,600.15,600.77,589.97,599.51,15295795
2026-04-17,597.67,598.58,592.74,596.03,24647441
2026-04-20,599.95,601.93,594.05,596.97,25142595
2026-04-21,600.49,605.98,597.03,602.13,20012930
2026-04-22,598.71,604.71,597.54,603.76,55557728
2026-04-23,615.53,624.06,608.42,622.32,26966720
2026-04-24,620.81,626.02,615.96,623.63,70949260
2026-04-27,629.31,634.07,626.26,628.57,99362279
2026-04-28,630.34,636.78,629.76,630.5,36026478
2026-04-29,629.04,633.05,616.44,632.58,29672117
2026-04-30,630.63,632.42,618.22,622.74,19989536
2026-05-04,633.28,643.22,628.58,642.15,39762727
2026-05-06,662.37,694.47,655.09,682.93,36795775
2026-05-07,690.57,711.85,674.14,711.84,29122970
2026-05-08,715.86,735.04,704.41,727.6,19520791
2026-05-11,730.97,779.26,730.87,750.53,19625845
2026-05-12,761.01,763.28,712.96,731.13,22682776
2026-05-13,736.69,736.69,699.38,727.45,74519509
2026-05-14,726.16,760.21,726.16,760.21,135539800
2026-05-15,752.76,762.04,704.05,713.08,131929603
2026-05-18,705.2,709.82,675.95,704.15,70556973
2026-05-19,698.05,698.05,656.78,681.73,30791466
2026-05-20,680.23,680.23,650.13,662.77,27900270
2026-05-21,701.13,718.59,693.47,717.92,27290799
