_date,Open,High,Low,Close,Volume
2026-02-24,1516.15,1518.38,1489.11,1502.38,5913352
2026-02-25,1506.78,1533.37,1500.13,1525.06,8179772
2026-02-26,1515.71,1520.19,1491.47,1498.31,8520132
2026-02-27,1487.47,1489.26,1441.76,1447.15,16616166
2026-03-03,1431.05,1434.62,1355.46,1357.77,14594401
2026-03-04,1319.51,1322.0,1224.27,1237.82,15443973
2026-03-05,1317.76,1328.0,1282.74,1285.81,10266413
2026-03-06,1271.85,1302.89,1268.13,1300.67,6873121
2026-03-09,1241.85,1263.46,1227.93,1255.81,9030837
2026-03-10,1292.4,1301.76,1271.92,1285.14,6256883
2026-03-11,1317.93,1342.09,1301.07,1309.49,7082619
2026-03-12,1305.87,1314.44,1295.37,1307.28,5107199
2026-03-13,1282.12,1323.34,1278.99,1313.29,7164548
2026-03-16,1312.36,1317.15,1285.87,1290.46,4966701
2026-03-17,1312.31,1335.41,1309.72,1326.75,4664554
2026-03-18,1339.38,1362.84,1336.9,1360.09,5223574
2026-03-19,1338.56,1353.45,1332.88,1342.94,4478399
2026-03-20,1353.88,1382.9,1353.14,1374.36,9066665
2026-03-23,1348.53,1348.53,1301.0,1305.28,6662979
2026-03-24,1349.95,1350.27,1318.8,1340.39,4846758
2026-03-25,1358.93,1363.35,1336.58,1340.87,5428086
2026-03-26,1346.31,1347.88,1313.57,1319.57,4410140
2026-03-27,1298.74,1335.82,1293.43,1332.16,6570455
2026-03-30,1286.19,1314.45,1280.35,1305.13,6206651
2026-03-31,1290.27,1340.98,1288.47,1306.49,7125263
2026-04-01,1339.38,1352.25,1314.74,1348.67,5275386
2026-04-02,1348.55,1358.9,1288.01,1298.04,6581254
2026-04-03,1313.75,1313.75,1285.18,1286.02,5888486
2026-04-06,1285.29,1297.87,1277.43,1288.62,3887873
2026-04-07,1290.26,1307.04,1260.84,1265.77,4503060
2026-04-08,1312.82,1332.01,1301.47,1314.86,7202655
2026-04-09,1328.7,1349.19,1327.23,1341.27,6435800
2026-04-10,1347.92,1364.31,1346.31,1364.03,4811363
2026-04-13,1348.92,1370.12,1346.36,1363.81,4464080
2026-04-14,1376.51,1380.89,1367.39,1371.82,6336204
2026-04-15,1387.33,1398.82,1378.4,1398.56,6477978
2026-04-16,1405.79,1427.62,1402.75,1426.96,5673170
2026-04-17,1428.46,1439.15,1423.65,1431.51,4739540
2026-04-20,1432.52,1436.7,1426.38,1426.38,4370838
2026-04-21,1431.03,1438.62,1421.85,1424.94,4191235
2026-04-22,1420.89,1442.77,1414.86,1435.8,5685941
2026-04-23,1455.02,1466.99,1433.42,1441.24,6469791
2026-04-24,1448.49,1470.51,1441.66,1467.63,5215803
2026-04-27,1474.17,1478.07,1464.24,1471.59,4842658
2026-04-28,1460.6,1478.15,1456.76,1463.83,5188570
2026-04-29,1480.05,1482.9,1457.74,1463.42,6436946
2026-04-30,1457.11,1463.11,1440.45,1441.21,6058002
2026-05-04,1466.52,1475.19,1446.87,1450.35,6065417
2026-05-06,1452.95,1453.11,1425.08,1425.08,7151276
2026-05-07,1437.49,1442.38,1413.08,1419.42,7605799
2026-05-08,1434.83,1464.69,1424.65,1453.63,6827007
2026-05-11,1462.34,1475.64,1434.19,1441.13,6509143
2026-05-12,1442.62,1443.06,1384.31,1409.92,8100523
2026-05-13,1431.35,1433.48,1370.85,1378.57,6265902
2026-05-14,1397.16,1449.41,1395.32,1449.41,10616157
2026-05-15,1448.12,1448.59,1386.38,1402.75,10110573
2026-05-18,1398.89,1399.88,1334.03,1358.65,6726711
2026-05-19,1366.93,1376.5,1343.86,1363.57,7549689
2026-05-20,1369.78,1369.78,1316.82,1329.19,7197396
2026-05-21,1355.99,1362.09,1345.39,1358.17,6110456
