_date,Volume
2026-04-27,70514964
2026-04-28,183310438
2026-04-29,58322609
2026-04-30,34873497
2026-05-04,46403738
2026-05-06,42216882
2026-05-07,62659797
2026-05-08,18663096
2026-05-11,21338910
2026-05-12,27110301
2026-05-13,15641017
2026-05-14,27109325
2026-05-15,29696583
2026-05-18,25444943
2026-05-19,16213283
2026-05-20,17328611
2026-05-21,24389376
