,Open,High,Low,Close,Volume
2026-02-24,2884.82,2921.01,2833.46,2910.42,35151572
2026-02-25,2935.54,3137.8,2932.51,3099.54,71004419
2026-02-26,3106.99,3270.72,3093.47,3258.65,68434647
2026-02-27,3172.96,3385.21,3139.7,3318.4,50729792
2026-03-03,3198.35,3245.29,3002.71,3006.44,43335177
2026-03-04,2941.88,2941.88,2549.71,2579.15,49018609
2026-03-05,2676.48,2853.35,2673.39,2768.9,32018468
2026-03-06,2717.43,2821.18,2700.19,2795.59,21639778
2026-03-09,2659.88,2664.04,2526.24,2594.56,18656559
2026-03-10,2729.14,2730.91,2643.92,2689.23,18538024
2026-03-11,8970.0,9185.0,8900.0,8935.0,29348
2026-03-12,8965.0,9040.0,8885.0,9000.0,25800
2026-03-13,8845.0,9085.0,8845.0,9040.0,34423
2026-03-16,2637.31,2663.16,2605.0,2625.7,12491872
2026-03-17,8985.0,9170.0,8985.0,9120.0,20130
2026-03-18,2749.62,2806.02,2745.3,2800.91,36731433
2026-03-19,2723.86,2751.68,2707.41,2714.81,21309443
2026-03-20,2731.55,2737.68,2700.65,2700.65,24360513
2026-03-23,2601.24,2609.78,2538.28,2553.01,16147909
2026-03-24,9380.0,9380.0,9110.0,9240.0,19719
2026-03-25,9340.0,9430.0,9235.0,9305.0,35859
2026-03-26,9350.0,9350.0,9090.0,9160.0,20794
2026-03-27,9020.0,9395.0,9020.0,9395.0,261958
2026-03-30,2481.63,2521.26,2448.54,2512.95,11049112
2026-03-31,2451.94,2481.74,2408.03,2413.66,13942184
2026-04-01,2517.54,2593.67,2491.53,2579.31,13523961
2026-04-02,2609.56,2625.26,2443.03,2474.59,13806521
2026-04-03,2519.06,2543.71,2463.9,2471.62,10379020
2026-04-06,9149.145169221378,9208.684074877916,9064.798386207947,9144.18359375,26732
2026-04-07,2497.76,2515.85,2460.93,2486.24,11466819
2026-04-08,2600.9,2633.35,2573.05,2630.52,15772541
2026-04-09,2633.5,2665.37,2549.24,2564.29,13193985
2026-04-10,2596.44,2601.2,2569.19,2573.42,15935264
2026-04-13,2520.22,2537.13,2504.09,2521.07,8654135
2026-04-14,2572.4,2604.05,2565.98,2577.73,14593802
2026-04-15,2641.46,2674.36,2614.51,2629.58,19759918
2026-04-16,2704.25,2749.92,2704.25,2727.59,21110265
2026-04-17,2750.91,2753.67,2708.49,2734.73,32443184
2026-04-20,2721.14,2751.58,2695.66,2701.82,11433547
2026-04-21,2737.99,2793.01,2719.45,2782.67,41157533
2026-04-22,2766.62,2786.49,2742.25,2785.32,17238687
2026-04-23,2824.79,2834.2,2723.1,2748.33,20797478
2026-04-24,2734.59,2735.65,2674.32,2694.65,17676127
2026-04-27,2724.23,2763.57,2706.48,2731.94,20813045
2026-04-28,2749.22,2866.82,2738.63,2813.05,37875835
2026-04-29,2832.74,2832.74,2779.09,2810.56,14782124
2026-04-30,2805.76,2817.98,2725.73,2725.79,22386219
2026-05-04,2785.61,2795.84,2757.41,2768.39,129703196
2026-05-06,2771.33,2822.93,2761.32,2767.49,148558551
2026-05-07,2835.85,2913.77,2816.65,2849.45,53874546
2026-05-08,2900.06,3130.57,2863.33,3016.92,48149893
2026-05-11,3071.27,3197.61,3037.7,3161.06,167004652
2026-05-12,3262.94,3315.6,3000.15,3116.72,78632256
2026-05-13,3149.31,3402.33,3130.32,3387.11,40079196
2026-05-14,3448.38,3477.44,3371.05,3432.46,34645651
2026-05-15,3459.14,3605.75,3269.64,3350.08,82695982
2026-05-18,3319.9,3325.59,3091.45,3168.28,29825016
2026-05-19,3158.97,3158.97,2918.47,2977.9,27453300
2026-05-20,2991.63,2991.63,2857.33,2928.33,25307854
2026-05-21,3037.12,3335.63,3028.22,3325.3,31742009
