_date,Volume
2026-04-27,60312118
2026-04-28,327839863
2026-04-29,137250035
2026-04-30,68229932
2026-05-04,98305521
2026-05-06,55148928
2026-05-07,78083716
2026-05-08,36400790
2026-05-11,40739539
2026-05-12,87939730
2026-05-13,85203001
2026-05-14,110415693
2026-05-15,61476080
2026-05-18,28253157
2026-05-19,29226598
2026-05-20,23723838
2026-05-21,22252576
