_date,Volume
2026-04-27,2637239
2026-04-28,3189100
2026-04-29,3084886
2026-04-30,3814606
2026-05-04,3382889
2026-05-06,4020557
2026-05-07,4502220
2026-05-08,2381830
2026-05-11,2859578
2026-05-12,4752309
2026-05-13,2793563
2026-05-14,5386019
2026-05-15,4543896
2026-05-18,2884588
2026-05-19,3822840
2026-05-20,3895919
2026-05-21,3092276
