_date,Volume
2026-04-27,23764492
2026-04-28,16494265
2026-04-29,17276295
2026-04-30,18314210
2026-05-04,20276802
2026-05-06,19215580
2026-05-07,32049467
2026-05-08,21443822
2026-05-11,28292581
2026-05-12,31660661
2026-05-13,17959076
2026-05-14,19564348
2026-05-15,30262537
2026-05-18,19333596
2026-05-19,21589990
2026-05-20,17468931
2026-05-21,13889816
