Date,Sector,Market_Cap,Trading_Volume,Trading_Value,Stock_Count
2026-02-14,IT,0,0,0,9
2026-02-14,Finance,0,0,0,10
2026-02-14,Materials,0,0,0,10
2026-02-14,Capital_Goods,0,0,0,10
2026-02-14,Consumer,0,0,0,10
2026-02-14,Healthcare,0,0,0,7
2026-02-14,Energy,0,0,0,10
2026-02-14,Utilities,0,0,0,10
2026-02-14,Telecom,0,0,0,7
