날짜,Utilities,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2010-07-08,3398.66,,,,,,,,,,,,
2010-07-09,3437.22,,,,,,,,,,,,
2010-07-12,3503.29,,,,,,,,,,,,
2010-07-13,3508.15,,,,,,,,,,,,
2010-07-14,3544.41,,,,,,,,,,,,
2010-07-15,3544.02,,,,,,,,,,,,
2010-07-16,3569.25,,,,,,,,,,,,
2010-07-19,3564.97,,,,,,,,,,,,
2010-07-20,3550.98,,,,,,,,,,,,
2010-07-21,3609.65,,,,,,,,,,,,
2010-07-22,3609.63,,,,,,,,,,,,
2010-07-23,3608.79,,,,,,,,,,,,
2010-07-26,3603.26,,,,,,,,,,,,
2010-07-27,3586.16,,,,,,,,,,,,
2010-07-28,3606.36,,,,,,,,,,,,
2010-07-29,3625.73,,,,,,,,,,,,
2010-07-30,3602.69,,,,,,,,,,,,
2010-08-02,3706.71,,,,,,,,,,,,
2010-08-03,3732.64,,,,,,,,,,,,
2010-08-04,3773.67,,,,,,,,,,,,
2010-08-05,3765.27,,,,,,,,,,,,
2010-08-06,3740.26,,,,,,,,,,,,
2010-08-09,3722.85,,,,,,,,,,,,
2010-08-10,3738.92,,,,,,,,,,,,
2010-08-11,3713.56,,,,,,,,,,,,
2010-08-12,3608.94,,,,,,,,,,,,
2010-08-13,3678.46,,,,,,,,,,,,
2010-08-16,3679.75,,,,,,,,,,,,
2010-08-17,3744.07,,,,,,,,,,,,
2010-08-18,3830.95,,,,,,,,,,,,
2010-08-19,3869.31,,,,,,,,,,,,
2010-08-20,3911.86,,,,,,,,,,,,
2010-08-23,3919.72,,,,,,,,,,,,
2010-08-24,3877.29,,,,,,,,,,,,
2010-08-25,3805.39,,,,,,,,,,,,
2010-08-26,3790.35,,,,,,,,,,,,
2010-08-27,3847.39,,,,,,,,,,,,
2010-08-30,3898.84,,,,,,,,,,,,
2010-08-31,3921.11,,,,,,,,,,,,
2010-09-01,3992.97,,,,,,,,,,,,
2010-09-02,4028.28,,,,,,,,,,,,
2010-09-03,3997.91,,,,,,,,,,,,
2010-09-06,3996.82,,,,,,,,,,,,
2010-09-07,3944.24,,,,,,,,,,,,
2010-09-08,3926.19,,,,,,,,,,,,
2010-09-09,3987.08,,,,,,,,,,,,
2010-09-10,4063.2,,,,,,,,,,,,
2010-09-13,4073.49,,,,,,,,,,,,
2010-09-14,4069.84,,,,,,,,,,,,
2010-09-15,4094.82,,,,,,,,,,,,
2010-09-16,4019.77,,,,,,,,,,,,
2010-09-17,4013.5,,,,,,,,,,,,
2010-09-20,4054.38,,,,,,,,,,,,
2010-09-24,4080.14,,,,,,,,,,,,
2010-09-27,4110.1,,,,,,,,,,,,
2010-09-28,4125.17,,,,,,,,,,,,
2010-09-29,4174.02,,,,,,,,,,,,
2010-09-30,4178.66,,,,,,,,,,,,
2010-10-01,4156.56,,,,,,,,,,,,
2010-10-04,4093.34,,,,,,,,,,,,
2010-10-05,4010.56,,,,,,,,,,,,
2010-10-06,4081.08,,,,,,,,,,,,
2010-10-07,4081.0,,,,,,,,,,,,
2010-10-08,4073.3,,,,,,,,,,,,
2010-10-11,4030.02,,,,,,,,,,,,
2010-10-12,3948.81,,,,,,,,,,,,
2010-10-13,4008.12,,,,,,,,,,,,
2010-10-14,4129.25,,,,,,,,,,,,
2010-10-15,4177.26,,,,,,,,,,,,
2010-10-18,4095.65,,,,,,,,,,,,
2010-10-19,4054.2,,,,,,,,,,,,
2010-10-20,4090.51,,,,,,,,,,,,
2010-10-21,4121.16,,,,,,,,,,,,
2010-10-22,4231.64,,,,,,,,,,,,
2010-10-25,4273.81,,,,,,,,,,,,
2010-10-26,4298.74,,,,,,,,,,,,
2010-10-27,4323.48,,,,,,,,,,,,
2010-10-28,4313.43,,,,,,,,,,,,
2010-10-29,4242.5,,,,,,,,,,,,
2010-11-01,4403.46,,,,,,,,,,,,
2010-11-02,4473.58,,,,,,,,,,,,
2010-11-03,4546.27,,,,,,,,,,,,
2010-11-04,4542.85,,,,,,,,,,,,
2010-11-05,4468.2,,,,,,,,,,,,
2010-11-08,4489.39,,,,,,,,,,,,
2010-11-09,4530.93,,,,,,,,,,,,
2010-11-10,4558.32,,,,,,,,,,,,
2010-11-11,4434.04,,,,,,,,,,,,
2010-11-12,4425.88,,,,,,,,,,,,
2010-11-15,4381.89,,,,,,,,,,,,
2010-11-16,4369.75,,,,,,,,,,,,
2010-11-17,4377.73,,,,,,,,,,,,
2010-11-18,4508.17,,,,,,,,,,,,
2010-11-19,4522.34,,,,,,,,,,,,
2010-11-22,4468.59,,,,,,,,,,,,
2010-11-23,4428.9,,,,,,,,,,,,
2010-11-24,4402.66,,,,,,,,,,,,
2010-11-25,4436.39,,,,,,,,,,,,
2010-11-26,4341.53,,,,,,,,,,,,
2010-11-29,4319.85,,,,,,,,,,,,
2010-11-30,4395.97,,,,,,,,,,,,
2010-12-01,4519.31,,,,,,,,,,,,
2010-12-02,4541.03,,,,,,,,,,,,
2010-12-03,4527.72,,,,,,,,,,,,
2010-12-06,4482.56,,,,,,,,,,,,
2010-12-07,4485.04,,,,,,,,,,,,
2010-12-08,4481.06,,,,,,,,,,,,
2010-12-09,4535.42,,,,,,,,,,,,
2010-12-10,4544.2,,,,,,,,,,,,
2010-12-13,4521.11,,,,,,,,,,,,
2010-12-14,4524.28,,,,,,,,,,,,
2010-12-15,4614.84,,,,,,,,,,,,
2010-12-16,4604.84,,,,,,,,,,,,
2010-12-17,4613.11,,,,,,,,,,,,
2010-12-20,4565.94,,,,,,,,,,,,
2010-12-21,4647.57,,,,,,,,,,,,
2010-12-22,4612.06,,,,,,,,,,,,
2010-12-23,4609.88,,,,,,,,,,,,
2010-12-24,4600.28,,,,,,,,,,,,
2010-12-27,4567.36,,,,,,,,,,,,
2010-12-28,4576.09,,,,,,,,,,,,
2010-12-29,4635.57,,,,,,,,,,,,
2010-12-30,4657.74,,,,,,,,,,,,
2011-01-03,4696.51,,,,,,,,,,,,
2011-01-04,4730.49,,,,,,,,,,,,
2011-01-05,4783.43,,,,,,,,,,,,
2011-01-06,4833.97,,,,,,,,,,,,
2011-01-07,4849.26,,,,,,,,,,,,
2011-01-10,4843.34,,,,,,,,,,,,
2011-01-11,4901.45,,,,,,,,,,,,
2011-01-12,4946.79,,,,,,,,,,,,
2011-01-13,4906.24,,,,,,,,,,,,
2011-01-14,4887.92,,,,,,,,,,,,
2011-01-17,4820.76,,,,,,,,,,,,
2011-01-18,4848.44,,,,,,,,,,,,
2011-01-19,4864.13,,,,,,,,,,,,
2011-01-20,4873.37,,,,,,,,,,,,
2011-01-21,4829.2,,,,,,,,,,,,
2011-01-24,4872.88,,,,,,,,,,,,
2011-01-25,4896.9,,,,,,,,,,,,
2011-01-26,4963.8,,,,,,,,,,,,
2011-01-27,5048.07,,,,,,,,,,,,
2011-01-28,5080.67,,,,,,,,,,,,
2011-01-31,5108.11,,,,,,,,,,,,
2011-02-01,5030.49,,,,,,,,,,,,
2011-02-07,5006.36,,,,,,,,,,,,
2011-02-08,4994.25,,,,,,,,,,,,
2011-02-09,4901.87,,,,,,,,,,,,
2011-02-10,4781.06,,,,,,,,,,,,
2011-02-11,4711.54,,,,,,,,,,,,
2011-02-14,4805.65,,,,,,,,,,,,
2011-02-15,4824.59,,,,,,,,,,,,
2011-02-16,4735.97,,,,,,,,,,,,
2011-02-17,4712.82,,,,,,,,,,,,
2011-02-18,4836.32,,,,,,,,,,,,
2011-02-21,4902.04,,,,,,,,,,,,
2011-02-22,4783.29,,,,,,,,,,,,
2011-02-23,4781.58,,,,,,,,,,,,
2011-02-24,4668.34,,,,,,,,,,,,
2011-02-25,4726.54,,,,,,,,,,,,
2011-02-28,4628.65,,,,,,,,,,,,
2011-03-02,4625.51,,,,,,,,,,,,
2011-03-03,4765.98,,,,,,,,,,,,
2011-03-04,4857.17,,,,,,,,,,,,
2011-03-07,4854.62,,,,,,,,,,,,
2011-03-08,4904.05,,,,,,,,,,,,
2011-03-09,4967.87,,,,,,,,,,,,
2011-03-10,5012.47,,,,,,,,,,,,
2011-03-11,4911.48,,,,,,,,,,,,
2011-03-14,5120.4,,,,,,,,,,,,
2011-03-15,5078.88,,,,,,,,,,,,
2011-03-16,5102.43,,,,,,,,,,,,
2011-03-17,5149.79,,,,,,,,,,,,
2011-03-18,5182.07,,,,,,,,,,,,
2011-03-21,5267.63,,,,,,,,,,,,
2011-03-22,5377.2,,,,,,,,,,,,
2011-03-23,5306.55,,,,,,,,,,,,
2011-03-24,5424.32,,,,,,,,,,,,
2011-03-25,5426.82,,,,,,,,,,,,
2011-03-28,5465.84,,,,,,,,,,,,
2011-03-29,5571.76,,,,,,,,,,,,
2011-03-30,5552.24,,,,,,,,,,,,
2011-03-31,5575.02,,,,,,,,,,,,
2011-04-01,5598.56,,,,,,,,,,,,
2011-04-04,5428.74,,,,,,,,,,,,
2011-04-05,5578.27,,,,,,,,,,,,
2011-04-06,5640.78,,,,,,,,,,,,
2011-04-07,5639.95,,,,,,,,,,,,
2011-04-08,5660.92,,,,,,,,,,,,
2011-04-11,5673.09,,,,,,,,,,,,
2011-04-12,5552.95,,,,,,,,,,,,
2011-04-13,5669.17,,,,,,,,,,,,
2011-04-14,5750.62,,,,,,,,,,,,
2011-04-15,5832.62,,,,,,,,,,,,
2011-04-18,5971.22,,,,,,,,,,,,
2011-04-19,5924.78,,,,,,,,,,,,
2011-04-20,6066.63,,,,,,,,,,,,
2011-04-21,6369.8,,,,,,,,,,,,
2011-04-22,6340.81,,,,,,,,,,,,
2011-04-25,6423.92,,,,,,,,,,,,
2011-04-26,6373.83,,,,,,,,,,,,
2011-04-27,6187.23,,,,,,,,,,,,
2011-04-28,6265.57,,,,,,,,,,,,
2011-04-29,6148.63,,,,,,,,,,,,
2011-05-02,6185.51,,,,,,,,,,,,
2011-05-03,5990.17,,,,,,,,,,,,
2011-05-04,5988.91,,,,,,,,,,,,
2011-05-06,5831.33,,,,,,,,,,,,
2011-05-09,5860.94,,,,,,,,,,,,
2011-05-11,5994.41,,,,,,,,,,,,
2011-05-12,5833.01,,,,,,,,,,,,
2011-05-13,5783.13,,,,,,,,,,,,
2011-05-16,5818.84,,,,,,,,,,,,
2011-05-17,5862.28,,,,,,,,,,,,
2011-05-18,6037.31,,,,,,,,,,,,
2011-05-19,5933.62,,,,,,,,,,,,
2011-05-20,5945.49,,,,,,,,,,,,
2011-05-23,5706.7,,,,,,,,,,,,
2011-05-24,5775.12,,,,,,,,,,,,
2011-05-25,5626.42,,,,,,,,,,,,
2011-05-26,5866.07,,,,,,,,,,,,
2011-05-27,5828.13,,,,,,,,,,,,
2011-05-30,5912.46,,,,,,,,,,,,
2011-05-31,6158.12,,,,,,,,,,,,
2011-06-01,6173.34,,,,,,,,,,,,
2011-06-02,6096.53,,,,,,,,,,,,
2011-06-03,5959.68,,,,,,,,,,,,
2011-06-07,5790.47,,,,,,,,,,,,
2011-06-08,5762.7,,,,,,,,,,,,
2011-06-09,5833.77,,,,,,,,,,,,
2011-06-10,5771.45,,,,,,,,,,,,
2011-06-13,5721.02,,,,,,,,,,,,
2011-06-14,5894.33,,,,,,,,,,,,
2011-06-15,5956.09,,,,,,,,,,,,
2011-06-16,5852.03,,,,,,,,,,,,
2011-06-17,5850.63,,,,,,,,,,,,
2011-06-20,5697.25,,,,,,,,,,,,
2011-06-21,5759.51,,,,,,,,,,,,
2011-06-22,5818.13,,,,,,,,,,,,
2011-06-23,5775.81,,,,,,,,,,,,
2011-06-24,5815.91,,,,,,,,,,,,
2011-06-27,5753.44,,,,,,,,,,,,
2011-06-28,5753.42,,,,,,,,,,,,
2011-06-29,5901.09,,,,,,,,,,,,
2011-06-30,5905.0,,,,,,,,,,,,
2011-07-01,5987.34,,,,,,,,,,,,
2011-07-04,6015.32,,,,,,,,,,,,
2011-07-05,6058.66,,,,,,,,,,,,
2011-07-06,6091.48,,,,,,,,,,,,
2011-07-07,6213.31,,,,,,,,,,,,
2011-07-08,6204.92,,,,,,,,,,,,
2011-07-11,6118.67,,,,,,,,,,,,
2011-07-12,5955.16,,,,,,,,,,,,
2011-07-13,6065.99,,,,,,,,,,,,
2011-07-14,6102.02,,,,,,,,,,,,
2011-07-15,6121.33,,,,,,,,,,,,
2011-07-18,6098.11,,,,,,,,,,,,
2011-07-19,5993.49,,,,,,,,,,,,
2011-07-20,5989.83,,,,,,,,,,,,
2011-07-21,5953.58,,,,,,,,,,,,
2011-07-22,6082.66,,,,,,,,,,,,
2011-07-25,6005.36,,,,,,,,,,,,
2011-07-26,6080.4,,,,,,,,,,,,
2011-07-27,6117.56,,,,,,,,,,,,
2011-07-28,6115.14,,,,,,,,,,,,
2011-07-29,5992.43,,,,,,,,,,,,
2011-08-01,6164.43,,,,,,,,,,,,
2011-08-02,6029.47,,,,,,,,,,,,
2011-08-03,5870.66,,,,,,,,,,,,
2011-08-04,5556.62,,,,,,,,,,,,
2011-08-05,5290.4,,,,,,,,,,,,
2011-08-08,5098.34,,,,,,,,,,,,
2011-08-09,5057.48,,,,,,,,,,,,
2011-08-10,5003.87,,,,,,,,,,,,
2011-08-11,5081.61,,,,,,,,,,,,
2011-08-12,4869.39,,,,,,,,,,,,
2011-08-16,5160.65,,,,,,,,,,,,
2011-08-17,5181.16,,,,,,,,,,,,
2011-08-18,5097.8,,,,,,,,,,,,
2011-08-19,4597.7,,,,,,,,,,,,
2011-08-22,4375.37,,,,,,,,,,,,
2011-08-23,4707.27,,,,,,,,,,,,
2011-08-24,4658.46,,,,,,,,,,,,
2011-08-25,4665.14,,,,,,,,,,,,
2011-08-26,4747.64,,,,,,,,,,,,
2011-08-29,5000.74,,,,,,,,,,,,
2011-08-30,4944.5,,,,,,,,,,,,
2011-08-31,5041.36,,,,,,,,,,,,
2011-09-01,5031.4,,,,,,,,,,,,
2011-09-02,4964.98,,,,,,,,,,,,
2011-09-05,4620.57,,,,,,,,,,,,
2011-09-06,4586.3,,,,,,,,,,,,
2011-09-07,4752.75,,,,,,,,,,,,
2011-09-08,4786.16,,,,,,,,,,,,
2011-09-09,4702.5,,,,,,,,,,,,
2011-09-14,4486.98,,,,,,,,,,,,
2011-09-15,4567.06,,,,,,,,,,,,
2011-09-16,4748.66,,,,,,,,,,,,
2011-09-19,4631.74,,,,,,,,,,,,
2011-09-20,4703.35,,,,,,,,,,,,
2011-09-21,4812.47,,,,,,,,,,,,
2011-09-22,4618.54,,,,,,,,,,,,
2011-09-23,4343.23,,,,,,,,,,,,
2011-09-26,4079.95,,,,,,,,,,,,
2011-09-27,4313.17,,,,,,,,,,,,
2011-09-28,4228.28,,,,,,,,,,,,
2011-09-29,4363.52,,,,,,,,,,,,
2011-09-30,4328.78,,,,,,,,,,,,
2011-10-04,4055.12,,,,,,,,,,,,
2011-10-05,3913.88,,,,,,,,,,,,
2011-10-06,4087.97,,,,,,,,,,,,
2011-10-07,4292.27,,,,,,,,,,,,
2011-10-10,4284.8,,,,,,,,,,,,
2011-10-11,4356.42,,,,,,,,,,,,
2011-10-12,4384.6,,,,,,,,,,,,
2011-10-13,4412.18,,,,,,,,,,,,
2011-10-14,4464.34,,,,,,,,,,,,
2011-10-17,4627.96,,,,,,,,,,,,
2011-10-18,4603.88,,,,,,,,,,,,
2011-10-19,4621.4,,,,,,,,,,,,
2011-10-20,4361.24,,,,,,,,,,,,
2011-10-21,4515.9,,,,,,,,,,,,
2011-10-24,4643.6,,,,,,,,,,,,
2011-10-25,4589.9,,,,,,,,,,,,
2011-10-26,4683.28,,,,,,,,,,,,
2011-10-27,4864.27,,,,,,,,,,,,
2011-10-28,4844.94,,,,,,,,,,,,
2011-10-31,4758.35,,,,,,,,,,,,
2011-11-01,4730.3,,,,,,,,,,,,
2011-11-02,4714.14,,,,,,,,,,,,
2011-11-03,4593.24,,,,,,,,,,,,
2011-11-04,4840.41,,,,,,,,,,,,
2011-11-07,4848.75,,,,,,,,,,,,
2011-11-08,4808.37,,,,,,,,,,,,
2011-11-09,4777.94,,,,,,,,,,,,
2011-11-10,4546.23,,,,,,,,,,,,
2011-11-11,4663.54,,,,,,,,,,,,
2011-11-14,4816.05,,,,,,,,,,,,
2011-11-15,4737.33,,,,,,,,,,,,
2011-11-16,4637.97,,,,,,,,,,,,
2011-11-17,4713.65,,,,,,,,,,,,
2011-11-18,4604.48,,,,,,,,,,,,
2011-11-21,4463.74,,,,,,,,,,,,
2011-11-22,4470.12,,,,,,,,,,,,
2011-11-23,4361.2,,,,,,,,,,,,
2011-11-24,4392.91,,,,,,,,,,,,
2011-11-25,4298.58,,,,,,,,,,,,
2011-11-28,4368.39,,,,,,,,,,,,
2011-11-29,4508.64,,,,,,,,,,,,
2011-11-30,4482.73,,,,,,,,,,,,
2011-12-01,4699.43,,,,,,,,,,,,
2011-12-02,4709.38,,,,,,,,,,,,
2011-12-05,4732.85,,,,,,,,,,,,
2011-12-06,4650.77,,,,,,,,,,,,
2011-12-07,4654.96,,,,,,,,,,,,
2011-12-08,4658.51,,,,,,,,,,,,
2011-12-09,4567.1,,,,,,,,,,,,
2011-12-12,4615.14,,,,,,,,,,,,
2011-12-13,4540.4,,,,,,,,,,,,
2011-12-14,4520.44,,,,,,,,,,,,
2011-12-15,4384.49,,,,,,,,,,,,
2011-12-16,4442.18,,,,,,,,,,,,
2011-12-19,4251.14,,,,,,,,,,,,
2011-12-20,4297.7,,,,,,,,,,,,
2011-12-21,4436.67,,,,,,,,,,,,
2011-12-22,4412.2,,,,,,,,,,,,
2011-12-23,4508.66,,,,,,,,,,,,
2011-12-26,4481.91,,,,,,,,,,,,
2011-12-27,4430.14,,,,,,,,,,,,
2011-12-28,4389.03,,,,,,,,,,,,
2011-12-29,4369.45,,,,,,,,,,,,
2012-01-02,4360.96,,,,,,,,,,,,
2012-01-03,4486.6,,,,,,,,,,,,
2012-01-04,4434.27,,,,,,,,,,,,
2012-01-05,4496.29,,,,,,,,,,,,
2012-01-06,4432.89,,,,,,,,,,,,
2012-01-09,4397.04,,,,,,,,,,,,
2012-01-10,4469.26,,,,,,,,,,,,
2012-01-11,4426.44,,,,,,,,,,,,
2012-01-12,4553.09,,,,,,,,,,,,
2012-01-13,4565.61,,,,,,,,,,,,
2012-01-16,4570.53,,,,,,,,,,,,
2012-01-17,4687.87,,,,,,,,,,,,
2012-01-18,4737.72,,,,,,,,,,,,
2012-01-19,4763.78,,,,,,,,,,,,
2012-01-20,4858.64,,,,,,,,,,,,
2012-01-25,4806.18,,,,,,,,,,,,
2012-01-26,4845.0,,,,,,,,,,,,
2012-01-27,4866.94,,,,,,,,,,,,
2012-01-30,4759.23,,,,,,,,,,,,
2012-01-31,4823.35,,,,,,,,,,,,
2012-02-01,4893.88,,,,,,,,,,,,
2012-02-02,5012.04,,,,,,,,,,,,
2012-02-03,5039.17,,,,,,,,,,,,
2012-02-06,4982.85,,,,,,,,,,,,
2012-02-07,5020.46,,,,,,,,,,,,
2012-02-08,5131.08,,,,,,,,,,,,
2012-02-09,5253.08,,,,,,,,,,,,
2012-02-10,5120.3,,,,,,,,,,,,
2012-02-13,5105.28,,,,,,,,,,,,
2012-02-14,5099.53,,,,,,,,,,,,
2012-02-15,5102.17,,,,,,,,,,,,
2012-02-16,4997.66,,,,,,,,,,,,
2012-02-17,5039.46,,,,,,,,,,,,
2012-02-20,5096.71,,,,,,,,,,,,
2012-02-21,5078.22,,,,,,,,,,,,
2012-02-22,5062.68,,,,,,,,,,,,
2012-02-23,4995.4,,,,,,,,,,,,
2012-02-24,4987.79,,,,,,,,,,,,
2012-02-27,4851.84,,,,,,,,,,,,
2012-02-28,4894.1,,,,,,,,,,,,
2012-02-29,4909.28,,,,,,,,,,,,
2012-03-02,4953.72,,,,,,,,,,,,
2012-03-05,4845.53,,,,,,,,,,,,
2012-03-06,4838.99,,,,,,,,,,,,
2012-03-07,4750.79,,,,,,,,,,,,
2012-03-08,4805.82,,,,,,,,,,,,
2012-03-09,4824.7,,,,,,,,,,,,
2012-03-12,4765.08,,,,,,,,,,,,
2012-03-13,4833.52,,,,,,,,,,,,
2012-03-14,4852.53,,,,,,,,,,,,
2012-03-15,4780.97,,,,,,,,,,,,
2012-03-16,4815.01,,,,,,,,,,,,
2012-03-19,4804.17,,,,,,,,,,,,
2012-03-20,4776.41,,,,,,,,,,,,
2012-03-21,4715.27,,,,,,,,,,,,
2012-03-22,4659.78,,,,,,,,,,,,
2012-03-23,4720.74,,,,,,,,,,,,
2012-03-26,4637.19,,,,,,,,,,,,
2012-03-27,4655.21,,,,,,,,,,,,
2012-03-28,4637.19,,,,,,,,,,,,
2012-03-29,4660.4,,,,,,,,,,,,
2012-03-30,4722.29,,,,,,,,,,,,
2012-04-02,4684.9,,,,,,,,,,,,
2012-04-03,4676.57,,,,,,,,,,,,
2012-04-04,4576.34,,,,,,,,,,,,
2012-04-05,4555.41,,,,,,,,,,,,
2012-04-06,4573.46,,,,,,,,,,,,
2012-04-09,4502.91,,,,,,,,,,,,
2012-04-10,4526.62,,,,,,,,,,,,
2012-04-12,4580.32,,,,,,,,,,,,
2012-04-13,4616.98,,,,,,,,,,,,
2012-04-16,4570.07,,,,,,,,,,,,
2012-04-17,4536.34,,,,,,,,,,,,
2012-04-18,4523.0,,,,,,,,,,,,
2012-04-19,4492.44,,,,,,,,,,,,
2012-04-20,4346.96,,,,,,,,,,,,
2012-04-23,4354.73,,,,,,,,,,,,
2012-04-24,4296.26,,,,,,,,,,,,
2012-04-25,4282.49,,,,,,,,,,,,
2012-04-26,4259.6,,,,,,,,,,,,
2012-04-27,4202.61,,,,,,,,,,,,
2012-04-30,4196.16,,,,,,,,,,,,
2012-05-02,4269.83,,,,,,,,,,,,
2012-05-03,4335.52,,,,,,,,,,,,
2012-05-04,4385.84,,,,,,,,,,,,
2012-05-07,4253.94,,,,,,,,,,,,
2012-05-08,4303.29,,,,,,,,,,,,
2012-05-09,4239.33,,,,,,,,,,,,
2012-05-10,4225.73,,,,,,,,,,,,
2012-05-11,4144.56,,,,,,,,,,,,
2012-05-14,4133.12,,,,,,,,,,,,
2012-05-15,4073.93,,,,,,,,,,,,
2012-05-16,4007.19,,,,,,,,,,,,
2012-05-17,4087.93,,,,,,,,,,,,
2012-05-18,3978.07,,,,,,,,,,,,
2012-05-21,4004.45,,,,,,,,,,,,
2012-05-22,4036.6,,,,,,,,,,,,
2012-05-23,3982.73,,,,,,,,,,,,
2012-05-24,4008.08,,,,,,,,,,,,
2012-05-25,4089.35,,,,,,,,,,,,
2012-05-29,4166.3,,,,,,,,,,,,
2012-05-30,4131.12,,,,,,,,,,,,
2012-05-31,4121.15,,,,,,,,,,,,
2012-06-01,4056.06,,,,,,,,,,,,
2012-06-04,3915.43,,,,,,,,,,,,
2012-06-05,3927.47,,,,,,,,,,,,
2012-06-07,3984.16,,,,,,,,,,,,
2012-06-08,3974.43,,,,,,,,,,,,
2012-06-11,4106.22,,,,,,,,,,,,
2012-06-12,4072.89,,,,,,,,,,,,
2012-06-13,4064.01,,,,,,,,,,,,
2012-06-14,4127.74,,,,,,,,,,,,
2012-06-15,4129.9,,,,,,,,,,,,
2012-06-18,4194.31,,,,,,,,,,,,
2012-06-19,4194.79,,,,,,,,,,,,
2012-06-20,4225.61,,,,,,,,,,,,
2012-06-21,4194.33,,,,,,,,,,,,
2012-06-22,4117.35,,,,,,,,,,,,
2012-06-25,4123.42,,,,,,,,,,,,
2012-06-26,4101.63,,,,,,,,,,,,
2012-06-27,4113.37,,,,,,,,,,,,
2012-06-28,4112.1,,,,,,,,,,,,
2012-06-29,4167.3,,,,,,,,,,,,
2012-07-02,4176.91,,,,,,,,,,,,
2012-07-03,4255.13,,,,,,,,,,,,
2012-07-04,4254.01,,,,,,,,,,,,
2012-07-05,4302.44,,,,,,,,,,,,
2012-07-06,4281.72,,,,,,,,,,,,
2012-07-09,4241.53,,,,,,,,,,,,
2012-07-10,4178.73,,,,,,,,,,,,
2012-07-11,4211.37,,,,,,,,,,,,
2012-07-12,4102.48,,,,,,,,,,,,
2012-07-13,4140.58,,,,,,,,,,,,
2012-07-16,4163.87,,,,,,,,,,,,
2012-07-17,4201.97,,,,,,,,,,,,
2012-07-18,4154.89,,,,,,,,,,,,
2012-07-19,4198.38,,,,,,,,,,,,
2012-07-20,4217.44,,,,,,,,,,,,
2012-07-23,4103.65,,,,,,,,,,,,
2012-07-24,4044.73,,,,,,,,,,,,
2012-07-25,3986.36,,,,,,,,,,,,
2012-07-26,4026.21,,,,,,,,,,,,
2012-07-27,4089.68,,,,,,,,,,,,
2012-07-30,4082.8,,,,,,,,,,,,
2012-07-31,4152.35,,,,,,,,,,,,
2012-08-01,4133.8,,,,,,,,,,,,
2012-08-02,4136.95,,,,,,,,,,,,
2012-08-03,4102.94,,,,,,,,,,,,
2012-08-06,4200.61,,,,,,,,,,,,
2012-08-07,4193.23,,,,,,,,,,,,
2012-08-08,4226.95,,,,,,,,,,,,
2012-08-09,4325.77,,,,,,,,,,,,
2012-08-10,4321.11,,,,,,,,,,,,
2012-08-13,4272.35,,,,,,,,,,,,
2012-08-14,4321.27,,,,,,,,,,,,
2012-08-16,4343.8,,,,,,,,,,,,
2012-08-17,4389.7,,,,,,,,,,,,
2012-08-20,4379.28,,,,,,,,,,,,
2012-08-21,4353.87,,,,,,,,,,,,
2012-08-22,4339.86,,,,,,,,,,,,
2012-08-23,4308.77,,,,,,,,,,,,
2012-08-24,4290.08,,,,,,,,,,,,
2012-08-27,4335.92,,,,,,,,,,,,
2012-08-28,4319.0,,,,,,,,,,,,
2012-08-29,4317.17,,,,,,,,,,,,
2012-08-30,4270.13,,,,,,,,,,,,
2012-08-31,4259.12,,,,,,,,,,,,
2012-09-03,4301.78,,,,,,,,,,,,
2012-09-04,4293.89,,,,,,,,,,,,
2012-09-05,4211.74,,,,,,,,,,,,
2012-09-06,4209.73,,,,,,,,,,,,
2012-09-07,4320.25,,,,,,,,,,,,
2012-09-10,4302.67,,,,,,,,,,,,
2012-09-11,4265.13,,,,,,,,,,,,
2012-09-12,4319.64,,,,,,,,,,,,
2012-09-13,4310.35,,,,,,,,,,,,
2012-09-14,4439.12,,,,,,,,,,,,
2012-09-17,4461.8,,,,,,,,,,,,
2012-09-18,4477.16,,,,,,,,,,,,
2012-09-19,4486.68,,,,,,,,,,,,
2012-09-20,4423.14,,,,,,,,,,,,
2012-09-21,4449.38,,,,,,,,,,,,
2012-09-24,4431.99,,,,,,,,,,,,
2012-09-25,4433.1,,,,,,,,,,,,
2012-09-26,4380.08,,,,,,,,,,,,
2012-09-27,4421.39,,,,,,,,,,,,
2012-09-28,4445.67,,,,,,,,,,,,
2012-10-02,4449.13,,,,,,,,,,,,
2012-10-04,4416.84,,,,,,,,,,,,
2012-10-05,4421.43,,,,,,,,,,,,
2012-10-08,4388.46,,,,,,,,,,,,
2012-10-09,4371.84,,,,,,,,,,,,
2012-10-10,4307.9,,,,,,,,,,,,
2012-10-11,4292.68,,,,,,,,,,,,
2012-10-12,4315.1,,,,,,,,,,,,
2012-10-15,4282.78,,,,,,,,,,,,
2012-10-16,4290.58,,,,,,,,,,,,
2012-10-17,4332.59,,,,,,,,,,,,
2012-10-18,4349.98,,,,,,,,,,,,
2012-10-19,4351.5,,,,,,,,,,,,
2012-10-22,4324.58,,,,,,,,,,,,
2012-10-23,4265.75,,,,,,,,,,,,
2012-10-24,4205.69,,,,,,,,,,,,
2012-10-25,4178.32,,,,,,,,,,,,
2012-10-26,4099.24,,,,,,,,,,,,
2012-10-29,4084.99,,,,,,,,,,,,
2012-10-30,4112.32,,,,,,,,,,,,
2012-10-31,4171.04,,,,,,,,,,,,
2012-11-01,4146.04,,,,,,,,,,,,
2012-11-02,4207.99,,,,,,,,,,,,
