_date,Volume
2026-04-27,36169372
2026-04-28,44142076
2026-04-29,24054660
2026-04-30,29163286
2026-05-04,140025622
2026-05-06,160735762
2026-05-07,127675329
2026-05-08,59043971
2026-05-11,194144744
2026-05-12,102519914
2026-05-13,75673676
2026-05-14,47667386
2026-05-15,99857935
2026-05-18,42340086
2026-05-19,37557571
2026-05-20,32095594
2026-05-21,44823767
