_date,Open,High,Low,Close,Volume
2026-02-24,1610.99,1613.91,1575.38,1609.99,13229442
2026-02-25,1622.97,1636.53,1603.2,1621.86,26148918
2026-02-26,1617.96,1626.84,1602.03,1626.36,15298259
2026-02-27,1640.63,1659.91,1620.81,1634.73,28553977
2026-03-03,1623.09,1678.27,1559.99,1562.75,31679629
2026-03-04,1507.55,1509.43,1301.01,1319.63,37216996
2026-03-05,1360.01,1494.4,1359.2,1467.96,22111349
2026-03-06,1447.92,1500.28,1430.86,1499.56,18969890
2026-03-09,1468.74,1513.55,1406.61,1467.97,24215417
2026-03-10,1512.2,1524.62,1472.39,1504.89,21932985
2026-03-11,1536.3,1566.62,1506.01,1524.13,23581477
2026-03-12,1519.81,1566.32,1519.58,1560.11,26858161
2026-03-13,1532.52,1557.35,1529.18,1553.5,25130534
2026-03-16,1546.94,1561.58,1504.12,1515.86,17241677
2026-03-17,1539.25,1548.59,1527.37,1528.61,11988835
2026-03-18,1552.85,1570.63,1551.85,1564.26,12561473
2026-03-19,1542.32,1557.3,1529.34,1533.22,11163689
2026-03-20,1545.01,1560.27,1532.66,1541.72,20799878
2026-03-23,1492.65,1494.54,1420.27,1422.56,18676766
2026-03-24,1485.92,1489.36,1408.28,1454.11,12993474
2026-03-25,1489.13,1512.88,1474.04,1511.76,12418206
2026-03-26,1525.31,1527.53,1477.65,1485.58,10544640
2026-03-27,1439.01,1447.5,1394.4,1440.54,14851031
2026-03-30,1367.52,1387.24,1347.42,1375.92,13592723
2026-03-31,1377.16,1390.52,1335.56,1341.53,16300520
2026-04-01,1405.33,1450.49,1389.73,1439.24,16946586
2026-04-02,1472.33,1484.55,1373.42,1386.61,21467253
2026-04-03,1418.77,1456.51,1414.81,1446.3,14134120
2026-04-06,1444.16,1471.26,1429.69,1433.06,21859233
2026-04-07,1447.32,1462.72,1409.41,1424.76,8739486
2026-04-08,1492.41,1514.18,1486.79,1510.72,13438146
2026-04-09,1514.91,1523.76,1498.58,1501.01,12213755
2026-04-10,1518.55,1530.01,1511.44,1518.2,10914399
2026-04-13,1492.82,1509.85,1483.88,1507.71,9845992
2026-04-14,1541.95,1550.76,1530.18,1540.71,11792217
2026-04-15,1571.45,1580.3,1549.46,1555.68,14502436
2026-04-16,1578.13,1609.11,1576.92,1604.25,18393821
2026-04-17,1606.12,1620.87,1585.97,1612.7,18895478
2026-04-20,1622.78,1642.96,1622.76,1624.5,13868077
2026-04-21,1640.72,1674.47,1634.13,1674.47,22616156
2026-04-22,1680.29,1742.24,1670.07,1742.24,30755406
2026-04-23,1767.78,1793.16,1736.77,1788.98,44137318
2026-04-24,1803.29,1874.0,1803.29,1868.06,29583248
2026-04-27,1904.53,1918.07,1882.24,1907.38,23764492
2026-04-28,1901.12,1906.62,1876.48,1888.63,16494265
2026-04-29,1889.39,1928.71,1878.81,1913.85,17276295
2026-04-30,1922.04,1924.49,1893.89,1901.29,18314210
2026-05-04,1936.1,1940.45,1907.32,1939.78,20276802
2026-05-06,1956.12,1958.12,1924.61,1942.17,19215580
2026-05-07,1969.37,1996.35,1927.67,1994.05,32049467
2026-05-08,1967.5,1967.5,1893.48,1913.9,21443822
2026-05-11,1933.51,1953.91,1912.36,1925.41,28292581
2026-05-12,1947.54,1963.45,1807.6,1872.46,31660661
2026-05-13,1866.98,1875.08,1802.03,1847.22,17959076
2026-05-14,1863.8,1864.55,1776.82,1796.19,19564348
2026-05-15,1803.23,1804.69,1674.18,1708.75,30262537
2026-05-18,1697.27,1711.34,1601.74,1690.52,19333596
2026-05-19,1695.81,1705.94,1594.53,1622.09,21589990
2026-05-20,1635.75,1642.51,1562.56,1598.58,17468931
2026-05-21,1662.34,1698.2,1654.78,1692.1,13889816
