_date,Volume
2026-04-27,36911498
2026-04-28,25288911
2026-04-29,30467750
2026-04-30,23128860
2026-05-04,30547526
2026-05-06,31862088
2026-05-07,29841049
2026-05-08,40725734
2026-05-11,43264007
2026-05-12,61935852
2026-05-13,48294807
2026-05-14,31877650
2026-05-15,42430239
2026-05-18,27234353
2026-05-19,24607134
2026-05-20,22636439
2026-05-21,25343480
