_date,Volume
2026-04-27,34271064
2026-04-28,48146651
2026-04-29,60283956
2026-04-30,94912370
2026-05-04,58514422
2026-05-06,40221771
2026-05-07,30814038
2026-05-08,24754649
2026-05-11,32422836
2026-05-12,39838217
2026-05-13,24079591
2026-05-14,33362504
2026-05-15,42062676
2026-05-18,25809493
2026-05-19,23539557
2026-05-20,31061218
2026-05-21,25591403
