_date,Volume
2026-04-27,99362279
2026-04-28,36026478
2026-04-29,29672117
2026-04-30,19989536
2026-05-04,39762727
2026-05-06,36795775
2026-05-07,29122970
2026-05-08,19520791
2026-05-11,19625845
2026-05-12,22682776
2026-05-13,74519509
2026-05-14,135539800
2026-05-15,131929603
2026-05-18,70556973
2026-05-19,30791466
2026-05-20,27900270
2026-05-21,27290799
