날짜,Consumer,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2010-07-12,2432.95,,,,,,,,,,,,
2010-07-13,2460.59,,,,,,,,,,,,
2010-07-14,2481.8,,,,,,,,,,,,
2010-07-15,2472.37,,,,,,,,,,,,
2010-07-16,2477.96,,,,,,,,,,,,
2010-07-19,2449.6,,,,,,,,,,,,
2010-07-20,2443.4,,,,,,,,,,,,
2010-07-21,2474.54,,,,,,,,,,,,
2010-07-22,2476.66,,,,,,,,,,,,
2010-07-23,2484.01,,,,,,,,,,,,
2010-07-26,2468.48,,,,,,,,,,,,
2010-07-27,2478.98,,,,,,,,,,,,
2010-07-28,2501.47,,,,,,,,,,,,
2010-07-29,2513.9,,,,,,,,,,,,
2010-07-30,2471.99,,,,,,,,,,,,
2010-08-02,2459.19,,,,,,,,,,,,
2010-08-03,2451.22,,,,,,,,,,,,
2010-08-04,2483.7,,,,,,,,,,,,
2010-08-05,2473.06,,,,,,,,,,,,
2010-08-06,2459.78,,,,,,,,,,,,
2010-08-09,2446.51,,,,,,,,,,,,
2010-08-10,2433.06,,,,,,,,,,,,
2010-08-11,2418.62,,,,,,,,,,,,
2010-08-12,2396.34,,,,,,,,,,,,
2010-08-13,2400.5,,,,,,,,,,,,
2010-08-16,2385.68,,,,,,,,,,,,
2010-08-17,2411.31,,,,,,,,,,,,
2010-08-18,2405.74,,,,,,,,,,,,
2010-08-19,2431.61,,,,,,,,,,,,
2010-08-20,2411.38,,,,,,,,,,,,
2010-08-23,2413.35,,,,,,,,,,,,
2010-08-24,2407.36,,,,,,,,,,,,
2010-08-25,2388.68,,,,,,,,,,,,
2010-08-26,2384.34,,,,,,,,,,,,
2010-08-27,2361.2,,,,,,,,,,,,
2010-08-30,2388.1,,,,,,,,,,,,
2010-08-31,2385.82,,,,,,,,,,,,
2010-09-01,2455.79,,,,,,,,,,,,
2010-09-02,2495.69,,,,,,,,,,,,
2010-09-03,2472.26,,,,,,,,,,,,
2010-09-06,2472.9,,,,,,,,,,,,
2010-09-07,2457.18,,,,,,,,,,,,
2010-09-08,2447.22,,,,,,,,,,,,
2010-09-09,2455.1,,,,,,,,,,,,
2010-09-10,2458.75,,,,,,,,,,,,
2010-09-13,2438.65,,,,,,,,,,,,
2010-09-14,2426.63,,,,,,,,,,,,
2010-09-15,2453.67,,,,,,,,,,,,
2010-09-16,2462.78,,,,,,,,,,,,
2010-09-17,2484.09,,,,,,,,,,,,
2010-09-20,2479.09,,,,,,,,,,,,
2010-09-24,2493.86,,,,,,,,,,,,
2010-09-27,2496.38,,,,,,,,,,,,
2010-09-28,2504.25,,,,,,,,,,,,
2010-09-29,2522.62,,,,,,,,,,,,
2010-09-30,2540.0,,,,,,,,,,,,
2010-10-01,2540.29,,,,,,,,,,,,
2010-10-04,2520.77,,,,,,,,,,,,
2010-10-05,2539.57,,,,,,,,,,,,
2010-10-06,2532.74,,,,,,,,,,,,
2010-10-07,2517.09,,,,,,,,,,,,
2010-10-08,2528.89,,,,,,,,,,,,
2010-10-11,2531.49,,,,,,,,,,,,
2010-10-12,2512.87,,,,,,,,,,,,
2010-10-13,2503.71,,,,,,,,,,,,
2010-10-14,2510.94,,,,,,,,,,,,
2010-10-15,2526.01,,,,,,,,,,,,
2010-10-18,2519.54,,,,,,,,,,,,
2010-10-19,2488.22,,,,,,,,,,,,
2010-10-20,2478.75,,,,,,,,,,,,
2010-10-21,2470.37,,,,,,,,,,,,
2010-10-22,2485.8,,,,,,,,,,,,
2010-10-25,2484.84,,,,,,,,,,,,
2010-10-26,2499.23,,,,,,,,,,,,
2010-10-27,2498.04,,,,,,,,,,,,
2010-10-28,2487.79,,,,,,,,,,,,
2010-10-29,2451.67,,,,,,,,,,,,
2010-11-01,2471.95,,,,,,,,,,,,
2010-11-02,2460.49,,,,,,,,,,,,
2010-11-03,2501.12,,,,,,,,,,,,
2010-11-04,2514.5,,,,,,,,,,,,
2010-11-05,2501.47,,,,,,,,,,,,
2010-11-08,2490.0,,,,,,,,,,,,
2010-11-09,2505.18,,,,,,,,,,,,
2010-11-10,2506.81,,,,,,,,,,,,
2010-11-11,2458.12,,,,,,,,,,,,
2010-11-12,2469.19,,,,,,,,,,,,
2010-11-15,2456.39,,,,,,,,,,,,
2010-11-16,2453.72,,,,,,,,,,,,
2010-11-17,2464.01,,,,,,,,,,,,
2010-11-18,2489.26,,,,,,,,,,,,
2010-11-19,2495.15,,,,,,,,,,,,
2010-11-22,2505.26,,,,,,,,,,,,
2010-11-23,2481.29,,,,,,,,,,,,
2010-11-24,2472.34,,,,,,,,,,,,
2010-11-25,2491.78,,,,,,,,,,,,
2010-11-26,2469.24,,,,,,,,,,,,
2010-11-29,2465.37,,,,,,,,,,,,
2010-11-30,2466.33,,,,,,,,,,,,
2010-12-01,2461.07,,,,,,,,,,,,
2010-12-02,2458.87,,,,,,,,,,,,
2010-12-03,2447.4,,,,,,,,,,,,
2010-12-06,2437.49,,,,,,,,,,,,
2010-12-07,2439.3,,,,,,,,,,,,
2010-12-08,2438.59,,,,,,,,,,,,
2010-12-09,2472.69,,,,,,,,,,,,
2010-12-10,2458.2,,,,,,,,,,,,
2010-12-13,2467.65,,,,,,,,,,,,
2010-12-14,2456.45,,,,,,,,,,,,
2010-12-15,2462.5,,,,,,,,,,,,
2010-12-16,2454.9,,,,,,,,,,,,
2010-12-17,2458.51,,,,,,,,,,,,
2010-12-20,2445.41,,,,,,,,,,,,
2010-12-21,2488.09,,,,,,,,,,,,
2010-12-22,2510.8,,,,,,,,,,,,
2010-12-23,2510.16,,,,,,,,,,,,
2010-12-24,2510.04,,,,,,,,,,,,
2010-12-27,2524.38,,,,,,,,,,,,
2010-12-28,2545.84,,,,,,,,,,,,
2010-12-29,2520.37,,,,,,,,,,,,
2010-12-30,2531.42,,,,,,,,,,,,
2011-01-03,2541.8,,,,,,,,,,,,
2011-01-04,2543.64,,,,,,,,,,,,
2011-01-05,2554.69,,,,,,,,,,,,
2011-01-06,2548.17,,,,,,,,,,,,
2011-01-07,2581.4,,,,,,,,,,,,
2011-01-10,2568.33,,,,,,,,,,,,
2011-01-11,2583.47,,,,,,,,,,,,
2011-01-12,2583.93,,,,,,,,,,,,
2011-01-13,2556.86,,,,,,,,,,,,
2011-01-14,2564.08,,,,,,,,,,,,
2011-01-17,2544.9,,,,,,,,,,,,
2011-01-18,2519.08,,,,,,,,,,,,
2011-01-19,2516.07,,,,,,,,,,,,
2011-01-20,2493.73,,,,,,,,,,,,
2011-01-21,2486.23,,,,,,,,,,,,
2011-01-24,2488.12,,,,,,,,,,,,
2011-01-25,2499.89,,,,,,,,,,,,
2011-01-26,2503.21,,,,,,,,,,,,
2011-01-27,2481.37,,,,,,,,,,,,
2011-01-28,2475.82,,,,,,,,,,,,
2011-01-31,2452.03,,,,,,,,,,,,
2011-02-01,2443.58,,,,,,,,,,,,
2011-02-07,2447.14,,,,,,,,,,,,
2011-02-08,2444.3,,,,,,,,,,,,
2011-02-09,2452.25,,,,,,,,,,,,
2011-02-10,2428.73,,,,,,,,,,,,
2011-02-11,2412.13,,,,,,,,,,,,
2011-02-14,2413.25,,,,,,,,,,,,
2011-02-15,2393.76,,,,,,,,,,,,
2011-02-16,2436.57,,,,,,,,,,,,
2011-02-17,2427.49,,,,,,,,,,,,
2011-02-18,2436.84,,,,,,,,,,,,
2011-02-21,2429.05,,,,,,,,,,,,
2011-02-22,2393.73,,,,,,,,,,,,
2011-02-23,2401.57,,,,,,,,,,,,
2011-02-24,2389.27,,,,,,,,,,,,
2011-02-25,2387.77,,,,,,,,,,,,
2011-02-28,2376.33,,,,,,,,,,,,
2011-03-02,2376.63,,,,,,,,,,,,
2011-03-03,2381.11,,,,,,,,,,,,
2011-03-04,2430.76,,,,,,,,,,,,
2011-03-07,2404.24,,,,,,,,,,,,
2011-03-08,2422.79,,,,,,,,,,,,
2011-03-09,2440.47,,,,,,,,,,,,
2011-03-10,2440.03,,,,,,,,,,,,
2011-03-11,2458.65,,,,,,,,,,,,
2011-03-14,2439.62,,,,,,,,,,,,
2011-03-15,2393.65,,,,,,,,,,,,
2011-03-16,2437.11,,,,,,,,,,,,
2011-03-17,2405.93,,,,,,,,,,,,
2011-03-18,2423.25,,,,,,,,,,,,
2011-03-21,2439.25,,,,,,,,,,,,
2011-03-22,2478.17,,,,,,,,,,,,
2011-03-23,2471.65,,,,,,,,,,,,
2011-03-24,2546.36,,,,,,,,,,,,
2011-03-25,2558.84,,,,,,,,,,,,
2011-03-28,2561.1,,,,,,,,,,,,
2011-03-29,2557.93,,,,,,,,,,,,
2011-03-30,2572.72,,,,,,,,,,,,
2011-03-31,2617.26,,,,,,,,,,,,
2011-04-01,2621.49,,,,,,,,,,,,
2011-04-04,2668.76,,,,,,,,,,,,
2011-04-05,2678.38,,,,,,,,,,,,
2011-04-06,2670.72,,,,,,,,,,,,
2011-04-07,2656.34,,,,,,,,,,,,
2011-04-08,2664.38,,,,,,,,,,,,
2011-04-11,2612.0,,,,,,,,,,,,
2011-04-12,2579.66,,,,,,,,,,,,
2011-04-13,2640.3,,,,,,,,,,,,
2011-04-14,2657.49,,,,,,,,,,,,
2011-04-15,2670.4,,,,,,,,,,,,
2011-04-18,2628.7,,,,,,,,,,,,
2011-04-19,2612.9,,,,,,,,,,,,
2011-04-20,2642.9,,,,,,,,,,,,
2011-04-21,2682.35,,,,,,,,,,,,
2011-04-22,2686.16,,,,,,,,,,,,
2011-04-25,2688.36,,,,,,,,,,,,
2011-04-26,2684.14,,,,,,,,,,,,
2011-04-27,2735.15,,,,,,,,,,,,
2011-04-28,2714.12,,,,,,,,,,,,
2011-04-29,2771.47,,,,,,,,,,,,
2011-05-02,2785.18,,,,,,,,,,,,
2011-05-03,2805.74,,,,,,,,,,,,
2011-05-04,2819.31,,,,,,,,,,,,
2011-05-06,2794.3,,,,,,,,,,,,
2011-05-09,2726.6,,,,,,,,,,,,
2011-05-11,2755.26,,,,,,,,,,,,
2011-05-12,2717.61,,,,,,,,,,,,
2011-05-13,2722.55,,,,,,,,,,,,
2011-05-16,2740.9,,,,,,,,,,,,
2011-05-17,2748.22,,,,,,,,,,,,
2011-05-18,2752.92,,,,,,,,,,,,
2011-05-19,2731.31,,,,,,,,,,,,
2011-05-20,2768.45,,,,,,,,,,,,
2011-05-23,2716.43,,,,,,,,,,,,
2011-05-24,2746.43,,,,,,,,,,,,
2011-05-25,2706.78,,,,,,,,,,,,
2011-05-26,2752.98,,,,,,,,,,,,
2011-05-27,2748.9,,,,,,,,,,,,
2011-05-30,2769.25,,,,,,,,,,,,
2011-05-31,2824.6,,,,,,,,,,,,
2011-06-01,2817.42,,,,,,,,,,,,
2011-06-02,2778.13,,,,,,,,,,,,
2011-06-03,2843.5,,,,,,,,,,,,
2011-06-07,2896.81,,,,,,,,,,,,
2011-06-08,2865.98,,,,,,,,,,,,
2011-06-09,2846.17,,,,,,,,,,,,
2011-06-10,2832.87,,,,,,,,,,,,
2011-06-13,2870.88,,,,,,,,,,,,
2011-06-14,2880.27,,,,,,,,,,,,
2011-06-15,2900.51,,,,,,,,,,,,
2011-06-16,2867.66,,,,,,,,,,,,
2011-06-17,2901.34,,,,,,,,,,,,
2011-06-20,2906.37,,,,,,,,,,,,
2011-06-21,2920.61,,,,,,,,,,,,
2011-06-22,2941.15,,,,,,,,,,,,
2011-06-23,2904.01,,,,,,,,,,,,
2011-06-24,2942.66,,,,,,,,,,,,
2011-06-27,2889.3,,,,,,,,,,,,
2011-06-28,2867.37,,,,,,,,,,,,
2011-06-29,2854.15,,,,,,,,,,,,
2011-06-30,2859.93,,,,,,,,,,,,
2011-07-01,2840.36,,,,,,,,,,,,
2011-07-04,2854.49,,,,,,,,,,,,
2011-07-05,2909.61,,,,,,,,,,,,
2011-07-06,2937.86,,,,,,,,,,,,
2011-07-07,2969.33,,,,,,,,,,,,
2011-07-08,2965.24,,,,,,,,,,,,
2011-07-11,2984.5,,,,,,,,,,,,
2011-07-12,2955.21,,,,,,,,,,,,
2011-07-13,2957.35,,,,,,,,,,,,
2011-07-14,2953.48,,,,,,,,,,,,
2011-07-15,3012.18,,,,,,,,,,,,
2011-07-18,3021.43,,,,,,,,,,,,
2011-07-19,3060.19,,,,,,,,,,,,
2011-07-20,3117.33,,,,,,,,,,,,
2011-07-21,3104.42,,,,,,,,,,,,
2011-07-22,3143.21,,,,,,,,,,,,
2011-07-25,3153.38,,,,,,,,,,,,
2011-07-26,3151.01,,,,,,,,,,,,
2011-07-27,3189.38,,,,,,,,,,,,
2011-07-28,3215.25,,,,,,,,,,,,
2011-07-29,3181.74,,,,,,,,,,,,
2011-08-01,3228.82,,,,,,,,,,,,
2011-08-02,3187.68,,,,,,,,,,,,
2011-08-03,3115.45,,,,,,,,,,,,
2011-08-04,3148.02,,,,,,,,,,,,
2011-08-05,3093.44,,,,,,,,,,,,
2011-08-08,2985.65,,,,,,,,,,,,
2011-08-09,2840.96,,,,,,,,,,,,
2011-08-10,2872.79,,,,,,,,,,,,
2011-08-11,2952.24,,,,,,,,,,,,
2011-08-12,2987.76,,,,,,,,,,,,
2011-08-16,3066.35,,,,,,,,,,,,
2011-08-17,3121.03,,,,,,,,,,,,
2011-08-18,3216.81,,,,,,,,,,,,
2011-08-19,3193.25,,,,,,,,,,,,
2011-08-22,3069.07,,,,,,,,,,,,
2011-08-23,3036.04,,,,,,,,,,,,
2011-08-24,2979.16,,,,,,,,,,,,
2011-08-25,2957.16,,,,,,,,,,,,
2011-08-26,2929.54,,,,,,,,,,,,
2011-08-29,2869.97,,,,,,,,,,,,
2011-08-30,3006.8,,,,,,,,,,,,
2011-08-31,3087.71,,,,,,,,,,,,
2011-09-01,3022.76,,,,,,,,,,,,
2011-09-02,3013.17,,,,,,,,,,,,
2011-09-05,2968.26,,,,,,,,,,,,
2011-09-06,2912.69,,,,,,,,,,,,
2011-09-07,2987.77,,,,,,,,,,,,
2011-09-08,3038.54,,,,,,,,,,,,
2011-09-09,2994.69,,,,,,,,,,,,
2011-09-14,2964.34,,,,,,,,,,,,
2011-09-15,2982.37,,,,,,,,,,,,
2011-09-16,3029.03,,,,,,,,,,,,
2011-09-19,2959.58,,,,,,,,,,,,
2011-09-20,2957.73,,,,,,,,,,,,
2011-09-21,2953.8,,,,,,,,,,,,
2011-09-22,2924.44,,,,,,,,,,,,
2011-09-23,2830.63,,,,,,,,,,,,
2011-09-26,2718.96,,,,,,,,,,,,
2011-09-27,2754.93,,,,,,,,,,,,
2011-09-28,2725.59,,,,,,,,,,,,
2011-09-29,2727.86,,,,,,,,,,,,
2011-09-30,2727.13,,,,,,,,,,,,
2011-10-04,2744.26,,,,,,,,,,,,
2011-10-05,2742.46,,,,,,,,,,,,
2011-10-06,2778.33,,,,,,,,,,,,
2011-10-07,2760.16,,,,,,,,,,,,
2011-10-10,2715.02,,,,,,,,,,,,
2011-10-11,2768.55,,,,,,,,,,,,
2011-10-12,2725.67,,,,,,,,,,,,
2011-10-13,2798.13,,,,,,,,,,,,
2011-10-14,2819.76,,,,,,,,,,,,
2011-10-17,2913.5,,,,,,,,,,,,
2011-10-18,2892.86,,,,,,,,,,,,
2011-10-19,2925.89,,,,,,,,,,,,
2011-10-20,2887.73,,,,,,,,,,,,
2011-10-21,2864.9,,,,,,,,,,,,
2011-10-24,2941.53,,,,,,,,,,,,
2011-10-25,2937.24,,,,,,,,,,,,
2011-10-26,2994.46,,,,,,,,,,,,
2011-10-27,3026.12,,,,,,,,,,,,
2011-10-28,3021.63,,,,,,,,,,,,
2011-10-31,2952.47,,,,,,,,,,,,
2011-11-01,2970.4,,,,,,,,,,,,
2011-11-02,2964.59,,,,,,,,,,,,
2011-11-03,2962.18,,,,,,,,,,,,
2011-11-04,2981.12,,,,,,,,,,,,
2011-11-07,2956.58,,,,,,,,,,,,
2011-11-08,2952.84,,,,,,,,,,,,
2011-11-09,2978.39,,,,,,,,,,,,
2011-11-10,2917.35,,,,,,,,,,,,
2011-11-11,2953.65,,,,,,,,,,,,
2011-11-14,2970.82,,,,,,,,,,,,
2011-11-15,2995.79,,,,,,,,,,,,
2011-11-16,2977.06,,,,,,,,,,,,
2011-11-17,3011.26,,,,,,,,,,,,
2011-11-18,2981.83,,,,,,,,,,,,
2011-11-21,2998.32,,,,,,,,,,,,
2011-11-22,3008.52,,,,,,,,,,,,
2011-11-23,2969.21,,,,,,,,,,,,
2011-11-24,2942.84,,,,,,,,,,,,
2011-11-25,2944.03,,,,,,,,,,,,
2011-11-28,2977.43,,,,,,,,,,,,
2011-11-29,2992.2,,,,,,,,,,,,
2011-11-30,3008.13,,,,,,,,,,,,
2011-12-01,3001.79,,,,,,,,,,,,
2011-12-02,3020.74,,,,,,,,,,,,
2011-12-05,3051.83,,,,,,,,,,,,
2011-12-06,3051.52,,,,,,,,,,,,
2011-12-07,3116.44,,,,,,,,,,,,
2011-12-08,3165.0,,,,,,,,,,,,
2011-12-09,3089.23,,,,,,,,,,,,
2011-12-12,3081.28,,,,,,,,,,,,
2011-12-13,3032.46,,,,,,,,,,,,
2011-12-14,3079.44,,,,,,,,,,,,
2011-12-15,3077.92,,,,,,,,,,,,
2011-12-16,3066.91,,,,,,,,,,,,
2011-12-19,3003.57,,,,,,,,,,,,
2011-12-20,3008.69,,,,,,,,,,,,
2011-12-21,3068.68,,,,,,,,,,,,
2011-12-22,3105.87,,,,,,,,,,,,
2011-12-23,3136.95,,,,,,,,,,,,
2011-12-26,3144.24,,,,,,,,,,,,
2011-12-27,3134.93,,,,,,,,,,,,
2011-12-28,3102.43,,,,,,,,,,,,
2011-12-29,3103.3,,,,,,,,,,,,
2012-01-02,3098.28,,,,,,,,,,,,
2012-01-03,3163.89,,,,,,,,,,,,
2012-01-04,3169.17,,,,,,,,,,,,
2012-01-05,3169.0,,,,,,,,,,,,
2012-01-06,3118.7,,,,,,,,,,,,
2012-01-09,3067.71,,,,,,,,,,,,
2012-01-10,3070.86,,,,,,,,,,,,
2012-01-11,3039.83,,,,,,,,,,,,
2012-01-12,3049.79,,,,,,,,,,,,
2012-01-13,3061.26,,,,,,,,,,,,
2012-01-16,2983.3,,,,,,,,,,,,
2012-01-17,2988.32,,,,,,,,,,,,
2012-01-18,2988.54,,,,,,,,,,,,
2012-01-19,2979.75,,,,,,,,,,,,
2012-01-20,2994.7,,,,,,,,,,,,
2012-01-25,3031.84,,,,,,,,,,,,
2012-01-26,3043.4,,,,,,,,,,,,
2012-01-27,3074.66,,,,,,,,,,,,
2012-01-30,3070.09,,,,,,,,,,,,
2012-01-31,3122.05,,,,,,,,,,,,
2012-02-01,3086.08,,,,,,,,,,,,
2012-02-02,3061.94,,,,,,,,,,,,
2012-02-03,3033.07,,,,,,,,,,,,
2012-02-06,3057.83,,,,,,,,,,,,
2012-02-07,3102.89,,,,,,,,,,,,
2012-02-08,3132.33,,,,,,,,,,,,
2012-02-09,3125.69,,,,,,,,,,,,
2012-02-10,3081.4,,,,,,,,,,,,
2012-02-13,3078.52,,,,,,,,,,,,
2012-02-14,3084.39,,,,,,,,,,,,
2012-02-15,3058.25,,,,,,,,,,,,
2012-02-16,3088.9,,,,,,,,,,,,
2012-02-17,3111.41,,,,,,,,,,,,
2012-02-20,3101.01,,,,,,,,,,,,
2012-02-21,3101.86,,,,,,,,,,,,
2012-02-22,3151.13,,,,,,,,,,,,
2012-02-23,3200.15,,,,,,,,,,,,
2012-02-24,3253.93,,,,,,,,,,,,
2012-02-27,3257.99,,,,,,,,,,,,
2012-02-28,3191.29,,,,,,,,,,,,
2012-02-29,3194.71,,,,,,,,,,,,
2012-03-02,3232.53,,,,,,,,,,,,
2012-03-05,3228.87,,,,,,,,,,,,
2012-03-06,3215.34,,,,,,,,,,,,
2012-03-07,3194.66,,,,,,,,,,,,
2012-03-08,3146.33,,,,,,,,,,,,
2012-03-09,3201.82,,,,,,,,,,,,
2012-03-12,3223.82,,,,,,,,,,,,
2012-03-13,3241.36,,,,,,,,,,,,
2012-03-14,3250.05,,,,,,,,,,,,
2012-03-15,3310.55,,,,,,,,,,,,
2012-03-16,3265.47,,,,,,,,,,,,
2012-03-19,3303.05,,,,,,,,,,,,
2012-03-20,3255.13,,,,,,,,,,,,
2012-03-21,3275.08,,,,,,,,,,,,
2012-03-22,3241.79,,,,,,,,,,,,
2012-03-23,3227.19,,,,,,,,,,,,
2012-03-26,3228.95,,,,,,,,,,,,
2012-03-27,3222.55,,,,,,,,,,,,
2012-03-28,3252.75,,,,,,,,,,,,
2012-03-29,3225.22,,,,,,,,,,,,
2012-03-30,3219.19,,,,,,,,,,,,
2012-04-02,3212.09,,,,,,,,,,,,
2012-04-03,3221.77,,,,,,,,,,,,
2012-04-04,3197.88,,,,,,,,,,,,
2012-04-05,3191.4,,,,,,,,,,,,
2012-04-06,3202.82,,,,,,,,,,,,
2012-04-09,3233.36,,,,,,,,,,,,
2012-04-10,3227.34,,,,,,,,,,,,
2012-04-12,3212.16,,,,,,,,,,,,
2012-04-13,3231.93,,,,,,,,,,,,
2012-04-16,3189.13,,,,,,,,,,,,
2012-04-17,3242.82,,,,,,,,,,,,
2012-04-18,3242.9,,,,,,,,,,,,
2012-04-19,3225.59,,,,,,,,,,,,
2012-04-20,3266.33,,,,,,,,,,,,
2012-04-23,3294.88,,,,,,,,,,,,
2012-04-24,3302.27,,,,,,,,,,,,
2012-04-25,3326.36,,,,,,,,,,,,
2012-04-26,3376.65,,,,,,,,,,,,
