날짜,Consumer,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2012-04-27,3377.62,,,,,,,,,,,,
2012-04-30,3397.75,,,,,,,,,,,,
2012-05-02,3348.1,,,,,,,,,,,,
2012-05-03,3377.1,,,,,,,,,,,,
2012-05-04,3400.36,,,,,,,,,,,,
2012-05-07,3368.98,,,,,,,,,,,,
2012-05-08,3366.97,,,,,,,,,,,,
2012-05-09,3396.65,,,,,,,,,,,,
2012-05-10,3375.38,,,,,,,,,,,,
2012-05-11,3360.32,,,,,,,,,,,,
2012-05-14,3268.73,,,,,,,,,,,,
2012-05-15,3279.43,,,,,,,,,,,,
2012-05-16,3241.52,,,,,,,,,,,,
2012-05-17,3194.0,,,,,,,,,,,,
2012-05-18,3094.18,,,,,,,,,,,,
2012-05-21,3126.61,,,,,,,,,,,,
2012-05-22,3181.82,,,,,,,,,,,,
2012-05-23,3196.95,,,,,,,,,,,,
2012-05-24,3197.34,,,,,,,,,,,,
2012-05-25,3206.2,,,,,,,,,,,,
2012-05-29,3229.09,,,,,,,,,,,,
2012-05-30,3217.18,,,,,,,,,,,,
2012-05-31,3300.4,,,,,,,,,,,,
2012-06-01,3268.16,,,,,,,,,,,,
2012-06-04,3235.38,,,,,,,,,,,,
2012-06-05,3276.42,,,,,,,,,,,,
2012-06-07,3327.94,,,,,,,,,,,,
2012-06-08,3296.04,,,,,,,,,,,,
2012-06-11,3272.66,,,,,,,,,,,,
2012-06-12,3255.14,,,,,,,,,,,,
2012-06-13,3282.43,,,,,,,,,,,,
2012-06-14,3363.53,,,,,,,,,,,,
2012-06-15,3320.01,,,,,,,,,,,,
2012-06-18,3344.15,,,,,,,,,,,,
2012-06-19,3379.99,,,,,,,,,,,,
2012-06-20,3406.85,,,,,,,,,,,,
2012-06-21,3439.31,,,,,,,,,,,,
2012-06-22,3375.32,,,,,,,,,,,,
2012-06-25,3358.49,,,,,,,,,,,,
2012-06-26,3320.02,,,,,,,,,,,,
2012-06-27,3279.63,,,,,,,,,,,,
2012-06-28,3259.2,,,,,,,,,,,,
2012-06-29,3314.29,,,,,,,,,,,,
2012-07-02,3297.13,,,,,,,,,,,,
2012-07-03,3284.6,,,,,,,,,,,,
2012-07-04,3235.18,,,,,,,,,,,,
2012-07-05,3251.16,,,,,,,,,,,,
2012-07-06,3254.74,,,,,,,,,,,,
2012-07-09,3255.07,,,,,,,,,,,,
2012-07-10,3256.23,,,,,,,,,,,,
2012-07-11,3272.93,,,,,,,,,,,,
2012-07-12,3143.69,,,,,,,,,,,,
2012-07-13,3152.72,,,,,,,,,,,,
2012-07-16,3129.35,,,,,,,,,,,,
2012-07-17,3133.27,,,,,,,,,,,,
2012-07-18,3128.32,,,,,,,,,,,,
2012-07-19,3193.61,,,,,,,,,,,,
2012-07-20,3168.87,,,,,,,,,,,,
2012-07-23,3128.07,,,,,,,,,,,,
2012-07-24,3174.06,,,,,,,,,,,,
2012-07-25,3187.31,,,,,,,,,,,,
2012-07-26,3160.28,,,,,,,,,,,,
2012-07-27,3185.5,,,,,,,,,,,,
2012-07-30,3157.49,,,,,,,,,,,,
2012-07-31,3187.09,,,,,,,,,,,,
2012-08-01,3227.44,,,,,,,,,,,,
2012-08-02,3248.33,,,,,,,,,,,,
2012-08-03,3221.93,,,,,,,,,,,,
2012-08-06,3189.58,,,,,,,,,,,,
2012-08-07,3212.23,,,,,,,,,,,,
2012-08-08,3233.63,,,,,,,,,,,,
2012-08-09,3298.07,,,,,,,,,,,,
2012-08-10,3282.42,,,,,,,,,,,,
2012-08-13,3328.2,,,,,,,,,,,,
2012-08-14,3344.72,,,,,,,,,,,,
2012-08-16,3340.21,,,,,,,,,,,,
2012-08-17,3278.64,,,,,,,,,,,,
2012-08-20,3320.91,,,,,,,,,,,,
2012-08-21,3330.61,,,,,,,,,,,,
2012-08-22,3309.21,,,,,,,,,,,,
2012-08-23,3315.95,,,,,,,,,,,,
2012-08-24,3337.06,,,,,,,,,,,,
2012-08-27,3410.72,,,,,,,,,,,,
2012-08-28,3395.96,,,,,,,,,,,,
2012-08-29,3390.66,,,,,,,,,,,,
2012-08-30,3389.81,,,,,,,,,,,,
2012-08-31,3364.06,,,,,,,,,,,,
2012-09-03,3416.09,,,,,,,,,,,,
2012-09-04,3399.64,,,,,,,,,,,,
2012-09-05,3364.84,,,,,,,,,,,,
2012-09-06,3346.17,,,,,,,,,,,,
2012-09-07,3360.33,,,,,,,,,,,,
2012-09-10,3361.56,,,,,,,,,,,,
2012-09-11,3338.82,,,,,,,,,,,,
2012-09-12,3374.13,,,,,,,,,,,,
2012-09-13,3329.56,,,,,,,,,,,,
2012-09-14,3371.95,,,,,,,,,,,,
2012-09-17,3358.18,,,,,,,,,,,,
2012-09-18,3392.59,,,,,,,,,,,,
2012-09-19,3416.56,,,,,,,,,,,,
2012-09-20,3449.42,,,,,,,,,,,,
2012-09-21,3542.8,,,,,,,,,,,,
2012-09-24,3542.14,,,,,,,,,,,,
2012-09-25,3525.34,,,,,,,,,,,,
2012-09-26,3491.02,,,,,,,,,,,,
2012-09-27,3547.22,,,,,,,,,,,,
2012-09-28,3572.1,,,,,,,,,,,,
2012-10-02,3589.82,,,,,,,,,,,,
2012-10-04,3601.99,,,,,,,,,,,,
2012-10-05,3635.15,,,,,,,,,,,,
2012-10-08,3668.46,,,,,,,,,,,,
2012-10-09,3682.48,,,,,,,,,,,,
2012-10-10,3625.71,,,,,,,,,,,,
2012-10-11,3601.69,,,,,,,,,,,,
2012-10-12,3752.32,,,,,,,,,,,,
2012-10-15,3787.63,,,,,,,,,,,,
2012-10-16,3742.32,,,,,,,,,,,,
2012-10-17,3737.23,,,,,,,,,,,,
2012-10-18,3655.36,,,,,,,,,,,,
2012-10-19,3679.9,,,,,,,,,,,,
2012-10-22,3734.68,,,,,,,,,,,,
2012-10-23,3725.31,,,,,,,,,,,,
2012-10-24,3832.29,,,,,,,,,,,,
2012-10-25,3802.97,,,,,,,,,,,,
2012-10-26,3779.98,,,,,,,,,,,,
2012-10-29,3802.71,,,,,,,,,,,,
2012-10-30,3801.16,,,,,,,,,,,,
2012-10-31,3833.26,,,,,,,,,,,,
2012-11-01,3878.67,,,,,,,,,,,,
2012-11-02,3807.56,,,,,,,,,,,,
2012-11-05,3861.15,,,,,,,,,,,,
2012-11-06,3863.62,,,,,,,,,,,,
2012-11-07,3865.51,,,,,,,,,,,,
2012-11-08,3841.38,,,,,,,,,,,,
2012-11-09,3784.69,,,,,,,,,,,,
2012-11-12,3870.52,,,,,,,,,,,,
2012-11-13,3877.57,,,,,,,,,,,,
2012-11-14,3881.28,,,,,,,,,,,,
2012-11-15,3796.92,,,,,,,,,,,,
2012-11-16,3781.31,,,,,,,,,,,,
2012-11-19,3840.11,,,,,,,,,,,,
2012-11-20,3830.1,,,,,,,,,,,,
2012-11-21,3858.15,,,,,,,,,,,,
2012-11-22,3875.53,,,,,,,,,,,,
2012-11-23,3841.93,,,,,,,,,,,,
2012-11-26,3827.67,,,,,,,,,,,,
2012-11-27,3777.6,,,,,,,,,,,,
2012-11-28,3791.88,,,,,,,,,,,,
2012-11-29,3801.69,,,,,,,,,,,,
2012-11-30,3832.46,,,,,,,,,,,,
2012-12-03,3797.62,,,,,,,,,,,,
2012-12-04,3788.95,,,,,,,,,,,,
2012-12-05,3818.19,,,,,,,,,,,,
2012-12-06,3765.92,,,,,,,,,,,,
2012-12-07,3726.57,,,,,,,,,,,,
2012-12-10,3701.24,,,,,,,,,,,,
2012-12-11,3630.94,,,,,,,,,,,,
2012-12-12,3662.11,,,,,,,,,,,,
2012-12-13,3689.61,,,,,,,,,,,,
2012-12-14,3642.8,,,,,,,,,,,,
2012-12-17,3735.87,,,,,,,,,,,,
2012-12-18,3750.78,,,,,,,,,,,,
2012-12-20,3770.56,,,,,,,,,,,,
2012-12-21,3799.12,,,,,,,,,,,,
2012-12-24,3811.15,,,,,,,,,,,,
2012-12-26,3836.33,,,,,,,,,,,,
2012-12-27,3866.04,,,,,,,,,,,,
2012-12-28,3896.71,,,,,,,,,,,,
2013-01-02,3914.46,,,,,,,,,,,,
2013-01-03,3953.96,,,,,,,,,,,,
2013-01-04,4035.33,,,,,,,,,,,,
2013-01-07,4002.71,,,,,,,,,,,,
2013-01-08,3997.35,,,,,,,,,,,,
2013-01-09,4019.12,,,,,,,,,,,,
2013-01-10,4020.78,,,,,,,,,,,,
2013-01-11,4067.66,,,,,,,,,,,,
2013-01-14,4089.64,,,,,,,,,,,,
2013-01-15,4059.82,,,,,,,,,,,,
2013-01-16,4014.65,,,,,,,,,,,,
2013-01-17,4022.49,,,,,,,,,,,,
2013-01-18,4065.43,,,,,,,,,,,,
2013-01-21,4082.61,,,,,,,,,,,,
2013-01-22,4046.04,,,,,,,,,,,,
2013-01-23,3946.85,,,,,,,,,,,,
2013-01-24,3932.98,,,,,,,,,,,,
2013-01-25,3968.69,,,,,,,,,,,,
2013-01-28,3960.11,,,,,,,,,,,,
2013-01-29,3933.94,,,,,,,,,,,,
2013-01-30,3944.41,,,,,,,,,,,,
2013-01-31,3954.15,,,,,,,,,,,,
2013-02-01,3923.15,,,,,,,,,,,,
2013-02-04,3952.74,,,,,,,,,,,,
2013-02-05,3938.08,,,,,,,,,,,,
2013-02-06,3970.89,,,,,,,,,,,,
2013-02-07,3903.87,,,,,,,,,,,,
2013-02-08,3865.19,,,,,,,,,,,,
2013-02-12,3824.99,,,,,,,,,,,,
2013-02-13,3852.36,,,,,,,,,,,,
2013-02-14,3873.76,,,,,,,,,,,,
2013-02-15,3924.09,,,,,,,,,,,,
2013-02-18,3999.41,,,,,,,,,,,,
2013-02-19,4014.52,,,,,,,,,,,,
2013-02-20,4013.0,,,,,,,,,,,,
2013-02-21,3982.08,,,,,,,,,,,,
2013-02-22,4022.65,,,,,,,,,,,,
2013-02-25,4017.45,,,,,,,,,,,,
2013-02-26,4049.73,,,,,,,,,,,,
2013-02-27,4105.01,,,,,,,,,,,,
2013-02-28,4158.99,,,,,,,,,,,,
2013-03-04,4097.1,,,,,,,,,,,,
2013-03-05,4108.9,,,,,,,,,,,,
2013-03-06,4097.25,,,,,,,,,,,,
2013-03-07,4100.03,,,,,,,,,,,,
2013-03-08,4145.82,,,,,,,,,,,,
2013-03-11,4192.84,,,,,,,,,,,,
2013-03-12,4175.83,,,,,,,,,,,,
2013-03-13,4154.31,,,,,,,,,,,,
2013-03-14,4120.03,,,,,,,,,,,,
2013-03-15,4071.47,,,,,,,,,,,,
2013-03-18,4106.96,,,,,,,,,,,,
2013-03-19,4117.49,,,,,,,,,,,,
2013-03-20,4051.48,,,,,,,,,,,,
2013-03-21,4046.37,,,,,,,,,,,,
2013-03-22,4044.14,,,,,,,,,,,,
2013-03-25,4071.54,,,,,,,,,,,,
2013-03-26,4065.94,,,,,,,,,,,,
2013-03-27,4088.9,,,,,,,,,,,,
2013-03-28,4146.22,,,,,,,,,,,,
2013-03-29,4222.37,,,,,,,,,,,,
2013-04-01,4165.15,,,,,,,,,,,,
2013-04-02,4229.0,,,,,,,,,,,,
2013-04-03,4245.14,,,,,,,,,,,,
2013-04-04,4258.59,,,,,,,,,,,,
2013-04-05,4223.15,,,,,,,,,,,,
2013-04-08,4114.23,,,,,,,,,,,,
2013-04-09,4129.76,,,,,,,,,,,,
2013-04-10,4172.9,,,,,,,,,,,,
2013-04-11,4295.08,,,,,,,,,,,,
2013-04-12,4315.62,,,,,,,,,,,,
2013-04-15,4366.59,,,,,,,,,,,,
2013-04-16,4435.66,,,,,,,,,,,,
2013-04-17,4446.58,,,,,,,,,,,,
2013-04-18,4402.36,,,,,,,,,,,,
2013-04-19,4384.51,,,,,,,,,,,,
2013-04-22,4428.13,,,,,,,,,,,,
2013-04-23,4430.83,,,,,,,,,,,,
2013-04-24,4458.86,,,,,,,,,,,,
2013-04-25,4399.89,,,,,,,,,,,,
2013-04-26,4413.54,,,,,,,,,,,,
2013-04-29,4454.58,,,,,,,,,,,,
2013-04-30,4519.91,,,,,,,,,,,,
2013-05-02,4422.13,,,,,,,,,,,,
2013-05-03,4377.39,,,,,,,,,,,,
2013-05-06,4388.4,,,,,,,,,,,,
2013-05-07,4355.89,,,,,,,,,,,,
2013-05-08,4322.71,,,,,,,,,,,,
2013-05-09,4332.68,,,,,,,,,,,,
2013-05-10,4209.21,,,,,,,,,,,,
2013-05-13,4190.11,,,,,,,,,,,,
2013-05-14,4183.1,,,,,,,,,,,,
2013-05-15,4177.4,,,,,,,,,,,,
2013-05-16,4188.42,,,,,,,,,,,,
2013-05-20,4114.58,,,,,,,,,,,,
2013-05-21,4176.06,,,,,,,,,,,,
2013-05-22,4127.18,,,,,,,,,,,,
2013-05-23,4070.15,,,,,,,,,,,,
2013-05-24,4079.9,,,,,,,,,,,,
2013-05-27,4130.49,,,,,,,,,,,,
2013-05-28,4165.09,,,,,,,,,,,,
2013-05-29,4164.12,,,,,,,,,,,,
2013-05-30,4117.12,,,,,,,,,,,,
2013-05-31,4100.49,,,,,,,,,,,,
2013-06-03,4058.58,,,,,,,,,,,,
2013-06-04,3986.19,,,,,,,,,,,,
2013-06-05,3960.57,,,,,,,,,,,,
2013-06-07,3963.61,,,,,,,,,,,,
2013-06-10,3999.86,,,,,,,,,,,,
2013-06-11,4034.75,,,,,,,,,,,,
2013-06-12,4016.22,,,,,,,,,,,,
2013-06-13,3965.37,,,,,,,,,,,,
2013-06-14,3965.41,,,,,,,,,,,,
2013-06-17,3941.76,,,,,,,,,,,,
2013-06-18,3962.26,,,,,,,,,,,,
2013-06-19,3903.19,,,,,,,,,,,,
2013-06-20,3801.72,,,,,,,,,,,,
2013-06-21,3703.73,,,,,,,,,,,,
2013-06-24,3705.79,,,,,,,,,,,,
2013-06-25,3579.81,,,,,,,,,,,,
2013-06-26,3625.59,,,,,,,,,,,,
2013-06-27,3690.23,,,,,,,,,,,,
2013-06-28,3707.84,,,,,,,,,,,,
2013-07-01,3742.88,,,,,,,,,,,,
2013-07-02,3843.4,,,,,,,,,,,,
2013-07-03,3804.14,,,,,,,,,,,,
2013-07-04,3838.4,,,,,,,,,,,,
2013-07-05,3826.92,,,,,,,,,,,,
2013-07-08,3734.76,,,,,,,,,,,,
2013-07-09,3778.21,,,,,,,,,,,,
2013-07-10,3716.1,,,,,,,,,,,,
2013-07-11,3763.29,,,,,,,,,,,,
2013-07-12,3744.11,,,,,,,,,,,,
2013-07-15,3727.24,,,,,,,,,,,,
2013-07-16,3710.02,,,,,,,,,,,,
2013-07-17,3746.71,,,,,,,,,,,,
2013-07-18,3733.98,,,,,,,,,,,,
2013-07-19,3707.36,,,,,,,,,,,,
2013-07-22,3700.6,,,,,,,,,,,,
2013-07-23,3741.37,,,,,,,,,,,,
2013-07-24,3759.87,,,,,,,,,,,,
2013-07-25,3749.61,,,,,,,,,,,,
2013-07-26,3787.53,,,,,,,,,,,,
2013-07-29,3793.9,,,,,,,,,,,,
2013-07-30,3805.07,,,,,,,,,,,,
2013-07-31,3855.91,,,,,,,,,,,,
2013-08-01,3825.2,,,,,,,,,,,,
2013-08-02,3814.71,,,,,,,,,,,,
2013-08-05,3822.54,,,,,,,,,,,,
2013-08-06,3770.99,,,,,,,,,,,,
2013-08-07,3723.07,,,,,,,,,,,,
2013-08-08,3710.72,,,,,,,,,,,,
2013-08-09,3669.47,,,,,,,,,,,,
2013-08-12,3651.72,,,,,,,,,,,,
2013-08-13,3647.04,,,,,,,,,,,,
2013-08-14,3685.25,,,,,,,,,,,,
2013-08-16,3689.3,,,,,,,,,,,,
2013-08-19,3659.74,,,,,,,,,,,,
2013-08-20,3590.27,,,,,,,,,,,,
2013-08-21,3534.83,,,,,,,,,,,,
2013-08-22,3462.66,,,,,,,,,,,,
2013-08-23,3457.82,,,,,,,,,,,,
2013-08-26,3470.09,,,,,,,,,,,,
2013-08-27,3510.02,,,,,,,,,,,,
2013-08-28,3511.02,,,,,,,,,,,,
2013-08-29,3536.78,,,,,,,,,,,,
2013-08-30,3588.17,,,,,,,,,,,,
2013-09-02,3620.43,,,,,,,,,,,,
2013-09-03,3694.72,,,,,,,,,,,,
2013-09-04,3659.18,,,,,,,,,,,,
2013-09-05,3690.27,,,,,,,,,,,,
2013-09-06,3646.37,,,,,,,,,,,,
2013-09-09,3653.0,,,,,,,,,,,,
2013-09-10,3643.89,,,,,,,,,,,,
2013-09-11,3664.25,,,,,,,,,,,,
2013-09-12,3735.38,,,,,,,,,,,,
2013-09-13,3680.06,,,,,,,,,,,,
2013-09-16,3665.8,,,,,,,,,,,,
2013-09-17,3645.18,,,,,,,,,,,,
2013-09-23,3768.65,,,,,,,,,,,,
2013-09-24,3774.37,,,,,,,,,,,,
2013-09-25,3804.37,,,,,,,,,,,,
2013-09-26,3800.64,,,,,,,,,,,,
2013-09-27,3811.77,,,,,,,,,,,,
2013-09-30,3812.58,,,,,,,,,,,,
2013-10-01,3804.55,,,,,,,,,,,,
2013-10-02,3781.9,,,,,,,,,,,,
2013-10-04,3756.03,,,,,,,,,,,,
2013-10-07,3716.69,,,,,,,,,,,,
2013-10-08,3734.29,,,,,,,,,,,,
2013-10-10,3695.89,,,,,,,,,,,,
2013-10-11,3678.87,,,,,,,,,,,,
2013-10-14,3636.1,,,,,,,,,,,,
2013-10-15,3605.3,,,,,,,,,,,,
2013-10-16,3587.08,,,,,,,,,,,,
2013-10-17,3551.12,,,,,,,,,,,,
2013-10-18,3601.36,,,,,,,,,,,,
2013-10-21,3635.72,,,,,,,,,,,,
2013-10-22,3709.06,,,,,,,,,,,,
2013-10-23,3736.18,,,,,,,,,,,,
2013-10-24,3758.48,,,,,,,,,,,,
2013-10-25,3760.42,,,,,,,,,,,,
2013-10-28,3763.03,,,,,,,,,,,,
2013-10-29,3768.58,,,,,,,,,,,,
2013-10-30,3805.34,,,,,,,,,,,,
2013-10-31,3805.82,,,,,,,,,,,,
2013-11-01,3781.34,,,,,,,,,,,,
2013-11-04,3765.24,,,,,,,,,,,,
2013-11-05,3713.56,,,,,,,,,,,,
2013-11-06,3741.94,,,,,,,,,,,,
2013-11-07,3698.47,,,,,,,,,,,,
2013-11-08,3671.49,,,,,,,,,,,,
2013-11-11,3651.13,,,,,,,,,,,,
2013-11-12,3664.31,,,,,,,,,,,,
2013-11-13,3659.38,,,,,,,,,,,,
2013-11-14,3647.04,,,,,,,,,,,,
2013-11-15,3613.17,,,,,,,,,,,,
2013-11-18,3662.28,,,,,,,,,,,,
2013-11-19,3701.77,,,,,,,,,,,,
2013-11-20,3704.94,,,,,,,,,,,,
2013-11-21,3667.52,,,,,,,,,,,,
2013-11-22,3671.42,,,,,,,,,,,,
2013-11-25,3691.29,,,,,,,,,,,,
2013-11-26,3688.84,,,,,,,,,,,,
2013-11-27,3678.66,,,,,,,,,,,,
2013-11-28,3716.92,,,,,,,,,,,,
2013-11-29,3725.31,,,,,,,,,,,,
2013-12-02,3718.53,,,,,,,,,,,,
2013-12-03,3701.33,,,,,,,,,,,,
2013-12-04,3698.62,,,,,,,,,,,,
2013-12-05,3690.49,,,,,,,,,,,,
2013-12-06,3686.6,,,,,,,,,,,,
2013-12-09,3707.93,,,,,,,,,,,,
2013-12-10,3715.03,,,,,,,,,,,,
2013-12-11,3703.96,,,,,,,,,,,,
2013-12-12,3680.95,,,,,,,,,,,,
2013-12-13,3698.42,,,,,,,,,,,,
2013-12-16,3683.73,,,,,,,,,,,,
2013-12-17,3682.3,,,,,,,,,,,,
2013-12-18,3694.21,,,,,,,,,,,,
2013-12-19,3710.25,,,,,,,,,,,,
2013-12-20,3737.72,,,,,,,,,,,,
2013-12-23,3761.13,,,,,,,,,,,,
2013-12-24,3792.52,,,,,,,,,,,,
2013-12-26,3808.08,,,,,,,,,,,,
2013-12-27,3809.59,,,,,,,,,,,,
2013-12-30,3872.73,,,,,,,,,,,,
2014-01-02,3837.31,,,,,,,,,,,,
2014-01-03,3774.62,,,,,,,,,,,,
2014-01-06,3791.71,,,,,,,,,,,,
2014-01-07,3779.62,,,,,,,,,,,,
2014-01-08,3789.14,,,,,,,,,,,,
2014-01-09,3766.66,,,,,,,,,,,,
2014-01-10,3757.2,,,,,,,,,,,,
2014-01-13,3752.65,,,,,,,,,,,,
2014-01-14,3735.99,,,,,,,,,,,,
2014-01-15,3771.02,,,,,,,,,,,,
2014-01-16,3787.64,,,,,,,,,,,,
2014-01-17,3794.58,,,,,,,,,,,,
2014-01-20,3786.77,,,,,,,,,,,,
2014-01-21,3781.16,,,,,,,,,,,,
2014-01-22,3796.29,,,,,,,,,,,,
2014-01-23,3767.51,,,,,,,,,,,,
2014-01-24,3755.41,,,,,,,,,,,,
2014-01-27,3728.79,,,,,,,,,,,,
2014-01-28,3733.78,,,,,,,,,,,,
2014-01-29,3809.1,,,,,,,,,,,,
2014-02-03,3792.8,,,,,,,,,,,,
2014-02-04,3743.47,,,,,,,,,,,,
2014-02-05,3740.69,,,,,,,,,,,,
2014-02-06,3764.57,,,,,,,,,,,,
2014-02-07,3853.75,,,,,,,,,,,,
2014-02-10,3845.71,,,,,,,,,,,,
2014-02-11,3886.22,,,,,,,,,,,,
2014-02-12,3905.56,,,,,,,,,,,,
2014-02-13,3916.87,,,,,,,,,,,,
2014-02-14,3925.36,,,,,,,,,,,,
2014-02-17,3920.79,,,,,,,,,,,,
2014-02-18,3913.16,,,,,,,,,,,,
2014-02-19,3900.03,,,,,,,,,,,,
2014-02-20,3852.3,,,,,,,,,,,,
2014-02-21,3853.27,,,,,,,,,,,,
2014-02-24,3841.39,,,,,,,,,,,,
2014-02-25,3889.69,,,,,,,,,,,,
2014-02-26,3887.8,,,,,,,,,,,,
2014-02-27,3907.29,,,,,,,,,,,,
2014-02-28,3913.63,,,,,,,,,,,,
2014-03-03,3884.47,,,,,,,,,,,,
2014-03-04,3864.05,,,,,,,,,,,,
2014-03-05,3888.41,,,,,,,,,,,,
2014-03-06,3911.47,,,,,,,,,,,,
2014-03-07,3929.69,,,,,,,,,,,,
2014-03-10,3909.45,,,,,,,,,,,,
2014-03-11,3959.81,,,,,,,,,,,,
2014-03-12,3912.1,,,,,,,,,,,,
2014-03-13,3941.13,,,,,,,,,,,,
2014-03-14,3860.53,,,,,,,,,,,,
2014-03-17,3831.49,,,,,,,,,,,,
2014-03-18,3876.2,,,,,,,,,,,,
2014-03-19,3857.26,,,,,,,,,,,,
2014-03-20,3836.45,,,,,,,,,,,,
2014-03-21,3850.04,,,,,,,,,,,,
2014-03-24,3864.18,,,,,,,,,,,,
2014-03-25,3900.12,,,,,,,,,,,,
2014-03-26,3869.2,,,,,,,,,,,,
2014-03-27,3869.72,,,,,,,,,,,,
2014-03-28,3926.31,,,,,,,,,,,,
2014-03-31,3908.37,,,,,,,,,,,,
2014-04-01,3931.99,,,,,,,,,,,,
2014-04-02,3949.33,,,,,,,,,,,,
2014-04-03,3915.36,,,,,,,,,,,,
2014-04-04,3935.88,,,,,,,,,,,,
2014-04-07,3910.73,,,,,,,,,,,,
2014-04-08,3880.25,,,,,,,,,,,,
2014-04-09,3938.31,,,,,,,,,,,,
2014-04-10,3992.03,,,,,,,,,,,,
2014-04-11,3974.15,,,,,,,,,,,,
2014-04-14,3975.28,,,,,,,,,,,,
2014-04-15,3976.55,,,,,,,,,,,,
2014-04-16,3959.78,,,,,,,,,,,,
2014-04-17,3966.08,,,,,,,,,,,,
2014-04-18,3985.85,,,,,,,,,,,,
2014-04-21,3989.97,,,,,,,,,,,,
2014-04-22,4006.37,,,,,,,,,,,,
2014-04-23,4016.37,,,,,,,,,,,,
2014-04-24,3986.35,,,,,,,,,,,,
2014-04-25,3951.33,,,,,,,,,,,,
2014-04-28,3941.48,,,,,,,,,,,,
2014-04-29,3982.0,,,,,,,,,,,,
2014-04-30,4028.74,,,,,,,,,,,,
2014-05-02,4015.73,,,,,,,,,,,,
2014-05-07,3982.98,,,,,,,,,,,,
2014-05-08,4015.06,,,,,,,,,,,,
2014-05-09,4079.79,,,,,,,,,,,,
2014-05-12,4076.45,,,,,,,,,,,,
2014-05-13,4101.93,,,,,,,,,,,,
2014-05-14,4154.27,,,,,,,,,,,,
2014-05-15,4166.93,,,,,,,,,,,,
2014-05-16,4162.59,,,,,,,,,,,,
2014-05-19,4169.74,,,,,,,,,,,,
2014-05-20,4172.3,,,,,,,,,,,,
2014-05-21,4195.97,,,,,,,,,,,,
2014-05-22,4194.49,,,,,,,,,,,,
2014-05-23,4224.28,,,,,,,,,,,,
2014-05-26,4226.64,,,,,,,,,,,,
2014-05-27,4214.23,,,,,,,,,,,,
2014-05-28,4246.1,,,,,,,,,,,,
2014-05-29,4203.95,,,,,,,,,,,,
2014-05-30,4155.19,,,,,,,,,,,,
2014-06-02,4159.52,,,,,,,,,,,,
2014-06-03,4192.01,,,,,,,,,,,,
2014-06-05,4202.57,,,,,,,,,,,,
2014-06-09,4187.49,,,,,,,,,,,,
2014-06-10,4236.37,,,,,,,,,,,,
2014-06-11,4242.49,,,,,,,,,,,,
2014-06-12,4230.93,,,,,,,,,,,,
2014-06-13,4223.96,,,,,,,,,,,,
2014-06-16,4207.67,,,,,,,,,,,,
2014-06-17,4194.86,,,,,,,,,,,,
2014-06-18,4173.3,,,,,,,,,,,,
2014-06-19,4224.89,,,,,,,,,,,,
2014-06-20,4194.97,,,,,,,,,,,,
2014-06-23,4177.32,,,,,,,,,,,,
2014-06-24,4223.83,,,,,,,,,,,,
2014-06-25,4209.59,,,,,,,,,,,,
2014-06-26,4260.57,,,,,,,,,,,,
2014-06-27,4272.32,,,,,,,,,,,,
2014-06-30,4332.4,,,,,,,,,,,,
2014-07-01,4351.65,,,,,,,,,,,,
2014-07-02,4403.07,,,,,,,,,,,,
2014-07-03,4414.06,,,,,,,,,,,,
2014-07-04,4465.42,,,,,,,,,,,,
2014-07-07,4426.04,,,,,,,,,,,,
2014-07-08,4495.17,,,,,,,,,,,,
2014-07-09,4480.62,,,,,,,,,,,,
2014-07-10,4433.11,,,,,,,,,,,,
2014-07-11,4470.34,,,,,,,,,,,,
2014-07-14,4495.81,,,,,,,,,,,,
2014-07-15,4454.6,,,,,,,,,,,,
2014-07-16,4412.32,,,,,,,,,,,,
2014-07-17,4403.36,,,,,,,,,,,,
2014-07-18,4383.39,,,,,,,,,,,,
2014-07-21,4354.61,,,,,,,,,,,,
2014-07-22,4368.03,,,,,,,,,,,,
2014-07-23,4446.38,,,,,,,,,,,,
2014-07-24,4380.87,,,,,,,,,,,,
2014-07-25,4421.67,,,,,,,,,,,,
2014-07-28,4397.15,,,,,,,,,,,,
2014-07-29,4357.18,,,,,,,,,,,,
2014-07-30,4363.85,,,,,,,,,,,,
2014-07-31,4430.25,,,,,,,,,,,,
2014-08-01,4483.59,,,,,,,,,,,,
2014-08-04,4502.01,,,,,,,,,,,,
2014-08-05,4493.16,,,,,,,,,,,,
2014-08-06,4514.61,,,,,,,,,,,,
2014-08-07,4465.61,,,,,,,,,,,,
2014-08-08,4449.8,,,,,,,,,,,,
2014-08-11,4447.84,,,,,,,,,,,,
2014-08-12,4453.94,,,,,,,,,,,,
2014-08-13,4596.81,,,,,,,,,,,,
2014-08-14,4619.06,,,,,,,,,,,,
2014-08-18,4659.53,,,,,,,,,,,,
2014-08-19,4703.1,,,,,,,,,,,,
2014-08-20,4719.97,,,,,,,,,,,,
2014-08-21,4703.73,,,,,,,,,,,,
2014-08-22,4686.09,,,,,,,,,,,,
2014-08-25,4737.96,,,,,,,,,,,,
2014-08-26,4752.61,,,,,,,,,,,,
2014-08-27,4777.65,,,,,,,,,,,,
2014-08-28,4744.49,,,,,,,,,,,,
2014-08-29,4667.82,,,,,,,,,,,,
2014-09-01,4620.57,,,,,,,,,,,,
2014-09-02,4598.72,,,,,,,,,,,,
