,Open,High,Low,Close,Volume
2026-02-24,2690.59,2713.42,2681.86,2699.82,7085949
2026-02-25,2690.27,2698.51,2655.06,2662.36,3493026
2026-02-26,2633.52,2672.0,2612.38,2655.71,3753167
2026-02-27,2644.96,2652.97,2606.41,2641.56,5116894
2026-03-03,2613.57,2614.4,2488.8,2498.62,4030822
2026-03-04,2422.39,2424.78,2167.08,2183.94,5544194
2026-03-05,2337.55,2393.66,2291.72,2357.56,3773768
2026-03-06,2335.55,2366.26,2281.35,2349.42,2465646
2026-03-09,2220.03,2245.12,2192.29,2243.76,2615054
2026-03-10,2321.79,2324.76,2267.18,2295.79,2166840
2026-03-11,23420.0,23665.0,22740.0,23035.0,66584
2026-03-12,22930.0,23075.0,22535.0,22955.0,64403
2026-03-13,22430.0,23400.0,22400.0,23140.0,94739
2026-03-16,2285.51,2285.51,2234.24,2248.74,1781857
2026-03-17,22945.0,23335.0,22815.0,22840.0,48072
2026-03-18,2334.03,2356.9,2327.7,2340.03,1967897
2026-03-19,2293.0,2304.68,2281.15,2283.65,1980437
2026-03-20,2295.56,2339.19,2295.56,2325.83,2186966
2026-03-23,2245.87,2249.33,2167.86,2170.64,2482724
2026-03-24,22680.0,22730.0,21980.0,22570.0,41554
2026-03-25,22925.0,23355.0,22860.0,23325.0,42706
2026-03-26,23845.0,24090.0,23380.0,23445.0,79398
2026-03-27,23380.0,23715.0,23015.0,23695.0,41497
2026-03-30,2248.38,2281.1,2231.77,2270.38,1911619
2026-03-31,2250.64,2284.35,2200.42,2214.04,2380540
2026-04-01,2287.58,2333.61,2255.56,2322.02,2118375
2026-04-02,2332.21,2345.12,2197.23,2217.89,2767367
2026-04-03,2257.53,2258.54,2190.92,2190.92,2838604
2026-04-06,21205.0,21450.0,20885.0,20940.0,42195
2026-04-07,2189.5,2226.81,2165.94,2179.73,1912927
2026-04-08,2272.68,2284.5,2219.12,2239.02,2340445
2026-04-09,2239.52,2245.95,2206.65,2224.96,2029907
2026-04-10,2234.65,2244.9,2221.08,2232.6,1608410
2026-04-13,2207.13,2214.56,2183.82,2210.15,1485347
2026-04-14,2238.82,2245.02,2217.25,2223.12,1633274
2026-04-15,2262.08,2323.65,2259.03,2311.42,2453836
2026-04-16,2332.0,2356.25,2330.65,2349.65,2177547
2026-04-17,2354.43,2356.33,2325.66,2339.12,2482065
2026-04-20,2338.98,2349.26,2316.21,2320.86,1863568
2026-04-21,2329.1,2331.4,2281.38,2285.55,2068923
2026-04-22,2280.28,2284.0,2257.54,2266.23,1559928
2026-04-23,2301.54,2304.76,2249.49,2268.71,2285990
2026-04-24,2277.38,2303.02,2265.62,2282.75,1755667
2026-04-27,2285.03,2288.49,2252.28,2256.35,1887349
2026-04-28,2250.41,2266.54,2245.39,2259.1,1620459
2026-04-29,2268.31,2272.16,2225.43,2226.48,1655514
2026-04-30,2225.55,2228.78,2181.9,2185.8,2173316
2026-05-04,2203.49,2203.82,2160.05,2165.52,2253174
2026-05-06,2168.36,2170.85,2127.31,2127.31,3281458
2026-05-07,2147.14,2172.72,2136.1,2144.22,2958102
2026-05-08,2159.33,2166.49,2119.12,2134.3,2170669
2026-05-11,2121.21,2126.37,2086.47,2090.76,2856833
2026-05-12,2093.18,2139.89,2056.55,2119.57,5863435
2026-05-13,2141.88,2168.87,2062.9,2078.71,5352766
2026-05-14,2078.2,2150.74,2076.49,2150.74,3966268
2026-05-15,2145.07,2156.34,2068.2,2095.45,3593624
2026-05-18,2088.28,2089.84,1978.5,2023.77,3158844
2026-05-19,2012.65,2040.36,1965.32,1995.04,4054311
2026-05-20,2008.54,2012.34,1936.41,1956.04,6148211
2026-05-21,1988.19,2069.34,1986.77,2055.17,2882320
