_date,Open,High,Low,Close,Volume
2026-02-24,2467.92,2477.28,2437.03,2463.29,6207918
2026-02-25,2466.35,2468.83,2436.25,2458.65,6470003
2026-02-26,2486.09,2511.56,2472.48,2483.8,16546832
2026-02-27,2466.99,2477.49,2438.57,2444.55,23140287
2026-03-03,2421.66,2429.58,2314.42,2316.79,13543359
2026-03-04,2264.71,2264.71,2032.27,2041.65,15131584
2026-03-05,2202.34,2218.87,2151.38,2173.4,10905274
2026-03-06,2152.06,2226.35,2142.96,2218.1,8228036
2026-03-09,2085.01,2176.87,2073.03,2175.32,7094085
2026-03-10,2234.57,2242.45,2188.62,2226.51,6747991
2026-03-11,2256.5,2268.96,2200.41,2207.78,6200927
2026-03-12,2199.21,2212.45,2181.13,2210.8,6418932
2026-03-13,2158.29,2237.1,2156.34,2223.57,6486882
2026-03-16,2230.56,2238.2,2193.33,2196.1,4474221
2026-03-17,2223.01,2276.07,2215.03,2250.45,4902088
2026-03-18,2272.8,2281.05,2257.51,2267.44,5913707
2026-03-19,2225.03,2231.58,2203.83,2210.66,5276065
2026-03-20,2222.03,2241.08,2214.99,2227.35,9020643
2026-03-23,2163.82,2166.17,2078.64,2087.64,7008854
2026-03-24,2157.18,2158.14,2090.43,2138.51,4715966
2026-03-25,2199.26,2211.86,2172.39,2184.47,4826728
2026-03-26,2204.75,2217.81,2170.35,2174.93,5061620
2026-03-27,2142.05,2202.16,2133.5,2201.42,5602740
2026-03-30,2129.7,2162.13,2123.18,2153.67,4666352
2026-03-31,2124.32,2162.45,2116.14,2126.31,6618952
2026-04-01,2179.43,2193.37,2144.81,2180.42,5520826
2026-04-02,2187.86,2196.66,2069.53,2080.96,7013076
2026-04-03,2110.63,2117.64,2090.89,2094.01,4392685
2026-04-06,2093.69,2111.59,2076.03,2090.01,3695708
2026-04-07,2090.44,2116.19,2073.55,2085.02,5244864
2026-04-08,2151.04,2179.58,2141.63,2161.06,6941789
2026-04-09,2181.46,2218.23,2170.96,2182.68,8128114
2026-04-10,2199.83,2229.55,2172.62,2205.77,5602628
2026-04-13,2184.03,2211.74,2175.54,2198.71,4874268
2026-04-14,2245.62,2274.25,2233.09,2233.47,5631725
2026-04-15,2279.81,2312.37,2275.52,2282.98,6285264
2026-04-16,2322.26,2341.13,2312.36,2315.77,5746709
2026-04-17,2333.11,2337.9,2312.74,2324.42,5144108
2026-04-20,2333.28,2334.4,2290.52,2290.52,5074211
2026-04-21,2315.05,2320.35,2277.7,2294.88,5785945
2026-04-22,2291.79,2300.43,2278.31,2296.58,4620763
2026-04-23,2342.64,2344.49,2262.03,2292.76,5861630
2026-04-24,2292.22,2311.7,2283.7,2296.7,4186476
2026-04-27,2307.68,2312.12,2277.97,2282.51,4846578
2026-04-28,2282.24,2313.33,2280.42,2295.9,4633183
2026-04-29,2303.41,2318.7,2280.03,2285.62,4665372
2026-04-30,2308.26,2311.17,2240.56,2252.31,7439716
2026-05-04,2294.7,2294.7,2259.02,2270.92,5368300
2026-05-06,2269.81,2272.48,2220.88,2220.88,7508443
2026-05-07,2229.16,2229.16,2177.17,2189.59,8797556
2026-05-08,2220.15,2237.09,2190.53,2208.18,9611625
2026-05-11,2208.51,2235.69,2200.78,2215.39,7230945
2026-05-12,2236.82,2251.07,2170.7,2213.47,9928409
2026-05-13,2259.11,2260.61,2158.59,2218.0,7863604
2026-05-14,2220.7,2301.93,2217.82,2301.93,10549967
2026-05-15,2301.36,2302.11,2201.9,2225.13,8576988
2026-05-18,2237.63,2238.51,2139.39,2177.26,6549307
2026-05-19,2173.81,2196.5,2124.69,2149.81,6206927
2026-05-20,2178.24,2179.75,2096.82,2105.32,7279601
2026-05-21,2152.81,2168.55,2140.31,2152.36,6603208
