_date,Volume
2026-04-27,44138159
2026-04-28,39844336
2026-04-29,36135132
2026-04-30,43604520
2026-05-04,51371723
2026-05-06,80928003
2026-05-07,60697724
2026-05-08,43500704
2026-05-11,59346498
2026-05-12,86677715
2026-05-13,93130923
2026-05-14,95467828
2026-05-15,108369595
2026-05-18,65383393
2026-05-19,57484983
2026-05-20,61484921
2026-05-21,79026622
