날짜,Energy,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2012-06-05,235.97,,,,,,,,,,,,
2012-06-07,240.49,,,,,,,,,,,,
2012-06-08,239.72,,,,,,,,,,,,
2012-06-11,242.95,,,,,,,,,,,,
2012-06-12,243.32,,,,,,,,,,,,
2012-06-13,242.91,,,,,,,,,,,,
2012-06-14,241.59,,,,,,,,,,,,
2012-06-15,239.12,,,,,,,,,,,,
2012-06-18,241.6,,,,,,,,,,,,
2012-06-19,239.7,,,,,,,,,,,,
2012-06-20,243.1,,,,,,,,,,,,
2012-06-21,245.78,,,,,,,,,,,,
2012-06-22,243.84,,,,,,,,,,,,
2012-06-25,245.88,,,,,,,,,,,,
2012-06-26,245.23,,,,,,,,,,,,
2012-06-27,244.76,,,,,,,,,,,,
2012-06-28,246.86,,,,,,,,,,,,
2012-06-29,248.65,,,,,,,,,,,,
2012-07-02,249.25,,,,,,,,,,,,
2012-07-03,250.72,,,,,,,,,,,,
2012-07-04,250.62,,,,,,,,,,,,
2012-07-05,250.94,,,,,,,,,,,,
2012-07-06,255.54,,,,,,,,,,,,
2012-07-09,259.85,,,,,,,,,,,,
2012-07-10,261.09,,,,,,,,,,,,
2012-07-11,262.58,,,,,,,,,,,,
2012-07-12,260.41,,,,,,,,,,,,
2012-07-13,262.35,,,,,,,,,,,,
2012-07-16,264.13,,,,,,,,,,,,
2012-07-17,266.48,,,,,,,,,,,,
2012-07-18,264.02,,,,,,,,,,,,
2012-07-19,262.62,,,,,,,,,,,,
2012-07-20,260.43,,,,,,,,,,,,
2012-07-23,256.87,,,,,,,,,,,,
2012-07-24,255.94,,,,,,,,,,,,
2012-07-25,250.59,,,,,,,,,,,,
2012-07-26,253.21,,,,,,,,,,,,
2012-07-27,254.85,,,,,,,,,,,,
2012-07-30,255.98,,,,,,,,,,,,
2012-07-31,259.15,,,,,,,,,,,,
2012-08-01,258.87,,,,,,,,,,,,
2012-08-02,260.58,,,,,,,,,,,,
2012-08-03,258.26,,,,,,,,,,,,
2012-08-06,258.08,,,,,,,,,,,,
2012-08-07,260.11,,,,,,,,,,,,
2012-08-08,262.19,,,,,,,,,,,,
2012-08-09,262.98,,,,,,,,,,,,
2012-08-10,263.41,,,,,,,,,,,,
2012-08-13,265.04,,,,,,,,,,,,
2012-08-14,266.27,,,,,,,,,,,,
2012-08-16,268.82,,,,,,,,,,,,
2012-08-17,269.82,,,,,,,,,,,,
2012-08-20,269.56,,,,,,,,,,,,
2012-08-21,266.94,,,,,,,,,,,,
2012-08-22,269.37,,,,,,,,,,,,
2012-08-23,270.67,,,,,,,,,,,,
2012-08-24,268.79,,,,,,,,,,,,
2012-08-27,269.51,,,,,,,,,,,,
2012-08-28,270.29,,,,,,,,,,,,
2012-08-29,274.88,,,,,,,,,,,,
2012-08-30,274.59,,,,,,,,,,,,
2012-08-31,276.72,,,,,,,,,,,,
2012-09-03,280.48,,,,,,,,,,,,
2012-09-04,279.63,,,,,,,,,,,,
2012-09-05,277.6,,,,,,,,,,,,
2012-09-06,278.48,,,,,,,,,,,,
2012-09-07,280.66,,,,,,,,,,,,
2012-09-10,284.32,,,,,,,,,,,,
2012-09-11,288.87,,,,,,,,,,,,
2012-09-12,294.33,,,,,,,,,,,,
2012-09-13,293.91,,,,,,,,,,,,
2012-09-14,294.4,,,,,,,,,,,,
2012-09-17,293.93,,,,,,,,,,,,
2012-09-18,299.28,,,,,,,,,,,,
2012-09-19,299.56,,,,,,,,,,,,
2012-09-20,297.97,,,,,,,,,,,,
2012-09-21,297.89,,,,,,,,,,,,
2012-09-24,294.84,,,,,,,,,,,,
2012-09-25,294.2,,,,,,,,,,,,
2012-09-26,293.78,,,,,,,,,,,,
2012-09-27,294.24,,,,,,,,,,,,
2012-09-28,292.67,,,,,,,,,,,,
2012-10-02,294.62,,,,,,,,,,,,
2012-10-04,299.12,,,,,,,,,,,,
2012-10-05,299.59,,,,,,,,,,,,
2012-10-08,304.46,,,,,,,,,,,,
2012-10-09,302.26,,,,,,,,,,,,
2012-10-10,297.25,,,,,,,,,,,,
2012-10-11,294.84,,,,,,,,,,,,
2012-10-12,293.12,,,,,,,,,,,,
2012-10-15,286.19,,,,,,,,,,,,
2012-10-16,288.03,,,,,,,,,,,,
2012-10-17,284.12,,,,,,,,,,,,
2012-10-18,275.99,,,,,,,,,,,,
2012-10-19,277.58,,,,,,,,,,,,
2012-10-22,282.76,,,,,,,,,,,,
2012-10-23,279.49,,,,,,,,,,,,
2012-10-24,279.59,,,,,,,,,,,,
2012-10-25,276.13,,,,,,,,,,,,
2012-10-26,270.94,,,,,,,,,,,,
2012-10-29,267.44,,,,,,,,,,,,
2012-10-30,269.29,,,,,,,,,,,,
2012-10-31,272.93,,,,,,,,,,,,
2012-11-01,274.88,,,,,,,,,,,,
2012-11-02,280.52,,,,,,,,,,,,
2012-11-05,279.72,,,,,,,,,,,,
2012-11-06,280.98,,,,,,,,,,,,
2012-11-07,280.86,,,,,,,,,,,,
2012-11-08,279.16,,,,,,,,,,,,
2012-11-09,283.29,,,,,,,,,,,,
2012-11-12,285.16,,,,,,,,,,,,
2012-11-13,282.8,,,,,,,,,,,,
2012-11-14,281.63,,,,,,,,,,,,
2012-11-15,277.03,,,,,,,,,,,,
2012-11-16,271.73,,,,,,,,,,,,
2012-11-19,274.74,,,,,,,,,,,,
2012-11-20,277.62,,,,,,,,,,,,
2012-11-21,277.57,,,,,,,,,,,,
2012-11-22,277.88,,,,,,,,,,,,
2012-11-23,278.25,,,,,,,,,,,,
2012-11-26,284.0,,,,,,,,,,,,
2012-11-27,282.27,,,,,,,,,,,,
2012-11-28,280.05,,,,,,,,,,,,
2012-11-29,283.59,,,,,,,,,,,,
2012-11-30,285.77,,,,,,,,,,,,
2012-12-03,284.76,,,,,,,,,,,,
2012-12-04,282.09,,,,,,,,,,,,
2012-12-05,280.53,,,,,,,,,,,,
2012-12-06,279.24,,,,,,,,,,,,
2012-12-07,277.87,,,,,,,,,,,,
2012-12-10,275.02,,,,,,,,,,,,
2012-12-11,270.76,,,,,,,,,,,,
2012-12-12,272.24,,,,,,,,,,,,
2012-12-13,275.76,,,,,,,,,,,,
2012-12-14,275.29,,,,,,,,,,,,
2012-12-17,276.45,,,,,,,,,,,,
2012-12-18,275.86,,,,,,,,,,,,
2012-12-20,280.15,,,,,,,,,,,,
2012-12-21,280.27,,,,,,,,,,,,
2012-12-24,279.81,,,,,,,,,,,,
2012-12-26,281.55,,,,,,,,,,,,
2012-12-27,276.43,,,,,,,,,,,,
2012-12-28,277.92,,,,,,,,,,,,
2013-01-02,280.27,,,,,,,,,,,,
2013-01-03,282.06,,,,,,,,,,,,
2013-01-04,285.08,,,,,,,,,,,,
2013-01-07,287.38,,,,,,,,,,,,
2013-01-08,290.55,,,,,,,,,,,,
2013-01-09,292.45,,,,,,,,,,,,
2013-01-10,296.84,,,,,,,,,,,,
2013-01-11,299.57,,,,,,,,,,,,
2013-01-14,304.32,,,,,,,,,,,,
2013-01-15,303.19,,,,,,,,,,,,
2013-01-16,302.52,,,,,,,,,,,,
2013-01-17,301.1,,,,,,,,,,,,
2013-01-18,304.25,,,,,,,,,,,,
2013-01-21,305.46,,,,,,,,,,,,
2013-01-22,302.9,,,,,,,,,,,,
2013-01-23,301.61,,,,,,,,,,,,
2013-01-24,302.48,,,,,,,,,,,,
2013-01-25,299.49,,,,,,,,,,,,
2013-01-28,301.21,,,,,,,,,,,,
2013-01-29,299.66,,,,,,,,,,,,
2013-01-30,297.54,,,,,,,,,,,,
2013-01-31,298.32,,,,,,,,,,,,
2013-02-01,298.61,,,,,,,,,,,,
2013-02-04,296.34,,,,,,,,,,,,
2013-02-05,290.93,,,,,,,,,,,,
2013-02-06,296.36,,,,,,,,,,,,
2013-02-07,297.2,,,,,,,,,,,,
2013-02-08,293.25,,,,,,,,,,,,
2013-02-12,295.74,,,,,,,,,,,,
2013-02-13,300.43,,,,,,,,,,,,
2013-02-14,299.07,,,,,,,,,,,,
2013-02-15,300.03,,,,,,,,,,,,
2013-02-18,299.66,,,,,,,,,,,,
2013-02-19,300.75,,,,,,,,,,,,
2013-02-20,305.61,,,,,,,,,,,,
2013-02-21,302.48,,,,,,,,,,,,
2013-02-22,301.61,,,,,,,,,,,,
2013-02-25,302.8,,,,,,,,,,,,
2013-02-26,301.36,,,,,,,,,,,,
2013-02-27,299.26,,,,,,,,,,,,
2013-02-28,303.94,,,,,,,,,,,,
2013-03-04,304.92,,,,,,,,,,,,
2013-03-05,306.41,,,,,,,,,,,,
2013-03-06,310.35,,,,,,,,,,,,
2013-03-07,309.14,,,,,,,,,,,,
2013-03-08,306.6,,,,,,,,,,,,
2013-03-11,306.17,,,,,,,,,,,,
2013-03-12,309.62,,,,,,,,,,,,
2013-03-13,310.72,,,,,,,,,,,,
2013-03-14,317.56,,,,,,,,,,,,
2013-03-15,324.73,,,,,,,,,,,,
2013-03-18,321.35,,,,,,,,,,,,
2013-03-19,323.27,,,,,,,,,,,,
2013-03-20,323.25,,,,,,,,,,,,
2013-03-21,322.31,,,,,,,,,,,,
2013-03-22,325.98,,,,,,,,,,,,
2013-03-25,331.8,,,,,,,,,,,,
2013-03-26,334.68,,,,,,,,,,,,
2013-03-27,334.0,,,,,,,,,,,,
2013-03-28,339.88,,,,,,,,,,,,
2013-03-29,340.68,,,,,,,,,,,,
2013-04-01,340.59,,,,,,,,,,,,
2013-04-02,342.75,,,,,,,,,,,,
2013-04-03,343.97,,,,,,,,,,,,
2013-04-04,340.36,,,,,,,,,,,,
2013-04-05,334.3,,,,,,,,,,,,
2013-04-08,334.47,,,,,,,,,,,,
2013-04-09,333.12,,,,,,,,,,,,
2013-04-10,338.44,,,,,,,,,,,,
2013-04-11,344.99,,,,,,,,,,,,
2013-04-12,349.78,,,,,,,,,,,,
2013-04-15,356.58,,,,,,,,,,,,
2013-04-16,359.53,,,,,,,,,,,,
2013-04-17,365.12,,,,,,,,,,,,
2013-04-18,365.99,,,,,,,,,,,,
2013-04-19,365.46,,,,,,,,,,,,
2013-04-22,371.13,,,,,,,,,,,,
2013-04-23,384.13,,,,,,,,,,,,
2013-04-24,389.56,,,,,,,,,,,,
2013-04-25,389.26,,,,,,,,,,,,
2013-04-26,389.57,,,,,,,,,,,,
2013-04-29,384.27,,,,,,,,,,,,
2013-04-30,391.85,,,,,,,,,,,,
2013-05-02,389.28,,,,,,,,,,,,
2013-05-03,392.1,,,,,,,,,,,,
2013-05-06,386.03,,,,,,,,,,,,
2013-05-07,390.83,,,,,,,,,,,,
2013-05-08,394.8,,,,,,,,,,,,
2013-05-09,397.37,,,,,,,,,,,,
2013-05-10,394.12,,,,,,,,,,,,
2013-05-13,392.68,,,,,,,,,,,,
2013-05-14,390.67,,,,,,,,,,,,
2013-05-15,387.86,,,,,,,,,,,,
2013-05-16,383.48,,,,,,,,,,,,
2013-05-20,377.2,,,,,,,,,,,,
2013-05-21,383.75,,,,,,,,,,,,
2013-05-22,392.91,,,,,,,,,,,,
2013-05-23,386.37,,,,,,,,,,,,
2013-05-24,387.79,,,,,,,,,,,,
2013-05-27,384.87,,,,,,,,,,,,
2013-05-28,387.35,,,,,,,,,,,,
2013-05-29,383.48,,,,,,,,,,,,
2013-05-30,384.36,,,,,,,,,,,,
2013-05-31,375.77,,,,,,,,,,,,
2013-06-03,370.94,,,,,,,,,,,,
2013-06-04,363.2,,,,,,,,,,,,
2013-06-05,356.64,,,,,,,,,,,,
2013-06-07,355.22,,,,,,,,,,,,
2013-06-10,360.52,,,,,,,,,,,,
2013-06-11,360.16,,,,,,,,,,,,
2013-06-12,361.36,,,,,,,,,,,,
2013-06-13,360.77,,,,,,,,,,,,
2013-06-14,356.15,,,,,,,,,,,,
2013-06-17,347.6,,,,,,,,,,,,
2013-06-18,350.14,,,,,,,,,,,,
2013-06-19,355.53,,,,,,,,,,,,
2013-06-20,345.95,,,,,,,,,,,,
2013-06-21,343.36,,,,,,,,,,,,
2013-06-24,339.67,,,,,,,,,,,,
2013-06-25,322.99,,,,,,,,,,,,
2013-06-26,331.22,,,,,,,,,,,,
2013-06-27,342.38,,,,,,,,,,,,
2013-06-28,348.17,,,,,,,,,,,,
2013-07-01,350.25,,,,,,,,,,,,
2013-07-02,353.59,,,,,,,,,,,,
2013-07-03,347.38,,,,,,,,,,,,
2013-07-04,355.6,,,,,,,,,,,,
2013-07-05,353.78,,,,,,,,,,,,
2013-07-08,346.45,,,,,,,,,,,,
2013-07-09,348.31,,,,,,,,,,,,
2013-07-10,342.59,,,,,,,,,,,,
2013-07-11,352.33,,,,,,,,,,,,
2013-07-12,351.06,,,,,,,,,,,,
2013-07-15,352.95,,,,,,,,,,,,
2013-07-16,353.28,,,,,,,,,,,,
2013-07-17,353.71,,,,,,,,,,,,
2013-07-18,351.12,,,,,,,,,,,,
2013-07-19,351.29,,,,,,,,,,,,
2013-07-22,353.04,,,,,,,,,,,,
2013-07-23,355.33,,,,,,,,,,,,
2013-07-24,350.25,,,,,,,,,,,,
2013-07-25,351.66,,,,,,,,,,,,
2013-07-26,348.67,,,,,,,,,,,,
2013-07-29,342.0,,,,,,,,,,,,
2013-07-30,341.46,,,,,,,,,,,,
2013-07-31,340.74,,,,,,,,,,,,
2013-08-01,338.58,,,,,,,,,,,,
2013-08-02,337.51,,,,,,,,,,,,
2013-08-05,340.61,,,,,,,,,,,,
2013-08-06,341.98,,,,,,,,,,,,
2013-08-07,343.06,,,,,,,,,,,,
2013-08-08,343.33,,,,,,,,,,,,
2013-08-09,338.41,,,,,,,,,,,,
2013-08-12,338.01,,,,,,,,,,,,
2013-08-13,336.83,,,,,,,,,,,,
2013-08-14,338.24,,,,,,,,,,,,
2013-08-16,337.09,,,,,,,,,,,,
2013-08-19,336.99,,,,,,,,,,,,
2013-08-20,328.32,,,,,,,,,,,,
2013-08-21,323.19,,,,,,,,,,,,
2013-08-22,317.11,,,,,,,,,,,,
2013-08-23,319.34,,,,,,,,,,,,
2013-08-26,321.33,,,,,,,,,,,,
2013-08-27,317.67,,,,,,,,,,,,
2013-08-28,316.58,,,,,,,,,,,,
2013-08-29,322.14,,,,,,,,,,,,
2013-08-30,322.59,,,,,,,,,,,,
2013-09-02,327.88,,,,,,,,,,,,
2013-09-03,328.02,,,,,,,,,,,,
2013-09-04,331.87,,,,,,,,,,,,
2013-09-05,332.85,,,,,,,,,,,,
2013-09-06,328.58,,,,,,,,,,,,
2013-09-09,330.92,,,,,,,,,,,,
2013-09-10,330.12,,,,,,,,,,,,
2013-09-11,332.04,,,,,,,,,,,,
2013-09-12,333.53,,,,,,,,,,,,
2013-09-13,330.81,,,,,,,,,,,,
2013-09-16,328.36,,,,,,,,,,,,
2013-09-17,329.69,,,,,,,,,,,,
2013-09-23,330.16,,,,,,,,,,,,
2013-09-24,330.26,,,,,,,,,,,,
2013-09-25,326.18,,,,,,,,,,,,
2013-09-26,328.38,,,,,,,,,,,,
2013-09-27,332.49,,,,,,,,,,,,
2013-09-30,331.01,,,,,,,,,,,,
2013-10-01,328.85,,,,,,,,,,,,
2013-10-02,329.71,,,,,,,,,,,,
2013-10-04,332.66,,,,,,,,,,,,
2013-10-07,332.19,,,,,,,,,,,,
2013-10-08,331.15,,,,,,,,,,,,
2013-10-10,333.05,,,,,,,,,,,,
2013-10-11,333.94,,,,,,,,,,,,
2013-10-14,331.5,,,,,,,,,,,,
2013-10-15,330.4,,,,,,,,,,,,
2013-10-16,327.88,,,,,,,,,,,,
2013-10-17,326.73,,,,,,,,,,,,
2013-10-18,331.34,,,,,,,,,,,,
2013-10-21,334.57,,,,,,,,,,,,
2013-10-22,335.5,,,,,,,,,,,,
2013-10-23,336.6,,,,,,,,,,,,
2013-10-24,345.91,,,,,,,,,,,,
2013-10-25,346.05,,,,,,,,,,,,
2013-10-28,349.81,,,,,,,,,,,,
2013-10-29,348.15,,,,,,,,,,,,
2013-10-30,351.14,,,,,,,,,,,,
2013-10-31,348.59,,,,,,,,,,,,
2013-11-01,352.32,,,,,,,,,,,,
2013-11-04,351.74,,,,,,,,,,,,
2013-11-05,348.89,,,,,,,,,,,,
2013-11-06,348.69,,,,,,,,,,,,
2013-11-07,346.22,,,,,,,,,,,,
2013-11-08,340.66,,,,,,,,,,,,
2013-11-11,334.06,,,,,,,,,,,,
2013-11-12,338.55,,,,,,,,,,,,
2013-11-13,334.39,,,,,,,,,,,,
2013-11-14,336.79,,,,,,,,,,,,
2013-11-15,338.06,,,,,,,,,,,,
2013-11-18,340.73,,,,,,,,,,,,
2013-11-19,339.56,,,,,,,,,,,,
2013-11-20,337.53,,,,,,,,,,,,
2013-11-21,335.71,,,,,,,,,,,,
2013-11-22,337.28,,,,,,,,,,,,
2013-11-25,340.79,,,,,,,,,,,,
2013-11-26,336.22,,,,,,,,,,,,
2013-11-27,338.96,,,,,,,,,,,,
2013-11-28,341.51,,,,,,,,,,,,
2013-11-29,343.45,,,,,,,,,,,,
2013-12-02,339.72,,,,,,,,,,,,
2013-12-03,337.26,,,,,,,,,,,,
2013-12-04,335.71,,,,,,,,,,,,
2013-12-05,333.83,,,,,,,,,,,,
2013-12-06,334.7,,,,,,,,,,,,
2013-12-09,331.16,,,,,,,,,,,,
2013-12-10,329.27,,,,,,,,,,,,
2013-12-11,328.82,,,,,,,,,,,,
2013-12-12,330.65,,,,,,,,,,,,
2013-12-13,329.88,,,,,,,,,,,,
2013-12-16,324.15,,,,,,,,,,,,
2013-12-17,325.18,,,,,,,,,,,,
2013-12-18,324.62,,,,,,,,,,,,
2013-12-19,326.31,,,,,,,,,,,,
2013-12-20,328.0,,,,,,,,,,,,
2013-12-23,330.31,,,,,,,,,,,,
2013-12-24,331.02,,,,,,,,,,,,
2013-12-26,331.29,,,,,,,,,,,,
2013-12-27,329.29,,,,,,,,,,,,
2013-12-30,329.12,,,,,,,,,,,,
2014-01-02,322.41,,,,,,,,,,,,
2014-01-03,322.43,,,,,,,,,,,,
2014-01-06,324.47,,,,,,,,,,,,
2014-01-07,323.44,,,,,,,,,,,,
2014-01-08,327.91,,,,,,,,,,,,
2014-01-09,330.31,,,,,,,,,,,,
2014-01-10,331.42,,,,,,,,,,,,
2014-01-13,328.57,,,,,,,,,,,,
2014-01-14,328.97,,,,,,,,,,,,
2014-01-15,332.71,,,,,,,,,,,,
2014-01-16,333.73,,,,,,,,,,,,
2014-01-17,333.77,,,,,,,,,,,,
2014-01-20,333.61,,,,,,,,,,,,
2014-01-21,332.42,,,,,,,,,,,,
2014-01-22,333.27,,,,,,,,,,,,
2014-01-23,332.63,,,,,,,,,,,,
2014-01-24,331.56,,,,,,,,,,,,
2014-01-27,325.05,,,,,,,,,,,,
2014-01-28,323.29,,,,,,,,,,,,
2014-01-29,327.46,,,,,,,,,,,,
2014-02-03,328.26,,,,,,,,,,,,
2014-02-04,324.64,,,,,,,,,,,,
2014-02-05,326.06,,,,,,,,,,,,
2014-02-06,324.19,,,,,,,,,,,,
2014-02-07,328.07,,,,,,,,,,,,
2014-02-10,332.79,,,,,,,,,,,,
2014-02-11,338.54,,,,,,,,,,,,
2014-02-12,342.19,,,,,,,,,,,,
2014-02-13,339.03,,,,,,,,,,,,
2014-02-14,340.15,,,,,,,,,,,,
2014-02-17,341.56,,,,,,,,,,,,
2014-02-18,343.89,,,,,,,,,,,,
2014-02-19,341.44,,,,,,,,,,,,
2014-02-20,337.63,,,,,,,,,,,,
2014-02-21,338.24,,,,,,,,,,,,
2014-02-24,337.56,,,,,,,,,,,,
2014-02-25,340.63,,,,,,,,,,,,
2014-02-26,336.85,,,,,,,,,,,,
2014-02-27,337.14,,,,,,,,,,,,
2014-02-28,336.5,,,,,,,,,,,,
2014-03-03,335.39,,,,,,,,,,,,
2014-03-04,338.81,,,,,,,,,,,,
2014-03-05,341.82,,,,,,,,,,,,
2014-03-06,346.21,,,,,,,,,,,,
2014-03-07,345.39,,,,,,,,,,,,
2014-03-10,342.95,,,,,,,,,,,,
2014-03-11,346.45,,,,,,,,,,,,
2014-03-12,339.48,,,,,,,,,,,,
2014-03-13,341.37,,,,,,,,,,,,
2014-03-14,336.47,,,,,,,,,,,,
2014-03-17,332.55,,,,,,,,,,,,
2014-03-18,336.78,,,,,,,,,,,,
2014-03-19,336.15,,,,,,,,,,,,
2014-03-20,333.18,,,,,,,,,,,,
2014-03-21,334.51,,,,,,,,,,,,
2014-03-24,335.75,,,,,,,,,,,,
2014-03-25,335.09,,,,,,,,,,,,
2014-03-26,336.97,,,,,,,,,,,,
2014-03-27,338.28,,,,,,,,,,,,
2014-03-28,339.77,,,,,,,,,,,,
2014-03-31,338.0,,,,,,,,,,,,
2014-04-01,339.02,,,,,,,,,,,,
2014-04-02,340.64,,,,,,,,,,,,
2014-04-03,341.49,,,,,,,,,,,,
2014-04-04,342.62,,,,,,,,,,,,
2014-04-07,338.16,,,,,,,,,,,,
2014-04-08,336.9,,,,,,,,,,,,
2014-04-09,336.2,,,,,,,,,,,,
2014-04-10,337.2,,,,,,,,,,,,
2014-04-11,338.87,,,,,,,,,,,,
2014-04-14,338.83,,,,,,,,,,,,
2014-04-15,339.13,,,,,,,,,,,,
2014-04-16,338.65,,,,,,,,,,,,
2014-04-17,338.69,,,,,,,,,,,,
2014-04-18,340.56,,,,,,,,,,,,
2014-04-21,339.24,,,,,,,,,,,,
2014-04-22,340.15,,,,,,,,,,,,
2014-04-23,337.72,,,,,,,,,,,,
2014-04-24,336.83,,,,,,,,,,,,
2014-04-25,334.71,,,,,,,,,,,,
2014-04-28,333.57,,,,,,,,,,,,
2014-04-29,333.07,,,,,,,,,,,,
2014-04-30,334.6,,,,,,,,,,,,
2014-05-02,332.74,,,,,,,,,,,,
2014-05-07,327.51,,,,,,,,,,,,
2014-05-08,328.38,,,,,,,,,,,,
2014-05-09,332.56,,,,,,,,,,,,
2014-05-12,329.46,,,,,,,,,,,,
2014-05-13,335.11,,,,,,,,,,,,
2014-05-14,336.33,,,,,,,,,,,,
2014-05-15,338.08,,,,,,,,,,,,
2014-05-16,335.48,,,,,,,,,,,,
2014-05-19,330.4,,,,,,,,,,,,
2014-05-20,326.95,,,,,,,,,,,,
2014-05-21,330.31,,,,,,,,,,,,
2014-05-22,331.41,,,,,,,,,,,,
2014-05-23,331.83,,,,,,,,,,,,
2014-05-26,332.8,,,,,,,,,,,,
2014-05-27,329.65,,,,,,,,,,,,
2014-05-28,336.34,,,,,,,,,,,,
2014-05-29,335.69,,,,,,,,,,,,
2014-05-30,336.2,,,,,,,,,,,,
2014-06-02,330.2,,,,,,,,,,,,
2014-06-03,328.22,,,,,,,,,,,,
2014-06-05,329.64,,,,,,,,,,,,
2014-06-09,326.91,,,,,,,,,,,,
2014-06-10,327.97,,,,,,,,,,,,
2014-06-11,329.34,,,,,,,,,,,,
2014-06-12,332.22,,,,,,,,,,,,
2014-06-13,332.56,,,,,,,,,,,,
2014-06-16,331.26,,,,,,,,,,,,
2014-06-17,328.05,,,,,,,,,,,,
2014-06-18,330.55,,,,,,,,,,,,
2014-06-19,331.36,,,,,,,,,,,,
2014-06-20,329.48,,,,,,,,,,,,
2014-06-23,329.55,,,,,,,,,,,,
2014-06-24,330.54,,,,,,,,,,,,
2014-06-25,326.99,,,,,,,,,,,,
2014-06-26,329.31,,,,,,,,,,,,
2014-06-27,329.65,,,,,,,,,,,,
2014-06-30,330.84,,,,,,,,,,,,
2014-07-01,337.88,,,,,,,,,,,,
2014-07-02,340.73,,,,,,,,,,,,
2014-07-03,346.91,,,,,,,,,,,,
2014-07-04,348.09,,,,,,,,,,,,
2014-07-07,349.98,,,,,,,,,,,,
2014-07-08,354.36,,,,,,,,,,,,
2014-07-09,356.62,,,,,,,,,,,,
2014-07-10,361.36,,,,,,,,,,,,
2014-07-11,360.47,,,,,,,,,,,,
2014-07-14,362.46,,,,,,,,,,,,
2014-07-15,357.89,,,,,,,,,,,,
2014-07-16,357.42,,,,,,,,,,,,
2014-07-17,356.05,,,,,,,,,,,,
2014-07-18,356.55,,,,,,,,,,,,
2014-07-21,356.31,,,,,,,,,,,,
2014-07-22,353.67,,,,,,,,,,,,
2014-07-23,351.08,,,,,,,,,,,,
2014-07-24,350.62,,,,,,,,,,,,
2014-07-25,349.61,,,,,,,,,,,,
2014-07-28,346.24,,,,,,,,,,,,
2014-07-29,340.02,,,,,,,,,,,,
2014-07-30,339.49,,,,,,,,,,,,
2014-07-31,337.83,,,,,,,,,,,,
2014-08-01,343.82,,,,,,,,,,,,
2014-08-04,345.44,,,,,,,,,,,,
2014-08-05,346.17,,,,,,,,,,,,
2014-08-06,348.07,,,,,,,,,,,,
2014-08-07,350.78,,,,,,,,,,,,
2014-08-08,346.42,,,,,,,,,,,,
2014-08-11,343.89,,,,,,,,,,,,
2014-08-12,343.3,,,,,,,,,,,,
2014-08-13,342.11,,,,,,,,,,,,
2014-08-14,345.02,,,,,,,,,,,,
2014-08-18,346.82,,,,,,,,,,,,
2014-08-19,344.22,,,,,,,,,,,,
2014-08-20,342.92,,,,,,,,,,,,
2014-08-21,341.03,,,,,,,,,,,,
2014-08-22,341.37,,,,,,,,,,,,
2014-08-25,339.46,,,,,,,,,,,,
2014-08-26,342.76,,,,,,,,,,,,
2014-08-27,346.68,,,,,,,,,,,,
2014-08-28,349.19,,,,,,,,,,,,
2014-08-29,347.84,,,,,,,,,,,,
2014-09-01,346.48,,,,,,,,,,,,
2014-09-02,346.71,,,,,,,,,,,,
2014-09-03,346.7,,,,,,,,,,,,
2014-09-04,345.97,,,,,,,,,,,,
2014-09-05,348.9,,,,,,,,,,,,
2014-09-11,349.51,,,,,,,,,,,,
2014-09-12,351.55,,,,,,,,,,,,
2014-09-15,349.79,,,,,,,,,,,,
2014-09-16,350.91,,,,,,,,,,,,
2014-09-17,355.69,,,,,,,,,,,,
2014-09-18,358.65,,,,,,,,,,,,
2014-09-19,363.98,,,,,,,,,,,,
2014-09-22,360.82,,,,,,,,,,,,
2014-09-23,359.91,,,,,,,,,,,,
2014-09-24,360.01,,,,,,,,,,,,
2014-09-25,361.11,,,,,,,,,,,,
2014-09-26,362.79,,,,,,,,,,,,
2014-09-29,360.4,,,,,,,,,,,,
2014-09-30,357.79,,,,,,,,,,,,
2014-10-01,351.47,,,,,,,,,,,,
2014-10-02,352.88,,,,,,,,,,,,
2014-10-06,352.89,,,,,,,,,,,,
2014-10-07,351.94,,,,,,,,,,,,
2014-10-08,351.17,,,,,,,,,,,,
2014-10-10,347.29,,,,,,,,,,,,
2014-10-13,339.33,,,,,,,,,,,,
2014-10-14,340.93,,,,,,,,,,,,
2014-10-15,343.31,,,,,,,,,,,,
2014-10-16,344.2,,,,,,,,,,,,
2014-10-17,344.28,,,,,,,,,,,,
2014-10-20,345.71,,,,,,,,,,,,
2014-10-21,344.33,,,,,,,,,,,,
2014-10-22,352.64,,,,,,,,,,,,
2014-10-23,356.06,,,,,,,,,,,,
2014-10-24,354.09,,,,,,,,,,,,
2014-10-27,360.78,,,,,,,,,,,,
2014-10-28,357.44,,,,,,,,,,,,
2014-10-29,356.82,,,,,,,,,,,,
2014-10-30,351.4,,,,,,,,,,,,
2014-10-31,348.8,,,,,,,,,,,,
2014-11-03,350.65,,,,,,,,,,,,
2014-11-04,344.15,,,,,,,,,,,,
2014-11-05,341.13,,,,,,,,,,,,
2014-11-06,336.13,,,,,,,,,,,,
2014-11-07,336.27,,,,,,,,,,,,
2014-11-10,335.96,,,,,,,,,,,,
2014-11-11,335.52,,,,,,,,,,,,
2014-11-12,339.59,,,,,,,,,,,,
2014-11-13,339.9,,,,,,,,,,,,
2014-11-14,333.34,,,,,,,,,,,,
2014-11-17,326.53,,,,,,,,,,,,
2014-11-18,329.55,,,,,,,,,,,,
