_date,Volume
2026-04-27,2416266
2026-04-28,4885940
2026-04-29,4018193
2026-04-30,3387305
2026-05-04,3415947
2026-05-06,2725472
2026-05-07,2660742
2026-05-08,2262467
2026-05-11,2491944
2026-05-12,4360039
2026-05-13,2748523
2026-05-14,3531592
2026-05-15,5588546
2026-05-18,3059764
2026-05-19,3862255
2026-05-20,3313780
2026-05-21,2142484
