날짜,Healthcare,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2014-11-19,322.48,,,,,,,,,,,,
2014-11-20,318.62,,,,,,,,,,,,
2014-11-21,315.01,,,,,,,,,,,,
2014-11-24,305.6,,,,,,,,,,,,
2014-11-25,312.58,,,,,,,,,,,,
2014-11-26,313.33,,,,,,,,,,,,
2014-11-27,311.94,,,,,,,,,,,,
2014-11-28,314.52,,,,,,,,,,,,
2014-12-01,316.19,,,,,,,,,,,,
2014-12-02,314.98,,,,,,,,,,,,
2014-12-03,322.8,,,,,,,,,,,,
2014-12-04,322.49,,,,,,,,,,,,
2014-12-05,320.45,,,,,,,,,,,,
2014-12-08,315.26,,,,,,,,,,,,
2014-12-09,316.92,,,,,,,,,,,,
2014-12-10,314.72,,,,,,,,,,,,
2014-12-11,308.69,,,,,,,,,,,,
2014-12-12,311.65,,,,,,,,,,,,
2014-12-15,316.95,,,,,,,,,,,,
2014-12-16,316.47,,,,,,,,,,,,
2014-12-17,316.69,,,,,,,,,,,,
2014-12-18,313.93,,,,,,,,,,,,
2014-12-19,346.92,,,,,,,,,,,,
2014-12-22,356.27,,,,,,,,,,,,
2014-12-23,356.32,,,,,,,,,,,,
2014-12-24,353.1,,,,,,,,,,,,
2014-12-26,358.08,,,,,,,,,,,,
2014-12-29,384.22,,,,,,,,,,,,
2014-12-30,402.3,,,,,,,,,,,,
2015-01-02,427.6,,,,,,,,,,,,
2015-01-05,377.74,,,,,,,,,,,,
2015-01-06,362.33,,,,,,,,,,,,
2015-01-07,355.23,,,,,,,,,,,,
2015-01-08,352.87,,,,,,,,,,,,
2015-01-09,382.55,,,,,,,,,,,,
2015-01-12,377.39,,,,,,,,,,,,
2015-01-13,358.39,,,,,,,,,,,,
2015-01-14,356.69,,,,,,,,,,,,
2015-01-15,364.24,,,,,,,,,,,,
2015-01-16,354.62,,,,,,,,,,,,
2015-01-19,344.22,,,,,,,,,,,,
2015-01-20,344.99,,,,,,,,,,,,
2015-01-21,331.48,,,,,,,,,,,,
2015-01-22,331.8,,,,,,,,,,,,
2015-01-23,345.31,,,,,,,,,,,,
2015-01-26,344.3,,,,,,,,,,,,
2015-01-27,354.78,,,,,,,,,,,,
2015-01-28,364.52,,,,,,,,,,,,
2015-01-29,359.62,,,,,,,,,,,,
2015-01-30,358.46,,,,,,,,,,,,
2015-02-02,355.58,,,,,,,,,,,,
2015-02-03,362.89,,,,,,,,,,,,
2015-02-04,361.47,,,,,,,,,,,,
2015-02-05,360.54,,,,,,,,,,,,
2015-02-06,365.33,,,,,,,,,,,,
2015-02-09,364.19,,,,,,,,,,,,
2015-02-10,361.52,,,,,,,,,,,,
2015-02-11,369.17,,,,,,,,,,,,
2015-02-12,368.34,,,,,,,,,,,,
2015-02-13,385.32,,,,,,,,,,,,
2015-02-16,392.66,,,,,,,,,,,,
2015-02-17,385.01,,,,,,,,,,,,
2015-02-23,389.69,,,,,,,,,,,,
2015-02-24,402.59,,,,,,,,,,,,
2015-02-25,404.71,,,,,,,,,,,,
2015-02-26,406.95,,,,,,,,,,,,
2015-02-27,415.21,,,,,,,,,,,,
2015-03-02,406.57,,,,,,,,,,,,
2015-03-03,399.27,,,,,,,,,,,,
2015-03-04,399.93,,,,,,,,,,,,
2015-03-05,398.91,,,,,,,,,,,,
2015-03-06,407.77,,,,,,,,,,,,
2015-03-09,418.31,,,,,,,,,,,,
2015-03-10,419.38,,,,,,,,,,,,
2015-03-11,410.46,,,,,,,,,,,,
2015-03-12,401.44,,,,,,,,,,,,
2015-03-13,405.36,,,,,,,,,,,,
2015-03-16,398.23,,,,,,,,,,,,
2015-03-17,416.46,,,,,,,,,,,,
2015-03-18,395.74,,,,,,,,,,,,
2015-03-19,400.34,,,,,,,,,,,,
2015-03-20,401.72,,,,,,,,,,,,
2015-03-23,393.64,,,,,,,,,,,,
2015-03-24,391.68,,,,,,,,,,,,
2015-03-25,401.12,,,,,,,,,,,,
2015-03-26,391.42,,,,,,,,,,,,
2015-03-27,388.06,,,,,,,,,,,,
2015-03-30,399.23,,,,,,,,,,,,
2015-03-31,395.58,,,,,,,,,,,,
2015-04-01,390.9,,,,,,,,,,,,
2015-04-02,383.47,,,,,,,,,,,,
2015-04-03,385.07,,,,,,,,,,,,
2015-04-06,382.18,,,,,,,,,,,,
2015-04-07,385.1,,,,,,,,,,,,
2015-04-08,381.81,,,,,,,,,,,,
2015-04-09,379.04,,,,,,,,,,,,
2015-04-10,377.34,,,,,,,,,,,,
2015-04-13,378.35,,,,,,,,,,,,
2015-04-14,382.6,,,,,,,,,,,,
2015-04-15,411.34,,,,,,,,,,,,
2015-04-16,417.57,,,,,,,,,,,,
2015-04-17,413.32,,,,,,,,,,,,
2015-04-20,423.47,,,,,,,,,,,,
2015-04-21,431.45,,,,,,,,,,,,
2015-04-22,421.68,,,,,,,,,,,,
2015-04-23,462.16,,,,,,,,,,,,
2015-04-24,443.12,,,,,,,,,,,,
2015-04-27,438.13,,,,,,,,,,,,
2015-04-28,441.78,,,,,,,,,,,,
2015-04-29,440.42,,,,,,,,,,,,
2015-04-30,423.28,,,,,,,,,,,,
2015-05-04,427.37,,,,,,,,,,,,
2015-05-06,421.98,,,,,,,,,,,,
2015-05-07,387.7,,,,,,,,,,,,
2015-05-08,392.21,,,,,,,,,,,,
2015-05-11,390.43,,,,,,,,,,,,
2015-05-12,392.66,,,,,,,,,,,,
2015-05-13,406.05,,,,,,,,,,,,
2015-05-14,403.72,,,,,,,,,,,,
2015-05-15,418.69,,,,,,,,,,,,
2015-05-18,417.5,,,,,,,,,,,,
2015-05-19,418.17,,,,,,,,,,,,
2015-05-20,424.92,,,,,,,,,,,,
2015-05-21,425.43,,,,,,,,,,,,
2015-05-22,429.27,,,,,,,,,,,,
2015-05-26,475.71,,,,,,,,,,,,
2015-05-27,479.44,,,,,,,,,,,,
2015-05-28,471.33,,,,,,,,,,,,
2015-05-29,482.42,,,,,,,,,,,,
2015-06-01,474.73,,,,,,,,,,,,
2015-06-02,467.84,,,,,,,,,,,,
2015-06-03,459.15,,,,,,,,,,,,
2015-06-04,477.48,,,,,,,,,,,,
2015-06-05,488.07,,,,,,,,,,,,
2015-06-08,463.79,,,,,,,,,,,,
2015-06-09,464.36,,,,,,,,,,,,
2015-06-10,457.85,,,,,,,,,,,,
2015-06-11,459.74,,,,,,,,,,,,
2015-06-12,462.92,,,,,,,,,,,,
2015-06-15,434.93,,,,,,,,,,,,
2015-06-16,435.27,,,,,,,,,,,,
2015-06-17,446.12,,,,,,,,,,,,
2015-06-18,439.61,,,,,,,,,,,,
2015-06-19,446.21,,,,,,,,,,,,
2015-06-22,443.79,,,,,,,,,,,,
2015-06-23,462.84,,,,,,,,,,,,
2015-06-24,449.84,,,,,,,,,,,,
2015-06-25,448.13,,,,,,,,,,,,
2015-06-26,447.0,,,,,,,,,,,,
2015-06-29,446.91,,,,,,,,,,,,
2015-06-30,453.51,,,,,,,,,,,,
2015-07-01,461.58,,,,,,,,,,,,
2015-07-02,460.38,,,,,,,,,,,,
2015-07-03,466.63,,,,,,,,,,,,
2015-07-06,453.5,,,,,,,,,,,,
2015-07-07,454.64,,,,,,,,,,,,
2015-07-08,446.37,,,,,,,,,,,,
2015-07-09,448.95,,,,,,,,,,,,
2015-07-10,457.37,,,,,,,,,,,,
2015-07-13,467.58,,,,,,,,,,,,
2015-07-14,461.77,,,,,,,,,,,,
2015-07-15,470.22,,,,,,,,,,,,
2015-07-16,489.88,,,,,,,,,,,,
2015-07-17,460.24,,,,,,,,,,,,
2015-07-20,453.96,,,,,,,,,,,,
2015-07-21,448.19,,,,,,,,,,,,
2015-07-22,456.63,,,,,,,,,,,,
2015-07-23,451.48,,,,,,,,,,,,
2015-07-24,446.39,,,,,,,,,,,,
2015-07-27,444.02,,,,,,,,,,,,
2015-07-28,438.36,,,,,,,,,,,,
2015-07-29,445.24,,,,,,,,,,,,
2015-07-30,435.4,,,,,,,,,,,,
2015-07-31,442.59,,,,,,,,,,,,
2015-08-03,442.69,,,,,,,,,,,,
2015-08-04,450.51,,,,,,,,,,,,
2015-08-05,443.91,,,,,,,,,,,,
2015-08-06,431.43,,,,,,,,,,,,
2015-08-07,416.31,,,,,,,,,,,,
2015-08-10,411.67,,,,,,,,,,,,
2015-08-11,410.69,,,,,,,,,,,,
2015-08-12,400.3,,,,,,,,,,,,
2015-08-13,402.93,,,,,,,,,,,,
2015-08-17,405.3,,,,,,,,,,,,
2015-08-18,397.26,,,,,,,,,,,,
2015-08-19,378.33,,,,,,,,,,,,
2015-08-20,384.0,,,,,,,,,,,,
2015-08-21,379.04,,,,,,,,,,,,
2015-08-24,364.45,,,,,,,,,,,,
2015-08-25,371.77,,,,,,,,,,,,
2015-08-26,397.92,,,,,,,,,,,,
2015-08-27,421.81,,,,,,,,,,,,
2015-08-28,438.86,,,,,,,,,,,,
2015-08-31,464.67,,,,,,,,,,,,
2015-09-01,445.47,,,,,,,,,,,,
2015-09-02,452.43,,,,,,,,,,,,
2015-09-03,436.36,,,,,,,,,,,,
2015-09-04,426.36,,,,,,,,,,,,
2015-09-07,425.14,,,,,,,,,,,,
2015-09-08,432.15,,,,,,,,,,,,
2015-09-09,435.35,,,,,,,,,,,,
2015-09-10,448.59,,,,,,,,,,,,
2015-09-11,434.08,,,,,,,,,,,,
2015-09-14,419.47,,,,,,,,,,,,
2015-09-15,429.14,,,,,,,,,,,,
2015-09-16,432.22,,,,,,,,,,,,
2015-09-17,423.82,,,,,,,,,,,,
2015-09-18,423.93,,,,,,,,,,,,
2015-09-21,421.93,,,,,,,,,,,,
2015-09-22,417.39,,,,,,,,,,,,
2015-09-23,399.22,,,,,,,,,,,,
2015-09-24,402.49,,,,,,,,,,,,
2015-09-25,400.1,,,,,,,,,,,,
2015-09-30,398.65,,,,,,,,,,,,
2015-10-01,415.68,,,,,,,,,,,,
2015-10-02,408.85,,,,,,,,,,,,
2015-10-05,418.21,,,,,,,,,,,,
2015-10-06,423.05,,,,,,,,,,,,
2015-10-07,417.55,,,,,,,,,,,,
2015-10-08,419.77,,,,,,,,,,,,
2015-10-12,419.75,,,,,,,,,,,,
2015-10-13,411.15,,,,,,,,,,,,
2015-10-14,414.16,,,,,,,,,,,,
2015-10-15,413.08,,,,,,,,,,,,
2015-10-16,406.42,,,,,,,,,,,,
2015-10-19,410.62,,,,,,,,,,,,
2015-10-20,413.14,,,,,,,,,,,,
2015-10-21,408.8,,,,,,,,,,,,
2015-10-22,403.24,,,,,,,,,,,,
2015-10-23,403.42,,,,,,,,,,,,
2015-10-26,412.66,,,,,,,,,,,,
2015-10-27,408.62,,,,,,,,,,,,
2015-10-28,407.04,,,,,,,,,,,,
2015-10-29,400.7,,,,,,,,,,,,
2015-10-30,398.24,,,,,,,,,,,,
2015-11-02,391.31,,,,,,,,,,,,
2015-11-03,391.59,,,,,,,,,,,,
2015-11-04,392.2,,,,,,,,,,,,
2015-11-05,390.32,,,,,,,,,,,,
2015-11-06,385.75,,,,,,,,,,,,
2015-11-09,380.99,,,,,,,,,,,,
2015-11-10,370.35,,,,,,,,,,,,
2015-11-11,372.65,,,,,,,,,,,,
2015-11-12,378.15,,,,,,,,,,,,
2015-11-13,371.4,,,,,,,,,,,,
2015-11-16,368.35,,,,,,,,,,,,
2015-11-17,385.23,,,,,,,,,,,,
2015-11-18,380.47,,,,,,,,,,,,
2015-11-19,385.46,,,,,,,,,,,,
2015-11-20,384.46,,,,,,,,,,,,
2015-11-23,385.85,,,,,,,,,,,,
2015-11-24,389.42,,,,,,,,,,,,
2015-11-25,387.75,,,,,,,,,,,,
2015-11-26,389.06,,,,,,,,,,,,
2015-11-27,389.08,,,,,,,,,,,,
2015-11-30,386.74,,,,,,,,,,,,
2015-12-01,386.2,,,,,,,,,,,,
2015-12-02,386.0,,,,,,,,,,,,
2015-12-03,380.49,,,,,,,,,,,,
2015-12-04,378.66,,,,,,,,,,,,
2015-12-07,372.86,,,,,,,,,,,,
2015-12-08,368.6,,,,,,,,,,,,
2015-12-09,360.02,,,,,,,,,,,,
2015-12-10,366.06,,,,,,,,,,,,
2015-12-11,367.36,,,,,,,,,,,,
2015-12-14,361.39,,,,,,,,,,,,
2015-12-15,360.57,,,,,,,,,,,,
2015-12-16,362.52,,,,,,,,,,,,
2015-12-17,369.82,,,,,,,,,,,,
2015-12-18,371.98,,,,,,,,,,,,
2015-12-21,371.47,,,,,,,,,,,,
2015-12-22,368.46,,,,,,,,,,,,
2015-12-23,369.62,,,,,,,,,,,,
2015-12-24,373.81,,,,,,,,,,,,
2015-12-28,371.38,,,,,,,,,,,,
2015-12-29,373.35,,,,,,,,,,,,
2015-12-30,377.35,,,,,,,,,,,,
2016-01-04,368.04,,,,,,,,,,,,
2016-01-05,367.04,,,,,,,,,,,,
2016-01-06,370.71,,,,,,,,,,,,
2016-01-07,375.64,,,,,,,,,,,,
2016-01-08,378.05,,,,,,,,,,,,
2016-01-11,375.49,,,,,,,,,,,,
2016-01-12,372.56,,,,,,,,,,,,
2016-01-13,369.98,,,,,,,,,,,,
2016-01-14,366.87,,,,,,,,,,,,
2016-01-15,365.36,,,,,,,,,,,,
2016-01-18,368.99,,,,,,,,,,,,
2016-01-19,372.18,,,,,,,,,,,,
2016-01-20,364.68,,,,,,,,,,,,
2016-01-21,363.89,,,,,,,,,,,,
2016-01-22,368.71,,,,,,,,,,,,
2016-01-25,372.67,,,,,,,,,,,,
2016-01-26,374.66,,,,,,,,,,,,
2016-01-27,379.13,,,,,,,,,,,,
2016-01-28,373.46,,,,,,,,,,,,
2016-01-29,380.9,,,,,,,,,,,,
2016-02-01,382.17,,,,,,,,,,,,
2016-02-02,384.81,,,,,,,,,,,,
2016-02-03,385.95,,,,,,,,,,,,
2016-02-04,384.1,,,,,,,,,,,,
2016-02-05,387.94,,,,,,,,,,,,
2016-02-11,374.82,,,,,,,,,,,,
2016-02-12,363.03,,,,,,,,,,,,
2016-02-15,370.46,,,,,,,,,,,,
2016-02-16,384.84,,,,,,,,,,,,
2016-02-17,390.88,,,,,,,,,,,,
2016-02-18,396.62,,,,,,,,,,,,
2016-02-19,391.98,,,,,,,,,,,,
2016-02-22,392.2,,,,,,,,,,,,
2016-02-23,388.01,,,,,,,,,,,,
2016-02-24,387.36,,,,,,,,,,,,
2016-02-25,385.82,,,,,,,,,,,,
2016-02-26,384.74,,,,,,,,,,,,
2016-02-29,382.09,,,,,,,,,,,,
2016-03-02,381.29,,,,,,,,,,,,
2016-03-03,378.86,,,,,,,,,,,,
2016-03-04,382.44,,,,,,,,,,,,
2016-03-07,374.37,,,,,,,,,,,,
2016-03-08,374.39,,,,,,,,,,,,
2016-03-09,378.97,,,,,,,,,,,,
2016-03-10,379.95,,,,,,,,,,,,
2016-03-11,374.54,,,,,,,,,,,,
2016-03-14,373.66,,,,,,,,,,,,
2016-03-15,373.79,,,,,,,,,,,,
2016-03-16,374.58,,,,,,,,,,,,
2016-03-17,372.53,,,,,,,,,,,,
2016-03-18,369.58,,,,,,,,,,,,
2016-03-21,369.11,,,,,,,,,,,,
2016-03-22,374.19,,,,,,,,,,,,
2016-03-23,373.91,,,,,,,,,,,,
2016-03-24,374.48,,,,,,,,,,,,
2016-03-25,378.39,,,,,,,,,,,,
2016-03-28,380.61,,,,,,,,,,,,
2016-03-29,380.5,,,,,,,,,,,,
2016-03-30,377.13,,,,,,,,,,,,
2016-03-31,377.55,,,,,,,,,,,,
2016-04-01,371.82,,,,,,,,,,,,
2016-04-04,372.21,,,,,,,,,,,,
2016-04-05,373.08,,,,,,,,,,,,
2016-04-06,370.04,,,,,,,,,,,,
2016-04-07,368.3,,,,,,,,,,,,
2016-04-08,367.17,,,,,,,,,,,,
2016-04-11,364.69,,,,,,,,,,,,
2016-04-12,367.29,,,,,,,,,,,,
2016-04-14,366.85,,,,,,,,,,,,
2016-04-15,369.07,,,,,,,,,,,,
2016-04-18,370.86,,,,,,,,,,,,
2016-04-19,375.49,,,,,,,,,,,,
2016-04-20,374.01,,,,,,,,,,,,
2016-04-21,372.65,,,,,,,,,,,,
2016-04-22,373.77,,,,,,,,,,,,
2016-04-25,374.4,,,,,,,,,,,,
2016-04-26,375.97,,,,,,,,,,,,
2016-04-27,372.74,,,,,,,,,,,,
2016-04-28,376.54,,,,,,,,,,,,
2016-04-29,375.85,,,,,,,,,,,,
2016-05-02,369.61,,,,,,,,,,,,
2016-05-03,369.68,,,,,,,,,,,,
2016-05-04,364.52,,,,,,,,,,,,
2016-05-09,355.09,,,,,,,,,,,,
2016-05-10,355.53,,,,,,,,,,,,
2016-05-11,354.6,,,,,,,,,,,,
2016-05-12,351.57,,,,,,,,,,,,
2016-05-13,358.99,,,,,,,,,,,,
2016-05-16,359.32,,,,,,,,,,,,
2016-05-17,353.07,,,,,,,,,,,,
2016-05-18,349.4,,,,,,,,,,,,
2016-05-19,347.41,,,,,,,,,,,,
2016-05-20,346.96,,,,,,,,,,,,
2016-05-23,345.8,,,,,,,,,,,,
2016-05-24,342.81,,,,,,,,,,,,
2016-05-25,341.08,,,,,,,,,,,,
2016-05-26,338.36,,,,,,,,,,,,
2016-05-27,340.69,,,,,,,,,,,,
2016-05-30,341.26,,,,,,,,,,,,
2016-05-31,345.21,,,,,,,,,,,,
2016-06-01,348.09,,,,,,,,,,,,
2016-06-02,347.54,,,,,,,,,,,,
2016-06-03,347.77,,,,,,,,,,,,
2016-06-07,347.5,,,,,,,,,,,,
2016-06-08,346.33,,,,,,,,,,,,
2016-06-09,344.61,,,,,,,,,,,,
2016-06-10,345.79,,,,,,,,,,,,
2016-06-13,340.44,,,,,,,,,,,,
2016-06-14,334.06,,,,,,,,,,,,
2016-06-15,333.77,,,,,,,,,,,,
2016-06-16,328.32,,,,,,,,,,,,
2016-06-17,329.68,,,,,,,,,,,,
2016-06-20,334.31,,,,,,,,,,,,
2016-06-21,334.17,,,,,,,,,,,,
2016-06-22,337.01,,,,,,,,,,,,
2016-06-23,334.54,,,,,,,,,,,,
2016-06-24,320.27,,,,,,,,,,,,
2016-06-27,325.19,,,,,,,,,,,,
2016-06-28,327.45,,,,,,,,,,,,
2016-06-29,329.22,,,,,,,,,,,,
2016-06-30,329.24,,,,,,,,,,,,
2016-07-01,328.39,,,,,,,,,,,,
2016-07-04,324.92,,,,,,,,,,,,
2016-07-05,326.13,,,,,,,,,,,,
2016-07-06,323.24,,,,,,,,,,,,
2016-07-07,322.83,,,,,,,,,,,,
2016-07-08,323.83,,,,,,,,,,,,
2016-07-11,327.71,,,,,,,,,,,,
2016-07-12,328.85,,,,,,,,,,,,
2016-07-13,327.68,,,,,,,,,,,,
2016-07-14,324.14,,,,,,,,,,,,
2016-07-15,322.73,,,,,,,,,,,,
2016-07-18,323.59,,,,,,,,,,,,
2016-07-19,324.15,,,,,,,,,,,,
2016-07-20,327.64,,,,,,,,,,,,
2016-07-21,329.81,,,,,,,,,,,,
2016-07-22,326.12,,,,,,,,,,,,
2016-07-25,316.44,,,,,,,,,,,,
2016-07-26,318.79,,,,,,,,,,,,
2016-07-27,315.85,,,,,,,,,,,,
2016-07-28,317.87,,,,,,,,,,,,
2016-07-29,315.36,,,,,,,,,,,,
2016-08-01,316.37,,,,,,,,,,,,
2016-08-02,315.32,,,,,,,,,,,,
2016-08-03,311.61,,,,,,,,,,,,
2016-08-04,313.67,,,,,,,,,,,,
2016-08-05,313.75,,,,,,,,,,,,
2016-08-08,313.89,,,,,,,,,,,,
2016-08-09,316.87,,,,,,,,,,,,
2016-08-10,315.85,,,,,,,,,,,,
2016-08-11,316.94,,,,,,,,,,,,
2016-08-12,318.1,,,,,,,,,,,,
2016-08-16,311.36,,,,,,,,,,,,
2016-08-17,309.53,,,,,,,,,,,,
2016-08-18,306.05,,,,,,,,,,,,
2016-08-19,305.86,,,,,,,,,,,,
2016-08-22,302.73,,,,,,,,,,,,
2016-08-23,300.63,,,,,,,,,,,,
2016-08-24,301.53,,,,,,,,,,,,
2016-08-25,301.68,,,,,,,,,,,,
2016-08-26,303.55,,,,,,,,,,,,
2016-08-29,297.06,,,,,,,,,,,,
2016-08-30,297.53,,,,,,,,,,,,
2016-08-31,296.14,,,,,,,,,,,,
2016-09-01,296.99,,,,,,,,,,,,
2016-09-02,298.28,,,,,,,,,,,,
2016-09-05,303.36,,,,,,,,,,,,
2016-09-06,299.67,,,,,,,,,,,,
2016-09-07,296.53,,,,,,,,,,,,
2016-09-08,295.06,,,,,,,,,,,,
2016-09-09,292.44,,,,,,,,,,,,
2016-09-12,293.25,,,,,,,,,,,,
2016-09-13,293.83,,,,,,,,,,,,
2016-09-19,293.52,,,,,,,,,,,,
2016-09-20,298.47,,,,,,,,,,,,
2016-09-21,302.29,,,,,,,,,,,,
2016-09-22,307.22,,,,,,,,,,,,
2016-09-23,311.84,,,,,,,,,,,,
2016-09-26,310.77,,,,,,,,,,,,
2016-09-27,311.19,,,,,,,,,,,,
2016-09-28,313.85,,,,,,,,,,,,
2016-09-29,312.08,,,,,,,,,,,,
2016-09-30,310.02,,,,,,,,,,,,
2016-10-04,312.47,,,,,,,,,,,,
2016-10-05,314.13,,,,,,,,,,,,
2016-10-06,312.72,,,,,,,,,,,,
2016-10-07,311.8,,,,,,,,,,,,
2016-10-10,314.42,,,,,,,,,,,,
2016-10-11,315.16,,,,,,,,,,,,
2016-10-12,315.63,,,,,,,,,,,,
2016-10-13,312.2,,,,,,,,,,,,
2016-10-14,312.61,,,,,,,,,,,,
2016-10-17,310.71,,,,,,,,,,,,
2016-10-18,313.27,,,,,,,,,,,,
2016-10-19,316.33,,,,,,,,,,,,
2016-10-20,319.28,,,,,,,,,,,,
2016-10-21,316.85,,,,,,,,,,,,
2016-10-24,313.11,,,,,,,,,,,,
2016-10-25,307.26,,,,,,,,,,,,
2016-10-26,305.75,,,,,,,,,,,,
2016-10-27,308.4,,,,,,,,,,,,
2016-10-28,302.76,,,,,,,,,,,,
2016-10-31,298.94,,,,,,,,,,,,
2016-11-01,297.17,,,,,,,,,,,,
2016-11-02,290.67,,,,,,,,,,,,
2016-11-03,296.85,,,,,,,,,,,,
2016-11-04,299.72,,,,,,,,,,,,
2016-11-07,299.53,,,,,,,,,,,,
2016-11-08,301.9,,,,,,,,,,,,
2016-11-09,291.89,,,,,,,,,,,,
2016-11-10,292.11,,,,,,,,,,,,
2016-11-11,295.85,,,,,,,,,,,,
2016-11-14,295.38,,,,,,,,,,,,
2016-11-15,295.07,,,,,,,,,,,,
2016-11-16,297.69,,,,,,,,,,,,
2016-11-17,297.8,,,,,,,,,,,,
2016-11-18,296.55,,,,,,,,,,,,
2016-11-21,293.39,,,,,,,,,,,,
2016-11-22,291.18,,,,,,,,,,,,
2016-11-23,289.11,,,,,,,,,,,,
2016-11-24,287.18,,,,,,,,,,,,
2016-11-25,286.38,,,,,,,,,,,,
2016-11-28,285.89,,,,,,,,,,,,
2016-11-29,287.1,,,,,,,,,,,,
2016-11-30,286.61,,,,,,,,,,,,
2016-12-01,284.34,,,,,,,,,,,,
2016-12-02,281.74,,,,,,,,,,,,
2016-12-05,278.55,,,,,,,,,,,,
2016-12-06,279.85,,,,,,,,,,,,
2016-12-07,279.89,,,,,,,,,,,,
2016-12-08,284.55,,,,,,,,,,,,
2016-12-09,282.75,,,,,,,,,,,,
2016-12-12,286.72,,,,,,,,,,,,
2016-12-13,290.3,,,,,,,,,,,,
2016-12-14,292.69,,,,,,,,,,,,
2016-12-15,293.13,,,,,,,,,,,,
2016-12-16,293.43,,,,,,,,,,,,
2016-12-19,292.03,,,,,,,,,,,,
2016-12-20,291.88,,,,,,,,,,,,
2016-12-21,290.32,,,,,,,,,,,,
2016-12-22,287.91,,,,,,,,,,,,
2016-12-23,293.58,,,,,,,,,,,,
2016-12-26,291.6,,,,,,,,,,,,
2016-12-27,290.49,,,,,,,,,,,,
2016-12-28,288.61,,,,,,,,,,,,
2016-12-29,291.15,,,,,,,,,,,,
2017-01-02,291.82,,,,,,,,,,,,
2017-01-03,291.55,,,,,,,,,,,,
2017-01-04,290.73,,,,,,,,,,,,
2017-01-05,288.69,,,,,,,,,,,,
2017-01-06,289.97,,,,,,,,,,,,
2017-01-09,288.25,,,,,,,,,,,,
2017-01-10,285.99,,,,,,,,,,,,
2017-01-11,284.69,,,,,,,,,,,,
2017-01-12,286.92,,,,,,,,,,,,
2017-01-13,289.77,,,,,,,,,,,,
2017-01-16,288.32,,,,,,,,,,,,
2017-01-17,286.16,,,,,,,,,,,,
2017-01-18,286.74,,,,,,,,,,,,
2017-01-19,283.97,,,,,,,,,,,,
2017-01-20,285.08,,,,,,,,,,,,
2017-01-23,282.13,,,,,,,,,,,,
2017-01-24,280.6,,,,,,,,,,,,
2017-01-25,279.74,,,,,,,,,,,,
2017-01-26,279.7,,,,,,,,,,,,
2017-01-31,277.49,,,,,,,,,,,,
2017-02-01,281.77,,,,,,,,,,,,
2017-02-02,278.67,,,,,,,,,,,,
2017-02-03,276.46,,,,,,,,,,,,
2017-02-06,276.04,,,,,,,,,,,,
2017-02-07,281.2,,,,,,,,,,,,
2017-02-08,281.0,,,,,,,,,,,,
2017-02-09,278.99,,,,,,,,,,,,
2017-02-10,279.68,,,,,,,,,,,,
2017-02-13,284.58,,,,,,,,,,,,
2017-02-14,282.69,,,,,,,,,,,,
2017-02-15,285.63,,,,,,,,,,,,
2017-02-16,283.08,,,,,,,,,,,,
2017-02-17,282.49,,,,,,,,,,,,
2017-02-20,279.95,,,,,,,,,,,,
2017-02-21,284.76,,,,,,,,,,,,
2017-02-22,283.83,,,,,,,,,,,,
2017-02-23,280.95,,,,,,,,,,,,
2017-02-24,283.63,,,,,,,,,,,,
2017-02-27,282.94,,,,,,,,,,,,
2017-02-28,282.6,,,,,,,,,,,,
2017-03-02,279.48,,,,,,,,,,,,
2017-03-03,277.11,,,,,,,,,,,,
2017-03-06,276.22,,,,,,,,,,,,
2017-03-07,277.76,,,,,,,,,,,,
2017-03-08,277.95,,,,,,,,,,,,
2017-03-09,282.03,,,,,,,,,,,,
2017-03-10,283.47,,,,,,,,,,,,
2017-03-13,281.39,,,,,,,,,,,,
2017-03-14,277.84,,,,,,,,,,,,
2017-03-15,273.82,,,,,,,,,,,,
2017-03-16,274.46,,,,,,,,,,,,
2017-03-17,274.77,,,,,,,,,,,,
2017-03-20,273.24,,,,,,,,,,,,
2017-03-21,271.16,,,,,,,,,,,,
2017-03-22,273.73,,,,,,,,,,,,
2017-03-23,272.17,,,,,,,,,,,,
2017-03-24,278.21,,,,,,,,,,,,
2017-03-27,281.14,,,,,,,,,,,,
2017-03-28,280.02,,,,,,,,,,,,
2017-03-29,282.02,,,,,,,,,,,,
2017-03-30,281.35,,,,,,,,,,,,
2017-03-31,281.8,,,,,,,,,,,,
2017-04-03,283.11,,,,,,,,,,,,
2017-04-04,282.63,,,,,,,,,,,,
2017-04-05,281.49,,,,,,,,,,,,
2017-04-06,282.5,,,,,,,,,,,,
2017-04-07,285.78,,,,,,,,,,,,
2017-04-10,278.75,,,,,,,,,,,,
2017-04-11,283.18,,,,,,,,,,,,
2017-04-12,284.06,,,,,,,,,,,,
2017-04-13,289.97,,,,,,,,,,,,
2017-04-14,287.06,,,,,,,,,,,,
2017-04-17,289.89,,,,,,,,,,,,
2017-04-18,292.43,,,,,,,,,,,,
2017-04-19,292.36,,,,,,,,,,,,
2017-04-20,294.41,,,,,,,,,,,,
2017-04-21,292.12,,,,,,,,,,,,
2017-04-24,289.2,,,,,,,,,,,,
2017-04-25,289.83,,,,,,,,,,,,
2017-04-26,290.56,,,,,,,,,,,,
2017-04-27,293.41,,,,,,,,,,,,
2017-04-28,290.9,,,,,,,,,,,,
2017-05-02,289.49,,,,,,,,,,,,
