_date,Volume
2026-04-27,13332921
2026-04-28,26242814
2026-04-29,20744953
2026-04-30,20849004
2026-05-04,17520249
2026-05-06,16901724
2026-05-07,12445000
2026-05-08,9272259
2026-05-11,12551705
2026-05-12,16356971
2026-05-13,9479614
2026-05-14,14578901
2026-05-15,17130424
2026-05-18,9863899
2026-05-19,7922939
2026-05-20,7868290
2026-05-21,8052362
