날짜,Finance,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2012-04-27,1976.22,,,,,,,,,,,,
2012-04-30,1983.18,,,,,,,,,,,,
2012-05-02,2000.32,,,,,,,,,,,,
2012-05-03,1994.32,,,,,,,,,,,,
2012-05-04,1985.8,,,,,,,,,,,,
2012-05-07,1952.56,,,,,,,,,,,,
2012-05-08,1962.07,,,,,,,,,,,,
2012-05-09,1943.55,,,,,,,,,,,,
2012-05-10,1937.28,,,,,,,,,,,,
2012-05-11,1909.46,,,,,,,,,,,,
2012-05-14,1909.43,,,,,,,,,,,,
2012-05-15,1895.08,,,,,,,,,,,,
2012-05-16,1833.05,,,,,,,,,,,,
2012-05-17,1839.79,,,,,,,,,,,,
2012-05-18,1776.36,,,,,,,,,,,,
2012-05-21,1795.37,,,,,,,,,,,,
2012-05-22,1824.42,,,,,,,,,,,,
2012-05-23,1803.31,,,,,,,,,,,,
2012-05-24,1808.14,,,,,,,,,,,,
2012-05-25,1816.82,,,,,,,,,,,,
2012-05-29,1844.69,,,,,,,,,,,,
2012-05-30,1841.18,,,,,,,,,,,,
2012-05-31,1837.98,,,,,,,,,,,,
2012-06-01,1828.5,,,,,,,,,,,,
2012-06-04,1778.44,,,,,,,,,,,,
2012-06-05,1796.12,,,,,,,,,,,,
2012-06-07,1845.01,,,,,,,,,,,,
2012-06-08,1832.56,,,,,,,,,,,,
2012-06-11,1864.96,,,,,,,,,,,,
2012-06-12,1851.43,,,,,,,,,,,,
2012-06-13,1856.74,,,,,,,,,,,,
2012-06-14,1868.76,,,,,,,,,,,,
2012-06-15,1853.8,,,,,,,,,,,,
2012-06-18,1888.59,,,,,,,,,,,,
2012-06-19,1888.58,,,,,,,,,,,,
2012-06-20,1901.0,,,,,,,,,,,,
2012-06-21,1882.83,,,,,,,,,,,,
2012-06-22,1836.99,,,,,,,,,,,,
2012-06-25,1812.49,,,,,,,,,,,,
2012-06-26,1804.5,,,,,,,,,,,,
2012-06-27,1804.1,,,,,,,,,,,,
2012-06-28,1806.22,,,,,,,,,,,,
2012-06-29,1843.1,,,,,,,,,,,,
2012-07-02,1839.35,,,,,,,,,,,,
2012-07-03,1856.53,,,,,,,,,,,,
2012-07-04,1864.13,,,,,,,,,,,,
2012-07-05,1864.97,,,,,,,,,,,,
2012-07-06,1845.86,,,,,,,,,,,,
2012-07-09,1821.15,,,,,,,,,,,,
2012-07-10,1815.07,,,,,,,,,,,,
2012-07-11,1811.03,,,,,,,,,,,,
2012-07-12,1767.61,,,,,,,,,,,,
2012-07-13,1798.84,,,,,,,,,,,,
2012-07-16,1803.7,,,,,,,,,,,,
2012-07-17,1809.34,,,,,,,,,,,,
2012-07-18,1781.8,,,,,,,,,,,,
2012-07-19,1811.5,,,,,,,,,,,,
2012-07-20,1810.8,,,,,,,,,,,,
2012-07-23,1776.97,,,,,,,,,,,,
2012-07-24,1783.9,,,,,,,,,,,,
2012-07-25,1760.5,,,,,,,,,,,,
2012-07-26,1774.7,,,,,,,,,,,,
2012-07-27,1825.54,,,,,,,,,,,,
2012-07-30,1842.15,,,,,,,,,,,,
2012-07-31,1883.35,,,,,,,,,,,,
2012-08-01,1880.3,,,,,,,,,,,,
2012-08-02,1868.66,,,,,,,,,,,,
2012-08-03,1845.97,,,,,,,,,,,,
2012-08-06,1885.81,,,,,,,,,,,,
2012-08-07,1884.89,,,,,,,,,,,,
2012-08-08,1902.41,,,,,,,,,,,,
2012-08-09,1941.32,,,,,,,,,,,,
2012-08-10,1947.64,,,,,,,,,,,,
2012-08-13,1931.08,,,,,,,,,,,,
2012-08-14,1957.6,,,,,,,,,,,,
2012-08-16,1957.4,,,,,,,,,,,,
2012-08-17,1943.38,,,,,,,,,,,,
2012-08-20,1941.38,,,,,,,,,,,,
2012-08-21,1938.38,,,,,,,,,,,,
2012-08-22,1929.43,,,,,,,,,,,,
2012-08-23,1936.88,,,,,,,,,,,,
2012-08-24,1911.01,,,,,,,,,,,,
2012-08-27,1906.75,,,,,,,,,,,,
2012-08-28,1904.29,,,,,,,,,,,,
2012-08-29,1917.67,,,,,,,,,,,,
2012-08-30,1893.38,,,,,,,,,,,,
2012-08-31,1891.52,,,,,,,,,,,,
2012-09-03,1898.74,,,,,,,,,,,,
2012-09-04,1892.87,,,,,,,,,,,,
2012-09-05,1857.97,,,,,,,,,,,,
2012-09-06,1864.95,,,,,,,,,,,,
2012-09-07,1917.13,,,,,,,,,,,,
2012-09-10,1911.85,,,,,,,,,,,,
2012-09-11,1906.79,,,,,,,,,,,,
2012-09-12,1937.98,,,,,,,,,,,,
2012-09-13,1937.52,,,,,,,,,,,,
2012-09-14,1997.98,,,,,,,,,,,,
2012-09-17,1990.42,,,,,,,,,,,,
2012-09-18,1991.96,,,,,,,,,,,,
2012-09-19,1992.25,,,,,,,,,,,,
2012-09-20,1972.72,,,,,,,,,,,,
2012-09-21,1984.05,,,,,,,,,,,,
2012-09-24,1985.11,,,,,,,,,,,,
2012-09-25,1973.84,,,,,,,,,,,,
2012-09-26,1962.92,,,,,,,,,,,,
2012-09-27,1971.52,,,,,,,,,,,,
2012-09-28,1979.3,,,,,,,,,,,,
2012-10-02,1978.62,,,,,,,,,,,,
2012-10-04,1975.58,,,,,,,,,,,,
2012-10-05,1977.43,,,,,,,,,,,,
2012-10-08,1962.11,,,,,,,,,,,,
2012-10-09,1958.1,,,,,,,,,,,,
2012-10-10,1926.47,,,,,,,,,,,,
2012-10-11,1909.95,,,,,,,,,,,,
2012-10-12,1906.3,,,,,,,,,,,,
2012-10-15,1899.15,,,,,,,,,,,,
2012-10-16,1916.79,,,,,,,,,,,,
2012-10-17,1933.1,,,,,,,,,,,,
2012-10-18,1942.02,,,,,,,,,,,,
2012-10-19,1925.15,,,,,,,,,,,,
2012-10-22,1920.6,,,,,,,,,,,,
2012-10-23,1903.02,,,,,,,,,,,,
2012-10-24,1886.67,,,,,,,,,,,,
2012-10-25,1901.97,,,,,,,,,,,,
2012-10-26,1868.72,,,,,,,,,,,,
2012-10-29,1873.09,,,,,,,,,,,,
2012-10-30,1880.01,,,,,,,,,,,,
2012-10-31,1890.76,,,,,,,,,,,,
2012-11-01,1875.79,,,,,,,,,,,,
2012-11-02,1898.47,,,,,,,,,,,,
2012-11-05,1885.43,,,,,,,,,,,,
2012-11-06,1907.09,,,,,,,,,,,,
2012-11-07,1918.6,,,,,,,,,,,,
2012-11-08,1892.44,,,,,,,,,,,,
2012-11-09,1881.0,,,,,,,,,,,,
2012-11-12,1876.05,,,,,,,,,,,,
2012-11-13,1867.34,,,,,,,,,,,,
2012-11-14,1875.44,,,,,,,,,,,,
2012-11-15,1851.51,,,,,,,,,,,,
2012-11-16,1843.36,,,,,,,,,,,,
2012-11-19,1858.36,,,,,,,,,,,,
2012-11-20,1871.51,,,,,,,,,,,,
2012-11-21,1867.78,,,,,,,,,,,,
2012-11-22,1885.65,,,,,,,,,,,,
2012-11-23,1898.21,,,,,,,,,,,,
2012-11-26,1893.94,,,,,,,,,,,,
2012-11-27,1915.52,,,,,,,,,,,,
2012-11-28,1902.07,,,,,,,,,,,,
2012-11-29,1923.73,,,,,,,,,,,,
2012-11-30,1920.61,,,,,,,,,,,,
2012-12-03,1930.0,,,,,,,,,,,,
2012-12-04,1923.68,,,,,,,,,,,,
2012-12-05,1937.49,,,,,,,,,,,,
2012-12-06,1942.69,,,,,,,,,,,,
2012-12-07,1952.1,,,,,,,,,,,,
2012-12-10,1953.96,,,,,,,,,,,,
2012-12-11,1962.96,,,,,,,,,,,,
2012-12-12,1973.48,,,,,,,,,,,,
2012-12-13,2002.27,,,,,,,,,,,,
2012-12-14,1992.72,,,,,,,,,,,,
2012-12-17,1980.83,,,,,,,,,,,,
2012-12-18,1990.95,,,,,,,,,,,,
2012-12-20,1998.1,,,,,,,,,,,,
2012-12-21,1976.67,,,,,,,,,,,,
2012-12-24,1977.02,,,,,,,,,,,,
2012-12-26,1976.3,,,,,,,,,,,,
2012-12-27,1981.6,,,,,,,,,,,,
2012-12-28,1991.07,,,,,,,,,,,,
2013-01-02,2028.94,,,,,,,,,,,,
2013-01-03,2016.43,,,,,,,,,,,,
2013-01-04,2005.83,,,,,,,,,,,,
2013-01-07,2003.81,,,,,,,,,,,,
2013-01-08,1988.03,,,,,,,,,,,,
2013-01-09,1979.98,,,,,,,,,,,,
2013-01-10,1996.1,,,,,,,,,,,,
2013-01-11,1983.65,,,,,,,,,,,,
2013-01-14,1995.42,,,,,,,,,,,,
2013-01-15,1970.77,,,,,,,,,,,,
2013-01-16,1965.82,,,,,,,,,,,,
2013-01-17,1963.32,,,,,,,,,,,,
2013-01-18,1975.89,,,,,,,,,,,,
2013-01-21,1972.39,,,,,,,,,,,,
2013-01-22,1983.71,,,,,,,,,,,,
2013-01-23,1967.17,,,,,,,,,,,,
2013-01-24,1950.08,,,,,,,,,,,,
2013-01-25,1929.85,,,,,,,,,,,,
2013-01-28,1921.86,,,,,,,,,,,,
2013-01-29,1940.23,,,,,,,,,,,,
2013-01-30,1949.1,,,,,,,,,,,,
2013-01-31,1946.5,,,,,,,,,,,,
2013-02-01,1943.03,,,,,,,,,,,,
2013-02-04,1938.59,,,,,,,,,,,,
2013-02-05,1923.98,,,,,,,,,,,,
2013-02-06,1920.24,,,,,,,,,,,,
2013-02-07,1916.66,,,,,,,,,,,,
2013-02-08,1937.8,,,,,,,,,,,,
2013-02-12,1933.99,,,,,,,,,,,,
2013-02-13,1966.8,,,,,,,,,,,,
2013-02-14,1969.92,,,,,,,,,,,,
2013-02-15,1971.03,,,,,,,,,,,,
2013-02-18,1971.01,,,,,,,,,,,,
2013-02-19,1974.37,,,,,,,,,,,,
2013-02-20,2016.87,,,,,,,,,,,,
2013-02-21,2008.03,,,,,,,,,,,,
2013-02-22,2010.78,,,,,,,,,,,,
2013-02-25,2001.3,,,,,,,,,,,,
2013-02-26,1989.97,,,,,,,,,,,,
2013-02-27,1992.75,,,,,,,,,,,,
2013-02-28,2015.1,,,,,,,,,,,,
2013-03-04,2000.44,,,,,,,,,,,,
2013-03-05,2002.7,,,,,,,,,,,,
2013-03-06,2007.04,,,,,,,,,,,,
2013-03-07,1989.24,,,,,,,,,,,,
2013-03-08,1988.12,,,,,,,,,,,,
2013-03-11,1984.73,,,,,,,,,,,,
2013-03-12,1971.86,,,,,,,,,,,,
2013-03-13,1977.94,,,,,,,,,,,,
2013-03-14,1978.18,,,,,,,,,,,,
2013-03-15,1958.33,,,,,,,,,,,,
2013-03-18,1940.47,,,,,,,,,,,,
2013-03-19,1950.85,,,,,,,,,,,,
2013-03-20,1931.44,,,,,,,,,,,,
2013-03-21,1922.62,,,,,,,,,,,,
2013-03-22,1918.34,,,,,,,,,,,,
2013-03-25,1949.29,,,,,,,,,,,,
2013-03-26,1955.99,,,,,,,,,,,,
2013-03-27,1966.84,,,,,,,,,,,,
2013-03-28,1965.62,,,,,,,,,,,,
2013-03-29,1975.93,,,,,,,,,,,,
2013-04-01,1967.63,,,,,,,,,,,,
2013-04-02,1956.89,,,,,,,,,,,,
2013-04-03,1952.56,,,,,,,,,,,,
2013-04-04,1926.58,,,,,,,,,,,,
2013-04-05,1894.62,,,,,,,,,,,,
2013-04-08,1890.65,,,,,,,,,,,,
2013-04-09,1892.86,,,,,,,,,,,,
2013-04-10,1905.49,,,,,,,,,,,,
2013-04-11,1918.59,,,,,,,,,,,,
2013-04-12,1887.61,,,,,,,,,,,,
2013-04-15,1880.84,,,,,,,,,,,,
2013-04-16,1882.24,,,,,,,,,,,,
2013-04-17,1883.23,,,,,,,,,,,,
2013-04-18,1856.04,,,,,,,,,,,,
2013-04-19,1865.21,,,,,,,,,,,,
2013-04-22,1883.84,,,,,,,,,,,,
2013-04-23,1872.78,,,,,,,,,,,,
2013-04-24,1887.79,,,,,,,,,,,,
2013-04-25,1907.23,,,,,,,,,,,,
2013-04-26,1896.72,,,,,,,,,,,,
2013-04-29,1892.04,,,,,,,,,,,,
2013-04-30,1916.37,,,,,,,,,,,,
2013-05-02,1912.44,,,,,,,,,,,,
2013-05-03,1919.39,,,,,,,,,,,,
2013-05-06,1913.95,,,,,,,,,,,,
2013-05-07,1904.24,,,,,,,,,,,,
2013-05-08,1904.78,,,,,,,,,,,,
2013-05-09,1929.81,,,,,,,,,,,,
2013-05-10,1893.89,,,,,,,,,,,,
2013-05-13,1899.37,,,,,,,,,,,,
2013-05-14,1923.59,,,,,,,,,,,,
2013-05-15,1925.12,,,,,,,,,,,,
2013-05-16,1942.27,,,,,,,,,,,,
2013-05-20,1939.27,,,,,,,,,,,,
2013-05-21,1934.51,,,,,,,,,,,,
2013-05-22,1947.6,,,,,,,,,,,,
2013-05-23,1923.67,,,,,,,,,,,,
2013-05-24,1928.18,,,,,,,,,,,,
2013-05-27,1934.31,,,,,,,,,,,,
2013-05-28,1936.64,,,,,,,,,,,,
2013-05-29,1952.28,,,,,,,,,,,,
2013-05-30,1954.06,,,,,,,,,,,,
2013-05-31,1957.26,,,,,,,,,,,,
2013-06-03,1947.86,,,,,,,,,,,,
2013-06-04,1952.47,,,,,,,,,,,,
2013-06-05,1922.88,,,,,,,,,,,,
2013-06-07,1883.69,,,,,,,,,,,,
2013-06-10,1891.77,,,,,,,,,,,,
2013-06-11,1875.63,,,,,,,,,,,,
2013-06-12,1863.66,,,,,,,,,,,,
2013-06-13,1834.53,,,,,,,,,,,,
2013-06-14,1843.29,,,,,,,,,,,,
2013-06-17,1840.15,,,,,,,,,,,,
2013-06-18,1857.79,,,,,,,,,,,,
2013-06-19,1844.57,,,,,,,,,,,,
2013-06-20,1806.98,,,,,,,,,,,,
2013-06-21,1778.8,,,,,,,,,,,,
2013-06-24,1755.93,,,,,,,,,,,,
2013-06-25,1744.85,,,,,,,,,,,,
2013-06-26,1744.56,,,,,,,,,,,,
2013-06-27,1797.26,,,,,,,,,,,,
2013-06-28,1825.3,,,,,,,,,,,,
2013-07-01,1815.47,,,,,,,,,,,,
2013-07-02,1813.87,,,,,,,,,,,,
2013-07-03,1783.18,,,,,,,,,,,,
2013-07-04,1797.27,,,,,,,,,,,,
2013-07-05,1789.02,,,,,,,,,,,,
2013-07-08,1772.28,,,,,,,,,,,,
2013-07-09,1786.06,,,,,,,,,,,,
2013-07-10,1782.05,,,,,,,,,,,,
2013-07-11,1839.25,,,,,,,,,,,,
2013-07-12,1829.86,,,,,,,,,,,,
2013-07-15,1834.09,,,,,,,,,,,,
2013-07-16,1823.47,,,,,,,,,,,,
2013-07-17,1845.36,,,,,,,,,,,,
2013-07-18,1831.45,,,,,,,,,,,,
2013-07-19,1825.29,,,,,,,,,,,,
2013-07-22,1833.75,,,,,,,,,,,,
2013-07-23,1859.56,,,,,,,,,,,,
2013-07-24,1868.25,,,,,,,,,,,,
2013-07-25,1867.12,,,,,,,,,,,,
2013-07-26,1867.95,,,,,,,,,,,,
2013-07-29,1859.09,,,,,,,,,,,,
2013-07-30,1875.72,,,,,,,,,,,,
2013-07-31,1869.5,,,,,,,,,,,,
2013-08-01,1876.77,,,,,,,,,,,,
2013-08-02,1879.46,,,,,,,,,,,,
2013-08-05,1870.48,,,,,,,,,,,,
2013-08-06,1860.35,,,,,,,,,,,,
2013-08-07,1829.63,,,,,,,,,,,,
2013-08-08,1835.02,,,,,,,,,,,,
2013-08-09,1833.5,,,,,,,,,,,,
2013-08-12,1839.27,,,,,,,,,,,,
2013-08-13,1871.79,,,,,,,,,,,,
2013-08-14,1883.52,,,,,,,,,,,,
2013-08-16,1879.68,,,,,,,,,,,,
2013-08-19,1876.83,,,,,,,,,,,,
2013-08-20,1849.23,,,,,,,,,,,,
2013-08-21,1830.08,,,,,,,,,,,,
2013-08-22,1815.59,,,,,,,,,,,,
2013-08-23,1837.05,,,,,,,,,,,,
2013-08-26,1855.66,,,,,,,,,,,,
2013-08-27,1856.27,,,,,,,,,,,,
2013-08-28,1856.03,,,,,,,,,,,,
2013-08-29,1880.06,,,,,,,,,,,,
2013-08-30,1901.78,,,,,,,,,,,,
2013-09-02,1896.7,,,,,,,,,,,,
2013-09-03,1903.71,,,,,,,,,,,,
2013-09-04,1903.55,,,,,,,,,,,,
2013-09-05,1922.84,,,,,,,,,,,,
2013-09-06,1928.96,,,,,,,,,,,,
2013-09-09,1950.68,,,,,,,,,,,,
2013-09-10,1972.69,,,,,,,,,,,,
2013-09-11,1980.15,,,,,,,,,,,,
2013-09-12,1977.43,,,,,,,,,,,,
2013-09-13,1967.5,,,,,,,,,,,,
2013-09-16,1990.19,,,,,,,,,,,,
2013-09-17,1980.99,,,,,,,,,,,,
2013-09-23,1986.07,,,,,,,,,,,,
2013-09-24,1983.35,,,,,,,,,,,,
2013-09-25,1972.98,,,,,,,,,,,,
2013-09-26,1980.38,,,,,,,,,,,,
2013-09-27,1983.45,,,,,,,,,,,,
2013-09-30,1968.47,,,,,,,,,,,,
2013-10-01,1972.88,,,,,,,,,,,,
2013-10-02,1974.95,,,,,,,,,,,,
2013-10-04,1974.06,,,,,,,,,,,,
2013-10-07,1974.06,,,,,,,,,,,,
2013-10-08,1984.6,,,,,,,,,,,,
2013-10-10,1985.33,,,,,,,,,,,,
2013-10-11,2010.08,,,,,,,,,,,,
2013-10-14,2006.59,,,,,,,,,,,,
2013-10-15,2029.57,,,,,,,,,,,,
2013-10-16,2023.11,,,,,,,,,,,,
2013-10-17,2031.92,,,,,,,,,,,,
2013-10-18,2043.08,,,,,,,,,,,,
2013-10-21,2042.52,,,,,,,,,,,,
2013-10-22,2043.09,,,,,,,,,,,,
2013-10-23,2020.56,,,,,,,,,,,,
2013-10-24,2029.87,,,,,,,,,,,,
2013-10-25,2016.08,,,,,,,,,,,,
2013-10-28,2032.12,,,,,,,,,,,,
2013-10-29,2036.69,,,,,,,,,,,,
2013-10-30,2043.81,,,,,,,,,,,,
2013-10-31,2010.42,,,,,,,,,,,,
2013-11-01,2021.28,,,,,,,,,,,,
2013-11-04,2006.73,,,,,,,,,,,,
2013-11-05,1996.12,,,,,,,,,,,,
2013-11-06,1995.8,,,,,,,,,,,,
2013-11-07,1987.81,,,,,,,,,,,,
2013-11-08,1967.46,,,,,,,,,,,,
2013-11-11,1964.5,,,,,,,,,,,,
2013-11-12,1983.11,,,,,,,,,,,,
2013-11-13,1947.57,,,,,,,,,,,,
2013-11-14,1951.06,,,,,,,,,,,,
2013-11-15,1992.85,,,,,,,,,,,,
2013-11-18,1999.11,,,,,,,,,,,,
2013-11-19,2021.29,,,,,,,,,,,,
2013-11-20,2004.52,,,,,,,,,,,,
2013-11-21,1979.47,,,,,,,,,,,,
2013-11-22,1992.29,,,,,,,,,,,,
2013-11-25,2001.5,,,,,,,,,,,,
2013-11-26,2009.7,,,,,,,,,,,,
2013-11-27,2015.68,,,,,,,,,,,,
2013-11-28,2033.01,,,,,,,,,,,,
2013-11-29,2031.24,,,,,,,,,,,,
2013-12-02,2016.38,,,,,,,,,,,,
2013-12-03,1994.5,,,,,,,,,,,,
2013-12-04,1969.7,,,,,,,,,,,,
2013-12-05,1967.72,,,,,,,,,,,,
2013-12-06,1963.98,,,,,,,,,,,,
2013-12-09,1987.72,,,,,,,,,,,,
2013-12-10,1979.42,,,,,,,,,,,,
2013-12-11,1963.98,,,,,,,,,,,,
2013-12-12,1952.13,,,,,,,,,,,,
2013-12-13,1945.42,,,,,,,,,,,,
2013-12-16,1945.97,,,,,,,,,,,,
2013-12-17,1952.19,,,,,,,,,,,,
2013-12-18,1961.34,,,,,,,,,,,,
2013-12-19,1962.11,,,,,,,,,,,,
2013-12-20,1970.59,,,,,,,,,,,,
2013-12-23,1985.17,,,,,,,,,,,,
2013-12-24,1988.7,,,,,,,,,,,,
2013-12-26,1985.77,,,,,,,,,,,,
2013-12-27,1987.51,,,,,,,,,,,,
2013-12-30,1995.67,,,,,,,,,,,,
2014-01-02,1947.04,,,,,,,,,,,,
2014-01-03,1923.09,,,,,,,,,,,,
2014-01-06,1930.75,,,,,,,,,,,,
2014-01-07,1935.33,,,,,,,,,,,,
2014-01-08,1932.12,,,,,,,,,,,,
2014-01-09,1916.92,,,,,,,,,,,,
2014-01-10,1907.74,,,,,,,,,,,,
2014-01-13,1919.51,,,,,,,,,,,,
2014-01-14,1917.24,,,,,,,,,,,,
2014-01-15,1924.31,,,,,,,,,,,,
2014-01-16,1927.86,,,,,,,,,,,,
2014-01-17,1912.85,,,,,,,,,,,,
2014-01-20,1923.66,,,,,,,,,,,,
2014-01-21,1935.15,,,,,,,,,,,,
2014-01-22,1941.92,,,,,,,,,,,,
2014-01-23,1917.59,,,,,,,,,,,,
2014-01-24,1910.05,,,,,,,,,,,,
2014-01-27,1879.03,,,,,,,,,,,,
2014-01-28,1886.27,,,,,,,,,,,,
2014-01-29,1910.21,,,,,,,,,,,,
2014-02-03,1886.48,,,,,,,,,,,,
2014-02-04,1851.07,,,,,,,,,,,,
2014-02-05,1856.39,,,,,,,,,,,,
2014-02-06,1874.44,,,,,,,,,,,,
2014-02-07,1887.17,,,,,,,,,,,,
2014-02-10,1887.7,,,,,,,,,,,,
2014-02-11,1896.45,,,,,,,,,,,,
2014-02-12,1899.64,,,,,,,,,,,,
2014-02-13,1890.23,,,,,,,,,,,,
2014-02-14,1904.99,,,,,,,,,,,,
2014-02-17,1910.87,,,,,,,,,,,,
2014-02-18,1910.26,,,,,,,,,,,,
2014-02-19,1905.3,,,,,,,,,,,,
2014-02-20,1891.48,,,,,,,,,,,,
2014-02-21,1922.82,,,,,,,,,,,,
2014-02-24,1913.84,,,,,,,,,,,,
2014-02-25,1930.1,,,,,,,,,,,,
2014-02-26,1936.6,,,,,,,,,,,,
2014-02-27,1945.7,,,,,,,,,,,,
2014-02-28,1945.61,,,,,,,,,,,,
2014-03-03,1929.58,,,,,,,,,,,,
2014-03-04,1917.39,,,,,,,,,,,,
2014-03-05,1934.51,,,,,,,,,,,,
2014-03-06,1937.37,,,,,,,,,,,,
2014-03-07,1936.59,,,,,,,,,,,,
2014-03-10,1914.21,,,,,,,,,,,,
2014-03-11,1921.44,,,,,,,,,,,,
2014-03-12,1890.29,,,,,,,,,,,,
2014-03-13,1889.63,,,,,,,,,,,,
2014-03-14,1875.45,,,,,,,,,,,,
2014-03-17,1885.01,,,,,,,,,,,,
2014-03-18,1896.82,,,,,,,,,,,,
2014-03-19,1892.26,,,,,,,,,,,,
2014-03-20,1872.36,,,,,,,,,,,,
2014-03-21,1888.1,,,,,,,,,,,,
2014-03-24,1900.73,,,,,,,,,,,,
2014-03-25,1895.78,,,,,,,,,,,,
2014-03-26,1921.72,,,,,,,,,,,,
2014-03-27,1937.99,,,,,,,,,,,,
2014-03-28,1939.31,,,,,,,,,,,,
2014-03-31,1945.78,,,,,,,,,,,,
2014-04-01,1951.58,,,,,,,,,,,,
2014-04-02,1956.44,,,,,,,,,,,,
2014-04-03,1954.16,,,,,,,,,,,,
2014-04-04,1953.21,,,,,,,,,,,,
2014-04-07,1958.4,,,,,,,,,,,,
2014-04-08,1961.19,,,,,,,,,,,,
2014-04-09,1966.37,,,,,,,,,,,,
2014-04-10,1974.95,,,,,,,,,,,,
2014-04-11,1962.29,,,,,,,,,,,,
2014-04-14,1960.66,,,,,,,,,,,,
2014-04-15,1954.63,,,,,,,,,,,,
2014-04-16,1953.53,,,,,,,,,,,,
2014-04-17,1953.32,,,,,,,,,,,,
2014-04-18,1966.62,,,,,,,,,,,,
2014-04-21,1961.98,,,,,,,,,,,,
2014-04-22,1966.49,,,,,,,,,,,,
2014-04-23,1963.97,,,,,,,,,,,,
2014-04-24,1964.36,,,,,,,,,,,,
2014-04-25,1936.36,,,,,,,,,,,,
2014-04-28,1932.09,,,,,,,,,,,,
2014-04-29,1925.35,,,,,,,,,,,,
2014-04-30,1920.88,,,,,,,,,,,,
2014-05-02,1918.9,,,,,,,,,,,,
2014-05-07,1899.58,,,,,,,,,,,,
2014-05-08,1911.92,,,,,,,,,,,,
2014-05-09,1915.7,,,,,,,,,,,,
2014-05-12,1927.25,,,,,,,,,,,,
2014-05-13,1945.42,,,,,,,,,,,,
2014-05-14,1976.05,,,,,,,,,,,,
2014-05-15,1975.45,,,,,,,,,,,,
2014-05-16,1981.86,,,,,,,,,,,,
2014-05-19,1985.35,,,,,,,,,,,,
2014-05-20,1982.1,,,,,,,,,,,,
2014-05-21,1976.86,,,,,,,,,,,,
2014-05-22,1983.57,,,,,,,,,,,,
2014-05-23,1983.44,,,,,,,,,,,,
2014-05-26,1975.53,,,,,,,,,,,,
2014-05-27,1961.25,,,,,,,,,,,,
2014-05-28,1980.41,,,,,,,,,,,,
2014-05-29,1976.39,,,,,,,,,,,,
2014-05-30,1958.55,,,,,,,,,,,,
2014-06-02,1969.09,,,,,,,,,,,,
2014-06-03,1978.48,,,,,,,,,,,,
2014-06-05,1965.72,,,,,,,,,,,,
2014-06-09,1958.42,,,,,,,,,,,,
2014-06-10,1980.23,,,,,,,,,,,,
2014-06-11,1980.8,,,,,,,,,,,,
2014-06-12,1975.97,,,,,,,,,,,,
2014-06-13,1952.21,,,,,,,,,,,,
2014-06-16,1955.4,,,,,,,,,,,,
2014-06-17,1964.53,,,,,,,,,,,,
2014-06-18,1951.09,,,,,,,,,,,,
2014-06-19,1952.04,,,,,,,,,,,,
2014-06-20,1924.08,,,,,,,,,,,,
2014-06-23,1933.88,,,,,,,,,,,,
2014-06-24,1956.82,,,,,,,,,,,,
2014-06-25,1944.97,,,,,,,,,,,,
2014-06-26,1958.37,,,,,,,,,,,,
2014-06-27,1950.08,,,,,,,,,,,,
2014-06-30,1963.05,,,,,,,,,,,,
2014-07-01,1956.98,,,,,,,,,,,,
2014-07-02,1972.88,,,,,,,,,,,,
2014-07-03,1964.98,,,,,,,,,,,,
2014-07-04,1961.65,,,,,,,,,,,,
2014-07-07,1957.75,,,,,,,,,,,,
2014-07-08,1958.42,,,,,,,,,,,,
2014-07-09,1949.91,,,,,,,,,,,,
2014-07-10,1952.64,,,,,,,,,,,,
2014-07-11,1935.69,,,,,,,,,,,,
2014-07-14,1938.66,,,,,,,,,,,,
2014-07-15,1962.86,,,,,,,,,,,,
2014-07-16,1966.37,,,,,,,,,,,,
2014-07-17,1974.19,,,,,,,,,,,,
2014-07-18,1973.13,,,,,,,,,,,,
2014-07-21,1971.12,,,,,,,,,,,,
2014-07-22,1980.66,,,,,,,,,,,,
2014-07-23,1977.48,,,,,,,,,,,,
2014-07-24,1979.13,,,,,,,,,,,,
2014-07-25,1985.71,,,,,,,,,,,,
2014-07-28,2004.49,,,,,,,,,,,,
2014-07-29,2023.77,,,,,,,,,,,,
2014-07-30,2047.24,,,,,,,,,,,,
2014-07-31,2037.63,,,,,,,,,,,,
2014-08-01,2031.58,,,,,,,,,,,,
2014-08-04,2038.06,,,,,,,,,,,,
2014-08-05,2023.84,,,,,,,,,,,,
2014-08-06,2018.79,,,,,,,,,,,,
2014-08-07,2010.4,,,,,,,,,,,,
2014-08-08,1983.93,,,,,,,,,,,,
2014-08-11,1993.43,,,,,,,,,,,,
2014-08-12,1994.94,,,,,,,,,,,,
2014-08-13,2015.58,,,,,,,,,,,,
2014-08-14,2014.91,,,,,,,,,,,,
2014-08-18,2001.49,,,,,,,,,,,,
2014-08-19,2021.3,,,,,,,,,,,,
2014-08-20,2023.89,,,,,,,,,,,,
2014-08-21,1992.17,,,,,,,,,,,,
2014-08-22,2004.9,,,,,,,,,,,,
2014-08-25,2006.67,,,,,,,,,,,,
2014-08-26,2012.15,,,,,,,,,,,,
2014-08-27,2017.78,,,,,,,,,,,,
2014-08-28,2019.29,,,,,,,,,,,,
2014-08-29,2013.26,,,,,,,,,,,,
2014-09-01,2013.76,,,,,,,,,,,,
2014-09-02,1993.8,,,,,,,,,,,,
