,Open,High,Low,Close,Volume
2026-03-16,741.91,746.06,715.84,721.34,30428613
2026-03-17,108530.0,108530.0,104125.0,104125.0,261548
2026-03-18,740.92,792.04,736.24,779.46,121919008
2026-03-19,767.46,787.78,766.61,775.69,83988625
2026-03-20,800.67,838.22,795.08,821.29,117162122
2026-03-23,825.81,825.81,773.25,777.12,55316694
2026-03-24,107170.0,107405.0,101605.0,105435.0,350728
2026-03-25,107155.0,109150.0,105955.0,106885.0,397683
2026-03-26,104595.0,105065.0,100295.0,101365.0,593519
2026-03-27,98485.0,101490.0,95830.0,100430.0,671612
2026-03-30,709.77,748.84,704.14,745.08,36397381
2026-03-31,744.76,749.53,720.86,725.7,29452906
2026-04-01,771.75,811.05,769.91,803.97,90645286
2026-04-02,814.6,814.6,732.96,744.03,61674884
2026-04-03,770.17,797.87,766.95,776.65,47392304
2026-04-06,97708.4088479442,99854.96869082042,96994.552900197,98192.6328125,345419
2026-04-07,818.24,857.93,801.17,815.92,52327297
2026-04-08,874.07,974.46,862.97,951.85,129494179
2026-04-09,923.22,962.08,909.93,942.46,117843380
2026-04-10,967.69,978.3,933.56,943.78,76092267
2026-04-13,918.23,925.58,901.91,920.98,40762045
2026-04-14,943.32,956.38,916.54,942.77,43550515
2026-04-15,966.13,1013.02,962.04,987.15,110242705
2026-04-16,993.79,995.56,958.87,982.34,57708123
2026-04-17,974.94,976.82,960.9,968.22,35725275
2026-04-20,964.01,974.64,953.41,956.68,24338656
2026-04-21,970.49,1020.41,970.49,1000.67,112466791
2026-04-22,983.06,984.62,965.7,981.61,34429145
2026-04-23,1006.12,1028.42,982.28,1006.45,50521695
2026-04-24,1006.67,1010.6,986.13,1007.03,24885430
2026-04-27,1014.78,1017.04,992.07,1010.17,29695016
2026-04-28,1019.13,1076.17,1004.57,1032.63,98324703
2026-04-29,1029.88,1031.42,1000.11,1031.1,21755703
2026-04-30,1022.87,1022.87,986.08,991.52,21004508
2026-05-04,994.07,1000.02,955.94,980.71,37177582
2026-05-06,992.88,1013.13,973.98,1006.35,31731400
2026-05-07,1011.3,1094.61,1011.3,1075.04,46563724
2026-05-08,1047.24,1060.37,1023.61,1058.5,16170091
2026-05-11,1042.7,1076.47,1040.9,1052.37,16115412
2026-05-12,1051.76,1053.63,963.42,995.08,20999651
2026-05-13,982.52,987.42,940.88,979.99,12483329
2026-05-14,989.73,1025.42,989.61,1025.42,23346469
2026-05-15,1019.13,1019.38,918.52,936.48,22482708
2026-05-18,912.81,925.53,864.57,919.08,20069568
2026-05-19,922.21,926.28,861.79,882.91,13511082
2026-05-20,876.64,878.56,831.74,857.86,14512523
2026-05-21,911.08,937.38,897.21,930.73,22244718
