날짜,Telecom,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2012-04-27,3084.7,,,,,,,,,,,,
2012-04-30,3086.99,,,,,,,,,,,,
2012-05-02,3081.85,,,,,,,,,,,,
2012-05-03,3129.89,,,,,,,,,,,,
2012-05-04,3143.87,,,,,,,,,,,,
2012-05-07,3102.55,,,,,,,,,,,,
2012-05-08,3118.29,,,,,,,,,,,,
2012-05-09,3118.97,,,,,,,,,,,,
2012-05-10,3102.34,,,,,,,,,,,,
2012-05-11,3088.35,,,,,,,,,,,,
2012-05-14,3052.98,,,,,,,,,,,,
2012-05-15,3004.07,,,,,,,,,,,,
2012-05-16,2949.91,,,,,,,,,,,,
2012-05-17,2946.61,,,,,,,,,,,,
2012-05-18,2889.59,,,,,,,,,,,,
2012-05-21,2850.11,,,,,,,,,,,,
2012-05-22,2908.42,,,,,,,,,,,,
2012-05-23,2882.65,,,,,,,,,,,,
2012-05-24,2892.2,,,,,,,,,,,,
2012-05-25,2907.85,,,,,,,,,,,,
2012-05-29,2914.66,,,,,,,,,,,,
2012-05-30,2898.46,,,,,,,,,,,,
2012-05-31,2951.88,,,,,,,,,,,,
2012-06-01,3017.85,,,,,,,,,,,,
2012-06-04,2968.37,,,,,,,,,,,,
2012-06-05,3072.53,,,,,,,,,,,,
2012-06-07,3136.13,,,,,,,,,,,,
2012-06-08,3104.67,,,,,,,,,,,,
2012-06-11,3134.68,,,,,,,,,,,,
2012-06-12,3117.92,,,,,,,,,,,,
2012-06-13,3127.38,,,,,,,,,,,,
2012-06-14,3164.86,,,,,,,,,,,,
2012-06-15,3188.26,,,,,,,,,,,,
2012-06-18,3240.01,,,,,,,,,,,,
2012-06-19,3254.14,,,,,,,,,,,,
2012-06-20,3263.04,,,,,,,,,,,,
2012-06-21,3306.92,,,,,,,,,,,,
2012-06-22,3289.0,,,,,,,,,,,,
2012-06-25,3293.69,,,,,,,,,,,,
2012-06-26,3249.08,,,,,,,,,,,,
2012-06-27,3279.73,,,,,,,,,,,,
2012-06-28,3284.7,,,,,,,,,,,,
2012-06-29,3296.8,,,,,,,,,,,,
2012-07-02,3320.95,,,,,,,,,,,,
2012-07-03,3328.01,,,,,,,,,,,,
2012-07-04,3291.37,,,,,,,,,,,,
2012-07-05,3280.52,,,,,,,,,,,,
2012-07-06,3283.69,,,,,,,,,,,,
2012-07-09,3294.72,,,,,,,,,,,,
2012-07-10,3279.55,,,,,,,,,,,,
2012-07-11,3305.76,,,,,,,,,,,,
2012-07-12,3257.23,,,,,,,,,,,,
2012-07-13,3248.0,,,,,,,,,,,,
2012-07-16,3275.47,,,,,,,,,,,,
2012-07-17,3280.23,,,,,,,,,,,,
2012-07-18,3277.71,,,,,,,,,,,,
2012-07-19,3316.07,,,,,,,,,,,,
2012-07-20,3339.98,,,,,,,,,,,,
2012-07-23,3302.74,,,,,,,,,,,,
2012-07-24,3305.23,,,,,,,,,,,,
2012-07-25,3252.47,,,,,,,,,,,,
2012-07-26,3245.8,,,,,,,,,,,,
2012-07-27,3292.77,,,,,,,,,,,,
2012-07-30,3327.96,,,,,,,,,,,,
2012-07-31,3359.19,,,,,,,,,,,,
2012-08-01,3378.87,,,,,,,,,,,,
2012-08-02,3386.57,,,,,,,,,,,,
2012-08-03,3388.07,,,,,,,,,,,,
2012-08-06,3380.89,,,,,,,,,,,,
2012-08-07,3400.42,,,,,,,,,,,,
2012-08-08,3425.84,,,,,,,,,,,,
2012-08-09,3451.93,,,,,,,,,,,,
2012-08-10,3470.68,,,,,,,,,,,,
2012-08-13,3477.63,,,,,,,,,,,,
2012-08-14,3496.46,,,,,,,,,,,,
2012-08-16,3522.2,,,,,,,,,,,,
2012-08-17,3534.81,,,,,,,,,,,,
2012-08-20,3521.05,,,,,,,,,,,,
2012-08-21,3516.37,,,,,,,,,,,,
2012-08-22,3543.82,,,,,,,,,,,,
2012-08-23,3562.21,,,,,,,,,,,,
2012-08-24,3544.93,,,,,,,,,,,,
2012-08-27,3601.14,,,,,,,,,,,,
2012-08-28,3629.43,,,,,,,,,,,,
2012-08-29,3631.01,,,,,,,,,,,,
2012-08-30,3612.55,,,,,,,,,,,,
2012-08-31,3593.29,,,,,,,,,,,,
2012-09-03,3597.75,,,,,,,,,,,,
2012-09-04,3612.3,,,,,,,,,,,,
2012-09-05,3566.02,,,,,,,,,,,,
2012-09-06,3596.64,,,,,,,,,,,,
2012-09-07,3610.48,,,,,,,,,,,,
2012-09-10,3581.39,,,,,,,,,,,,
2012-09-11,3594.48,,,,,,,,,,,,
2012-09-12,3640.91,,,,,,,,,,,,
2012-09-13,3658.12,,,,,,,,,,,,
2012-09-14,3695.45,,,,,,,,,,,,
2012-09-17,3701.29,,,,,,,,,,,,
2012-09-18,3739.34,,,,,,,,,,,,
2012-09-19,3822.91,,,,,,,,,,,,
2012-09-20,3820.77,,,,,,,,,,,,
2012-09-21,3878.36,,,,,,,,,,,,
2012-09-24,3900.93,,,,,,,,,,,,
2012-09-25,3851.06,,,,,,,,,,,,
2012-09-26,3876.06,,,,,,,,,,,,
2012-09-27,3901.55,,,,,,,,,,,,
2012-09-28,3925.06,,,,,,,,,,,,
2012-10-02,3933.31,,,,,,,,,,,,
2012-10-04,3930.31,,,,,,,,,,,,
2012-10-05,3957.22,,,,,,,,,,,,
2012-10-08,3991.61,,,,,,,,,,,,
2012-10-09,4026.94,,,,,,,,,,,,
2012-10-10,3975.78,,,,,,,,,,,,
2012-10-11,3923.14,,,,,,,,,,,,
2012-10-12,4084.57,,,,,,,,,,,,
2012-10-15,4072.48,,,,,,,,,,,,
2012-10-16,4057.87,,,,,,,,,,,,
2012-10-17,4029.27,,,,,,,,,,,,
2012-10-18,3947.28,,,,,,,,,,,,
2012-10-19,3931.25,,,,,,,,,,,,
2012-10-22,3997.77,,,,,,,,,,,,
2012-10-23,4102.89,,,,,,,,,,,,
2012-10-24,4240.34,,,,,,,,,,,,
2012-10-25,4203.06,,,,,,,,,,,,
2012-10-26,4116.35,,,,,,,,,,,,
2012-10-29,4069.09,,,,,,,,,,,,
2012-10-30,4124.9,,,,,,,,,,,,
2012-10-31,4326.13,,,,,,,,,,,,
2012-11-01,4299.11,,,,,,,,,,,,
2012-11-02,4315.62,,,,,,,,,,,,
2012-11-05,4465.5,,,,,,,,,,,,
2012-11-06,4433.7,,,,,,,,,,,,
2012-11-07,4315.2,,,,,,,,,,,,
2012-11-08,4354.85,,,,,,,,,,,,
2012-11-09,4362.82,,,,,,,,,,,,
2012-11-12,4471.23,,,,,,,,,,,,
2012-11-13,4385.74,,,,,,,,,,,,
2012-11-14,4336.89,,,,,,,,,,,,
2012-11-15,4193.44,,,,,,,,,,,,
2012-11-16,4160.84,,,,,,,,,,,,
2012-11-19,4254.58,,,,,,,,,,,,
2012-11-20,4251.95,,,,,,,,,,,,
2012-11-21,4170.7,,,,,,,,,,,,
2012-11-22,4144.29,,,,,,,,,,,,
2012-11-23,4137.49,,,,,,,,,,,,
2012-11-26,4164.45,,,,,,,,,,,,
2012-11-27,4044.36,,,,,,,,,,,,
2012-11-28,4059.6,,,,,,,,,,,,
2012-11-29,4142.27,,,,,,,,,,,,
2012-11-30,4136.87,,,,,,,,,,,,
2012-12-03,4119.07,,,,,,,,,,,,
2012-12-04,4158.05,,,,,,,,,,,,
2012-12-05,4102.66,,,,,,,,,,,,
2012-12-06,3995.57,,,,,,,,,,,,
2012-12-07,3966.71,,,,,,,,,,,,
2012-12-10,3995.97,,,,,,,,,,,,
2012-12-11,3943.76,,,,,,,,,,,,
2012-12-12,4031.31,,,,,,,,,,,,
2012-12-13,4150.68,,,,,,,,,,,,
2012-12-14,4087.82,,,,,,,,,,,,
2012-12-17,4016.37,,,,,,,,,,,,
2012-12-18,4031.19,,,,,,,,,,,,
2012-12-20,3967.59,,,,,,,,,,,,
2012-12-21,4020.99,,,,,,,,,,,,
2012-12-24,4013.71,,,,,,,,,,,,
2012-12-26,4050.23,,,,,,,,,,,,
2012-12-27,4091.26,,,,,,,,,,,,
2012-12-28,4105.26,,,,,,,,,,,,
2013-01-02,4141.96,,,,,,,,,,,,
2013-01-03,4114.03,,,,,,,,,,,,
2013-01-04,4211.84,,,,,,,,,,,,
2013-01-07,4299.82,,,,,,,,,,,,
2013-01-08,4354.83,,,,,,,,,,,,
2013-01-09,4421.49,,,,,,,,,,,,
2013-01-10,4415.68,,,,,,,,,,,,
2013-01-11,4424.68,,,,,,,,,,,,
2013-01-14,4495.39,,,,,,,,,,,,
2013-01-15,4437.37,,,,,,,,,,,,
2013-01-16,4365.61,,,,,,,,,,,,
2013-01-17,4407.21,,,,,,,,,,,,
2013-01-18,4437.36,,,,,,,,,,,,
2013-01-21,4426.64,,,,,,,,,,,,
2013-01-22,4415.51,,,,,,,,,,,,
2013-01-23,4433.16,,,,,,,,,,,,
2013-01-24,4332.17,,,,,,,,,,,,
2013-01-25,4333.64,,,,,,,,,,,,
2013-01-28,4321.17,,,,,,,,,,,,
2013-01-29,4334.61,,,,,,,,,,,,
2013-01-30,4391.48,,,,,,,,,,,,
2013-01-31,4370.16,,,,,,,,,,,,
2013-02-01,4316.75,,,,,,,,,,,,
2013-02-04,4314.82,,,,,,,,,,,,
2013-02-05,4292.7,,,,,,,,,,,,
2013-02-06,4356.62,,,,,,,,,,,,
2013-02-07,4367.64,,,,,,,,,,,,
2013-02-08,4312.94,,,,,,,,,,,,
2013-02-12,4227.37,,,,,,,,,,,,
2013-02-13,4270.23,,,,,,,,,,,,
2013-02-14,4286.34,,,,,,,,,,,,
2013-02-15,4340.54,,,,,,,,,,,,
2013-02-18,4375.93,,,,,,,,,,,,
2013-02-19,4375.0,,,,,,,,,,,,
2013-02-20,4362.56,,,,,,,,,,,,
2013-02-21,4338.58,,,,,,,,,,,,
2013-02-22,4370.03,,,,,,,,,,,,
2013-02-25,4347.71,,,,,,,,,,,,
2013-02-26,4373.05,,,,,,,,,,,,
2013-02-27,4431.68,,,,,,,,,,,,
2013-02-28,4531.24,,,,,,,,,,,,
2013-03-04,4526.94,,,,,,,,,,,,
2013-03-05,4572.99,,,,,,,,,,,,
2013-03-06,4589.28,,,,,,,,,,,,
2013-03-07,4540.02,,,,,,,,,,,,
2013-03-08,4601.17,,,,,,,,,,,,
2013-03-11,4638.35,,,,,,,,,,,,
2013-03-12,4619.08,,,,,,,,,,,,
2013-03-13,4683.73,,,,,,,,,,,,
2013-03-14,4724.45,,,,,,,,,,,,
2013-03-15,4709.21,,,,,,,,,,,,
2013-03-18,4623.18,,,,,,,,,,,,
2013-03-19,4671.71,,,,,,,,,,,,
2013-03-20,4609.98,,,,,,,,,,,,
2013-03-21,4565.6,,,,,,,,,,,,
2013-03-22,4634.29,,,,,,,,,,,,
2013-03-25,4616.84,,,,,,,,,,,,
2013-03-26,4633.18,,,,,,,,,,,,
2013-03-27,4649.99,,,,,,,,,,,,
2013-03-28,4691.37,,,,,,,,,,,,
2013-03-29,4739.09,,,,,,,,,,,,
2013-04-01,4724.64,,,,,,,,,,,,
2013-04-02,4716.49,,,,,,,,,,,,
2013-04-03,4718.45,,,,,,,,,,,,
2013-04-04,4738.72,,,,,,,,,,,,
2013-04-05,4658.5,,,,,,,,,,,,
2013-04-08,4523.82,,,,,,,,,,,,
2013-04-09,4555.5,,,,,,,,,,,,
2013-04-10,4602.88,,,,,,,,,,,,
2013-04-11,4737.28,,,,,,,,,,,,
2013-04-12,4836.28,,,,,,,,,,,,
2013-04-15,4919.38,,,,,,,,,,,,
2013-04-16,4908.02,,,,,,,,,,,,
2013-04-17,4883.99,,,,,,,,,,,,
2013-04-18,4867.08,,,,,,,,,,,,
2013-04-19,4769.19,,,,,,,,,,,,
2013-04-22,4845.9,,,,,,,,,,,,
2013-04-23,4851.9,,,,,,,,,,,,
2013-04-24,4845.87,,,,,,,,,,,,
2013-04-25,4813.01,,,,,,,,,,,,
2013-04-26,4868.88,,,,,,,,,,,,
2013-04-29,4903.1,,,,,,,,,,,,
2013-04-30,4902.18,,,,,,,,,,,,
2013-05-02,4872.85,,,,,,,,,,,,
2013-05-03,4986.83,,,,,,,,,,,,
2013-05-06,4912.48,,,,,,,,,,,,
2013-05-07,4931.68,,,,,,,,,,,,
2013-05-08,4936.34,,,,,,,,,,,,
2013-05-09,4878.55,,,,,,,,,,,,
2013-05-10,4858.99,,,,,,,,,,,,
2013-05-13,4766.53,,,,,,,,,,,,
2013-05-14,4656.42,,,,,,,,,,,,
2013-05-15,4684.77,,,,,,,,,,,,
2013-05-16,4675.44,,,,,,,,,,,,
2013-05-20,4607.3,,,,,,,,,,,,
2013-05-21,4696.23,,,,,,,,,,,,
2013-05-22,4677.23,,,,,,,,,,,,
2013-05-23,4562.33,,,,,,,,,,,,
2013-05-24,4596.01,,,,,,,,,,,,
2013-05-27,4618.83,,,,,,,,,,,,
2013-05-28,4741.43,,,,,,,,,,,,
2013-05-29,4714.42,,,,,,,,,,,,
2013-05-30,4653.21,,,,,,,,,,,,
2013-05-31,4622.48,,,,,,,,,,,,
2013-06-03,4554.14,,,,,,,,,,,,
2013-06-04,4379.79,,,,,,,,,,,,
2013-06-05,4289.55,,,,,,,,,,,,
2013-06-07,4291.03,,,,,,,,,,,,
2013-06-10,4385.17,,,,,,,,,,,,
2013-06-11,4487.18,,,,,,,,,,,,
2013-06-12,4481.98,,,,,,,,,,,,
2013-06-13,4454.05,,,,,,,,,,,,
2013-06-14,4439.32,,,,,,,,,,,,
2013-06-17,4381.23,,,,,,,,,,,,
2013-06-18,4371.17,,,,,,,,,,,,
2013-06-19,4343.71,,,,,,,,,,,,
2013-06-20,4252.51,,,,,,,,,,,,
2013-06-21,4189.21,,,,,,,,,,,,
2013-06-24,4178.43,,,,,,,,,,,,
2013-06-25,4000.15,,,,,,,,,,,,
2013-06-26,4061.01,,,,,,,,,,,,
2013-06-27,4133.12,,,,,,,,,,,,
2013-06-28,4215.3,,,,,,,,,,,,
2013-07-01,4231.64,,,,,,,,,,,,
2013-07-02,4283.05,,,,,,,,,,,,
2013-07-03,4257.81,,,,,,,,,,,,
2013-07-04,4338.34,,,,,,,,,,,,
2013-07-05,4383.01,,,,,,,,,,,,
2013-07-08,4301.67,,,,,,,,,,,,
2013-07-09,4293.22,,,,,,,,,,,,
2013-07-10,4288.9,,,,,,,,,,,,
2013-07-11,4343.75,,,,,,,,,,,,
2013-07-12,4382.1,,,,,,,,,,,,
2013-07-15,4457.37,,,,,,,,,,,,
2013-07-16,4431.22,,,,,,,,,,,,
2013-07-17,4493.09,,,,,,,,,,,,
2013-07-18,4547.45,,,,,,,,,,,,
2013-07-19,4577.76,,,,,,,,,,,,
2013-07-22,4688.24,,,,,,,,,,,,
2013-07-23,4662.53,,,,,,,,,,,,
2013-07-24,4649.94,,,,,,,,,,,,
2013-07-25,4593.84,,,,,,,,,,,,
2013-07-26,4633.99,,,,,,,,,,,,
2013-07-29,4674.88,,,,,,,,,,,,
2013-07-30,4700.8,,,,,,,,,,,,
2013-07-31,4825.8,,,,,,,,,,,,
2013-08-01,4788.83,,,,,,,,,,,,
2013-08-02,4760.43,,,,,,,,,,,,
2013-08-05,4845.55,,,,,,,,,,,,
2013-08-06,4820.64,,,,,,,,,,,,
2013-08-07,4791.84,,,,,,,,,,,,
2013-08-08,4829.46,,,,,,,,,,,,
2013-08-09,4812.64,,,,,,,,,,,,
2013-08-12,4704.7,,,,,,,,,,,,
2013-08-13,4693.19,,,,,,,,,,,,
2013-08-14,4689.21,,,,,,,,,,,,
2013-08-16,4666.05,,,,,,,,,,,,
2013-08-19,4657.15,,,,,,,,,,,,
2013-08-20,4530.74,,,,,,,,,,,,
2013-08-21,4479.33,,,,,,,,,,,,
2013-08-22,4377.59,,,,,,,,,,,,
2013-08-23,4429.11,,,,,,,,,,,,
2013-08-26,4443.05,,,,,,,,,,,,
2013-08-27,4342.05,,,,,,,,,,,,
2013-08-28,4357.97,,,,,,,,,,,,
2013-08-29,4386.49,,,,,,,,,,,,
2013-08-30,4392.41,,,,,,,,,,,,
2013-09-02,4459.12,,,,,,,,,,,,
2013-09-03,4497.69,,,,,,,,,,,,
2013-09-04,4495.11,,,,,,,,,,,,
2013-09-05,4496.52,,,,,,,,,,,,
2013-09-06,4428.82,,,,,,,,,,,,
2013-09-09,4389.29,,,,,,,,,,,,
2013-09-10,4369.96,,,,,,,,,,,,
2013-09-11,4458.47,,,,,,,,,,,,
2013-09-12,4553.83,,,,,,,,,,,,
2013-09-13,4520.03,,,,,,,,,,,,
2013-09-16,4501.36,,,,,,,,,,,,
2013-09-17,4487.94,,,,,,,,,,,,
2013-09-23,4503.34,,,,,,,,,,,,
2013-09-24,4519.07,,,,,,,,,,,,
2013-09-25,4529.89,,,,,,,,,,,,
2013-09-26,4590.17,,,,,,,,,,,,
2013-09-27,4653.18,,,,,,,,,,,,
2013-09-30,4638.52,,,,,,,,,,,,
2013-10-01,4607.46,,,,,,,,,,,,
2013-10-02,4632.1,,,,,,,,,,,,
2013-10-04,4584.1,,,,,,,,,,,,
2013-10-07,4575.84,,,,,,,,,,,,
2013-10-08,4546.47,,,,,,,,,,,,
2013-10-10,4489.95,,,,,,,,,,,,
2013-10-11,4546.87,,,,,,,,,,,,
2013-10-14,4502.98,,,,,,,,,,,,
2013-10-15,4503.46,,,,,,,,,,,,
2013-10-16,4477.7,,,,,,,,,,,,
2013-10-17,4373.64,,,,,,,,,,,,
2013-10-18,4396.03,,,,,,,,,,,,
2013-10-21,4416.07,,,,,,,,,,,,
2013-10-22,4494.05,,,,,,,,,,,,
2013-10-23,4457.13,,,,,,,,,,,,
2013-10-24,4489.77,,,,,,,,,,,,
2013-10-25,4490.2,,,,,,,,,,,,
2013-10-28,4476.17,,,,,,,,,,,,
2013-10-29,4483.19,,,,,,,,,,,,
2013-10-30,4525.85,,,,,,,,,,,,
2013-10-31,4539.91,,,,,,,,,,,,
2013-11-01,4515.87,,,,,,,,,,,,
2013-11-04,4456.06,,,,,,,,,,,,
2013-11-05,4388.13,,,,,,,,,,,,
2013-11-06,4345.76,,,,,,,,,,,,
2013-11-07,4307.02,,,,,,,,,,,,
2013-11-08,4307.79,,,,,,,,,,,,
2013-11-11,4219.48,,,,,,,,,,,,
2013-11-12,4296.74,,,,,,,,,,,,
2013-11-13,4257.33,,,,,,,,,,,,
2013-11-14,4255.3,,,,,,,,,,,,
2013-11-15,4301.75,,,,,,,,,,,,
2013-11-18,4317.83,,,,,,,,,,,,
2013-11-19,4332.42,,,,,,,,,,,,
2013-11-20,4318.45,,,,,,,,,,,,
2013-11-21,4281.09,,,,,,,,,,,,
2013-11-22,4297.19,,,,,,,,,,,,
2013-11-25,4334.29,,,,,,,,,,,,
2013-11-26,4367.81,,,,,,,,,,,,
2013-11-27,4412.81,,,,,,,,,,,,
2013-11-28,4417.61,,,,,,,,,,,,
2013-11-29,4419.02,,,,,,,,,,,,
2013-12-02,4421.43,,,,,,,,,,,,
2013-12-03,4372.28,,,,,,,,,,,,
2013-12-04,4350.53,,,,,,,,,,,,
2013-12-05,4362.35,,,,,,,,,,,,
2013-12-06,4302.42,,,,,,,,,,,,
2013-12-09,4285.84,,,,,,,,,,,,
2013-12-10,4289.21,,,,,,,,,,,,
2013-12-11,4268.12,,,,,,,,,,,,
2013-12-12,4240.71,,,,,,,,,,,,
2013-12-13,4265.25,,,,,,,,,,,,
2013-12-16,4214.92,,,,,,,,,,,,
2013-12-17,4208.67,,,,,,,,,,,,
2013-12-18,4176.2,,,,,,,,,,,,
2013-12-19,4181.33,,,,,,,,,,,,
2013-12-20,4180.81,,,,,,,,,,,,
2013-12-23,4170.63,,,,,,,,,,,,
2013-12-24,4207.38,,,,,,,,,,,,
2013-12-26,4220.52,,,,,,,,,,,,
2013-12-27,4232.25,,,,,,,,,,,,
2013-12-30,4227.26,,,,,,,,,,,,
2014-01-02,4208.45,,,,,,,,,,,,
2014-01-03,4197.79,,,,,,,,,,,,
2014-01-06,4266.38,,,,,,,,,,,,
2014-01-07,4386.91,,,,,,,,,,,,
2014-01-08,4434.4,,,,,,,,,,,,
2014-01-09,4415.32,,,,,,,,,,,,
2014-01-10,4414.78,,,,,,,,,,,,
2014-01-13,4442.34,,,,,,,,,,,,
2014-01-14,4425.51,,,,,,,,,,,,
2014-01-15,4465.7,,,,,,,,,,,,
2014-01-16,4468.79,,,,,,,,,,,,
2014-01-17,4463.88,,,,,,,,,,,,
2014-01-20,4500.22,,,,,,,,,,,,
2014-01-21,4499.59,,,,,,,,,,,,
2014-01-22,4497.39,,,,,,,,,,,,
2014-01-23,4437.64,,,,,,,,,,,,
2014-01-24,4464.3,,,,,,,,,,,,
2014-01-27,4388.25,,,,,,,,,,,,
2014-01-28,4444.69,,,,,,,,,,,,
2014-01-29,4476.57,,,,,,,,,,,,
2014-02-03,4453.56,,,,,,,,,,,,
2014-02-04,4422.79,,,,,,,,,,,,
2014-02-05,4409.0,,,,,,,,,,,,
2014-02-06,4417.12,,,,,,,,,,,,
2014-02-07,4474.32,,,,,,,,,,,,
2014-02-10,4487.31,,,,,,,,,,,,
2014-02-11,4491.15,,,,,,,,,,,,
2014-02-12,4502.02,,,,,,,,,,,,
2014-02-13,4485.83,,,,,,,,,,,,
2014-02-14,4471.03,,,,,,,,,,,,
2014-02-17,4464.33,,,,,,,,,,,,
2014-02-18,4520.37,,,,,,,,,,,,
2014-02-19,4511.37,,,,,,,,,,,,
2014-02-20,4487.97,,,,,,,,,,,,
2014-02-21,4511.03,,,,,,,,,,,,
2014-02-24,4512.57,,,,,,,,,,,,
2014-02-25,4486.89,,,,,,,,,,,,
2014-02-26,4536.36,,,,,,,,,,,,
2014-02-27,4535.78,,,,,,,,,,,,
2014-02-28,4565.62,,,,,,,,,,,,
2014-03-03,4540.86,,,,,,,,,,,,
2014-03-04,4539.78,,,,,,,,,,,,
2014-03-05,4531.14,,,,,,,,,,,,
2014-03-06,4576.22,,,,,,,,,,,,
2014-03-07,4581.45,,,,,,,,,,,,
2014-03-10,4520.16,,,,,,,,,,,,
2014-03-11,4592.75,,,,,,,,,,,,
2014-03-12,4511.22,,,,,,,,,,,,
2014-03-13,4541.72,,,,,,,,,,,,
2014-03-14,4528.57,,,,,,,,,,,,
2014-03-17,4527.32,,,,,,,,,,,,
2014-03-18,4580.11,,,,,,,,,,,,
2014-03-19,4601.42,,,,,,,,,,,,
2014-03-20,4555.38,,,,,,,,,,,,
2014-03-21,4525.23,,,,,,,,,,,,
2014-03-24,4452.02,,,,,,,,,,,,
2014-03-25,4433.77,,,,,,,,,,,,
2014-03-26,4447.74,,,,,,,,,,,,
2014-03-27,4440.18,,,,,,,,,,,,
2014-03-28,4466.02,,,,,,,,,,,,
2014-03-31,4404.01,,,,,,,,,,,,
2014-04-01,4446.61,,,,,,,,,,,,
2014-04-02,4471.71,,,,,,,,,,,,
2014-04-03,4416.12,,,,,,,,,,,,
2014-04-04,4446.89,,,,,,,,,,,,
2014-04-07,4399.7,,,,,,,,,,,,
2014-04-08,4386.95,,,,,,,,,,,,
2014-04-09,4407.3,,,,,,,,,,,,
2014-04-10,4450.84,,,,,,,,,,,,
2014-04-11,4445.92,,,,,,,,,,,,
2014-04-14,4458.13,,,,,,,,,,,,
2014-04-15,4455.9,,,,,,,,,,,,
2014-04-16,4435.25,,,,,,,,,,,,
2014-04-17,4438.49,,,,,,,,,,,,
2014-04-18,4468.23,,,,,,,,,,,,
2014-04-21,4493.43,,,,,,,,,,,,
2014-04-22,4485.37,,,,,,,,,,,,
2014-04-23,4421.51,,,,,,,,,,,,
2014-04-24,4387.59,,,,,,,,,,,,
2014-04-25,4358.22,,,,,,,,,,,,
2014-04-28,4409.69,,,,,,,,,,,,
2014-04-29,4428.26,,,,,,,,,,,,
2014-04-30,4433.83,,,,,,,,,,,,
2014-05-02,4436.88,,,,,,,,,,,,
2014-05-07,4382.13,,,,,,,,,,,,
2014-05-08,4351.69,,,,,,,,,,,,
2014-05-09,4365.79,,,,,,,,,,,,
2014-05-12,4352.25,,,,,,,,,,,,
2014-05-13,4389.66,,,,,,,,,,,,
2014-05-14,4390.79,,,,,,,,,,,,
2014-05-15,4388.55,,,,,,,,,,,,
2014-05-16,4369.98,,,,,,,,,,,,
2014-05-19,4335.75,,,,,,,,,,,,
2014-05-20,4319.36,,,,,,,,,,,,
2014-05-21,4341.42,,,,,,,,,,,,
2014-05-22,4343.99,,,,,,,,,,,,
2014-05-23,4365.56,,,,,,,,,,,,
2014-05-26,4342.44,,,,,,,,,,,,
2014-05-27,4316.95,,,,,,,,,,,,
2014-05-28,4367.22,,,,,,,,,,,,
2014-05-29,4379.78,,,,,,,,,,,,
2014-05-30,4346.21,,,,,,,,,,,,
2014-06-02,4333.23,,,,,,,,,,,,
2014-06-03,4277.39,,,,,,,,,,,,
2014-06-05,4204.42,,,,,,,,,,,,
2014-06-09,4255.21,,,,,,,,,,,,
2014-06-10,4302.86,,,,,,,,,,,,
2014-06-11,4315.4,,,,,,,,,,,,
2014-06-12,4345.92,,,,,,,,,,,,
2014-06-13,4340.76,,,,,,,,,,,,
2014-06-16,4353.83,,,,,,,,,,,,
2014-06-17,4311.86,,,,,,,,,,,,
2014-06-18,4323.78,,,,,,,,,,,,
2014-06-19,4361.82,,,,,,,,,,,,
2014-06-20,4353.23,,,,,,,,,,,,
2014-06-23,4311.03,,,,,,,,,,,,
2014-06-24,4325.07,,,,,,,,,,,,
2014-06-25,4311.43,,,,,,,,,,,,
2014-06-26,4358.66,,,,,,,,,,,,
2014-06-27,4373.62,,,,,,,,,,,,
2014-06-30,4407.93,,,,,,,,,,,,
2014-07-01,4389.52,,,,,,,,,,,,
2014-07-02,4402.41,,,,,,,,,,,,
2014-07-03,4386.45,,,,,,,,,,,,
2014-07-04,4401.4,,,,,,,,,,,,
2014-07-07,4377.64,,,,,,,,,,,,
2014-07-08,4357.59,,,,,,,,,,,,
2014-07-09,4321.37,,,,,,,,,,,,
2014-07-10,4344.49,,,,,,,,,,,,
2014-07-11,4358.65,,,,,,,,,,,,
2014-07-14,4399.59,,,,,,,,,,,,
2014-07-15,4391.44,,,,,,,,,,,,
2014-07-16,4369.73,,,,,,,,,,,,
2014-07-17,4366.27,,,,,,,,,,,,
2014-07-18,4370.02,,,,,,,,,,,,
2014-07-21,4364.64,,,,,,,,,,,,
2014-07-22,4360.19,,,,,,,,,,,,
2014-07-23,4344.04,,,,,,,,,,,,
2014-07-24,4352.17,,,,,,,,,,,,
2014-07-25,4353.4,,,,,,,,,,,,
2014-07-28,4322.49,,,,,,,,,,,,
2014-07-29,4291.04,,,,,,,,,,,,
2014-07-30,4280.67,,,,,,,,,,,,
2014-07-31,4273.73,,,,,,,,,,,,
2014-08-01,4308.57,,,,,,,,,,,,
2014-08-04,4324.79,,,,,,,,,,,,
2014-08-05,4281.41,,,,,,,,,,,,
2014-08-06,4254.87,,,,,,,,,,,,
2014-08-07,4241.86,,,,,,,,,,,,
2014-08-08,4227.84,,,,,,,,,,,,
2014-08-11,4228.27,,,,,,,,,,,,
2014-08-12,4224.67,,,,,,,,,,,,
2014-08-13,4239.07,,,,,,,,,,,,
2014-08-14,4283.52,,,,,,,,,,,,
2014-08-18,4294.41,,,,,,,,,,,,
2014-08-19,4291.27,,,,,,,,,,,,
2014-08-20,4286.86,,,,,,,,,,,,
2014-08-21,4261.29,,,,,,,,,,,,
2014-08-22,4249.8,,,,,,,,,,,,
2014-08-25,4357.31,,,,,,,,,,,,
2014-08-26,4386.82,,,,,,,,,,,,
2014-08-27,4408.56,,,,,,,,,,,,
2014-08-28,4404.72,,,,,,,,,,,,
2014-08-29,4371.75,,,,,,,,,,,,
2014-09-01,4345.33,,,,,,,,,,,,
2014-09-02,4367.6,,,,,,,,,,,,
