_date,Volume
2026-04-27,145775198
2026-04-28,252356531
2026-04-29,79243040
2026-04-30,84478129
2026-05-04,192982217
2026-05-06,302838380
2026-05-07,105118531
2026-05-08,90075906
2026-05-11,85907993
2026-05-12,112589774
2026-05-13,65540560
2026-05-14,108884584
2026-05-15,111881865
2026-05-18,84200455
2026-05-19,83786744
2026-05-20,65180119
2026-05-21,59774449
