날짜,Materials,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2011-10-05,1985.83,,,,,,,,,,,,
2011-10-06,2005.3,,,,,,,,,,,,
2011-10-07,2045.5,,,,,,,,,,,,
2011-10-10,2062.39,,,,,,,,,,,,
2011-10-11,2093.89,,,,,,,,,,,,
2011-10-12,2112.91,,,,,,,,,,,,
2011-10-13,2143.32,,,,,,,,,,,,
2011-10-14,2156.39,,,,,,,,,,,,
2011-10-17,2193.2,,,,,,,,,,,,
2011-10-18,2179.21,,,,,,,,,,,,
2011-10-19,2198.7,,,,,,,,,,,,
2011-10-20,2137.08,,,,,,,,,,,,
2011-10-21,2162.1,,,,,,,,,,,,
2011-10-24,2209.6,,,,,,,,,,,,
2011-10-25,2197.17,,,,,,,,,,,,
2011-10-26,2210.17,,,,,,,,,,,,
2011-10-27,2240.16,,,,,,,,,,,,
2011-10-28,2245.1,,,,,,,,,,,,
2011-10-31,2221.43,,,,,,,,,,,,
2011-11-01,2211.27,,,,,,,,,,,,
2011-11-02,2198.91,,,,,,,,,,,,
2011-11-03,2179.76,,,,,,,,,,,,
2011-11-04,2222.03,,,,,,,,,,,,
2011-11-07,2208.29,,,,,,,,,,,,
2011-11-08,2209.26,,,,,,,,,,,,
2011-11-09,2216.75,,,,,,,,,,,,
2011-11-10,2135.42,,,,,,,,,,,,
2011-11-11,2176.45,,,,,,,,,,,,
2011-11-14,2208.78,,,,,,,,,,,,
2011-11-15,2203.46,,,,,,,,,,,,
2011-11-16,2165.77,,,,,,,,,,,,
2011-11-17,2202.12,,,,,,,,,,,,
2011-11-18,2180.08,,,,,,,,,,,,
2011-11-21,2163.06,,,,,,,,,,,,
2011-11-22,2162.93,,,,,,,,,,,,
2011-11-23,2126.13,,,,,,,,,,,,
2011-11-24,2121.43,,,,,,,,,,,,
2011-11-25,2095.87,,,,,,,,,,,,
2011-11-28,2114.5,,,,,,,,,,,,
2011-11-29,2155.23,,,,,,,,,,,,
2011-11-30,2159.01,,,,,,,,,,,,
2011-12-01,2191.7,,,,,,,,,,,,
2011-12-02,2205.67,,,,,,,,,,,,
2011-12-05,2216.52,,,,,,,,,,,,
2011-12-06,2192.07,,,,,,,,,,,,
2011-12-07,2211.13,,,,,,,,,,,,
2011-12-08,2211.61,,,,,,,,,,,,
2011-12-09,2183.43,,,,,,,,,,,,
2011-12-12,2200.22,,,,,,,,,,,,
2011-12-13,2172.59,,,,,,,,,,,,
2011-12-14,2179.58,,,,,,,,,,,,
2011-12-15,2149.41,,,,,,,,,,,,
2011-12-16,2146.84,,,,,,,,,,,,
2011-12-19,2059.66,,,,,,,,,,,,
2011-12-20,2091.76,,,,,,,,,,,,
2011-12-21,2129.02,,,,,,,,,,,,
2011-12-22,2129.06,,,,,,,,,,,,
2011-12-23,2152.7,,,,,,,,,,,,
2011-12-26,2147.79,,,,,,,,,,,,
2011-12-27,2129.15,,,,,,,,,,,,
2011-12-28,2116.75,,,,,,,,,,,,
2011-12-29,2124.86,,,,,,,,,,,,
2012-01-02,2113.77,,,,,,,,,,,,
2012-01-03,2144.13,,,,,,,,,,,,
2012-01-04,2147.63,,,,,,,,,,,,
2012-01-05,2155.6,,,,,,,,,,,,
2012-01-06,2143.14,,,,,,,,,,,,
2012-01-09,2135.89,,,,,,,,,,,,
2012-01-10,2166.08,,,,,,,,,,,,
2012-01-11,2158.82,,,,,,,,,,,,
2012-01-12,2171.09,,,,,,,,,,,,
2012-01-13,2175.84,,,,,,,,,,,,
2012-01-16,2163.11,,,,,,,,,,,,
2012-01-17,2187.36,,,,,,,,,,,,
2012-01-18,2181.45,,,,,,,,,,,,
2012-01-19,2190.4,,,,,,,,,,,,
2012-01-20,2206.43,,,,,,,,,,,,
2012-01-25,2209.99,,,,,,,,,,,,
2012-01-26,2220.63,,,,,,,,,,,,
2012-01-27,2225.77,,,,,,,,,,,,
2012-01-30,2217.2,,,,,,,,,,,,
2012-01-31,2233.39,,,,,,,,,,,,
2012-02-01,2246.05,,,,,,,,,,,,
2012-02-02,2269.29,,,,,,,,,,,,
2012-02-03,2263.87,,,,,,,,,,,,
2012-02-06,2260.21,,,,,,,,,,,,
2012-02-07,2273.59,,,,,,,,,,,,
2012-02-08,2285.99,,,,,,,,,,,,
2012-02-09,2287.98,,,,,,,,,,,,
2012-02-10,2287.39,,,,,,,,,,,,
2012-02-13,2291.81,,,,,,,,,,,,
2012-02-14,2288.86,,,,,,,,,,,,
2012-02-15,2294.94,,,,,,,,,,,,
2012-02-16,2270.66,,,,,,,,,,,,
2012-02-17,2282.65,,,,,,,,,,,,
2012-02-20,2283.23,,,,,,,,,,,,
2012-02-21,2277.6,,,,,,,,,,,,
2012-02-22,2278.78,,,,,,,,,,,,
2012-02-23,2269.29,,,,,,,,,,,,
2012-02-24,2281.34,,,,,,,,,,,,
2012-02-27,2261.64,,,,,,,,,,,,
2012-02-28,2253.51,,,,,,,,,,,,
2012-02-29,2262.67,,,,,,,,,,,,
2012-03-02,2280.67,,,,,,,,,,,,
2012-03-05,2258.59,,,,,,,,,,,,
2012-03-06,2239.77,,,,,,,,,,,,
2012-03-07,2225.46,,,,,,,,,,,,
2012-03-08,2224.06,,,,,,,,,,,,
2012-03-09,2231.41,,,,,,,,,,,,
2012-03-12,2219.22,,,,,,,,,,,,
2012-03-13,2235.54,,,,,,,,,,,,
2012-03-14,2243.55,,,,,,,,,,,,
2012-03-15,2240.46,,,,,,,,,,,,
2012-03-16,2239.27,,,,,,,,,,,,
2012-03-19,2240.92,,,,,,,,,,,,
2012-03-20,2227.15,,,,,,,,,,,,
2012-03-21,2209.22,,,,,,,,,,,,
2012-03-22,2182.13,,,,,,,,,,,,
2012-03-23,2186.59,,,,,,,,,,,,
2012-03-26,2167.41,,,,,,,,,,,,
2012-03-27,2169.13,,,,,,,,,,,,
2012-03-28,2159.63,,,,,,,,,,,,
2012-03-29,2141.31,,,,,,,,,,,,
2012-03-30,2145.45,,,,,,,,,,,,
2012-04-02,2146.13,,,,,,,,,,,,
2012-04-03,2131.12,,,,,,,,,,,,
2012-04-04,2098.68,,,,,,,,,,,,
2012-04-05,2095.83,,,,,,,,,,,,
2012-04-06,2092.01,,,,,,,,,,,,
2012-04-09,2045.0,,,,,,,,,,,,
2012-04-10,2052.87,,,,,,,,,,,,
2012-04-12,2059.57,,,,,,,,,,,,
2012-04-13,2092.42,,,,,,,,,,,,
2012-04-16,2079.55,,,,,,,,,,,,
2012-04-17,2087.98,,,,,,,,,,,,
2012-04-18,2090.79,,,,,,,,,,,,
2012-04-19,2083.35,,,,,,,,,,,,
2012-04-20,2066.76,,,,,,,,,,,,
2012-04-23,2058.73,,,,,,,,,,,,
2012-04-24,2032.63,,,,,,,,,,,,
2012-04-25,2019.76,,,,,,,,,,,,
2012-04-26,2012.26,,,,,,,,,,,,
2012-04-27,2006.97,,,,,,,,,,,,
2012-04-30,2015.56,,,,,,,,,,,,
2012-05-02,2034.51,,,,,,,,,,,,
2012-05-03,2044.34,,,,,,,,,,,,
2012-05-04,2054.75,,,,,,,,,,,,
2012-05-07,2021.34,,,,,,,,,,,,
2012-05-08,2040.92,,,,,,,,,,,,
2012-05-09,2035.02,,,,,,,,,,,,
2012-05-10,2035.99,,,,,,,,,,,,
2012-05-11,2006.53,,,,,,,,,,,,
2012-05-14,1982.92,,,,,,,,,,,,
2012-05-15,1966.81,,,,,,,,,,,,
2012-05-16,1930.93,,,,,,,,,,,,
2012-05-17,1919.5,,,,,,,,,,,,
2012-05-18,1860.25,,,,,,,,,,,,
2012-05-21,1861.96,,,,,,,,,,,,
2012-05-22,1895.19,,,,,,,,,,,,
2012-05-23,1880.21,,,,,,,,,,,,
2012-05-24,1894.45,,,,,,,,,,,,
2012-05-25,1909.14,,,,,,,,,,,,
2012-05-29,1925.22,,,,,,,,,,,,
2012-05-30,1908.19,,,,,,,,,,,,
2012-05-31,1921.48,,,,,,,,,,,,
2012-06-01,1912.16,,,,,,,,,,,,
2012-06-04,1855.17,,,,,,,,,,,,
2012-06-05,1881.2,,,,,,,,,,,,
2012-06-07,1910.18,,,,,,,,,,,,
2012-06-08,1896.58,,,,,,,,,,,,
2012-06-11,1921.53,,,,,,,,,,,,
2012-06-12,1913.19,,,,,,,,,,,,
2012-06-13,1913.53,,,,,,,,,,,,
2012-06-14,1932.97,,,,,,,,,,,,
2012-06-15,1928.21,,,,,,,,,,,,
2012-06-18,1956.26,,,,,,,,,,,,
2012-06-19,1958.62,,,,,,,,,,,,
2012-06-20,1968.97,,,,,,,,,,,,
2012-06-21,1974.81,,,,,,,,,,,,
2012-06-22,1953.57,,,,,,,,,,,,
2012-06-25,1946.07,,,,,,,,,,,,
2012-06-26,1940.4,,,,,,,,,,,,
2012-06-27,1944.08,,,,,,,,,,,,
2012-06-28,1941.04,,,,,,,,,,,,
2012-06-29,1967.23,,,,,,,,,,,,
2012-07-02,1971.41,,,,,,,,,,,,
2012-07-03,1980.56,,,,,,,,,,,,
2012-07-04,1979.46,,,,,,,,,,,,
2012-07-05,1981.14,,,,,,,,,,,,
2012-07-06,1972.44,,,,,,,,,,,,
2012-07-09,1965.69,,,,,,,,,,,,
2012-07-10,1954.36,,,,,,,,,,,,
2012-07-11,1957.07,,,,,,,,,,,,
2012-07-12,1926.21,,,,,,,,,,,,
2012-07-13,1934.69,,,,,,,,,,,,
2012-07-16,1941.18,,,,,,,,,,,,
2012-07-17,1935.45,,,,,,,,,,,,
2012-07-18,1911.07,,,,,,,,,,,,
2012-07-19,1933.43,,,,,,,,,,,,
2012-07-20,1936.74,,,,,,,,,,,,
2012-07-23,1901.36,,,,,,,,,,,,
2012-07-24,1889.69,,,,,,,,,,,,
2012-07-25,1859.61,,,,,,,,,,,,
2012-07-26,1865.86,,,,,,,,,,,,
2012-07-27,1890.52,,,,,,,,,,,,
2012-07-30,1893.24,,,,,,,,,,,,
2012-07-31,1917.97,,,,,,,,,,,,
2012-08-01,1920.84,,,,,,,,,,,,
2012-08-02,1917.5,,,,,,,,,,,,
2012-08-03,1905.64,,,,,,,,,,,,
2012-08-06,1930.23,,,,,,,,,,,,
2012-08-07,1942.67,,,,,,,,,,,,
2012-08-08,1954.95,,,,,,,,,,,,
2012-08-09,1990.77,,,,,,,,,,,,
2012-08-10,1993.32,,,,,,,,,,,,
2012-08-13,1994.69,,,,,,,,,,,,
2012-08-14,2010.16,,,,,,,,,,,,
2012-08-16,2018.59,,,,,,,,,,,,
2012-08-17,2024.2,,,,,,,,,,,,
2012-08-20,2037.06,,,,,,,,,,,,
2012-08-21,2033.07,,,,,,,,,,,,
2012-08-22,2028.79,,,,,,,,,,,,
2012-08-23,2035.01,,,,,,,,,,,,
2012-08-24,2028.76,,,,,,,,,,,,
2012-08-27,2043.84,,,,,,,,,,,,
2012-08-28,2044.5,,,,,,,,,,,,
2012-08-29,2044.25,,,,,,,,,,,,
