_date,Volume
2026-04-27,20813045
2026-04-28,37875835
2026-04-29,14782124
2026-04-30,22386219
2026-05-04,129703196
2026-05-06,148558551
2026-05-07,53874546
2026-05-08,48149893
2026-05-11,167004652
2026-05-12,78632256
2026-05-13,40079196
2026-05-14,34645651
2026-05-15,82695982
2026-05-18,29825016
2026-05-19,27453300
2026-05-20,25307854
2026-05-21,31742009
