_date,Volume
2026-04-27,4842658
2026-04-28,5188570
2026-04-29,6436946
2026-04-30,6058002
2026-05-04,6065417
2026-05-06,7151276
2026-05-07,7605799
2026-05-08,6827007
2026-05-11,6509143
2026-05-12,8100523
2026-05-13,6265902
2026-05-14,10616157
2026-05-15,10110573
2026-05-18,6726711
2026-05-19,7549689
2026-05-20,7197396
2026-05-21,6110456
