_date,Open,High,Low,Close,Volume
2026-02-24,19862.32,19932.55,19691.23,19771.3,89656747
2026-02-25,19741.04,19746.48,19529.43,19609.96,41234959
2026-02-26,19500.96,19736.07,19359.14,19669.39,25346817
2026-02-27,19603.87,19651.75,19343.94,19611.97,33662339
2026-03-03,19524.28,19524.28,18560.06,18605.67,21517942
2026-03-04,18064.12,18064.12,16371.12,16492.57,29737115
2026-03-05,17686.24,18051.77,17282.61,17815.33,18924290
2026-03-06,17718.74,17943.41,17336.19,17839.86,11607978
2026-03-09,16901.59,17126.61,16741.56,17094.62,11384872
2026-03-10,17614.84,17678.66,17173.75,17340.0,9924748
2026-03-11,17707.42,18186.85,17646.61,17780.25,13615800
2026-03-12,17728.05,17728.05,17352.19,17543.47,11696280
2026-03-13,17165.88,17492.8,17064.68,17390.77,12477202
2026-03-16,17309.19,17309.19,16949.89,17066.71,9686691
2026-03-17,17377.28,17611.8,17354.09,17399.89,10041253
2026-03-18,17576.36,17904.94,17576.36,17723.53,14132818
2026-03-19,17375.5,17404.65,17232.3,17232.98,23239090
2026-03-20,17347.42,17628.68,17325.43,17434.12,14756917
2026-03-23,16885.32,16921.15,16434.96,16439.25,46880307
2026-03-24,16918.76,17032.49,16469.87,16945.23,41095405
2026-03-25,17298.2,17551.24,17067.23,17416.84,56587590
2026-03-26,17605.0,17719.98,17400.67,17464.05,32463929
2026-03-27,17186.28,17680.87,17050.54,17680.87,33990107
2026-03-30,16984.31,17182.32,16843.81,17038.98,12713788
2026-03-31,16946.23,17295.92,16501.52,16641.42,19396480
2026-04-01,17222.55,17514.33,16829.88,17414.09,14153991
2026-04-02,17525.05,17795.52,16798.1,16984.13,13925393
2026-04-03,17334.6,17334.6,16751.5,16751.5,13342939
2026-04-06,16786.51,16971.96,16649.0,16706.89,11758387
2026-04-07,16744.1,17099.77,16644.05,16786.18,12623128
2026-04-08,17482.97,17573.78,17007.18,17120.08,13225195
2026-04-09,17147.15,17185.96,16915.24,17006.52,23795592
2026-04-10,17078.74,17140.8,16908.2,16942.89,20000881
2026-04-13,16798.76,16798.76,16592.63,16716.74,8507646
2026-04-14,16886.74,16966.88,16735.77,16771.55,15763730
2026-04-15,17004.83,17388.96,16962.56,17289.69,11981521
2026-04-16,17417.44,17676.47,17417.44,17601.42,13393164
2026-04-17,17578.13,17597.94,17452.87,17529.36,22312875
2026-04-20,17494.79,17605.59,17375.97,17459.51,40913746
2026-04-21,17513.34,17526.74,17186.77,17214.93,51037128
2026-04-22,17176.17,17229.68,16990.13,17050.57,20854864
2026-04-23,17351.86,17370.18,16798.93,16866.05,29086867
2026-04-24,16920.69,17144.77,16873.34,17065.03,27576919
2026-04-27,17085.03,17102.26,16799.34,16830.29,16259640
2026-04-28,16826.86,16945.19,16786.98,16858.1,16444047
2026-04-29,16914.67,16947.95,16586.28,16591.87,12532244
2026-04-30,16593.7,16611.96,16371.1,16386.95,13773009
2026-05-04,16502.15,16502.15,16255.38,16352.12,10509467
2026-05-06,16473.08,16473.31,16164.81,16164.81,13375581
2026-05-07,16321.98,16479.19,16227.25,16265.25,14184111
2026-05-08,16321.3,16366.34,16059.12,16184.62,17893347
2026-05-11,16094.36,16132.2,15832.41,15866.99,41133537
2026-05-12,15869.28,16048.67,15522.17,15900.34,49199718
2026-05-13,15976.66,16151.64,15497.95,15611.95,25578969
2026-05-14,15570.22,16057.19,15530.88,16057.19,27614513
2026-05-15,16010.15,16085.46,15493.67,15679.91,15848305
2026-05-18,15626.15,15626.15,14921.88,15219.6,27942526
2026-05-19,15115.93,15302.02,14870.9,14991.4,54781790
2026-05-20,15089.25,15099.33,14540.2,14774.23,59027114
2026-05-21,15077.11,15548.1,15077.11,15454.99,30113244
