_date,Open,High,Low,Close,Volume
2026-02-24,6427.16,6458.22,6278.75,6454.14,28775523
2026-02-25,6497.46,6786.36,6488.97,6711.08,63843353
2026-02-26,6699.26,6914.69,6674.06,6908.84,43440793
2026-02-27,6857.27,7238.52,6824.41,7129.22,61897130
2026-03-03,6952.57,7371.31,6817.94,6859.06,57126118
2026-03-04,6882.73,6882.73,5764.94,5863.71,62791986
2026-03-05,6090.48,6521.28,6087.97,6384.72,36453871
2026-03-06,6318.41,6533.56,6269.65,6520.86,25174840
2026-03-09,6380.68,6395.44,6013.03,6224.21,32309592
2026-03-10,6382.22,6425.25,6234.34,6344.03,27087642
2026-03-11,6543.87,6602.21,6329.28,6390.44,33071238
2026-03-12,6380.74,6491.76,6359.38,6491.76,35239601
2026-03-13,6368.42,6449.98,6299.21,6447.78,27048984
2026-03-16,6403.86,6471.8,6276.5,6326.0,21705136
2026-03-17,6461.62,6504.33,6378.14,6387.81,19983762
2026-03-18,6471.06,6520.87,6431.37,6507.12,19637497
2026-03-19,6402.55,6402.97,6300.02,6313.16,14207062
2026-03-20,6328.76,6328.76,6206.25,6206.25,23749606
2026-03-23,6009.37,6013.65,5805.58,5825.17,23270684
2026-03-24,6018.48,6027.06,5788.12,5942.63,16910622
2026-03-25,6072.88,6088.69,5998.85,6084.83,16277414
2026-03-26,6115.49,6124.02,5961.42,5990.26,14625048
2026-03-27,5825.78,5967.13,5700.0,5954.13,14740318
2026-03-30,5659.62,5778.92,5580.01,5733.33,18410958
2026-03-31,5660.02,5689.19,5501.69,5522.92,34707584
2026-04-01,5723.99,5936.02,5671.11,5901.61,24057158
2026-04-02,6051.06,6144.89,5728.29,5799.61,27074134
2026-04-03,5896.27,6021.31,5883.33,5958.46,19138412
2026-04-06,5939.89,6016.39,5866.65,5910.78,30597493
2026-04-07,5939.81,6020.84,5854.56,5972.98,13121574
2026-04-08,6172.74,6186.79,6067.27,6175.66,20292053
2026-04-09,6210.58,6210.58,5994.8,6014.3,23640341
2026-04-10,6086.4,6098.84,6053.99,6071.33,23975178
2026-04-13,6000.4,6018.24,5954.84,5974.95,15785791
2026-04-14,6076.66,6117.91,6034.03,6090.82,19656338
2026-04-15,6191.95,6260.98,6125.99,6149.61,18671202
2026-04-16,6292.12,6397.98,6292.12,6348.48,23988226
2026-04-17,6382.1,6382.1,6249.15,6325.31,17780834
2026-04-20,6320.24,6364.48,6277.87,6280.65,14218455
2026-04-21,6349.05,6473.42,6321.92,6465.59,24561824
2026-04-22,6469.08,6640.83,6438.85,6640.81,33280739
2026-04-23,6675.37,6683.27,6497.32,6609.94,44582861
2026-04-24,6628.52,6644.17,6526.01,6564.95,30148493
2026-04-27,6644.39,6644.39,6548.28,6586.36,36911498
2026-04-28,6585.3,6755.08,6536.98,6673.34,25288911
2026-04-29,6702.19,6787.02,6650.55,6741.29,30467750
2026-04-30,6747.19,6769.45,6604.88,6612.47,23128860
2026-05-04,6729.06,6740.51,6661.69,6700.32,30547526
2026-05-06,6711.11,6720.03,6609.05,6629.34,31862088
2026-05-07,6719.25,6813.69,6616.75,6674.47,29841049
2026-05-08,6772.03,6919.64,6601.04,6795.2,40725734
2026-05-11,6939.83,7147.55,6938.09,7076.95,43264007
2026-05-12,7226.68,7336.43,6727.66,6963.11,61935852
2026-05-13,7032.89,7358.82,6911.19,7356.84,48294807
2026-05-14,7422.28,7443.58,7161.61,7272.31,31877650
2026-05-15,7302.1,7481.34,6848.07,6996.13,42430239
2026-05-18,6975.18,6975.18,6557.0,6749.06,27234353
2026-05-19,6770.45,6778.23,6363.23,6458.41,24607134
2026-05-20,6505.3,6505.3,6227.29,6397.44,22636439
2026-05-21,6580.71,7026.33,6579.13,6979.66,25343480
