_date,Volume
2026-04-27,29695016
2026-04-28,98324703
2026-04-29,21755703
2026-04-30,21004508
2026-05-04,37177582
2026-05-06,31731400
2026-05-07,46563724
2026-05-08,16170091
2026-05-11,16115412
2026-05-12,20999651
2026-05-13,12483329
2026-05-14,23346469
2026-05-15,22482708
2026-05-18,20069568
2026-05-19,13511082
2026-05-20,14512523
2026-05-21,22244718
