_date,Open,High,Low,Close,Volume
2026-02-24,8202.48,8525.32,8173.53,8502.25,134328034
2026-02-25,8478.59,9102.37,8478.59,8948.16,143432630
2026-02-26,8956.57,9002.51,8739.19,8824.86,92275779
2026-02-27,8845.79,9116.34,8769.9,8924.45,67042258
2026-03-03,8958.43,9208.75,8750.04,8791.24,159726036
2026-03-04,8411.01,8784.73,7494.49,7538.54,105216088
2026-03-05,8141.26,8444.33,8046.21,8267.82,112785123
2026-03-06,8230.94,8652.53,8183.5,8524.93,80933215
2026-03-09,8205.09,8326.08,7828.4,8022.24,107952994
2026-03-10,8190.6,8232.53,7960.51,8052.16,31608231
2026-03-11,8197.33,8391.87,8088.0,8151.39,42651764
2026-03-12,8190.23,8282.9,8128.16,8241.95,33590893
2026-03-13,8071.52,8160.0,7982.1,8023.58,146425888
2026-03-16,8029.32,8058.72,7929.33,7929.53,203454513
2026-03-17,8065.16,8076.41,7955.87,7998.76,84108925
2026-03-18,8073.52,8187.7,8044.27,8178.83,40776403
2026-03-19,8082.29,8082.29,7953.3,7978.38,51613356
2026-03-20,8014.05,8076.82,7955.04,7982.62,87247094
2026-03-23,7816.91,7816.91,7496.28,7560.84,56863964
2026-03-24,7774.16,7811.9,7541.39,7778.56,69646287
2026-03-25,7869.82,8065.31,7815.3,8052.31,29519350
2026-03-26,8110.55,8112.2,7908.09,7956.21,38341824
2026-03-27,7748.57,7826.78,7536.12,7826.78,21487099
2026-03-30,7547.54,7736.74,7418.16,7713.8,39664143
2026-03-31,7605.92,7620.56,7358.76,7402.17,243743930
2026-04-01,7729.63,8083.97,7639.75,8057.44,147720256
2026-04-02,8104.01,8254.28,7792.07,7865.92,284381055
2026-04-03,8049.08,8282.99,8034.53,8192.49,144955973
2026-04-06,8216.61,8339.88,8053.04,8119.32,365941193
2026-04-07,8063.8,8198.62,7976.62,8034.29,239207337
2026-04-08,8234.42,8434.24,8153.73,8413.23,157179764
2026-04-09,8443.51,8562.89,8388.32,8485.57,314694305
2026-04-10,8575.72,8731.86,8575.72,8672.52,142855207
2026-04-13,8717.47,8806.51,8575.97,8788.42,453177757
2026-04-14,8897.45,8912.83,8764.12,8772.68,315417142
2026-04-15,8858.42,8904.68,8727.02,8767.77,111603579
2026-04-16,8845.15,8926.48,8783.67,8838.39,65632905
2026-04-17,8935.06,8954.48,8807.56,8906.07,67922660
2026-04-20,8972.21,9039.56,8927.52,8962.89,93969552
2026-04-21,9040.78,9182.3,9031.56,9159.57,54463443
2026-04-22,9265.41,9514.46,9218.86,9433.91,215910409
2026-04-23,9504.64,9504.64,9054.14,9239.08,51990989
2026-04-24,9276.25,9348.02,9223.6,9306.36,42508207
2026-04-27,9348.12,9348.12,9146.56,9310.62,60312118
2026-04-28,9483.79,9770.12,9483.79,9635.57,327839863
2026-04-29,9777.57,9777.57,9582.99,9687.37,137250035
2026-04-30,9673.2,9673.2,9353.62,9486.14,68229932
2026-05-04,9729.26,9878.05,9723.44,9866.5,98305521
2026-05-06,9900.51,10123.83,9741.58,10032.24,55148928
2026-05-07,10087.11,10087.11,9656.63,9685.07,78083716
2026-05-08,9684.26,9684.26,9416.37,9568.59,36400790
2026-05-11,9599.52,9602.19,9382.91,9466.22,40739539
2026-05-12,9523.73,9673.74,8990.29,9176.15,87939730
2026-05-13,9245.24,9270.74,8938.29,9170.01,85203001
2026-05-14,9272.7,9350.99,9188.2,9292.45,110415693
2026-05-15,9290.32,9360.09,8746.96,8891.13,61476080
2026-05-18,8931.89,8931.89,8449.51,8808.57,28253157
2026-05-19,8873.34,8875.31,8434.36,8554.03,29226598
2026-05-20,8585.25,8591.7,8057.75,8155.8,23723838
2026-05-21,8348.84,8646.17,8344.12,8580.27,22252576
