_date,Volume
2026-04-27,24150441
2026-04-28,18410111
2026-04-29,20660056
2026-04-30,22602420
2026-05-04,31825615
2026-05-06,65462532
2026-05-07,34684882
2026-05-08,24747773
2026-05-11,26315479
2026-05-12,45189715
2026-05-13,27488932
2026-05-14,68424579
2026-05-15,46748142
2026-05-18,40061870
2026-05-19,44382636
2026-05-20,31423465
2026-05-21,25874824
