_date,Open,High,Low,Close,Volume
2026-02-24,5118.17,5224.0,5079.95,5212.2,37266986
2026-02-25,5213.12,5376.15,5160.21,5311.34,32620596
2026-02-26,5306.28,5370.1,5271.4,5328.79,28886592
2026-02-27,5308.87,5376.23,5277.69,5337.41,35052975
2026-03-03,5352.89,5414.54,5108.21,5110.79,89780999
2026-03-04,5007.07,5098.95,4397.69,4422.96,149726789
2026-03-05,4693.58,4839.33,4623.05,4775.67,100671319
2026-03-06,4781.22,4869.11,4685.8,4861.41,68155274
2026-03-09,4694.88,4772.4,4539.06,4634.04,121306006
2026-03-10,4728.48,4762.15,4637.9,4706.52,55059602
2026-03-11,4789.85,4884.92,4751.57,4779.6,51310354
2026-03-12,4778.02,4808.38,4724.0,4779.21,49235796
2026-03-13,4676.84,4695.03,4607.71,4632.4,58909648
2026-03-16,4611.26,4620.85,4507.84,4529.63,30448126
2026-03-17,4618.56,4703.66,4618.56,4665.37,61749619
2026-03-18,4720.54,4832.75,4720.54,4828.44,33670448
2026-03-19,4757.99,4788.83,4722.01,4733.0,74164837
2026-03-20,4796.05,4878.58,4796.05,4821.06,45275611
2026-03-23,4699.33,4699.33,4519.03,4529.62,45042435
2026-03-24,4671.27,4691.87,4552.61,4667.75,31945937
2026-03-25,4742.44,4795.76,4708.55,4751.97,29368113
2026-03-26,4752.61,4776.87,4608.86,4635.71,66865445
2026-03-27,4567.95,4680.05,4478.58,4680.05,40599865
2026-03-30,4516.48,4672.56,4489.04,4646.41,72239224
2026-03-31,4599.41,4647.77,4486.53,4519.27,41691379
2026-04-01,4663.69,4731.14,4588.27,4720.1,24037977
2026-04-02,4731.48,4790.29,4517.55,4561.04,42925277
2026-04-03,4641.03,4656.43,4561.19,4609.65,50215685
2026-04-06,4636.03,4738.98,4636.03,4708.52,36258167
2026-04-07,4708.08,4834.51,4652.24,4669.71,26683122
2026-04-08,4836.71,4875.29,4736.28,4863.99,34269421
2026-04-09,4906.84,4992.08,4896.32,4981.52,45568292
2026-04-10,5015.43,5051.72,5001.49,5040.12,22373208
2026-04-13,4985.23,4999.77,4952.41,4984.09,63104106
2026-04-14,5034.51,5042.37,4984.32,4999.04,55708848
2026-04-15,5063.96,5092.33,5046.78,5086.53,29461798
2026-04-16,5131.64,5199.16,5101.04,5199.16,32796512
2026-04-17,5196.12,5230.28,5169.47,5219.73,62743728
2026-04-20,5234.56,5243.25,5184.35,5204.35,34843479
2026-04-21,5250.37,5320.46,5245.32,5316.71,45522373
2026-04-22,5333.5,5399.49,5309.13,5399.49,52244191
2026-04-23,5454.07,5500.27,5299.26,5413.63,46082923
2026-04-24,5446.41,5497.54,5402.88,5496.62,37000632
2026-04-27,5534.37,5534.37,5432.84,5471.43,34271064
2026-04-28,5498.07,5586.15,5498.07,5538.74,48146651
2026-04-29,5627.21,5749.02,5584.34,5749.02,60283956
2026-04-30,5708.58,5713.46,5593.45,5617.39,94912370
2026-05-04,5736.09,5758.85,5675.5,5694.69,58514422
2026-05-06,5668.41,5689.18,5601.17,5667.3,40221771
2026-05-07,5671.16,5697.13,5567.2,5588.54,30814038
2026-05-08,5594.61,5616.44,5527.28,5593.31,24754649
2026-05-11,5657.71,5664.74,5488.38,5512.31,32422836
2026-05-12,5514.48,5514.48,5181.63,5314.22,39838217
2026-05-13,5374.0,5379.63,5177.2,5272.27,24079591
2026-05-14,5324.62,5422.98,5257.26,5422.98,33362504
2026-05-15,5460.97,5517.95,5099.98,5169.91,42062676
2026-05-18,5149.13,5160.89,4890.65,5102.06,25809493
2026-05-19,5096.64,5109.07,4868.9,4949.3,23539557
2026-05-20,4988.96,4990.54,4729.82,4796.76,31061218
2026-05-21,4895.48,4962.09,4868.57,4961.55,25591403
