total_assets,current_assets,prev_current_assets,cash,inventory,short_term_investments,accounts_receivable,prev_accounts_receivable,ppe_net,prev_ppe_net,total_equity,retained_earnings,total_liabilities,current_liabilities,prev_current_liabilities,long_term_debt,operating_income,prev_operating_income,sga_expense,prev_sga,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,income_tax,revenue,prev_revenue,capex,cash_from_operations,net_income,roe,debt_ratio,opm,year
43435603051,29338626338,33514241206,17748751569,1713833726,5802049243,391757806,291860628,11511276894,9140005362,34407774390,-387369271,43435603051,1483365479,1812905449,4449422171,-6280321650,-6533825381,7851626223,10222365787,3843286373,2571410327,1571304573,3688540406,1425712514,5414590946,6259950733,11396821737,-6873875505,-7222592159,,,,2025
