year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,2955743509068,2843596036892,CFS,BS
2025,연간,자본총계,2037454202719,2022452177574,CFS,BS
2025,연간,자본과부채총계,2955743509068,2843596036892,CFS,BS
2025,연간,부채총계,918289306349,821143859318,CFS,BS
2025,연간,영업이익(손실),-123501682766,-138431298006,CFS,CIS
2025,연간,매출총이익,75924199579,30975675732,CFS,CIS
2025,연간,당기순이익(손실),-56173210192,-50117070464,CFS,CIS
2025,연간,수익(매출액),651368342533,267545049154,CFS,CIS
2024,연간,자산총계,2843596036892,1852439180084,CFS,BS
2024,연간,자본총계,2022452177574,1703855316376,CFS,BS
2024,연간,자본과부채총계,2843596036892,1852439180084,CFS,BS
2024,연간,부채총계,821143859318,148583863708,CFS,BS
2024,연간,영업이익(손실),-138431298006,-11987764772,CFS,CIS
2024,연간,매출총이익,30975675732,142242801903,CFS,CIS
2024,연간,당기순이익(손실),-50117070464,22317719237,CFS,CIS
2024,연간,수익(매출액),267545049154,369505555858,CFS,CIS
2023,연간,자산총계,1852439180084,2141931383550,CFS,BS
2023,연간,자본총계,1703855316376,1741701996063,CFS,BS
2023,연간,자본과부채총계,1852439180084,2141931383550,CFS,BS
2023,연간,부채총계,148583863708,400229387487,CFS,BS
2023,연간,영업이익(손실),-11987764772,115013617843,CFS,CIS
2023,연간,매출총이익,142242801903,239610941387,CFS,CIS
2023,연간,당기순이익(손실),22317719237,122451949931,CFS,CIS
2023,연간,수익(매출액),369505555858,456725871196,CFS,CIS
2022,연간,자산총계,2141931383550,2110122672078,CFS,BS
2022,연간,부채총계,400229387487,508810723584,CFS,BS
2022,연간,자본총계,1741701996063,1601311948494,CFS,BS
2022,연간,자본과부채총계,2141931383550,2110122672078,CFS,BS
2022,연간,매출액,456725871196,929000929909,CFS,CIS
2022,연간,매출총이익,239610941387,570283127107,CFS,CIS
2022,연간,영업이익,115013617843,474219856324,CFS,CIS
2022,연간,당기순이익,122451949931,355139276839,CFS,CIS
2025,3분기,자산총계,2922779031548,2843596036892,CFS,BS
2025,3분기,자본총계,2074814862145,2022452177574,CFS,BS
2025,3분기,자본과부채총계,2922779031548,2843596036892,CFS,BS
2025,3분기,부채총계,847964169403,821143859318,CFS,BS
2025,3분기,영업이익(손실),-19370985552,0,CFS,CIS
2025,3분기,매출총이익,32930328158,0,CFS,CIS
2025,3분기,당기순이익(손실),21082628643,0,CFS,CIS
2025,3분기,수익(매출액),150764791550,0,CFS,CIS
2024,3분기,자산총계,2047645762314,1852439180084,CFS,BS
2024,3분기,자본총계,1719441839853,1703855316376,CFS,BS
2024,3분기,자본과부채총계,2047645762314,1852439180084,CFS,BS
2024,3분기,부채총계,328203922461,148583863708,CFS,BS
2024,3분기,영업이익(손실),-39613612390,0,CFS,CIS
2024,3분기,매출총이익,1826813141,0,CFS,CIS
2024,3분기,당기순이익(손실),-22317186094,0,CFS,CIS
2024,3분기,수익(매출액),61647711594,0,CFS,CIS
2023,3분기,자산총계,1920136632691,2141931383550,CFS,BS
2023,3분기,자본총계,1722904222976,1741701996063,CFS,BS
2023,3분기,자본과부채총계,1920136632691,2141931383550,CFS,BS
2023,3분기,부채총계,197232409715,400229387487,CFS,BS
2023,3분기,영업이익(손실),60937364856,0,CFS,CIS
2023,3분기,매출총이익,105481796392,0,CFS,CIS
2023,3분기,당기순이익(손실),48391960892,0,CFS,CIS
2023,3분기,수익(매출액),231826283725,0,CFS,CIS
2022,3분기,자산총계,2099319712761,2110122672078,OFS,BS
2022,3분기,부채총계,390749911428,508810723584,OFS,BS
2022,3분기,자본총계,1708569801333,1601311948494,OFS,BS
2022,3분기,자본과부채총계,2099319712761,2110122672078,OFS,BS
2022,3분기,매출액,91052874852,0,OFS,CIS
2022,3분기,매출총이익,55788801691,0,OFS,CIS
