date,name,position,change_dir,shares_before,shares_after,change_amount
2025-04-07,SNT홀딩스,,,0,0,0
2025-07-24,SNT홀딩스,,,0,0,0
2025-07-25,SNT홀딩스,,,0,0,0
2025-07-29,SNT홀딩스,,,0,0,0
2025-08-06,SNT홀딩스,,,0,0,0
2025-08-08,SNT홀딩스,,,0,0,0
2025-08-25,SNT홀딩스,,,0,0,0
2025-08-29,SNT홀딩스,,,0,0,0
2025-09-04,SNT홀딩스,,,0,0,0
2025-09-08,SNT홀딩스,,,0,0,0
2025-09-12,SNT홀딩스,,,0,0,0
2025-09-18,SNT홀딩스,,,0,0,0
2025-10-31,SNT홀딩스,,,0,0,0
2026-02-02,SNT홀딩스,,,0,0,0
2026-02-20,SNT홀딩스,,,0,0,0
2026-03-20,최평규,,,0,0,0
2026-03-20,SNT홀딩스,,,0,0,0
2026-04-07,SNT홀딩스,,,0,0,0
2025-04-07,SNT홀딩스,,,0,0,0
2025-07-24,SNT홀딩스,,,0,0,0
2025-07-25,SNT홀딩스,,,0,0,0
2025-07-29,SNT홀딩스,,,0,0,0
2025-08-06,SNT홀딩스,,,0,0,0
2025-08-08,SNT홀딩스,,,0,0,0
2025-08-25,SNT홀딩스,,,0,0,0
2025-08-29,SNT홀딩스,,,0,0,0
2025-09-04,SNT홀딩스,,,0,0,0
2025-09-08,SNT홀딩스,,,0,0,0
2025-09-12,SNT홀딩스,,,0,0,0
2025-09-18,SNT홀딩스,,,0,0,0
2025-10-31,SNT홀딩스,,,0,0,0
2026-02-02,SNT홀딩스,,,0,0,0
2026-02-20,SNT홀딩스,,,0,0,0
2026-03-20,최평규,,,0,0,0
2026-03-20,SNT홀딩스,,,0,0,0
2026-04-07,SNT홀딩스,,,0,0,0
