date,title,sentiment_score,positive_count,negative_count,source
2026-04-13,미신고 착색유리병에 부당광고까지…‘먹는 알부민’ 제조·유통업체 철...,0.0,0,0,https://www.kukinews.com/article/view/kuk202604130140
2026-04-13,"'미신고 유리병' 알부민 대거 적발…""2200만병 제조판매""",0.0,0,0,https://www.newsis.com/view/NISX20260413_0003588534
2026-04-13,"[성금내역] 평범함이 소망인 김수원 씨에 2,385만원 전달",0.0,0,0,https://www.imaeil.com/page/view/2026041311182469464
2026-04-13,"시선에이아이, 25억원 규모 자기 전환사채 매도 결정",0.0,0,0,https://www.bloter.net/news/articleView.html?idxno=659281
2026-04-13,"시선에이아이, 3회차 자기 전환사채 25억원 규모 매도 결정",0.0,0,0,https://www.digitaltoday.co.kr/news/articleView.html?idxno=656161
2026-04-13,"에스엘, 현대차 SDV·로봇·PBV 다 잡은 '핵심 기업'…""경쟁사 50% 수준의...",0.0,0,0,http://www.newsprime.co.kr/news/article.html?no=729985
2026-04-14,"수성알파시티, 'AX 거점' 도약...정부도 지원 사격",0.0,0,0,https://www.tbc.co.kr/news/view?pno=20260406143856AE08159&id=205432
2026-04-14,"펜타힐즈W-에이치티비욘드-에스엘플렛폼-종로엠스쿨 MOU 체결…""집이 아...",0.0,0,0,https://www.startuptoday.co.kr/news/articleView.html?idxno=609859
2026-04-14,경산 ‘펜타힐즈W’ 분양 임박 고층 호텔식 주상복합 조성,0.0,0,0,https://www.ksmnews.co.kr/news/view.php?idx=600311
2026-04-14,경산 최초 하이엔드 주거문화 선보이는 '펜타힐즈W' 분양,0.0,0,0,https://www.dkilbo.com/news/articleView.html?idxno=541070
2026-04-14,"경산 펜타힐즈W, '컨시어지·교육·헬스케어' 결합한 하이엔드 주거 주...",0.0,0,0,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4070067
2026-04-14,경산 펜타힐즈W서 그리는 '호텔같은 집',0.0,0,0,https://www.hidomin.com/news/articleView.html?idxno=701373
2026-04-14,"‘집을 넘어 삶을 설계하다’…펜타힐즈W, 하이엔드 주거 새 기준 제시",0.0,0,0,http://www.breaknews.com/1200154
2026-04-14,"와이투솔루션, 미국 UL 인증 받은 '35kW EV 파워모듈' 앞세워 글로벌 공...",0.261,1,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=445463
2026-04-14,"IS동서, 경산 중산지구에 59층 '호텔형' 주상복합 공급",0.0,0,0,https://www.newsis.com/view/NISX20260414_0003590547
2026-04-14,경산 최초 하이엔드 주거문화 '펜타힐즈W' 분양,0.0,0,0,https://www.kbsm.net/news/view.php?idx=515856
2026-04-14,경산 최초 최고 사양 주거문화를 선보일 아이에스동서 ‘펜타힐즈W’,0.0,0,0,https://www.kbmaeil.com/article/20260414500341
2026-04-14,"터보차저 넘어 로봇 부품으로... 한국피아이엠, 신성장 동력 확보 박차",0.537,2,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=445324
2026-04-14,[이웃사랑]이혼 후 자궁암·뇌종양 걸린 엄마…그래도 가족이 웃는 이유,0.0,0,0,https://www.imaeil.com/page/view/2026041310470701895
2026-04-15,대구 자동차 부품업계 로봇 신사업 확장…휴머노이드까지 넘본다,0.0,0,0,https://www.yeongnam.com/web/view.php?key=20260415024548215
2026-04-15,핀사이트랩스·에스엘파트너스 '자산관리·법률 서비스 결합' 통합지원...,0.0,0,0,https://daily.hankooki.com/news/articleView.html?idxno=1358523
2026-04-15,"핀사이트랩스, 법무법인 에스엘파트너스와 MOU 체결",-0.38,0,1,https://www.newspim.com/news/view/20260415000485
2026-04-15,"대구 '어나드 범어', 커뮤니티·컨시어지 서비스 운영 개시",0.0,0,0,https://www.hankyung.com/article/202604152311O
2026-04-15,"노화로 인한 퇴행성 관절염, 운동은 좋지만 등산은 조심해야",0.0,0,0,http://www.whosaeng.com/169822
2026-04-15,"핀사이트랩스, 에스엘파트너스와 고객 법률 지원 강화 협약",-0.38,0,1,https://www.cstimes.com/news/articleView.html?idxno=702037
2026-04-15,"현대모비스, 글로벌 완성차 시장 정조준… 핵심 부품 수출 봇물",0.261,1,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=445610
2026-04-15,"아이에스동서, 경산 중산지구에 ‘펜타힐즈W’ 59층 호텔형 주상복합 공...",0.0,0,0,https://biz.heraldcorp.com/article/10717286?ref=naver
2026-04-16,"""전쟁 끝나나""…코스피 6천226선 마감, 전 고점 재도전 기대",0.604,2,0,https://www.idaegu.com/news/articleView.html?idxno=660638
2026-04-17,“주말에 ‘왕과 사는 남자’를 집에서 봤어요”… ‘어나드 범어’ 단...,0.0,0,0,https://www.dt.co.kr/article/12057990?ref=naver
2026-04-17,"TPC로보틱스, 공압 기술 넘어 '스마트 팩토리' 통합 솔루션 승부수",0.261,1,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=446334
2026-04-17,"[더벨]영화 '휴민트' 투자사, 30% 손실…'홀드백' 덕에 일부 만회",0.0,0,0,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202604151443004160102934
2026-04-19,삼성이 찍은 '반도체 도화지'…대구 에스앤에스텍 눈길,0.261,1,0,https://www.imaeil.com/page/view/2026041822302457325
2026-04-20,"[성금내역] 암 재발 생활고 겪는 이미소 씨에 2,489만원 전달",0.0,0,0,https://www.imaeil.com/page/view/2026042011530733692
2026-04-20,"""식사 거르지 마세요"" 집 앞까지 가정식 딜리버리 서비스 제공하는 '어...",0.0,0,0,https://www.rcast.co.kr/news/articleView.html?idxno=30561
2026-04-21,"[도전기업 백서] K-HR의 자존심 HCG, 글로벌 기준으로 도약(上)",0.38,1,0,http://www.hansbiz.co.kr/news/articleView.html?idxno=834040
2026-04-21,[이웃사랑] 피붙이 배신에 남은 건 7천만 원 빚…향초 냄새 밴 거실엔 '...,0.0,0,0,https://www.imaeil.com/page/view/2026041415344423225
2026-04-22,연구실 나온 ‘철의 노동자’ 공장서 누빈다,0.0,0,0,https://www.segye.com/newsView/20260421513955?OutUrl=naver
2026-04-22,"대구광역시, 국내 최초 제조 현장서 ‘이동형 양팔 로봇’ 실증 본격 시...",0.0,0,0,https://www.pressian.com/pages/articles/2026042200101271122?utm_source=naver&utm_medium=search
2026-04-21,"대구상의-대구시, 기업별 맞춤형 ESG 컨설팅",0.322,1,0,https://www.idaegu.co.kr/news/articleView.html?idxno=545785
2026-04-21,대구시 '이동형 양팔 로봇' 제조 현장 실증,0.0,0,0,https://www.idaegu.co.kr/news/articleView.html?idxno=545799
2026-04-21,"‘이동형 양팔 로봇’ 현장 실증 대구 에스엘, 생산 공정서 진행",0.0,0,0,https://www.ksmnews.co.kr/news/view.php?idx=601580
2026-04-21,"대구시·상의, ESG 경영 지원사업 컨설팅 참여기업 킥오프 회의 개최",0.322,1,0,https://www.dkilbo.com/news/articleView.html?idxno=541905
2026-04-21,"대구시, 국내 최초 '이동형 양팔 로봇' 제조현장 실증 착수",0.0,0,0,https://www.dkilbo.com/news/articleView.html?idxno=541902
2026-04-21,"대구시, '이동형 양팔 로봇' 산업현장 첫 실증…AI 로봇도시 도약 시동",0.0,0,0,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4070747
2026-04-21,"대구시·상의, ESG 경영 기업 밀착 지원… 경쟁력 제고",0.322,1,0,https://www.hidomin.com/news/articleView.html?idxno=702363
2026-04-21,"대구시, ‘이동형 양팔 로봇’ 기업 제조 현장서 첫 실증 나서",0.0,0,0,https://www.chosun.com/national/regional/2026/04/21/GYY4PXZ7QJC35N2PHAJWUHPREA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
2026-04-21,"대구, 국내 첫 ‘이동형 양팔 로봇’ 제조현장 실증 착수",0.0,0,0,https://www.kbmaeil.com/article/20260421500211
2026-04-21,"욕설 없는 쪽지, 스토킹 유죄? 법조계 '이것'에 달렸다",0.0,0,0,https://lawtalknews.co.kr/article/DP9W4AQ39RAQ
2026-04-21,"대구시, 기업 현장서 국내 첫 '이동형 양팔 로봇' 실증",0.0,0,0,https://www.news1.kr/local/daegu-gyeongbuk/6144136
