total_assets,current_assets,prev_current_assets,accounts_receivable,prev_accounts_receivable,cash,inventory,short_term_investments,ppe_net,prev_ppe_net,total_equity,retained_earnings,total_liabilities,current_liabilities,prev_current_liabilities,long_term_debt,operating_income,prev_operating_income,sga_expense,prev_sga,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,income_tax,net_income,revenue,prev_revenue,short_term_debt,capex,cash_from_operations,roe,debt_ratio,opm,year
787696560000,113602076000,125288353000,35474896000,37255277000,64992696000,610692000,4216000000,590104848000,579081279000,437666508000,292945481000,787696560000,183136544000,139355060000,0,37923282000,60778799000,29884307000,22252336000,305310341000,255621120000,67807589000,83031135000,-6875465000,36781312000,373117930000,338652255000,76657574000,-172389223000,219237154000,,,,2024
