year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,67749470637,25345035928,OFS,BS
2025,연간,자본총계,58339856494,-119539090270,OFS,BS
2025,연간,자본과부채총계,67749470637,25345035928,OFS,BS
2025,연간,부채총계,9409614143,144884126198,OFS,BS
2025,연간,영업이익(손실),-12202308190,-10763507974,OFS,CIS
2025,연간,매출총이익,-33484041,190327521,OFS,CIS
2025,연간,당기순이익(손실),-12087414362,-83254627454,OFS,CIS
2025,연간,수익(매출액),423070926,768930985,OFS,CIS
2024,연간,자산총계,25345035928,31549009792,OFS,BS
2024,연간,자본총계,-119539090270,-38292999743,OFS,BS
2024,연간,자본과부채총계,25345035928,31549009792,OFS,BS
2024,연간,부채총계,144884126198,69842009535,OFS,BS
2024,연간,영업이익(손실),-10763507974,-13144249117,OFS,CIS
2024,연간,매출총이익,190327521,305699204,OFS,CIS
2024,연간,당기순이익(손실),-83254627454,-10486315163,OFS,CIS
2024,연간,수익(매출액),768930985,739823074,OFS,CIS
2025,3분기,자산총계,67185016325,25345035928,OFS,BS
2025,3분기,자본총계,57988546663,-119539090270,OFS,BS
2025,3분기,자본과부채총계,67185016325,25345035928,OFS,BS
2025,3분기,부채총계,9196469662,144884126198,OFS,BS
2025,3분기,영업이익(손실),-3565046327,0,OFS,CIS
2025,3분기,매출총이익,-102089813,0,OFS,CIS
2025,3분기,당기순이익(손실),-3535196189,0,OFS,CIS
2025,3분기,수익(매출액),58461532,0,OFS,CIS
2024,3분기,자산총계,28489561605,31549009792,OFS,BS
2024,3분기,자본총계,-116521274992,-38292999743,OFS,BS
2024,3분기,자본과부채총계,28489561605,31549009792,OFS,BS
2024,3분기,부채총계,145010836597,69842009535,OFS,BS
2024,3분기,영업이익(손실),-2837020311,0,OFS,CIS
2024,3분기,매출총이익,101121778,0,OFS,CIS
2024,3분기,당기순이익(손실),-2944308434,0,OFS,CIS
2024,3분기,수익(매출액),201596411,0,OFS,CIS
2025,반기,자산총계,19264350779,25345035928,OFS,BS
2025,반기,자본총계,9514057563,-119539090270,OFS,BS
2025,반기,자본과부채총계,19264350779,25345035928,OFS,BS
2025,반기,부채총계,9750293216,144884126198,OFS,BS
2025,반기,영업이익(손실),-2745344220,0,OFS,CIS
2025,반기,매출총이익,50574472,0,OFS,CIS
2025,반기,당기순이익(손실),-2852212453,0,OFS,CIS
2025,반기,수익(매출액),153428071,0,OFS,CIS
2026,1분기,자산총계,236901410957,67749470637,OFS,BS
2026,1분기,자본총계,144336855288,58339856494,OFS,BS
2026,1분기,자본과부채총계,236901410957,67749470637,OFS,BS
2026,1분기,부채총계,92564555669,9409614143,OFS,BS
2026,1분기,영업이익(손실),-3313885255,0,OFS,CIS
2026,1분기,매출총이익,187006343,0,OFS,CIS
2026,1분기,당기순이익(손실),-5535872071,0,OFS,CIS
2026,1분기,수익(매출액),350828736,0,OFS,CIS
2025,1분기,자산총계,22267712391,25345035928,OFS,BS
2025,1분기,자본총계,12439189708,-119539090270,OFS,BS
2025,1분기,자본과부채총계,22267712391,25345035928,OFS,BS
2025,1분기,부채총계,9828522683,144884126198,OFS,BS
2025,1분기,영업이익(손실),-2872535439,0,OFS,CIS
2025,1분기,매출총이익,7339716,0,OFS,CIS
2025,1분기,당기순이익(손실),-2897470174,0,OFS,CIS
2025,1분기,수익(매출액),7858516,0,OFS,CIS
