date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-17,137997,현대차증권,1500,Y,증권발행실적보고서,20250217001785,현대차증권,20250217,
2025-02-18,137997,현대차증권,1500,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250218001372,케이클라비스자산운용,20250218,
2025-02-19,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250219001842,현대차증권,20250219,
2025-02-20,137997,현대차증권,1500,Y,증권발행실적보고서,20250220001771,현대차증권,20250220,
2025-02-21,137997,현대차증권,1500,Y,증권발행실적보고서,20250221000334,현대차증권,20250221,
2025-02-24,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250224002937,현대차증권,20250224,
2025-02-25,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250225003907,현대차증권,20250225,
2025-02-26,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250226003604,현대차증권,20250226,
2025-02-27,137997,현대차증권,1500,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20250227000331,현대차증권,20250227,공
2025-02-28,137997,현대차증권,1500,Y,유상증자또는주식관련사채등의청약결과(자율공시)              ,20250228800118,현대차증권,20250228,유
2025-03-04,137997,현대차증권,1500,Y,증권발행실적보고서,20250304000128,현대차증권,20250304,
2025-03-05,137997,현대차증권,1500,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250305000358,케이클라비스자산운용,20250305,
2025-03-06,137997,현대차증권,1500,Y,기업지배구조보고서공시(연차보고서)              ,20250306800271,현대차증권,20250306,유
2025-03-07,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250307000285,현대차증권,20250307,
2025-03-10,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합증권-주가연계증권),20250310000427,현대차증권,20250310,
2025-03-11,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250311000545,현대차증권,20250311,
2025-03-12,137997,현대차증권,1500,Y,주식등의대량보유상황보고서(약식),20250311001306,케이클라비스자산운용,20250312,
2025-03-13,137997,현대차증권,1500,Y,[첨부정정]의결권대리행사권유참고서류,20250313001414,현대차증권,20250313,
2025-03-14,137997,현대차증권,1500,Y,증권발행실적보고서,20250314000391,현대차증권,20250314,
2025-03-17,137997,현대차증권,1500,Y,증권발행실적보고서,20250317000255,현대차증권,20250317,
2025-03-19,137997,현대차증권,1500,Y,증권발행실적보고서,20250319000013,현대차증권,20250319,
2025-03-20,137997,현대차증권,1500,Y,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20250320000433,케이클라비스자산운용,20250320,
2025-03-21,137997,현대차증권,1500,Y,최대주주등소유주식변동신고서              ,20250321800039,현대차증권,20250321,유
2025-03-26,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250326000362,현대차증권,20250326,
2025-03-27,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250327000791,현대차증권,20250327,
2025-03-28,137997,현대차증권,1500,Y,[기재정정]주식소각결정              ,20250328800048,현대차증권,20250328,유
2025-04-01,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250401003185,현대차증권,20250401,
2025-04-03,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250403002087,현대차증권,20250403,
2025-04-04,137997,현대차증권,1500,Y,증권발행실적보고서,20250404003893,현대차증권,20250404,
2025-04-07,137997,현대차증권,1500,Y,증권발행실적보고서,20250407001748,현대차증권,20250407,
2025-04-08,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250408002612,현대차증권,20250408,
2025-04-09,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250409002108,현대차증권,20250409,
2025-04-10,137997,현대차증권,1500,Y,계열금융회사의약관에의한금융거래-[예ㆍ적금],20250410000102,현대차증권,20250410,공
2025-04-14,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250414001419,현대차증권,20250414,
2025-04-15,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250415000401,현대차증권,20250415,
2025-04-16,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250416000328,현대차증권,20250416,
2025-04-17,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250417000136,현대차증권,20250417,
2025-04-18,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250418000173,현대차증권,20250418,
2025-04-21,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250421000119,현대차증권,20250421,
2025-04-22,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250422000295,현대차증권,20250422,
2025-04-23,137997,현대차증권,1500,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250423000272,현대차증권,20250423,
2025-04-24,137997,현대차증권,1500,Y,일괄신고추가서류(기타파생결합사채),20250424000106,현대차증권,20250424,
