date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-18,1390344,HD현대중공업,329180,Y,영업(잠정)실적(공정공시)              ,20250218800607,HD현대중공업,20250218,유
2025-02-25,1390344,HD현대중공업,329180,Y,주주총회소집결의              ,20250225801005,HD현대중공업,20250225,유
2025-02-26,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등거래계획보고서,20250226002229,HD한국조선해양,20250226,
2025-02-27,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250227000350,이태진,20250227,
2025-02-28,1390344,HD현대중공업,329180,Y,주식등의대량보유상황보고서(일반),20250228001875,HD한국조선해양,20250228,
2025-03-04,1390344,HD현대중공업,329180,Y,단일판매ㆍ공급계약체결              ,20250304800166,HD현대중공업,20250304,유
2025-03-14,1390344,HD현대중공업,329180,Y,감사보고서제출              ,20250314801364,HD현대중공업,20250314,유
2025-03-18,1390344,HD현대중공업,329180,Y,사업보고서 (2024.12),20250318000897,HD현대중공업,20250318,연
2025-03-19,1390344,HD현대중공업,329180,Y,영업(잠정)실적(공정공시)              ,20250319800731,HD현대중공업,20250319,유
2025-03-26,1390344,HD현대중공업,329180,Y,정기주주총회결과              ,20250326800683,HD현대중공업,20250326,유
2025-04-16,1390344,HD현대중공업,329180,Y,영업(잠정)실적(공정공시)              ,20250416800435,HD현대중공업,20250416,유
2025-04-17,1390344,HD현대중공업,329180,Y,기업설명회(IR)개최(안내공시)              ,20250417800620,HD현대중공업,20250417,유
2025-04-22,1390344,HD현대중공업,329180,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250422800296,HD현대중공업,20250422,유
2025-04-24,1390344,HD현대중공업,329180,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250424800304,HD현대중공업,20250424,유
2025-04-25,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250425800855,HD현대중공업,20250425,유
2025-04-28,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250428000704,HD한국조선해양,20250428,
2025-04-29,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250429800850,HD현대중공업,20250429,유
2025-04-30,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250430801054,HD현대중공업,20250430,유
2025-05-07,1390344,HD현대중공업,329180,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20250507000188,HD현대중공업,20250507,공
2025-05-09,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250509000734,HD한국조선해양,20250509,
2025-05-15,1390344,HD현대중공업,329180,Y,분기보고서 (2025.03),20250515001993,HD현대중공업,20250515,
2025-05-16,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250516800485,HD현대중공업,20250516,유
2025-05-20,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250520000237,HD한국조선해양,20250520,
2025-05-21,1390344,HD현대중공업,329180,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250521800001,HD현대중공업,20250521,유
2025-05-30,1390344,HD현대중공업,329180,Y,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],20250530001417,HD현대중공업,20250530,공
2025-06-02,1390344,HD현대중공업,329180,Y,기업지배구조보고서공시              ,20250602800289,HD현대중공업,20250602,유
2025-06-05,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250605800532,HD현대중공업,20250605,유
2025-06-09,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250609000207,HD한국조선해양,20250609,
2025-06-10,1390344,HD현대중공업,329180,Y,단일판매ㆍ공급계약체결              ,20250610800109,HD현대중공업,20250610,유
2025-06-13,1390344,HD현대중공업,329180,Y,단일판매ㆍ공급계약체결(자율공시)              ,20250613800119,HD현대중공업,20250613,유
2025-06-16,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250616000220,HD한국조선해양,20250616,
2025-06-17,1390344,HD현대중공업,329180,Y,영업(잠정)실적(공정공시)              ,20250617800377,HD현대중공업,20250617,유
2025-06-19,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250619000255,HD한국조선해양,20250619,
2025-06-24,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250624800519,HD현대중공업,20250624,유
2025-06-26,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250626000449,HD한국조선해양,20250626,
2025-07-02,1390344,HD현대중공업,329180,Y,주식등의대량보유상황보고서(약식),20250702000080,국민연금공단,20250702,
2025-07-07,1390344,HD현대중공업,329180,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250707000095,이강국,20250707,
2025-07-08,1390344,HD현대중공업,329180,Y,단일판매ㆍ공급계약체결              ,20250708800090,HD현대중공업,20250708,유
2025-07-16,1390344,HD현대중공업,329180,Y,영업(잠정)실적(공정공시)              ,20250716800410,HD현대중공업,20250716,유
2025-07-24,1390344,HD현대중공업,329180,Y,기업설명회(IR)개최(안내공시)              ,20250724800419,HD현대중공업,20250724,유
2025-07-25,1390344,HD현대중공업,329180,Y,최대주주등소유주식변동신고서              ,20250725800729,HD현대중공업,20250725,유
2025-07-28,1390344,HD현대중공업,329180,Y,풍문또는보도에대한해명(미확정)              ,20250728800191,HD현대중공업,20250728,유
2025-07-30,1390344,HD현대중공업,329180,Y,현금ㆍ현물배당결정              ,20250730800526,HD현대중공업,20250730,유
2025-07-31,1390344,HD현대중공업,329180,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250731800226,HD현대중공업,20250731,유
2025-08-01,1390344,HD현대중공업,329180,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20250801000219,HD현대중공업,20250801,공
2025-08-14,1390344,HD현대중공업,329180,Y,반기보고서 (2025.06),20250814002347,HD현대중공업,20250814,
