date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-24,126566,한화에어로스페이스,12450,Y,주주총회소집결의              ,20250224800913,한화에어로스페이스,20250224,유
2025-02-28,126566,한화에어로스페이스,12450,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20250228003249,한화에어로스페이스,20250228,공
2025-03-07,126566,한화에어로스페이스,12450,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250307000585,김경원,20250307,
2025-03-17,126566,한화에어로스페이스,12450,Y,감사보고서제출              ,20250317800680,한화에어로스페이스,20250317,유
2025-03-20,126566,한화에어로스페이스,12450,Y,기업설명회(IR)개최(안내공시)              ,20250320801679,한화에어로스페이스,20250320,유
2025-03-25,126566,한화에어로스페이스,12450,Y,정기주주총회결과              ,20250325801357,한화에어로스페이스,20250325,유
2025-04-01,126566,한화에어로스페이스,12450,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250401001004,김동관,20250401,
2025-04-02,126566,한화에어로스페이스,12450,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250402001298,김동현,20250402,
2025-04-03,126566,한화에어로스페이스,12450,Y,단일판매ㆍ공급계약체결              ,20250403800374,한화에어로스페이스,20250403,유
2025-04-04,126566,한화에어로스페이스,12450,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250404000965,안경수,20250404,
2025-04-07,126566,한화에어로스페이스,12450,Y,단일판매ㆍ공급계약체결              ,20250407801158,한화에어로스페이스,20250407,유
2025-04-08,126566,한화에어로스페이스,12450,Y,연결재무제표기준영업실적등에대한전망(공정공시)              ,20250408800002,한화에어로스페이스,20250408,유
2025-04-09,126566,한화에어로스페이스,12450,Y,불성실공시법인지정예고              ,20250409800659,유가증권시장본부,20250409,유
2025-04-14,126566,한화에어로스페이스,12450,Y,결산실적공시예고(안내공시)              ,20250414800776,한화에어로스페이스,20250414,유
2025-04-15,126566,한화에어로스페이스,12450,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250415000500,김경일,20250415,
2025-04-18,126566,한화에어로스페이스,12450,Y,주요사항보고서(유상증자결정),20250418000538,한화에어로스페이스,20250418,
2025-04-29,126566,한화에어로스페이스,12450,Y,유상증자또는주식관련사채등의발행결과(자율공시)              ,20250429800658,한화에어로스페이스,20250429,유
2025-04-30,126566,한화에어로스페이스,12450,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250430800325,한화에어로스페이스,20250430,유
2025-05-02,126566,한화에어로스페이스,12450,Y,기업가치제고계획예고(안내공시)              ,20250502800335,한화에어로스페이스,20250502,유
2025-05-07,126566,한화에어로스페이스,12450,Y,불성실공시법인미지정              ,20250507800785,유가증권시장본부,20250507,유
2025-05-09,126566,한화에어로스페이스,12450,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20250509000834,한화에어로스페이스,20250509,공
2025-05-13,126566,한화에어로스페이스,12450,Y,분기보고서 (2025.03),20250513000788,한화에어로스페이스,20250513,
2025-05-21,126566,한화에어로스페이스,12450,Y,유상증자신주발행가액(안내공시)              ,20250521800352,한화에어로스페이스,20250521,유
2025-05-28,126566,한화에어로스페이스,12450,Y,기업설명회(IR)개최(안내공시)              ,20250528800584,한화에어로스페이스,20250528,유
2025-05-30,126566,한화에어로스페이스,12450,Y,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],20250530002399,한화에어로스페이스,20250530,공
2025-06-04,126566,한화에어로스페이스,12450,Y,기업가치제고계획(자율공시)              ,20250604800245,한화에어로스페이스,20250604,유
