date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-07-21,111704,한화오션,42660,Y,[첨부정정]지속가능경영보고서등관련사항(자율공시)              ,20250721800067,한화오션,20250721,유
2025-07-22,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20250722800022,한화오션,20250722,유
2025-07-23,111704,한화오션,42660,Y,[발행조건확정]증권신고서(채무증권),20250723000383,한화오션,20250723,
2025-07-24,111704,한화오션,42660,Y,투자설명서,20250724000002,한화오션,20250724,
2025-07-29,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20250729800036,한화오션,20250729,유
2025-08-07,111704,한화오션,42660,Y,[기재정정]유상증자결정(종속회사의주요경영사항)              ,20250807800298,한화오션,20250807,유
2025-08-08,111704,한화오션,42660,Y,[기재정정]타법인주식및출자증권취득결정(종속회사의주요경영사항)              ,20250808800307,한화오션,20250808,유
2025-08-12,111704,한화오션,42660,Y,반기보고서 (2025.06),20250812000676,한화오션,20250812,
2025-08-14,111704,한화오션,42660,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20250814002241,한화오션,20250814,공
2025-08-20,111704,한화오션,42660,Y,풍문또는보도에대한해명(미확정)              ,20250820800240,한화오션,20250820,유
2025-08-27,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20250827800001,한화오션,20250827,유
2025-08-29,111704,한화오션,42660,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20250829001501,한화오션,20250829,공
2025-09-01,111704,한화오션,42660,Y,[기재정정]유상증자결정(종속회사의주요경영사항)              ,20250901800614,한화오션,20250901,유
2025-09-04,111704,한화오션,42660,Y,생산중단              ,20250904800005,한화오션,20250904,유
2025-09-05,111704,한화오션,42660,Y,최대주주등소유주식변동신고서              ,20250905800026,한화오션,20250905,유
2025-09-10,111704,한화오션,42660,Y,[기재정정]금전대여결정              ,20250910800410,한화오션,20250910,유
2025-09-15,111704,한화오션,42660,Y,[기재정정]단일판매ㆍ공급계약체결              ,20250915800507,한화오션,20250915,유
2025-09-17,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20250917800008,한화오션,20250917,유
2025-09-22,111704,한화오션,42660,Y,[기재정정]생산중단              ,20250922800001,한화오션,20250922,유
2025-09-29,111704,한화오션,42660,Y,약관에의한금융거래시계열금융회사의거래상대방의공시,20250929000398,한화오션,20250929,공
2025-10-01,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20251001800067,한화오션,20251001,유
2025-10-10,111704,한화오션,42660,Y,[기재정정]타인에대한채무보증결정              ,20251010800426,한화오션,20251010,유
2025-10-13,111704,한화오션,42660,Y,기업설명회(IR)개최(안내공시)              ,20251013800320,한화오션,20251013,유
2025-10-17,111704,한화오션,42660,Y,풍문또는보도에대한해명(미확정)              ,20251017800099,한화오션,20251017,유
2025-10-21,111704,한화오션,42660,Y,임원ㆍ주요주주특정증권등소유상황보고서,20251021000281,조성원,20251021,
2025-10-27,111704,한화오션,42660,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20251027800193,한화오션,20251027,유
2025-11-06,111704,한화오션,42660,Y,임원ㆍ주요주주특정증권등소유상황보고서,20251106000287,윤찬웅,20251106,
2025-11-07,111704,한화오션,42660,Y,임원ㆍ주요주주특정증권등소유상황보고서,20251107000097,김기환,20251107,
2025-11-12,111704,한화오션,42660,Y,분기보고서 (2025.09),20251112000440,한화오션,20251112,
2025-11-14,111704,한화오션,42660,Y,풍문또는보도에대한해명(미확정)              ,20251114801389,한화오션,20251114,유
2025-11-19,111704,한화오션,42660,Y,특수관계인과의내부거래,20251119000170,한화오션,20251119,공
2025-11-24,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20251124800090,한화오션,20251124,유
2025-11-27,111704,한화오션,42660,Y,[기재정정]단일판매ㆍ공급계약체결              ,20251127800598,한화오션,20251127,유
2025-11-28,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20251128800098,한화오션,20251128,유
2025-12-02,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20251202800041,한화오션,20251202,유
2025-12-04,111704,한화오션,42660,Y,[기재정정]단일판매ㆍ공급계약체결              ,20251204800395,한화오션,20251204,유
2025-12-16,111704,한화오션,42660,Y,주주명부폐쇄기간또는기준일설정              ,20251216800746,한화오션,20251216,유
2025-12-19,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20251219800049,한화오션,20251219,유
2025-12-22,111704,한화오션,42660,Y,[기재정정]유상증자결정(종속회사의주요경영사항)              ,20251222800642,한화오션,20251222,유
2025-12-23,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20251223800047,한화오션,20251223,유
2025-12-26,111704,한화오션,42660,Y,특수관계인과의내부거래,20251226000300,한화오션,20251226,공
2026-01-08,111704,한화오션,42660,Y,중대재해발생              ,20260108800501,한화오션,20260108,유
2026-01-15,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20260115800042,한화오션,20260115,유
2026-01-21,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20260121800115,한화오션,20260121,유
2026-01-23,111704,한화오션,42660,Y,[기재정정]특수관계인에대한출자,20260123000384,한화오션,20260123,공
2026-01-27,111704,한화오션,42660,Y,투자판단관련주요경영사항              ,20260127800009,한화오션,20260127,유
2026-01-29,111704,한화오션,42660,Y,특수관계인과의내부거래,20260129000559,한화오션,20260129,공
2026-01-30,111704,한화오션,42660,Y,중대재해발생(종속회사의주요경영사항)              ,20260130801013,한화오션,20260130,유
2026-02-04,111704,한화오션,42660,Y,투자판단관련주요경영사항              ,20260204800624,한화오션,20260204,유
2026-02-06,111704,한화오션,42660,Y,단일판매ㆍ공급계약체결              ,20260206800258,한화오션,20260206,유
2026-02-10,111704,한화오션,42660,Y,[기재정정]특수관계인으로부터영업양수,20260210000638,한화오션,20260210,공
2026-02-11,111704,한화오션,42660,Y,투자설명서,20260211000020,한화오션,20260211,
2026-02-12,111704,한화오션,42660,Y,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,20260212001442,한화오션,20260212,공
2026-02-13,111704,한화오션,42660,Y,특수관계인과의내부거래,20260213002205,한화오션,20260213,공
