date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-10-31,126256,삼성생명,32830,Y,주식등의대량보유상황보고서(일반),20251031000584,삼성물산,20251031,
2025-11-05,126256,삼성생명,32830,Y,최대주주등소유주식변동신고서              ,20251105800433,삼성생명,20251105,유
2025-11-07,126256,삼성생명,32830,Y,주식등의대량보유상황보고서(일반),20251107000568,삼성물산,20251107,
2025-11-13,126256,삼성생명,32830,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20251113800267,삼성생명,20251113,유
2025-11-14,126256,삼성생명,32830,Y,분기보고서 (2025.09),20251114002091,삼성생명,20251114,
2025-11-28,126256,삼성생명,32830,Y,임시주주총회결과              ,20251128801034,삼성생명,20251128,유
2025-12-01,126256,삼성생명,32830,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20251201000396,삼성생명,20251201,공
2025-12-02,126256,삼성생명,32830,Y,임원ㆍ주요주주특정증권등소유상황보고서,20251202000323,박훈민,20251202,
2025-12-03,126256,삼성생명,32830,Y,최대주주등소유주식변동신고서              ,20251203800409,삼성생명,20251203,유
2025-12-16,126256,삼성생명,32830,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20251216801326,삼성생명,20251216,유
2025-12-18,126256,삼성생명,32830,Y,특수관계인과의보험거래,20251218000391,삼성생명,20251218,공
2026-01-05,126256,삼성생명,32830,Y,동일인등출자계열회사와의상품ㆍ용역거래,20260105000365,삼성생명,20260105,공
2026-01-06,126256,삼성생명,32830,Y,[기재정정]특수관계인과의수익증권거래,20260106000158,삼성생명,20260106,공
2026-01-15,126256,삼성생명,32830,Y,계열금융회사의약관에의한금융거래-[보험],20260115000251,삼성생명,20260115,공
2026-01-23,126256,삼성생명,32830,Y,주식등의대량보유상황보고서(일반),20260123000549,삼성물산,20260123,
2026-01-29,126256,삼성생명,32830,Y,현금ㆍ현물배당결정              ,20260129801002,삼성생명,20260129,유
2026-02-03,126256,삼성생명,32830,Y,특수관계인과의수익증권거래,20260203000262,삼성생명,20260203,공
2026-02-04,126256,삼성생명,32830,Y,기업설명회(IR)개최(안내공시)              ,20260204800827,삼성생명,20260204,유
