date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-19,126256,삼성생명,32830,Y,[기재정정]매출액또는손익구조30%(대규모법인15%)미만변경(자율공시)              ,20250219801085,삼성생명,20250219,유
2025-02-28,126256,삼성생명,32830,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20250228004743,삼성생명,20250228,공
2025-03-05,126256,삼성생명,32830,Y,주주총회소집결의              ,20250305800853,삼성생명,20250305,유
2025-03-10,126256,삼성생명,32830,Y,[기재정정]주주총회소집공고,20250310000968,삼성생명,20250310,
2025-03-12,126256,삼성생명,32830,Y,감사보고서제출              ,20250312800627,삼성생명,20250312,유
2025-03-14,126256,삼성생명,32830,Y,기업지배구조보고서공시(연차보고서)              ,20250314800419,삼성생명,20250314,유
2025-03-20,126256,삼성생명,32830,Y,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20250320001260,삼성생명,20250320,
2025-03-24,126256,삼성생명,32830,Y,특수관계인과의수익증권거래,20250324000548,삼성생명,20250324,공
2025-03-27,126256,삼성생명,32830,Y,최대주주등소유주식변동신고서              ,20250327801248,삼성생명,20250327,유
2025-03-31,126256,삼성생명,32830,Y,[기재정정]사업보고서 (2024.12),20250331004004,삼성생명,20250331,연
2025-04-01,126256,삼성생명,32830,Y,기타경영사항(자율공시)              ,20250401801000,삼성생명,20250401,유
2025-04-14,126256,삼성생명,32830,Y,계열금융회사의약관에의한금융거래-[보험],20250414002400,삼성생명,20250414,공
2025-04-25,126256,삼성생명,32830,Y,기업설명회(IR)개최(안내공시)              ,20250425800634,삼성생명,20250425,유
2025-05-09,126256,삼성생명,32830,Y,주식등의대량보유상황보고서(일반),20250509000794,삼성물산,20250509,
2025-05-30,126256,삼성생명,32830,Y,특수관계인과의수익증권거래,20250530001571,삼성생명,20250530,공
2025-06-02,126256,삼성생명,32830,Y,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],20250602001355,삼성생명,20250602,공
2025-06-12,126256,삼성생명,32830,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250612000143,이길호,20250612,
2025-06-27,126256,삼성생명,32830,Y,지속가능경영보고서등관련사항(자율공시)              ,20250627800716,삼성생명,20250627,유
2025-06-30,126256,삼성생명,32830,Y,특수관계인과의수익증권거래,20250630000849,삼성생명,20250630,공
2025-07-01,126256,삼성생명,32830,Y,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20250701000286,삼성생명,20250701,
2025-07-14,126256,삼성생명,32830,Y,계열금융회사의약관에의한금융거래-[보험],20250714000109,삼성생명,20250714,공
2025-07-22,126256,삼성생명,32830,Y,특수관계인과의수익증권거래,20250722000096,삼성생명,20250722,공
2025-08-01,126256,삼성생명,32830,Y,주식등의대량보유상황보고서(일반),20250801001068,삼성물산,20250801,
2025-08-06,126256,삼성생명,32830,Y,[기재정정]기업설명회(IR)개최(안내공시)              ,20250806800546,삼성생명,20250806,유
2025-08-13,126256,삼성생명,32830,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250813800276,삼성생명,20250813,유
2025-08-14,126256,삼성생명,32830,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20250814000950,삼성생명,20250814,공
2025-09-01,126256,삼성생명,32830,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20250901000180,삼성생명,20250901,공
2025-09-25,126256,삼성생명,32830,Y,[기재정정]주주명부폐쇄기간또는기준일설정              ,20250925800559,삼성생명,20250925,유
2025-09-29,126256,삼성생명,32830,Y,특수관계인과의보험거래,20250929000487,삼성생명,20250929,공
2025-09-30,126256,삼성생명,32830,Y,특수관계인에대한출자,20250930000673,삼성생명,20250930,공
2025-10-17,126256,삼성생명,32830,Y,주식등의대량보유상황보고서(일반),20251017000493,삼성물산,20251017,
2025-10-21,126256,삼성생명,32830,Y,계열금융회사의약관에의한금융거래-[보험],20251021000345,삼성생명,20251021,공
2025-10-24,126256,삼성생명,32830,Y,기업설명회(IR)개최(안내공시)              ,20251024800436,삼성생명,20251024,유
