date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-25,159193,한국전력공사,15760,Y,결산실적공시예고(안내공시)              ,20250225800480,한국전력공사,20250225,유
2025-02-28,159193,한국전력공사,15760,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250228800421,한국전력공사,20250228,유
2025-03-05,159193,한국전력공사,15760,Y,[기재정정]타법인주식및출자증권취득결정              ,20250305801219,한국전력공사,20250305,유
2025-03-10,159193,한국전력공사,15760,Y,[기재정정]현금ㆍ현물배당결정              ,20250310801033,한국전력공사,20250310,유
2025-03-11,159193,한국전력공사,15760,Y,주주총회소집공고,20250311001273,한국전력공사,20250311,
2025-03-12,159193,한국전력공사,15760,Y,의결권대리행사권유참고서류,20250312000463,컨두잇,20250312,
2025-03-18,159193,한국전력공사,15760,Y,사업보고서 (2024.12),20250318000747,한국전력공사,20250318,연
2025-03-26,159193,한국전력공사,15760,Y,정기주주총회결과              ,20250326802506,한국전력공사,20250326,유
2025-04-18,159193,한국전력공사,15760,Y,주주명부폐쇄기간또는기준일설정              ,20250418800647,한국전력공사,20250418,유
2025-04-23,159193,한국전력공사,15760,Y,주주명부폐쇄기간또는기준일설정              ,20250423800085,한국전력공사,20250423,유
2025-04-29,159193,한국전력공사,15760,Y,해외증권거래소등에신고한사업보고서등의국내신고              ,20250429800661,한국전력공사,20250429,유
2025-05-02,159193,한국전력공사,15760,Y,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20250502000107,한국전력공사,20250502,
2025-05-08,159193,한국전력공사,15760,Y,결산실적공시예고(안내공시)              ,20250508800339,한국전력공사,20250508,유
2025-05-09,159193,한국전력공사,15760,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250509000227,이흥렬,20250509,
2025-05-13,159193,한국전력공사,15760,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250513800375,한국전력공사,20250513,유
2025-05-15,159193,한국전력공사,15760,Y,분기보고서 (2025.03),20250515002275,한국전력공사,20250515,
2025-05-28,159193,한국전력공사,15760,Y,임시주주총회결과              ,20250528800415,한국전력공사,20250528,유
2025-05-29,159193,한국전력공사,15760,Y,기업지배구조보고서공시              ,20250529800505,한국전력공사,20250529,유
2025-05-30,159193,한국전력공사,15760,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250530000992,정치교,20250530,
2025-06-02,159193,한국전력공사,15760,Y,주식등의대량보유상황보고서(약식),20250602000535,국민연금공단,20250602,
2025-06-23,159193,한국전력공사,15760,Y,기타경영사항(자율공시)              ,20250623800513,한국전력공사,20250623,유
2025-08-07,159193,한국전력공사,15760,Y,결산실적공시예고(안내공시)              ,20250807800239,한국전력공사,20250807,유
2025-08-12,159193,한국전력공사,15760,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250812800202,한국전력공사,20250812,유
2025-08-14,159193,한국전력공사,15760,Y,반기보고서 (2025.06),20250814002179,한국전력공사,20250814,
2025-09-01,159193,한국전력공사,15760,Y,[기재정정]타인에대한채무보증결정              ,20250901800829,한국전력공사,20250901,유
2025-11-10,159193,한국전력공사,15760,Y,결산실적공시예고(안내공시)              ,20251110800274,한국전력공사,20251110,유
2025-11-11,159193,한국전력공사,15760,Y,기타경영사항(자율공시)              ,20251111800488,한국전력공사,20251111,유
2025-11-13,159193,한국전력공사,15760,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20251113800338,한국전력공사,20251113,유
2025-11-14,159193,한국전력공사,15760,Y,분기보고서 (2025.09),20251114001180,한국전력공사,20251114,
2025-12-02,159193,한국전력공사,15760,Y,임원ㆍ주요주주특정증권등소유상황보고서,20251202000344,정치교,20251202,
2026-01-20,159193,한국전력공사,15760,Y,임원ㆍ주요주주특정증권등소유상황보고서,20260120000324,김동철,20260120,
