date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-18,688996,KB금융,105560,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250218000218,이재근,20250218,
2025-02-21,688996,KB금융,105560,Y,주주총회소집결의              ,20250221800569,KB금융,20250221,유
2025-02-24,688996,KB금융,105560,Y,일괄신고추가서류,20250224004319,KB금융,20250224,
2025-02-25,688996,KB금융,105560,Y,증권발행실적보고서,20250225003376,KB금융,20250225,
2025-03-04,688996,KB금융,105560,Y,주요사항보고서(자기주식취득신탁계약해지결정),20250304000411,KB금융,20250304,
2025-03-05,688996,KB금융,105560,Y,신탁계약해지결과보고서,20250305000353,KB금융,20250305,
2025-03-11,688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20250311801085,KB금융,20250311,유
2025-03-21,688996,KB금융,105560,Y,일괄신고추가서류,20250321001710,KB금융,20250321,
2025-03-24,688996,KB금융,105560,Y,증권발행실적보고서,20250324000576,KB금융,20250324,
2025-03-26,688996,KB금융,105560,Y,정기주주총회결과              ,20250326801882,KB금융,20250326,유
2025-04-02,688996,KB금융,105560,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250402000057,이환주,20250402,
2025-04-09,688996,KB금융,105560,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250409000847,박영세,20250409,
2025-04-10,688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20250410800957,KB금융,20250410,유
2025-04-14,688996,KB금융,105560,Y,자기주식취득결과보고서,20250414002206,KB금융,20250414,
2025-04-24,688996,KB금융,105560,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250424800422,KB금융,20250424,유
2025-04-25,688996,KB금융,105560,Y,[기재정정]기업가치제고계획(자율공시)              (이행현황),20250425800790,KB금융,20250425,유
2025-04-28,688996,KB금융,105560,Y,증권발행실적보고서,20250428000478,KB금융,20250428,
2025-04-30,688996,KB금융,105560,Y,주요사항보고서(자기주식취득신탁계약해지결정),20250430001042,KB금융,20250430,
2025-05-07,688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20250507800438,KB금융,20250507,유
2025-05-12,688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20250512800395,KB금융,20250512,유
2025-05-16,688996,KB금융,105560,Y,최대주주등소유주식변동신고서              ,20250516800139,KB금융,20250516,유
2025-05-20,688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20250520800286,KB금융,20250520,유
2025-05-21,688996,KB금융,105560,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250521000101,임대환,20250521,
2025-05-23,688996,KB금융,105560,Y,일괄신고추가서류,20250523000647,KB금융,20250523,
2025-05-26,688996,KB금융,105560,Y,증권발행실적보고서,20250526000286,KB금융,20250526,
2025-06-09,688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20250609800303,KB금융,20250609,유
2025-06-11,688996,KB금융,105560,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250611000533,이창권,20250611,
2025-06-30,688996,KB금융,105560,Y,지속가능경영보고서등관련사항(자율공시)              ,20250630800260,KB금융,20250630,유
2025-07-07,688996,KB금융,105560,Y,기타안내사항(안내공시)              ,20250707800079,KB금융,20250707,유
