date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-17,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250217800498,신한지주,20250217,유
2025-02-25,382199,신한지주,55550,Y,일괄신고추가서류,20250225003549,신한지주,20250225,
2025-02-26,382199,신한지주,55550,Y,증권발행실적보고서,20250226003905,신한지주,20250226,
2025-03-04,382199,신한지주,55550,Y,주주총회소집결의              ,20250304800740,신한지주,20250304,유
2025-03-05,382199,신한지주,55550,Y,기업지배구조보고서공시(연차보고서)              ,20250305800895,신한지주,20250305,유
2025-03-18,382199,신한지주,55550,Y,[첨부정정]감사보고서제출(자회사의 주요경영사항)              ,20250318801160,신한지주,20250318,유
2025-03-24,382199,신한지주,55550,Y,일괄신고추가서류,20250324000542,신한지주,20250324,
2025-03-25,382199,신한지주,55550,Y,주식등의대량보유상황보고서(약식),20250325000404,국민연금공단,20250325,
2025-03-26,382199,신한지주,55550,Y,최대주주등소유주식변동신고서              ,20250326801088,신한지주,20250326,유
2025-04-10,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250410800900,신한지주,20250410,유
2025-04-21,382199,신한지주,55550,Y,일괄신고추가서류,20250421000340,신한지주,20250421,
2025-04-22,382199,신한지주,55550,Y,증권발행실적보고서,20250422000148,신한지주,20250422,
2025-04-24,382199,신한지주,55550,Y,[기재정정]상각형조건부자본증권발행결정(자회사의 주요경영사항)              ,20250424800706,신한지주,20250424,유
2025-04-25,382199,신한지주,55550,Y,현금ㆍ현물배당결정              ,20250425800269,신한지주,20250425,유
2025-04-28,382199,신한지주,55550,Y,주요사항보고서(자기주식취득신탁계약해지결정),20250428000556,신한지주,20250428,
2025-05-08,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250508800449,신한지주,20250508,유
2025-05-09,382199,신한지주,55550,Y,신탁계약에의한취득상황보고서,20250509000752,신한지주,20250509,
2025-05-12,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250512800336,신한지주,20250512,유
2025-05-15,382199,신한지주,55550,Y,분기보고서 (2025.03),20250515002546,신한지주,20250515,
2025-05-20,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250520800271,신한지주,20250520,유
2025-06-23,382199,신한지주,55550,Y,주요사항보고서(자기주식취득신탁계약해지결정),20250623000361,신한지주,20250623,
2025-06-24,382199,신한지주,55550,Y,신탁계약해지결과보고서,20250624000198,신한지주,20250624,
2025-06-25,382199,신한지주,55550,Y,증권발행실적보고서,20250625000288,신한지주,20250625,
2025-06-30,382199,신한지주,55550,Y,지속가능경영보고서등관련사항(자율공시)              ,20250630801061,신한지주,20250630,유
2025-07-10,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250710800252,신한지주,20250710,유
2025-07-17,382199,신한지주,55550,Y,일괄신고추가서류,20250717000298,신한지주,20250717,
2025-07-18,382199,신한지주,55550,Y,증권발행실적보고서,20250718000453,신한지주,20250718,
2025-07-25,382199,신한지주,55550,Y,주요사항보고서(자기주식취득신탁계약체결결정),20250725000288,신한지주,20250725,
2025-07-30,382199,신한지주,55550,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250730000435,윤재원,20250730,
2025-08-13,382199,신한지주,55550,Y,최대주주등소유주식변동신고서              ,20250813800370,신한지주,20250813,유
2025-08-14,382199,신한지주,55550,Y,반기보고서 (2025.06),20250814002920,신한지주,20250814,
2025-08-19,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250819800443,신한지주,20250819,유
2025-08-25,382199,신한지주,55550,Y,일괄신고추가서류,20250825000275,신한지주,20250825,
2025-08-26,382199,신한지주,55550,Y,증권발행실적보고서,20250826000156,신한지주,20250826,
2025-08-27,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250827800472,신한지주,20250827,유
2025-09-03,382199,신한지주,55550,Y,[기재정정]주요사항보고서(상각형조건부자본증권발행결정),20250903000277,신한지주,20250903,
2025-09-09,382199,신한지주,55550,Y,투자설명서,20250909000012,신한지주,20250909,
2025-09-10,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250910800492,신한지주,20250910,유
2025-09-12,382199,신한지주,55550,Y,풍문또는보도에대한해명              ,20250912800338,신한지주,20250912,유
2025-09-16,382199,신한지주,55550,Y,일괄신고추가서류,20250916000102,신한지주,20250916,
2025-09-17,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250917800071,신한지주,20250917,유
2025-09-19,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20250919800372,신한지주,20250919,유
2025-10-13,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20251013800391,신한지주,20251013,유
2025-10-24,382199,신한지주,55550,Y,최대주주등소유주식변동신고서              ,20251024800501,신한지주,20251024,유
2025-10-28,382199,신한지주,55550,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20251028800230,신한지주,20251028,유
2025-10-29,382199,신한지주,55550,Y,증권발행실적보고서,20251029000108,신한지주,20251029,
2025-11-03,382199,신한지주,55550,Y,신탁계약에의한취득상황보고서,20251103000229,신한지주,20251103,
2025-11-05,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20251105800639,신한지주,20251105,유
2025-11-12,382199,신한지주,55550,Y,일괄신고추가서류,20251112000437,신한지주,20251112,
2025-11-13,382199,신한지주,55550,Y,증권발행실적보고서,20251113000607,신한지주,20251113,
2025-11-14,382199,신한지주,55550,Y,분기보고서 (2025.09),20251114002208,신한지주,20251114,
2025-12-03,382199,신한지주,55550,Y,일괄신고추가서류,20251203000276,신한지주,20251203,
2025-12-04,382199,신한지주,55550,Y,증권발행실적보고서,20251204000306,신한지주,20251204,
2025-12-05,382199,신한지주,55550,Y,타법인주식및출자증권취득결정(자회사의 주요경영사항)              ,20251205800616,신한지주,20251205,유
2025-12-10,382199,신한지주,55550,Y,주주명부폐쇄기간또는기준일설정              ,20251210800268,신한지주,20251210,유
2025-12-17,382199,신한지주,55550,Y,[기재정정]일괄신고서,20251217000046,신한지주,20251217,
2026-01-06,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20260106800592,신한지주,20260106,유
2026-01-07,382199,신한지주,55550,Y,임원ㆍ주요주주특정증권등소유상황보고서,20260107000713,장정훈,20260107,
2026-01-21,382199,신한지주,55550,Y,최대주주등소유주식변동신고서              ,20260121800377,신한지주,20260121,유
2026-01-26,382199,신한지주,55550,Y,일괄신고추가서류,20260126000438,신한지주,20260126,
2026-01-27,382199,신한지주,55550,Y,증권발행실적보고서,20260127000217,신한지주,20260127,
2026-01-30,382199,신한지주,55550,Y,주요사항보고서(자기주식취득신탁계약해지결정),20260130000650,신한지주,20260130,
2026-02-05,382199,신한지주,55550,Y,주요사항보고서(자기주식취득신탁계약체결결정),20260205000191,신한지주,20260205,
2026-02-11,382199,신한지주,55550,Y,기업설명회(IR)개최(안내공시)              ,20260211801058,신한지주,20260211,유
