date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-18,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250218800705,현대모비스,20250218,유
2025-02-27,164788,현대모비스,12330,Y,대규모기업집단현황공시[분기별공시(개별회사용)],20250227006030,현대모비스,20250227,공
2025-03-05,164788,현대모비스,12330,Y,감사보고서제출              ,20250305800460,현대모비스,20250305,유
2025-03-11,164788,현대모비스,12330,Y,사업보고서 (2024.12),20250311001180,현대모비스,20250311,연
2025-03-17,164788,현대모비스,12330,Y,[첨부정정]의결권대리행사권유참고서류,20250317000225,컨두잇,20250317,
2025-03-19,164788,현대모비스,12330,Y,정기주주총회결과              ,20250319800511,현대모비스,20250319,유
2025-03-24,164788,현대모비스,12330,Y,[기재정정]현금ㆍ현물배당결정              ,20250324801074,현대모비스,20250324,유
2025-04-08,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250408800678,현대모비스,20250408,유
2025-04-24,164788,현대모비스,12330,Y,약관에의한금융거래시계열금융회사의거래상대방의공시,20250424000331,현대모비스,20250424,공
2025-04-25,164788,현대모비스,12330,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250425800099,현대모비스,20250425,유
2025-05-12,164788,현대모비스,12330,Y,자기주식취득결과보고서,20250512000288,현대모비스,20250512,
2025-05-14,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250514800134,현대모비스,20250514,유
2025-05-15,164788,현대모비스,12330,Y,분기보고서 (2025.03),20250515001982,현대모비스,20250515,
2025-05-16,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250516800155,현대모비스,20250516,유
2025-05-21,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250521800144,현대모비스,20250521,유
2025-05-23,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250523800220,현대모비스,20250523,유
2025-05-30,164788,현대모비스,12330,Y,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],20250530001871,현대모비스,20250530,공
2025-06-02,164788,현대모비스,12330,Y,[기재정정]주식소각결정              ,20250602800195,현대모비스,20250602,유
2025-06-16,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250616800430,현대모비스,20250616,유
2025-06-24,164788,현대모비스,12330,Y,기업설명회(IR)개최(안내공시)              ,20250624800489,현대모비스,20250624,유
2025-06-26,164788,현대모비스,12330,Y,지속가능경영보고서등관련사항(자율공시)              ,20250626800338,현대모비스,20250626,유
