date,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
2025-02-25,1596425,SK스퀘어,402340,Y,주주총회소집결의              ,20250225800387,SK스퀘어,20250225,유
2025-02-27,1596425,SK스퀘어,402340,Y,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,20250227800002,SK스퀘어,20250227,유
2025-03-04,1596425,SK스퀘어,402340,Y,감사보고서제출(자회사의 주요경영사항)              ,20250304800990,SK스퀘어,20250304,유
2025-03-11,1596425,SK스퀘어,402340,Y,감사보고서제출              ,20250311801153,SK스퀘어,20250311,유
2025-03-19,1596425,SK스퀘어,402340,Y,사업보고서 (2024.12),20250319001044,SK스퀘어,20250319,연
2025-03-27,1596425,SK스퀘어,402340,Y,수시공시의무관련사항(공정공시)              ,20250327800111,SK스퀘어,20250327,유
2025-04-01,1596425,SK스퀘어,402340,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250401003270,정재헌,20250401,
2025-04-10,1596425,SK스퀘어,402340,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250410002905,정재헌,20250410,
2025-04-16,1596425,SK스퀘어,402340,Y,[기재정정]주식등의대량보유상황보고서(약식),20250416000104,MacquarieInvestmentManagementBusinessTrust,20250416,
2025-04-23,1596425,SK스퀘어,402340,Y,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,20250423800591,SK스퀘어,20250423,유
2025-04-24,1596425,SK스퀘어,402340,Y,주요사항보고서(자기주식처분결정),20250424000394,SK스퀘어,20250424,
2025-04-29,1596425,SK스퀘어,402340,Y,자기주식처분결과보고서,20250429000800,SK스퀘어,20250429,
2025-05-02,1596425,SK스퀘어,402340,Y,풍문또는보도에대한해명(미확정)              ,20250502800315,SK스퀘어,20250502,유
2025-05-15,1596425,SK스퀘어,402340,Y,분기보고서 (2025.03),20250515001434,SK스퀘어,20250515,
2025-05-30,1596425,SK스퀘어,402340,Y,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],20250530001219,SK스퀘어,20250530,공
2025-06-20,1596425,SK스퀘어,402340,Y,주식등의대량보유상황보고서(약식),20250620000490,NorgesBank,20250620,
