timestamp,bid_price_1,ask_price_1,bid_total,ask_total,imbalance_ratio,note
2026-03-10 09:28:00,0,0,0,0,1.0,no_orderbook_api
2026-03-10 10:02:34,0,0,0,0,1.0,no_orderbook_api
2026-03-10 10:45:16,0,0,0,0,1.0,no_orderbook_api
2026-03-10 11:21:40,0,0,0,0,1.0,no_orderbook_api
2026-03-10 11:30:54,0,0,0,0,1.0,no_orderbook_api
2026-03-10 12:11:12,0,0,0,0,1.0,no_orderbook_api
2026-03-10 12:49:25,0,0,0,0,1.0,no_orderbook_api
2026-03-10 13:23:13,0,0,0,0,1.0,no_orderbook_api
2026-03-10 14:10:11,0,0,0,0,1.0,no_orderbook_api
2026-03-10 14:41:34,0,0,0,0,1.0,no_orderbook_api
