year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q4,583241000000.0,263433000000.0,583241000000.0,,,,,0.0,0.0
2026,Q1,193923000000.0,0.0,193923000000.0,,,,-0.6675079426857851,-0.7071067811865475,-1.0
