year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,140597242597,41116029608,1090924689101,669241556900,140597242597,1090924689101,0.6301,2.4195,0.0,0.8287,1.0
2021,Q4,164128988758,140597242597,1232302198954,1090924689101,164128988758,1232302198954,0.1296,0.1674,0.0,0.2508,1.0
2022,Q4,97554876588,164128988758,1011484981702,1232302198954,97554876588,1011484981702,-0.1792,-0.4056,0.0,-0.4479,-1.0
2023,Q4,0,97554876588,8528071029,1011484981702,0,8528071029,-0.9916,-1.0,0.0,-0.6667,-1.0
2024,Q1,-26717628422.0,0,7102967621.0,0.0,-26717628422.0,7102967621.0,0,-26717628422.0,0.0,0.0,0.0
2024,Q2,-3086434987.0,0,6326830538.0,0.0,-3086434987.0,6326830538.0,0,-3086434987.0,0.0,0.0,0.0
2024,Q3,14466103915.0,0,3567976817.0,0.0,14466103915.0,3567976817.0,0,14466103915.0,0.0,0.0,0.0
2024,Q4,0,0,748176487524,8528071029,0,748176487524,86.731,0,0.0,0.0,0.0
2025,Q1,-7381274200.0,0,7515826207.0,0.0,-7381274200.0,7515826207.0,0,-7381274200.0,0.0,0.0,0.0
2025,Q2,36451478993.0,0,8936463947.0,0.0,36451478993.0,8936463947.0,0,36451478993.0,0.0,0.0,0.0
2025,Q3,27539079405.0,0,6311133699.0,0.0,27539079405.0,6311133699.0,0,27539079405.0,0.0,0.0,0.0
2025,Q4,0,0,909795691103,748176487524,0,909795691103,0.216,0,0.0,0.0,0.0
