Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2024-05-16,37.43265914916992,37.56627845744867,36.94589893660812,37.14632789902623,32554200
2024-05-17,37.49946594238281,37.690352214297725,37.3753893195102,37.65217423174418,25537300
2024-05-20,37.05088424682617,37.67126372866349,37.02225257995311,37.47083113799348,28369800
2024-05-21,37.84305953979492,37.93850085289508,37.0031621492732,37.0031621492732,31799200
2024-05-22,37.94804763793945,37.99577194051117,37.54718971047942,37.613999365056095,42837600
2024-05-23,37.38493347167969,38.02440196173006,37.165415524603574,37.95759231004833,39033900
2024-05-24,37.89078903198242,37.96714137209637,37.28949842485069,37.375397083012366,22166300
2024-05-28,37.52810287475586,37.92896446611073,37.327673899505086,37.84306581373849,31217900
2024-05-29,36.9554443359375,37.127241625417405,36.80273603871681,37.06997464863977,26677500
2024-05-30,36.869544982910156,37.33721254129115,35.87693924961774,36.96498630151972,50989100
2024-05-31,38.16756820678711,38.25346685190693,36.89817752233346,36.936355507020714,58188400
2024-06-03,38.06258010864258,38.358450384255285,37.566277236274175,38.21528840469032,31898600
2024-06-04,37.87169647216797,38.31073239884741,37.62354319823386,37.81442949183243,26974200
2024-06-05,38.13893508911133,38.16757039969851,37.71898815598257,38.00531577588187,34140300
2024-06-06,37.89078903198242,38.17711667890349,37.62354673944967,38.091218020741806,38676400
2024-06-07,38.198062896728516,38.37090510863208,37.717946455440334,37.717946455440334,25928700
2024-06-10,38.09242630004883,38.25566775030522,37.65072017370265,38.00600888067378,37176200
2024-06-11,37.31464385986328,37.78515583854254,36.93054930898473,37.765954407696015,44629000
2024-06-12,37.842769622802734,38.29408015277911,37.54509617449962,38.217259780443996,38964700
2024-06-13,37.69873809814453,37.78515919662285,37.38186317905564,37.72754757296892,40018700
2024-06-14,37.67953872680664,37.909992560023916,37.362660127385844,37.54510305059932,32347900
2024-06-17,37.93879318237305,37.957998276346316,37.4298710125714,37.53549719792581,26135400
2024-06-18,38.39970779418945,38.428513603412576,37.890781965599245,37.986807434671505,30804500
2024-06-20,38.39970779418945,38.70698196922647,38.16925033141314,38.19805614063626,29383300
2024-06-21,37.91958999633789,38.3228859621191,37.80435943783157,38.26527068286594,72244900
2024-06-24,38.42851638793945,38.73579058524153,38.073231284120936,38.18845819235987,31064900
2024-06-25,37.813968658447266,38.47652797122166,37.78515918363277,38.19805958033197,30596000
2024-06-26,37.44907760620117,37.78515760669894,36.94015541601962,37.61231541701515,44310200
2024-06-27,37.68912887573242,37.785150668815895,36.81531737188499,37.16100168778008,29464200
2024-06-28,38.188453674316406,38.46692202736274,37.75634824079571,38.159647866414005,52028200
2024-07-01,38.418907165527344,38.73578570198358,38.09242791417708,38.32288536459952,26770500
2024-07-02,39.30232620239258,39.33113201233171,38.370899275724014,38.409309464307654,35626100
2024-07-03,39.27352523803711,39.561594361962065,39.12948884457581,39.38875215500756,17100700
2024-07-05,38.803001403808594,39.331128630939006,38.68777451096122,39.30232282347638,23489000
2024-07-08,39.0046501159668,39.40794974301656,38.82220722694247,38.98544502296472,26728500
2024-07-09,39.7728385925293,40.16653753497996,38.98544803362244,39.13908512650677,34697200
2024-07-10,40.080116271972656,40.0993177033795,39.43675842992685,39.63840642667367,25333400
2024-07-11,40.14733123779297,40.2337523288888,39.744031591680056,40.10892104997324,33824600
2024-07-12,39.93608093261719,40.25295584102069,39.455964549038235,39.840059121100325,31856600
