Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2024-05-16,149.25181579589844,150.09494511515086,148.68664290620137,149.65948334091945,6409400
2024-05-17,150.71568298339844,150.9936393696512,149.34444938532033,149.86329376635265,5497900
2024-05-20,149.29812622070312,151.02143891120008,149.23327773951564,150.76201671155104,4913800
2024-05-21,148.21412658691406,149.59463456399618,148.0010327842273,148.77929947552337,4783300
2024-05-22,145.990478515625,147.79717378975874,145.0176382487995,147.79717378975874,6260500
2024-05-23,145.40679931640625,146.94481266931768,144.84162641623766,146.31477714148886,6718400
2024-05-24,146.15724182128906,147.28758738982518,145.74031432345657,146.4629924230192,4477700
2024-05-28,147.35244750976562,147.7045265585074,146.34255292384282,146.50005825158263,6928300
2024-05-29,145.36973571777344,146.8429006291119,144.94354808961293,146.40743883243573,5909600
2024-05-30,146.62977600097656,146.8150897007896,145.2863365020344,145.3234048969772,6369600
2024-05-31,150.37289428710938,150.63231650551995,146.8614060335261,146.97259708245247,10334200
2024-06-03,145.8885955810547,149.79846347833066,144.96208351855896,149.62243806191626,9009900
2024-06-04,144.65631103515625,144.86014478917446,142.7847529925572,144.27643775380866,6360500
2024-06-05,143.5908203125,145.4809126372205,143.17389275592802,144.6841117821816,7058500
2024-06-06,144.4709930419922,144.5543898570273,142.11765904850836,143.1460878177455,5215100
2024-06-07,144.6099853515625,146.10167014107807,143.72980183568816,144.26718045760467,5887700
2024-06-10,145.22149658203125,146.57419619076433,144.83236323688402,144.91574592424743,7074700
2024-06-11,144.98985290527344,145.23074091076313,143.1275549307944,144.69336231010175,5132000
2024-06-12,142.8866729736328,146.04608209210002,141.2004144514772,145.91637098558422,10017400
2024-06-13,141.6081085205078,142.76624866635882,141.0429355638344,142.4697721404965,6163000
2024-06-14,141.35794067382812,142.02501629816075,140.8020278265248,141.87678512467073,6159100
2024-06-17,141.932373046875,142.61798286685348,140.76495889942896,141.2930775161214,6321400
2024-06-18,142.0620880126953,144.48954495188474,141.6080920388788,142.26592178563732,6942900
2024-06-20,145.1288299560547,145.8422481095203,141.98795503975964,142.4141567533424,8336000
2024-06-21,143.86875915527344,146.08312191463497,143.81317070618093,145.2770611278957,21289800
2024-06-24,147.60263061523438,147.81572442563723,144.71191757863298,144.78604023821913,7971600
2024-06-25,146.81509399414062,147.64894911788235,146.08314161584548,147.42658115407417,5985400
2024-06-26,144.48953247070312,146.8150864599887,144.34128716910521,146.8150864599887,8637800
2024-06-27,144.83236694335938,145.40679987649855,144.2023314131037,145.18443190038747,5568700
2024-06-28,144.92498779296875,146.92625686360168,144.6933598210191,145.94415652452702,11283400
2024-07-01,145.0176544189453,147.0374436846162,144.5173300488128,145.61062150163727,5584100
2024-07-02,145.23074340820312,146.1294611012786,144.02627508514271,146.09239270751982,7216800
2024-07-03,145.19371032714844,146.14801661258946,145.05472503645822,145.40680414126436,3264200
2024-07-05,142.9700469970703,145.04543871308508,142.3863399843741,145.04543871308508,6183100
2024-07-08,142.98858642578125,143.86876992300338,142.05281447530612,142.05281447530612,4990700
2024-07-09,141.73780822753906,143.386998531313,141.15411525454275,141.75634242686567,5301600
2024-07-10,143.72979736328125,144.0170137938709,141.10776695709083,141.29306651191155,5416600
2024-07-11,143.85023498535156,145.16588020954717,142.8866688132118,143.6093469766791,8322500
2024-07-12,144.156005859375,144.9435467535389,143.20169958289037,144.68412451162766,6446300
2024-07-15,146.4259490966797,147.79719702475478,144.8786757654615,145.41605441768806,5661200
2024-07-16,146.17579650878906,146.67610674883665,144.6748375137451,145.47163836822872,6924200
2024-07-17,149.38150024414062,149.61312820451187,146.65755316818294,146.85212687537222,7296600
2024-07-18,150.067138671875,152.2073789715884,148.46427698891065,149.38151475310204,6577700
2024-07-19,147.45437622070312,150.7434965829635,146.76876640226888,150.53966281600984,6427700
2024-07-22,145.45314025878906,147.296890297302,145.32342912976077,146.59274618792728,5577300
2024-07-23,142.7662353515625,145.09178959551326,142.5346073439946,144.86016158794536,6238700
2024-07-24,143.67420959472656,144.25790248831882,142.14545645091374,143.32213054267575,5971700
2024-07-25,145.9626922607422,146.6297820226033,143.25727895428363,143.95216294476805,5432100
2024-07-26,146.24063110351562,147.35244252713957,145.5179529712876,146.13871423166555,5232500
2024-07-29,145.09178161621094,146.62052072710563,143.47964568271496,146.62052072710563,5072000
2024-07-30,147.843505859375,148.32528185273827,144.94351918273262,144.96205337861556,5740900
2024-07-31,148.67738342285156,149.80772920640618,148.28825007502232,149.80772920640618,6209200
2024-08-01,141.4042510986328,147.77865792037358,140.85761243410985,147.04671969096407,16689900
2024-08-02,137.6333465576172,140.8668640637937,136.2157844714668,140.02374897322073,13278600
2024-08-05,134.0292510986328,135.05768015129578,132.87111091038412,134.82605211364606,13037200
2024-08-06,132.7042999267578,134.4276126840212,132.6023830488436,133.87171400785726,9692700
2024-08-07,131.94456481933594,135.02057701659788,131.82411374675692,133.9550939724675,8867900
2024-08-08,133.87173461914062,134.1774852999576,132.22254425894164,132.55608917097356,7531100
2024-08-09,134.3349609375,135.37264970650048,132.66723674628554,133.61228281088194,7653100
2024-08-12,134.36276245117188,135.95636408283963,129.4244522264334,135.12249487327398,8442200
2024-08-13,133.55670166015625,133.92731494960634,132.53754692343426,133.49185317040963,7794800
2024-08-14,134.0384979248047,134.566616584592,132.88961788176965,133.77907567919226,5874200
2024-08-15,136.01194763183594,136.6790373204554,134.7889451568838,134.8908620297965,6304200
2024-08-16,136.4474334716797,136.77170420649392,134.9372143071946,135.31708764043165,6874400
2024-08-19,137.56231689453125,138.40550455405182,136.681645968196,136.79406717728472,5967400
2024-08-20,135.557373046875,137.2624897736213,135.43557388936605,137.09385798230963,7497600
2024-08-21,136.14761352539062,137.3842895543131,135.4262108360416,136.25065675676464,5985000
2024-08-22,136.53173828125,137.09387290482817,135.96961795334917,136.17573302894934,4027000
2024-08-23,138.3024444580078,138.74277991303805,137.08450992691382,137.28124703918337,4824100
2024-08-26,139.12689208984375,140.61653012974244,138.23685759217526,139.56722750475862,5780300
2024-08-27,137.6747283935547,140.11062592031118,137.47799129152514,139.2861656566687,5100000
2024-08-28,136.7847137451172,137.85275819842315,136.2975313098103,137.19694393686314,5614400
2024-08-29,138.1150665283203,138.82709130905943,136.26004519450203,137.21566831008954,4466700
2024-08-30,138.61158752441406,138.73338666982986,136.50360456826007,136.9907868542489,6414800
2024-09-03,135.529296875,136.56923603194315,135.173277289262,136.36312093448208,7944700
2024-09-04,133.10275268554688,136.3443544536694,132.7279915331468,135.51053054613402,9820700
2024-09-05,132.03469848632812,134.1333181220933,131.72554018193608,134.1333181220933,9371100
2024-09-06,129.8142852783203,133.1402171274813,129.16783482111984,132.1658667557119,7836400
2024-09-09,131.44448852539062,133.05592598654994,129.7955677954536,129.88926167171945,9892300
2024-09-10,129.50511169433594,132.17522939796976,128.43706747201753,132.00658331251125,8202500
2024-09-11,129.17721557617188,129.73933585429955,126.82563404795816,129.4863881621963,9534000
2024-09-12,130.42327880859375,130.6668628501021,128.74625293211375,129.50512465342536,6591500
2024-09-13,131.7349090576172,132.59683832717914,130.89172142095453,131.04161159711688,5900700
2024-09-16,133.12147521972656,134.13330885119572,132.16586648084657,132.7467283765198,6864300
2024-09-17,134.35818481445312,135.0421043344996,132.79359436125424,132.8498049662337,7338800
2024-09-18,134.8734588623047,136.4099438574297,134.15205614820246,134.27385531044314,6180300
2024-09-19,135.83843994140625,137.515451364827,135.78221504878664,136.6066752590989,7247400
2024-09-20,136.48487854003906,136.70037155974106,134.38627330637493,136.06328475975303,23162900
2024-09-23,138.2274932861328,139.0519535990381,136.73785509905144,137.01892241442167,6960600
2024-09-24,138.1431884765625,139.68905168743123,137.637278704801,139.48293659264874,6014200
2024-09-25,134.8828125,138.10568671247182,134.44247711075673,137.6747149905214,7888400
2024-09-26,133.02780151367188,134.1801616881604,131.75364217672453,132.00658987397173,8046200
2024-09-27,136.306884765625,136.56921042308005,133.82414039200768,133.9553032207352,8049200
2024-09-30,137.97454833984375,138.1712854575804,135.17326738999245,136.19446483719497,7491700
2024-10-01,140.25115966796875,141.01940937072374,136.26941323683855,137.11261517613138,9489100
2024-10-02,141.42225646972656,142.66831055292815,139.8389244820819,142.106175946964,8105400
2024-10-03,141.7033233642578,142.565252607422,140.5509631505975,141.75953396555684,6553300
2024-10-04,141.2255401611328,142.8744466614036,140.66340547239014,142.85570502626445,7892400
2024-10-07,141.58151245117188,143.10863370625415,141.17866031150083,141.93753195743048,5895900
2024-10-08,139.3611297607422,140.15748479193186,138.40550658245016,139.78272359668114,5892700
2024-10-09,140.2042999267578,140.87885569830647,138.05884774757956,138.1993742434538,4973500
2024-10-10,141.11309814453125,141.98440544237113,140.39170962521845,141.16930875167995,4420900
2024-10-11,141.8625946044922,142.71516019799054,140.76644496814166,140.88824413740633,5051300
2024-10-14,142.19985961914062,142.31228081400343,140.70084364114916,141.01939418605355,4214700
2024-10-15,138.40550231933594,140.49475839235188,138.24623417713929,139.40797240311633,6704600
2024-10-16,139.34237670898438,139.62344400847158,138.85520863859503,138.98637147226552,4303700
2024-10-17,141.65647888183594,141.77827805054207,139.5672371552448,139.83892649811568,6593100
2024-10-18,141.23489379882812,141.5440664261079,139.95137064870613,141.30048236931685,5208200
2024-10-21,141.356689453125,142.85569131981714,140.99130622920305,142.40599218937726,5074000
2024-10-22,141.39414978027344,142.10617455124813,140.7383356102077,141.70332238094946,4416400
2024-10-23,140.98193359375,141.4691160092871,139.86704224650077,140.86951238080997,5248600
2024-10-24,140.9538116455078,141.8906930978484,139.95135592525514,141.59089846685117,5474300
2024-10-25,141.2910919189453,142.51840435486622,140.96319198251146,141.83448488593257,6839900
2024-10-28,141.03811645507812,141.1880209066276,138.8083484948997,138.89266438801803,8892000
2024-10-29,139.14564514160156,140.92571428303805,138.53666358587427,140.56969473647985,6014700
2024-10-30,138.70529174804688,140.20429338490882,138.33990858014627,139.67027842982736,5784000
2024-10-31,139.42669677734375,140.12935782717955,138.555389641796,139.37047188498934,8400900
2024-11-01,143.408447265625,146.08791442996161,142.12490998623852,142.85567635754418,11728000
2024-11-04,144.2516632080078,144.67325707504568,142.98686731121524,144.67325707504568,6130000
2024-11-05,143.72698974609375,144.9074552518701,142.92127111005306,144.77629241789495,5978900
2024-11-06,147.76495361328125,148.59877758937432,146.26593747178305,147.18409164889746,12118900
2024-11-07,146.87489318847656,148.036616912819,146.52823736804464,147.97104265209396,8143200
2024-11-08,147.02479553222656,147.6337770374102,145.84433008020804,146.71563724139577,6041500
2024-11-11,146.62193298339844,147.9710444304259,146.05979844857865,147.22153648255787,7771700
2024-11-12,145.4883270263672,147.5307362028583,145.32905888117622,147.37146805766736,5681900
2024-11-13,148.70184326171875,148.9829105905836,144.776307213859,146.2191128307154,8824000
2024-11-14,151.58743286132812,151.6155381632862,149.60123431700015,149.7511387912282,10111200
2024-11-15,151.2313995361328,152.1308120039131,150.61305435801364,151.32509339791193,9022800
2024-11-18,152.14944458007812,152.8687470661849,150.54997568253643,151.9601597727098,6075400
2024-11-19,151.05157470703125,151.83710587201816,150.24709628888291,151.41121147950008,4657400
2024-11-20,152.68893432617188,152.7930431452333,151.22195167267228,151.3449933065193,6391300
2024-11-21,152.9728546142578,153.93821145632248,152.6510545587313,153.34196504010725,7945200
2024-11-22,153.66375732421875,153.90036695212365,152.51856037089658,152.85927881273986,7005900
2024-11-25,151.7708740234375,154.43036382044596,151.2692627883472,153.46499253490205,10702400
2024-11-26,153.8246307373047,154.2126739440887,152.75515073277936,153.61641313568907,7369500
2024-11-27,153.4271240234375,155.85946311342175,152.95390484064254,154.04230318446957,7674500
2024-11-29,153.2567596435547,154.03284604556774,152.05479330117385,153.55962685648765,5077000
2024-12-02,153.52178955078125,154.22214477135495,151.53426300041264,153.59749191935282,6229600
2024-12-03,153.24734497070312,154.45878529130096,152.74573363990126,154.25056763230685,5900100
2024-12-04,149.84014892578125,153.17160201841273,149.40478086537203,153.1621428324384,7862700
2024-12-05,150.79603576660156,152.0642597882766,150.19031575315196,150.7581701424148,6358400
2024-12-06,146.9251251220703,150.32283603722215,146.8588674919084,150.24711922053973,9701700
2024-12-09,148.66656494140625,151.50588051070392,148.42049612434255,148.5908481265776,9404500
2024-12-10,148.59083557128906,150.97586449159598,148.30690115004938,150.54049645349454,9126200
2024-12-11,147.84315490722656,148.75172772140422,147.45511168128397,148.45833411596135,13764700
2024-12-12,146.4235076904297,148.1460182626245,146.00707243694146,147.52136538239213,7621500
2024-12-13,145.6284942626953,146.6601232520408,144.87135498008308,146.57493280746672,5816200
2024-12-16,141.36004638671875,145.6474113770534,141.25593758035612,145.6474113770534,11961200
2024-12-17,140.17701721191406,140.68808768556624,139.0412938159597,140.07290839153038,11909300
2024-12-18,136.3628387451172,140.70698729113388,136.26818913383235,139.84572492955235,10174500
2024-12-19,133.5897979736328,137.00644177862816,133.40051314850834,136.82663058173912,16544300
2024-12-20,135.19874572753906,135.19874572753906,133.0219342856002,133.27747672464878,32209200
2024-12-23,135.3123016357422,135.67195285548866,133.9588871898307,134.84854161246406,8156500
2024-12-24,136.13572692871094,136.32501176342768,134.64035218388648,135.43537159610827,3556100
2024-12-26,136.26821899414062,136.58054545001664,135.2460636225935,135.97482535297092,4492600
2024-12-27,136.28713989257812,137.90555603306467,135.7098118473174,136.56160069504404,5296500
2024-12-30,135.40695190429688,136.2681998923719,134.72551508545442,136.0883742816351,6194800
2024-12-31,137.0821533203125,137.55537258566142,135.64357715153605,135.83286196937442,6137800
2025-01-02,138.85198974609375,140.13914660085086,137.68786006818902,137.68786006818902,7170300
2025-01-03,139.93092346191406,140.54610264639098,139.4103794527007,139.63751542653642,5809000
2025-01-06,139.37252807617188,142.27810119819767,139.00341763945414,140.4514673866933,5888700
2025-01-07,141.57772827148438,142.43899075129062,139.7227169442918,140.55557298361077,7736000
2025-01-08,142.24969482421875,143.08255079843124,140.101275606316,140.11073479140222,7640900
2025-01-10,144.9375762939453,146.07329948796087,142.78915707794243,145.1931187060876,11074700
2025-01-13,147.02923583984375,148.92211295684717,145.7515380092639,145.8461876417166,11774100
2025-01-14,148.49618530273438,148.50565892968726,146.18688764243447,146.8967164716856,6830200
2025-01-15,149.849609375,150.190327812517,148.00405718907675,148.47727643887785,7900000
2025-01-16,150.84335327148438,151.33549083004618,149.5656556848831,149.5656556848831,5578900
2025-01-17,152.82142639160156,153.10536083109412,150.29443731897828,150.60676375826952,9260400
2025-01-21,149.76441955566406,152.75515396287653,149.05459074646575,152.51854435981042,10131400
2025-01-22,148.03244018554688,149.95370906756915,147.89993938132136,149.2344066090553,7232200
2025-01-23,147.6538543701172,149.48048805089545,147.28474395981547,149.18709444802798,5979800
2025-01-24,147.31314086914062,149.03566580231737,146.9535040737174,148.07976815440915,8003800
2025-01-27,148.8085174560547,149.4331703158325,147.1901157502272,147.95672860472496,7141000
2025-01-28,147.84315490722656,150.4079949896181,146.8683100288937,149.2628125656956,6425400
2025-01-29,147.35101318359375,148.1933428755522,146.51814267774523,147.37940518342901,5630600
2025-01-30,147.947265625,149.01673125464362,147.1901119757314,148.1744016107273,6931900
2025-01-31,141.19915771484375,146.10170205977485,140.68807285356604,145.52437401514928,16726800
2025-02-03,141.34112548828125,142.7797160861445,139.88361651785158,141.01933985658331,7605000
2025-02-04,145.0133056640625,145.17419847335108,140.75433248634852,140.75433248634852,8458100
2025-02-05,144.79563903808594,145.56225195334014,144.13312049953944,144.79563903808594,6533700
2025-02-06,143.7639923095703,146.94402602462048,142.96898749118387,145.95973640778553,6420500
2025-02-07,144.4454345703125,145.5716986594751,143.78293053007127,144.31293376226424,4724900
2025-02-10,147.4267120361328,147.45510403250907,145.80829603516642,146.0259728212191,5653800
2025-02-11,149.0072784423828,150.20925937045115,147.7579727014289,147.9756639524015,6011800
2025-02-12,146.6033172607422,149.0356711275,146.29100526557212,148.35423425502728,6693500
2025-02-13,147.53082275390625,148.0418931368245,145.10794275495283,146.48973473490096,7836400
2025-02-14,148.65045166015625,150.66958743411183,148.21026922698275,148.40165352843584,5828800
2025-02-18,149.43515014648438,150.5356208595904,148.11457360940784,148.6504555080225,5981500
2025-02-19,150.45904541015625,151.54038777864048,149.2820182012718,149.7796290170811,4945800
2025-02-20,151.95187377929688,152.10498705656278,150.3059571545888,150.71743266034437,6256200
2025-02-21,150.1623992919922,152.10497825462284,150.0667144505024,151.32029830699278,6689800
2025-02-24,151.0906219482422,151.51167611752336,149.99971551041563,150.32507024061132,5925000
2025-02-25,149.68394470214844,152.14327751576337,148.76529421270624,151.1863414049441,6810900
2025-02-26,148.45904541015625,149.94229908008083,147.75090753761776,149.87530655354917,6005200
2025-02-27,149.92318725585938,151.4734191710074,148.14328540444654,148.98539390239713,7517200
2025-02-28,151.78919982910156,151.83704955453953,148.24853917198277,149.95188426543484,8828500
2025-03-03,146.49734497070312,153.19589771304916,145.22461819745502,152.5930378953846,9059800
2025-03-04,145.45428466796875,147.5116914064795,143.5882622257892,144.69831158687043,8826300
2025-03-05,144.31553649902344,144.85141839952675,141.37775015101892,143.68395514413595,9288300
2025-03-06,146.36337280273438,146.72701319135606,143.03323928076978,144.02844639477914,7314700
2025-03-07,149.60739135742188,150.66959104790246,147.09065925966198,147.32031458623948,8562600
2025-03-10,150.784423828125,153.46383314756395,149.44470456671985,150.42078344833587,11750300
2025-03-11,147.44471740722656,151.99972802885105,147.16719775870934,151.6073807198088,10466300
2025-03-12,146.09542846679688,148.12412826837993,145.66481015441934,147.02365762545003,9710200
2025-03-13,146.99493408203125,147.77961397999815,145.3777099658545,145.70306468936067,9022800
2025-03-14,150.2581024169922,150.46862951578726,146.42077951760606,147.35858735830612,6671500
2025-03-17,151.8848876953125,152.58344690803045,150.009286653678,150.44948365177189,7615200
2025-03-18,153.8848876953125,154.15282862784827,151.98059425348225,152.86097368919775,9289500
2025-03-19,156.98536682128906,157.4542561553413,153.97100940872014,154.0380019431195,11503900
2025-03-20,157.67434692382812,158.19108593291045,155.4159774067545,156.10497248665388,9545900
2025-03-21,157.6552276611328,157.7891981354724,156.08585298957505,157.4064295235555,21625500
2025-03-24,157.91358947753906,159.26285819724163,157.24373716958652,157.5977988320003,8068000
2025-03-25,158.79397583007812,160.593020337307,157.9997171295821,158.9279462975301,7869200
2025-03-26,160.73654174804688,161.6839136485428,160.0475466570834,160.16237430501576,10076100
2025-03-27,159.473388671875,160.97578529595376,158.7078515046783,160.047556148958,6862700
2025-03-28,158.93751525878906,159.93273699171942,158.18154215542623,159.52124687088678,4923000
2025-03-31,160.0858154296875,161.6456257667774,158.97578077796211,159.03319460112394,10675300
2025-04-01,161.2532958984375,161.3394312441549,159.0045048391752,160.08583269594766,6378600
2025-04-02,159.3011474609375,160.7461156584193,158.70785177484444,160.19109099007707,7044900
2025-04-03,149.39683532714844,154.4016208416313,149.09062341707818,153.22457911397106,15501000
2025-04-04,137.1097869873047,145.8944669368733,136.6026120825585,145.22460006492832,20374700
2025-04-07,134.1145782470703,139.89448002294344,131.37774062774818,132.75573084190827,17817000
2025-04-08,131.03323364257812,138.26768174619085,129.0619479065343,137.9423124233836,12904400
2025-04-09,139.7413787841797,141.1193691169662,128.11461090424456,129.20551748408616,16846800
2025-04-10,129.16722106933594,137.4447264788507,127.70311011351575,137.0523792026675,20991200
2025-04-11,129.7892303466797,131.21505559759441,126.35381911543112,129.19592011584632,17224400
2025-04-14,129.4925994873047,132.57392028210674,128.32513628234034,132.51650645263078,9628200
2025-04-15,128.7461700439453,130.74617749041272,128.4686650135366,128.53565754600254,9334800
2025-04-16,129.53085327148438,131.62654537862738,128.99497146543,129.5691242854808,8637200
2025-04-17,131.93275451660156,134.2007026431663,130.57390722224832,130.80357710644128,8434400
2025-04-21,127.97105407714844,130.42080803269056,126.63134944573802,130.16244581200198,9967500
2025-04-22,131.38731384277344,132.28683600618854,129.1289443309788,129.435156253727,7984700
2025-04-23,130.79400634765625,132.58348660879327,129.32989542597983,131.30119586460478,10002000
